"name","pos","team","sourceName","player","playerID","season","positionRank","overallRank","pointsLo","pointsHi","vor","pick","risk","sdPts","sdPick","dropOffNorm","passAtt","passComp","passIncomp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstBlk","dstTd","fg","fgAtt","fg2029","fg3039","fg4049","fg50","xp","points"
"THEORIDDICK","RB","DET","cbs","Theo Riddick",939,2015,43,184,5.8,132.7,-97.7551084388322,214.2,6.03718349252881,18.547326,29.1,0.0525333689408245,NA,NA,NA,NA,NA,NA,59,225,1.5,39.3,36.1,367,4.6,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.7
"VICTORCRUZ","WR","NYG","espn","Victor Cruz",1000,2015,56,184,140.45,214.6,-114.532968607668,104.690460526316,5.29280949823894,17.465028,16.77715,0.122198113784542,0,0,0,0,0,0,0,0,0,50,81.5,675,4,0,0.05,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.45
"TAYLORGABRIEL","WR","CLE","fox","Taylor Gabriel",919,2015,64,184,71.3,152.2,-102.782968607668,197.1,5.58855147709909,13.291509,34.2,0.727381101445718,NA,NA,NA,NA,NA,NA,0,0,0,54,45,762,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.2
"BISHOPSANKEY","RB","TEN","fp","Bishop Sankey",86,2015,41,184,113.6,143.5,-109.595108438832,104.064473684211,3.9413645699963,9.05868600000001,13.5978,0.697864192367507,NA,NA,NA,NA,NA,NA,162.4,661.9,3.5,20.9,24.4,154.7,0.4,0,0.05,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.86
"ROBERTWOODS","WR","BUF","nfl","Robert Woods",836,2015,53,184,98.18,157.4,-111.342968607668,198.9,5.96096186984113,17.694831,29.6,0.354683203870124,0,0,0,NA,NA,NA,0,NA,NA,41.94,65.8,777,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.64
"LEVINETOILOLO","TE","ATL","yahoo","Levine Toilolo",641,2015,53,184,5.85,85,-110.925330204391,294.3,7.31963484190159,27.820989,17.8,0.258875242662625,NA,NA,NA,0,0,0,0,0,0,11.7,16.8,131,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2
"BRIANQUICK","WR","STL","average","Brian Quick",128,2015,53,185,132.2,166.5,-104.648968607668,114.132236842105,4.72718900127805,13.63992,15.8978,0.57297444545618,0,0,0,0,0,0,0,0,0,54.2,89.8,725.94,4.14,0,0.05,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.334
"DARRENMCFADDEN","RB","DAL","averageRobust","Darren McFadden",264,2015,43,185,117.7,135.84,-105.234820015517,108.393421052632,4.03173765750161,7.27956600000001,19.2978,1.96272547477888,0,0,0,0,0,0,147,610.3,5,17.55,19.8,140.4,0.900024178148309,0,0.1,1.49992832278728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.220288423315
"BRIANQUICK","WR","STL","averageWeighted","Brian Quick",128,2015,53,185,132.2,166.5,-104.648968607668,114.132236842105,4.72718900127805,13.63992,15.8978,0.57297444545618,0,0,0,0,0,0,0,0,0,54.2,89.8,725.94,4.14,0,0.05,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.334
"BRIANHOYER","QB","HOU","cbs","Brian Hoyer",124,2015,30,185,78.5,202.74,-97.8546809252966,232.1,11.1336182466986,38.774932,82.9,0.652604459280864,483,282,201,3299,18.8,16.2,29.8,69,0.3,NA,0,NA,NA,0,0.433333333333333,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.326666666667
"RYANGRIFFIN","TE","HOU","espn","Ryan Griffin",854,2015,54,185,4.17,28.45,-115.125330204391,312.5,3.35507005097058,2.14977,18.5,0.184357543588967,0,0,0,0,0,0,0,0,0,10,NA,110,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"DEANTHONYTHOMAS","RB","KC","fox","De'Anthony Thomas",286,2015,39,185,69.08,127.5,-102.955108438832,336.3,6.76412657430914,3.95360000000001,75.6,0.17829536447869,NA,NA,NA,NA,NA,NA,13,69,1,40,44.6,466,3,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.5
"BRANDONPETTIGREW","TE","DET","fp","Brandon Pettigrew",110,2015,62,185,11.625,50.2,-110.005330204391,343.5,2.35342861524434,7.178255,0.5,0.375537952059778,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,8.3,134.2,0.9,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.12
"ISAIAHCROWELL","RB","CLE","nfl","Isaiah Crowell",420,2015,45,185,110.3,148.1,-111.955108438832,103.242434210526,3.99788717418639,8.87336100000002,15.0304,0.630882218551726,0,0,0,NA,NA,NA,201.26,655,5,14.2,13.5,128,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.5
"JAMESCASEY","TE","DEN","yahoo","James Casey",443,2015,54,185,11.1666666666667,34.1,-111.125330204391,NA,2.72466324226002,2.29803,NA,0.187101774910192,0,0,0,0,0,0,0,0,0,13.6,17.4,116,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"ANTHONYFASANO","TE","TEN","average","Anthony Fasano",52,2015,65,186,17.74,58.2,-104.725663537725,330.7,10.614714390406,25.92079,53.9,0.0381460036112753,0,0,0,0,0,0,0,0,0,11.175,9.8,167.18,1.64,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3996666666667
"KELLENDAVIS","TE","NYJ","averageRobust","Kellen Davis",583,2015,63,186,15.6666666666667,65.6,-105.442830204391,NA,5.7473402685262,11.915162,NA,0.026347377809579,0,0,0,0,0,0,0,0,0,15.025,10.2,156.575,1.075,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6825
"ANTHONYFASANO","TE","TEN","averageWeighted","Anthony Fasano",52,2015,65,186,17.74,58.2,-104.725663537725,330.7,10.614714390406,25.92079,53.9,0.0381460036112753,0,0,0,0,0,0,0,0,0,11.175,9.8,167.18,1.64,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3996666666667
"JERRICHOCOTCHERY","WR","CAR","cbs","Jerricho Cotchery",497,2015,48,186,80.4,157,-98.0829686076679,200.8,11.1519308588149,50.423226,44.2,0.013574319861134,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,47.8,742,3.9,0,0.05,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.9
"MARKUSWHEATON","WR","PIT","espn","Markus Wheaton",672,2015,57,186,123.9,157.2,-115.532968607668,108.720394736842,4.36854019865994,8.92525199999999,21.6304,0.318349271318693,0,0,0,0,0,0,5,30,0,50,81.1,682,3,0.2,0.05,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.45
"ROYHELU","RB","OAK","fox","Roy Helu",847,2015,40,186,114.34,144.7,-104.155108438832,139.315384615385,3.14008952113122,2.92072199999999,13.4428640580901,0.260014073198086,NA,NA,NA,NA,NA,NA,47,191,2,40,54.4,392,3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.3
"KELLENDAVIS","TE","NYJ","fp","Kellen Davis",583,2015,63,186,15.6666666666667,65.6,-110.385330204391,NA,5.7473402685262,11.915162,NA,0.316429694213987,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,10.2,136.4,0.9,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.74
"DARRENMCFADDEN","RB","DAL","nfl","Darren McFadden",264,2015,46,186,117.7,135.84,-111.975108438832,108.393421052632,4.03173765750161,7.27956600000001,19.2978,0.484233721504797,0,0,0,NA,NA,NA,147.02,646,4,19.28,19.8,66,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.48
"GARYBARNIDGE","TE","CLE","yahoo","Gary Barnidge",385,2015,55,186,16.25,61.2,-111.725330204391,295,8.49664114817413,20.36104,41.4,0.16317728565938,0,0,0,0,0,0,0,0,0,11.4,18,144,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4
"BRESHADPERRIMAN","WR","BAL","average","Breshad Perriman",117,2015,54,187,133.1,183.6,-104.852968607668,121.9,5.40433539035729,14.30709,27.7,0.382111571366143,0,0,0,0,0,0,0,0,0,50.24,86.6,706.4,5.06666666666667,0,0.05,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.13
