"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50","points"
"BRANDONMARSHALL","WR","yahoo","Brandon Marshall","NYJ",23,110,0,0,0,0,0,0,74.8,122,940,6.4,0,0.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.36
"VINCENTJACKSON","WR","yahoo","Vincent Jackson","TB",24,111,0,0,0,0,0,0,65.9,115,1021,5,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.35
"GRAHAMGANO","K","yahoo","Graham Gano","CAR",20,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,7.9,8.3,7.7,3.1,131.13
"SEBASTIANJANIKOWSKI","K","yahoo","Sebastian Janikowski","OAK",21,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,6.6,7.5,8.6,5.1,130.73
"STLOUISRAMS","DST","yahoo","St. Louis Rams","STL",4,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3,0.5,12.8,11.1,0.1,4.2,NA,NA,NA,NA,NA,130.5
"NEWENGLANDPATRIOTS","DST","yahoo","New England Patriots","NE",5,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2,0.1,14.3,12.5,0.1,4,NA,NA,NA,NA,NA,130.49
"ALLENROBINSON","WR","yahoo","Allen Robinson","JAC",25,116,0,0,0,0,0,0,78.1,127,1030,4.7,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.39
"GOLDENTATE","WR","yahoo","Golden Tate","DET",26,117,0,0,0,4,26.4,0.1,81.4,122,1014,4.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.19
"DOUGMARTIN","RB","yahoo","Doug Martin","TB",33,118,0,0,0,217,847,4.3,20.6,26.1,165,0.5,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.96
"PHILADELPHIAEAGLES","DST","yahoo","Philadelphia Eagles","PHI",6,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,0.5,16.4,10.6,0.5,4.4,NA,NA,NA,NA,NA,128.45
"DESEANJACKSON","WR","yahoo","DeSean Jackson","WAS",27,120,0,0,0,3.8,25.2,0.1,65.6,102,1002,4.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.21
"NICKFOLK","K","yahoo","Nick Folk","NYJ",22,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,8.8,7.3,8.5,2.7,127.66
"GIOVANIBERNARD","RB","yahoo","Giovani Bernard","CIN",34,122,0,0,0,125,509,4.1,56.6,71.3,441,1.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.59
"ERICDECKER","WR","yahoo","Eric Decker","NYJ",28,123,0,0,0,0,0,0,75.3,117,986,4.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.54
"JOHNBROWN","WR","yahoo","John Brown","ARZ",29,124,0,0,0,3.9,25.5,0.1,66.4,110,936,5.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.3
"MIKENUGENT","K","yahoo","Mike Nugent","CIN",23,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,5.3,8.4,8.9,2,126.52
"CAIROSANTOS","K","yahoo","Cairo Santos","KC",24,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,7.2,9.7,7.9,1.6,126.37
"BALTIMORERAVENS","DST","yahoo","Baltimore Ravens","BAL",7,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.1,11.9,10.8,0.8,2,NA,NA,NA,NA,NA,125.23
"CONNORBARTH","K","yahoo","Connor Barth","TB",25,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,4.4,7.7,7.3,4.7,124.77
"SAMMYWATKINS","WR","yahoo","Sammy Watkins","BUF",30,129,0,0,0,4.7,31,0.1,65.3,118,897,5.3,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.37
"ARIZONACARDINALS","DST","yahoo","Arizona Cardinals","ARZ",8,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,0.5,14.2,7.6,0.8,3.7,NA,NA,NA,NA,NA,124.14
"RASHADJENNINGS","RB","yahoo","Rashad Jennings","NYG",35,131,0,0,0,175,702,6.1,17.9,23.2,140,0.7,0,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.08
"DANCARPENTER","K","yahoo","Dan Carpenter","BUF",26,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,7.6,8.6,6.8,3.2,123.96
"JOSHSCOBEE","K","yahoo","Josh Scobee","JAC",27,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,3.9,10.4,8.8,3.3,123.53
"KAIFORBATH","K","yahoo","Kai Forbath","WAS",28,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,7.2,8.1,9.2,1.4,123.35
"ROBBIEGOULD","K","yahoo","Robbie Gould","CHI",29,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,10,6.8,7.6,1.9,123.16
"MICHAELFLOYD","WR","yahoo","Michael Floyd","ARZ",31,136,0,0,0,0,0,0,62.4,104,885,5.9,0,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.84
"JIMMYGRAHAM","TE","yahoo","Jimmy Graham","SEA",2,137,0,0,0,0,0,0,61.8,99.1,737,8.3,0,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.46
"TORREYSMITH","WR","yahoo","Torrey Smith","SF",32,138,0,0,0,0,0,0,58.3,100,965,4.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.72
"LARRYFITZGERALD","WR","yahoo","Larry Fitzgerald","ARZ",33,139,0,0,0,0,0,0,69.5,110,874,5.8,0,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.57
"SHANEVEREEN","RB","yahoo","Shane Vereen","NYG",36,140,0,0,0,104,438,3.4,47.9,63.8,441,2.3,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.03
"RYANSUCCOP","K","yahoo","Ryan Succop","TEN",30,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,7.5,9.6,7.3,1.7,120.93
"BISHOPSANKEY","RB","yahoo","Bishop Sankey","TEN",37,142,0,0,0,183,769,4.9,19.5,24.4,145,0.5,0,0.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.8
"CHARLESJOHNSON","WR","yahoo","Charles Johnson","MIN",34,143,0,0,0,0,0,0,60.9,102,891,5.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.74
"VICTORCRUZ","WR","yahoo","Victor Cruz","NYG",35,144,0,0,0,0,0,0,67.9,104,907,5.1,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.68
"PIERREGARCON","WR","yahoo","Pierre Garcon","WAS",36,145,0,0,0,0,0,0,72.4,112,928,4.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.96
"STEVESMITH","WR","yahoo","Steve Smith Sr.","BAL",37,146,0,0,0,0,0,0,68.1,104,906,5.1,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.47
"CAROLINAPANTHERS","DST","yahoo","Carolina Panthers","CAR",9,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0.1,15.1,12.5,0.1,3.6,NA,NA,NA,NA,NA,119.27
"NEWYORKJETS","DST","yahoo","New York Jets","NYJ",10,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,0.5,13.8,9.8,0.1,3,NA,NA,NA,NA,NA,118.56
"MARQUESCOLSTON","WR","yahoo","Marques Colston","NO",38,149,0,0,0,0,0,0,57.5,87.8,852,5.6,0,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.21
"TRAVISCOONS","K","yahoo","Travis Coons","CLE",31,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,7.1,9.1,6.3,3,116.21
"TRAVISKELCE","TE","yahoo","Travis Kelce","KC",3,151,0,0,0,0,0,0,76.6,109,830,5.8,0,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.14
"ANQUANBOLDIN","WR","yahoo","Anquan Boldin","SF",39,152,0,0,0,0,0,0,77.2,115,947,3.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.86
"GREGOLSEN","TE","yahoo","Greg Olsen","CAR",4,153,0,0,0,0,0,0,70.4,105,857,5.1,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.84
"DENVERBRONCOS","DST","yahoo","Denver Broncos","DEN",11,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,0.1,14.3,6.5,0.1,4.2,NA,NA,NA,NA,NA,115.4
"DEVINFUNCHESS","WR","yahoo","Devin Funchess","CAR",40,155,0,0,0,0,0,0,61.9,105,786,6.2,0,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.18
"BRESHADPERRIMAN","WR","yahoo","Breshad Perriman","BAL",41,156,0,0,0,0,0,0,57.6,99.6,798,5.9,0,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.54
"CLEVELANDBROWNS","DST","yahoo","Cleveland Browns","CLE",12,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,0.1,14.5,7.2,0.5,4.6,NA,NA,NA,NA,NA,114.5
"GREENBAYPACKERS","DST","yahoo","Green Bay Packers","GB",13,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,0.1,13.8,9.3,0.2,2.5,NA,NA,NA,NA,NA,114.44
"NELSONAGHOLOR","WR","yahoo","Nelson Agholor","PHI",42,159,0,0,0,0,0,0,60.7,98.7,817,5.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.65
"MIAMIDOLPHINS","DST","yahoo","Miami Dolphins","MIA",14,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,0.5,13.3,11.2,0.1,3.3,NA,NA,NA,NA,NA,112.81
"TERRANCEWILLIAMS","WR","yahoo","Terrance Williams","DAL",43,161,0,0,0,0,0,0,46.1,74.2,758,6.2,0,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.77
"SANFRANCISCO49ERS","DST","yahoo","San Francisco 49ers","SF",15,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,0.5,13.9,8,0.1,3.4,NA,NA,NA,NA,NA,112.29
"RUEBENRANDLE","WR","yahoo","Rueben Randle","NYG",44,163,0,0,0,0,0,0,57.5,92.9,824,4.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.99
"DANNYWOODHEAD","RB","yahoo","Danny Woodhead","SD",38,164,0,0,0,76.2,330,1.3,56.1,70,527,3.3,0,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.87
"MIKEWALLACE","WR","yahoo","Mike Wallace","MIN",45,165,0,0,0,0,0,0,54.8,92.3,829,4.8,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.68
"INDIANAPOLISCOLTS","DST","yahoo","Indianapolis Colts","IND",16,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1,1,15.2,11.2,0.1,1.3,NA,NA,NA,NA,NA,110.2
"DOUGBALDWIN","WR","yahoo","Doug Baldwin","SEA",46,167,0,0,0,2.2,14.7,0,59.5,84.6,798,4.7,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.65
"JASONWITTEN","TE","yahoo","Jason Witten","DAL",5,168,0,0,0,0,0,0,61.9,89.1,720,6.3,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.55
"DUKEJOHNSON","RB","yahoo","Duke Johnson Jr.","CLE",39,169,0,0,0,110,499,3.1,43.7,54.1,360,1.2,0,0.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.45
"DEVANTEPARKER","WR","yahoo","DeVante Parker","MIA",47,170,0,0,0,0,0,0,57.1,89,792,5.1,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.25
"TAMPABAYBUCCANEERS","DST","yahoo","Tampa Bay Buccaneers","TB",17,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,0.5,14.7,11.3,0.1,3.5,NA,NA,NA,NA,NA,108.69
"RODDYWHITE","WR","yahoo","Roddy White","ATL",48,172,0,0,0,0,0,0,63.7,95.1,801,5,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.36
"BRANDONLAFELL","WR","yahoo","Brandon LaFell","NE",49,173,0,0,0,0,0,0,58.8,87.8,769,5.1,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.38
"DETROITLIONS","DST","yahoo","Detroit Lions","DET",18,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,0.5,13.8,6,0.2,2.9,NA,NA,NA,NA,NA,107.38
"CINCINNATIBENGALS","DST","yahoo","Cincinnati Bengals","CIN",19,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.1,14.2,7.3,0.1,3.7,NA,NA,NA,NA,NA,106.77
"KENDALLWRIGHT","WR","yahoo","Kendall Wright","TEN",50,176,0,0,0,3.8,25.2,0.1,75,112,820,3.8,0,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7
"MARTELLUSBENNETT","TE","yahoo","Martellus Bennett","CHI",6,177,0,0,0,0,0,0,69.7,105,753,5.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.46
"MINNESOTAVIKINGS","DST","yahoo","Minnesota Vikings","MIN",20,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,0.1,14.6,6.5,0.1,3,NA,NA,NA,NA,NA,105.74
"RYANMATHEWS","RB","yahoo","Ryan Mathews","PHI",40,179,0,0,0,158,714,4,12.2,15.6,97.1,0.5,0.1,0.1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.43
"NEWYORKGIANTS","DST","yahoo","New York Giants","NYG",21,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,0.1,14,9.3,0.1,2.3,NA,NA,NA,NA,NA,104.87
"MALCOMFLOYD","WR","yahoo","Malcom Floyd","SD",51,181,0,0,0,0,0,0,43.2,70,743,4.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.04
"MARTAVISBRYANT","WR","yahoo","Martavis Bryant","PIT",52,182,0,0,0,3.2,21.4,0,44.8,73.5,676,5.6,0,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.36
"ZACHERTZ","TE","yahoo","Zach Ertz","PHI",7,183,0,0,0,0,0,0,55.2,83.1,692,5.7,0,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.17
"EDDIEROYAL","WR","yahoo","Eddie Royal","CHI",53,184,0,0,0,0,0,0,64.8,102,774,4.2,0.2,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.05
"JACKSONVILLEJAGUARS","DST","yahoo","Jacksonville Jaguars","JAC",22,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,1.5,9.4,12.3,0.1,2.6,NA,NA,NA,NA,NA,102.87
"KANSASCITYCHIEFS","DST","yahoo","Kansas City Chiefs","KC",23,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,0.1,6.2,5.8,0.1,3.1,NA,NA,NA,NA,NA,102.71
"STEVEJOHNSON","WR","yahoo","Stevie Johnson","SD",54,187,0,0,0,0,0,0,55.1,85.9,735,4.8,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.93
"KENNYSTILLS","WR","yahoo","Kenny Stills","MIA",55,188,0,0,0,4,26.6,0.1,52.1,79,754,3.5,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.99
"NEWORLEANSSAINTS","DST","yahoo","New Orleans Saints","NO",24,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,0.1,13.8,9.5,0.1,1.5,NA,NA,NA,NA,NA,98.94
"BRIANQUICK","WR","yahoo","Brian Quick","STL",56,190,0,0,0,0,0,0,51.4,85,731,4.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.92
"CODYLATIMER","WR","yahoo","Cody Latimer","DEN",57,191,0,0,0,0,0,0,51.5,81.2,686,5,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.25
"PITTSBURGHSTEELERS","DST","yahoo","Pittsburgh Steelers","PIT",25,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,0.5,9.8,7.2,0.1,4,NA,NA,NA,NA,NA,98.17
"MICHAELCRABTREE","WR","yahoo","Michael Crabtree","OAK",58,193,0,0,0,0,0,0,64.8,103,765,3.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.03
"BRANDONMCMANUS","K","yahoo","Brandon McManus","DEN",32,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,5.2,5,4.8,1.2,97.19
"DALLASCOWBOYS","DST","yahoo","Dallas Cowboys","DAL",26,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,0.1,13.5,11.3,0.1,2.8,NA,NA,NA,NA,NA,96.19
"GENOSMITH","QB","yahoo","Geno Smith","NYJ",33,196,1442,8.1,6.5,21.2,106,0.8,0,0,0,0,0,0.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.67
"ATLANTAFALCONS","DST","yahoo","Atlanta Falcons","ATL",27,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,0.1,16.5,9,0.8,2.4,NA,NA,NA,NA,NA,95.63
"LARRYDONNELL","TE","yahoo","Larry Donnell","NYG",8,198,0,0,0,0,0,0,53.5,81.3,633,5.5,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.26
"DELANIEWALKER","TE","yahoo","Delanie Walker","TEN",9,199,0,0,0,0,0,0,62.6,96.6,712,4.2,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.15
"JORDANCAMERON","TE","yahoo","Jordan Cameron","MIA",10,200,0,0,0,0,0,0,51.5,76.6,632,5.3,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.66
"BRANDONCOLEMAN","WR","yahoo","Brandon Coleman","NO",59,201,0,0,0,0,0,0,41,64.4,662,4.7,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.99
"JULIUSTHOMAS","TE","yahoo","Julius Thomas","JAC",11,202,0,0,0,0,0,0,61.6,91.5,696,4.2,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.86
"HEATHMILLER","TE","yahoo","Heath Miller","PIT",12,203,0,0,0,0,0,0,59.2,81.9,664,4.6,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.96
"NATEWASHINGTON","WR","yahoo","Nate Washington","HOU",60,204,0,0,0,0,0,0,48.5,82.2,734,3.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.59
"TYMONTGOMERY","WR","yahoo","Ty Montgomery","GB",61,205,0,0,0,6.1,40.5,0.1,40.8,61.9,555,4.2,1.1,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5
"CHICAGOBEARS","DST","yahoo","Chicago Bears","CHI",28,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,0.1,13,8.3,0.1,3.3,NA,NA,NA,NA,NA,91.49
"CHARLESSIMS","RB","yahoo","Charles Sims","TB",41,207,0,0,0,96.7,373,2.2,46,57.4,376,1,0,0.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.16
"MARKUSWHEATON","WR","yahoo","Markus Wheaton","PIT",62,208,0,0,0,4.4,28.8,0.1,48.5,77.6,665,3.3,0.2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.62
"ALFREDBLUE","RB","yahoo","Alfred Blue","HOU",42,209,0,0,0,146,568,3.1,15.7,19.8,129,0.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.06
"LORENZOTALIAFERRO","RB","yahoo","Lorenzo Taliaferro","BAL",43,210,0,0,0,118,486,4,16.4,20.8,131,0.6,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8
"KENNYBRITT","WR","yahoo","Kenny Britt","STL",63,211,0,0,0,0,0,0,44.4,75.6,658,3.7,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.7
"OWENDANIELS","TE","yahoo","Owen Daniels","DEN",13,212,0,0,0,0,0,0,50,75.4,563,5.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.05
"PERCYHARVIN","WR","yahoo","Percy Harvin","BUF",64,213,0,0,0,18.8,122,0.5,47.2,74.5,524,2.7,0.7,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.96
"SANDIEGOCHARGERS","DST","yahoo","San Diego Chargers","SD",29,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0.1,9.7,9,0.1,1.9,NA,NA,NA,NA,NA,86.66
"TREMASON","RB","yahoo","Tre Mason","STL",44,215,0,0,0,129,567,2.7,16.9,21.5,127,0.4,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.37
"TYLEREIFERT","TE","yahoo","Tyler Eifert","CIN",14,216,0,0,0,0,0,0,53.9,76,627,4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.33
"RYANMALLETT","QB","yahoo","Ryan Mallett","HOU",34,217,1478,7.2,6.3,11.3,33.8,0.3,0,0,0,0,0,0.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7
"TENNESSEETITANS","DST","yahoo","Tennessee Titans","TEN",30,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,0.1,12.8,6.4,0.1,3.4,NA,NA,NA,NA,NA,85.62
"JONASGRAY","RB","yahoo","Jonas Gray","NE",45,219,0,0,0,113,488,5,7,9.1,56.2,0.3,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.51
"LANCEDUNBAR","RB","yahoo","Lance Dunbar","DAL",46,220,0,0,0,65.5,267,1.7,40.7,49.5,360,2,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.63
"REGGIEBUSH","RB","yahoo","Reggie Bush","SF",47,221,0,0,0,71,308,1.4,39.7,52.5,339,1.2,0.9,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.06
"JERMAINEKEARSE","WR","yahoo","Jermaine Kearse","SEA",65,222,0,0,0,0,0,0,38.6,59.9,571,4.5,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.74
"ERICEBRON","TE","yahoo","Eric Ebron","DET",15,223,0,0,0,0,0,0,52.5,83.3,584,4.2,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.97
"ROYHELU","RB","yahoo","Roy Helu Jr.","OAK",48,224,0,0,0,77.5,320,2,43.4,54.4,340,1.2,0,0.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.61
"ALLENHURNS","WR","yahoo","Allen Hurns","JAC",66,225,0,0,0,3.7,24.6,0.1,46.2,76.3,616,3.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5
"MARVINJONES","WR","yahoo","Marvin Jones","CIN",67,226,0,0,0,2.3,15.3,0.1,46,76,597,3.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.45
"KYLERUDOLPH","TE","yahoo","Kyle Rudolph","MIN",16,227,0,0,0,0,0,0,50.6,72.8,562,4.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.36
"JAREDCOOK","TE","yahoo","Jared Cook","STL",17,228,0,0,0,0,0,0,51.4,80.3,603,3.4,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.64
"JORDANREED","TE","yahoo","Jordan Reed","WAS",18,229,0,0,0,0,0,0,55,81.5,571,4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.33
"AUSTINSEFERIANJENKINS","TE","yahoo","Austin Seferian-Jenkins","TB",19,230,0,0,0,0,0,0,48.3,73.1,590,3.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.13
"TYLERLOCKETT","WR","yahoo","Tyler Lockett","SEA",68,231,0,0,0,2.2,14.7,0,36,55.7,513,3.3,1.2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.73
"COBYFLEENER","TE","yahoo","Coby Fleener","IND",20,232,0,0,0,0,0,0,39.4,63.3,475,5.3,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.48
