"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50","points"
"KENNYBELL","WR","yahoo","Kenny Bell","TB",121,358,0,0,0,0,0,0,14.8,24.9,188,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89
"EDDICKSON","TE","yahoo","Ed Dickson","CAR",47,359,0,0,0,0,0,0,14.7,23.9,177,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.76
"SAMMIECOATES","WR","yahoo","Sammie Coates","PIT",122,360,0,0,0,0,0,0,11.9,20.1,169,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.64
"QUINCYENUNWA","WR","yahoo","Quincy Enunwa","NYJ",123,361,0,0,0,0,0,0,14,23,175,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.49
"KYLEJUSZCZYK","RB","yahoo","Kyle Juszczyk","BAL",90,362,0,0,0,0,0,0,20,26.1,171,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.42
"ZACSTACY","RB","yahoo","Zac Stacy","NYJ",91,363,0,0,0,36.3,145,1.1,2.8,3.5,22.2,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.02
"ROBERTHUGHES","RB","yahoo","Robert Hughes","ARZ",92,364,0,0,0,30.9,98.7,1.3,4.2,5.5,36.9,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.63
"DEREKCARRIER","TE","yahoo","Derek Carrier","WAS",48,365,0,0,0,0,0,0,13.9,20.4,159,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.19
"JACKDOYLE","TE","yahoo","Jack Doyle","IND",49,366,0,0,0,0,0,0,11.7,17.3,131,1.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.15
"CHRISTINEMICHAEL","RB","yahoo","Christine Michael","SEA",93,367,0,0,0,35.7,155,0.9,1.7,2.1,13.5,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.87
"CJFIEDOROWICZ","TE","yahoo","C.J. Fiedorowicz","HOU",50,368,0,0,0,0,0,0,13.7,20.1,155,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.01
"SCOTTCHANDLER","TE","yahoo","Scott Chandler","NE",51,369,0,0,0,0,0,0,11.7,17.3,132,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.32
"ERIKLORIG","RB","yahoo","Erik Lorig","NO",94,370,0,0,0,4.1,13.1,0.2,14,17.6,120,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.19
"MICHAELCAMPANARO","WR","yahoo","Michael Campanaro","BAL",124,371,0,0,0,4.2,27.9,0.1,7,11.1,93.6,0.6,0.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.07
"LEVINETOILOLO","TE","yahoo","Levine Toilolo","ATL",52,372,0,0,0,0,0,0,11.7,16.8,131,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.76
"TROYNIKLAS","TE","yahoo","Troy Niklas","ARZ",53,373,0,0,0,0,0,0,11.7,16.5,133,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.52
"MYCOLEPRUITT","TE","yahoo","MyCole Pruitt","MIN",54,374,0,0,0,0,0,0,12.1,17,140,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.49
"ANTONESMITH","RB","yahoo","Antone Smith","ATL",95,375,0,0,0,21.1,101,0.8,4.6,5.6,38.3,0.2,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.42
"LUKEWILLSON","TE","yahoo","Luke Willson","SEA",55,376,0,0,0,0,0,0,10.9,16.5,124,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.67
"BRUCEELLINGTON","WR","yahoo","Bruce Ellington","SF",125,377,0,0,0,6.3,41.3,0.1,7.6,12,104,0.4,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43
"JOSEPHFAURIA","TE","yahoo","Joseph Fauria","DET",56,378,0,0,0,0,0,0,10.9,16.7,122,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3
"KARLOSWILLIAMS","RB","yahoo","Karlos Williams","BUF",96,379,0,0,0,28.2,113,0.9,1.7,2.2,13.2,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.96
"JACOBYJONES","WR","yahoo","Jacoby Jones","SD",126,380,0,0,0,0,0,0,3.3,5.3,47.7,0.3,1.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.58
"MILESAUSTIN","WR","yahoo","Miles Austin","PHI",127,381,0,0,0,0,0,0,9.4,15.6,124,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.55
"JAMESCASEY","TE","yahoo","James Casey","DEN",57,382,0,0,0,0,0,0,13.6,17.4,116,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.45
"JAMESOSHAUGHNESSY","TE","yahoo","James O'Shaughnessy","KC",58,383,0,0,0,0,0,0,10.5,14.9,121,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.05
"BRANDONMYERS","TE","yahoo","Brandon Myers","TB",59,384,0,0,0,0,0,0,10.6,15.7,121,0.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.69
"JEFFCUMBERLAND","TE","yahoo","Jeff Cumberland","NYJ",60,385,0,0,0,0,0,0,10.4,15.3,119,0.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6
"BRUCEMILLER","RB","yahoo","Bruce Miller","SF",97,386,0,0,0,8.4,26.7,0.3,11,14.3,94,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.55
"COLTMCCOY","QB","yahoo","Colt McCoy","WAS",38,387,255,1.3,0.9,4,12,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.91
"SEANTAVIUSJONES","WR","yahoo","Seantavius Jones","NO",128,388,0,0,0,0,0,0,7.8,11.7,118,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67
"DREWSTANTON","QB","yahoo","Drew Stanton","ARZ",39,389,239,1.5,0.9,1.9,5.6,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.87
"JIMMYCLAUSEN","QB","yahoo","Jimmy Clausen","CHI",40,390,236,1.4,1,3.1,9.3,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.69
"CHRISTHOMPSON","RB","yahoo","Chris Thompson","WAS",98,391,0,0,0,11.4,44.5,0.4,8.1,10.2,67.3,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67
"JOHNKUHN","RB","yahoo","John Kuhn","GB",99,392,0,0,0,16.4,47.5,0.7,3.8,5,32.5,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.29
"DARRELYOUNG","RB","yahoo","Darrel Young","WAS",100,393,0,0,0,7.6,24.4,0.4,7.9,10.2,68.7,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"REXBURKHEAD","RB","yahoo","Rex Burkhead","CIN",101,394,0,0,0,4.6,18,0.1,11.3,14.3,91.9,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.95
"MARQUEISGRAY","TE","yahoo","MarQueis Gray","BUF",61,395,0,0,0,0,0,0,8.6,13.1,97.1,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79
"GARYBARNIDGE","TE","yahoo","Gary Barnidge","CLE",62,396,0,0,0,0,0,0,8.8,13.5,98.8,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.53
"JUWANTHOMPSON","RB","yahoo","Juwan Thompson","DEN",102,397,0,0,0,15.8,68,0.7,2.3,2.9,18.8,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.49
"TONYMOEAKI","TE","yahoo","Tony Moeaki","ATL",63,398,0,0,0,0,0,0,7.8,11.2,89.8,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.42
"JOHNNYMANZIEL","QB","yahoo","Johnny Manziel","CLE",41,399,184,1.1,1.2,6.6,19.9,0.3,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4
"CHRISPOLK","RB","yahoo","Chris Polk","HOU",103,400,0,0,0,20.1,88.6,0.6,1.3,1.6,10.2,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33
"DEVINSTREET","WR","yahoo","Devin Street","DAL",129,401,0,0,0,0,0,0,6.2,9.9,92.1,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24
"COREYWASHINGTON","WR","yahoo","Corey Washington","NYG",130,402,0,0,0,0,0,0,7.2,11.6,95.7,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.21
"JEREMYROSS","WR","yahoo","Jeremy Ross","DET",131,403,0,0,0,0,0,0,1.7,2.8,22.5,0.1,1.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.11
"TRENTRICHARDSON","RB","yahoo","Trent Richardson","OAK",104,404,0,0,0,18.4,63.9,0.4,4.3,5.4,34.4,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.84
"KADEEMCAREY","RB","yahoo","Ka'Deem Carey","CHI",105,405,0,0,0,19.2,81.2,0.4,2.2,2.8,18,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78
"EJMANUEL","QB","yahoo","EJ Manuel","BUF",42,406,185,1.1,0.8,3.6,10.9,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.44
"DANTEROSARIO","TE","yahoo","Dante Rosario","CHI",64,407,0,0,0,0,0,0,7.5,11.1,85.3,0.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35
"CHARCANDRICKWEST","RB","yahoo","Charcandrick West","KC",106,408,0,0,0,16.8,69.1,0.6,2,2.5,15.9,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.23
"DONTRELLEINMAN","WR","yahoo","Dontrelle Inman","SD",132,409,0,0,0,0,0,0,6.3,9.9,89.6,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.06
"DWAYNEHARRIS","WR","yahoo","Dwayne Harris","NYG",133,410,0,0,0,0,0,0,1.8,2.9,24.5,0.2,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.01
"FOZZYWHITTAKER","RB","yahoo","Fozzy Whittaker","CAR",107,411,0,0,0,15.8,58.4,0.3,3.8,4.8,30.8,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7
"JIMDRAY","TE","yahoo","Jim Dray","CLE",65,412,0,0,0,0,0,0,7.4,11.3,82.5,0.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.28
"JERONHAMM","TE","yahoo","Je'Ron Hamm","WAS",66,413,0,0,0,0,0,0,6.9,10.2,79.2,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.19
"LEESMITH","TE","yahoo","Lee Smith","OAK",67,414,0,0,0,0,0,0,7.3,10.9,82.3,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.04
"LAMICHAELJAMES","RB","yahoo","LaMichael James","MIA",108,415,0,0,0,12.1,46,0.4,4.4,5.5,35.8,0.2,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.93
"TYLERKROFT","TE","yahoo","Tyler Kroft","CIN",68,416,0,0,0,0,0,0,6.8,9.5,78.5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91
"ANTHONYFASANO","TE","yahoo","Anthony Fasano","TEN",69,417,0,0,0,0,0,0,6.6,9.8,75.4,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82
"CRAIGSTEVENS","TE","yahoo","Craig Stevens","TEN",70,418,0,0,0,0,0,0,6.6,9.8,75.6,0.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.81
"JASONAVANT","WR","yahoo","Jason Avant","KC",134,419,0,0,0,0,0,0,6.4,10,79.6,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.54
"STEFONDIGGS","WR","yahoo","Stefon Diggs","MIN",135,420,0,0,0,0,0,0,5.9,9.7,79.8,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.48
"CHRISHOGAN","WR","yahoo","Chris Hogan","BUF",136,421,0,0,0,0,0,0,5.8,10.3,77.8,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.28
"ANTHONYSHERMAN","RB","yahoo","Anthony Sherman","KC",109,422,0,0,0,1.9,6,0.1,7.6,9.9,66.3,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.26
"DEREKANDERSON","QB","yahoo","Derek Anderson","CAR",43,423,155,1,0.7,2.7,8.2,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.09
"TERRELLEPRYOR","QB","yahoo","Terrelle Pryor","CLE",44,424,0,0,0,4.5,29.9,0.1,3.8,6.8,48.6,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83
"VANCEMCDONALD","TE","yahoo","Vance McDonald","SF",71,425,0,0,0,0,0,0,6.4,9.6,72.6,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69
"BLAKEBELL","TE","yahoo","Blake Bell","SF",72,426,0,0,0,0,0,0,6.4,9.6,72.2,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66
"WILLJOHNSON","RB","yahoo","Will Johnson","PIT",110,427,0,0,0,2.6,8.4,0.1,6.5,8.5,56.3,0.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46
"RISHARDMATTHEWS","WR","yahoo","Rishard Matthews","MIA",137,428,0,0,0,0,0,0,5.1,7.8,68.8,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18
"BRANDONPETTIGREW","TE","yahoo","Brandon Pettigrew","DET",73,429,0,0,0,0,0,0,5.5,8.3,61.2,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.18
"JORVORSKIELANE","RB","yahoo","Jorvorskie Lane","TB",111,430,0,0,0,3.8,12.1,0.1,6,7.8,52.2,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97
"MARKSANCHEZ","QB","yahoo","Mark Sanchez","PHI",45,431,120,0.9,0.6,2.8,8.4,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79
"JALSTONFOWLER","RB","yahoo","Jalston Fowler","TEN",112,432,0,0,0,7.6,24.4,0.3,3.7,4.9,32.4,0.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.79
"KENDALLHUNTER","RB","yahoo","Kendall Hunter","SF",113,433,0,0,0,12.5,48.4,0.3,1.9,2.4,15.7,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6
"CORYHARKEY","TE","yahoo","Cory Harkey","STL",74,434,0,0,0,0,0,0,7.4,9.5,63.1,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.48
"COLLINMOONEY","RB","yahoo","Collin Mooney","ATL",114,435,0,0,0,0,0,0,6.7,8.4,59.5,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.43
"LUCKYWHITEHEAD","WR","yahoo","Lucky Whitehead","DAL",138,436,0,0,0,0,0,0,1.5,2.5,23.5,0.2,0.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3
"JEROMEFELTON","RB","yahoo","Jerome Felton","BUF",115,437,0,0,0,4.7,15,0.2,4.9,6.6,41.8,0.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27
"BRANDONWEEDEN","QB","yahoo","Brandon Weeden","DAL",46,438,117,0.9,0.4,0.4,1.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94
"JOSHMORGAN","WR","yahoo","Josh Morgan","NO",139,439,0,0,0,0,0,0,3.9,5.9,59.4,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89
"PAULRICHARDSON","WR","yahoo","Paul Richardson","SEA",140,440,0,0,0,0,0,0,4,6.2,54.6,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73
"JARRETTBOYKIN","WR","yahoo","Jarrett Boykin","CAR",141,441,0,0,0,0,0,0,4.2,7.2,56.1,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68
"BLAINEGABBERT","QB","yahoo","Blaine Gabbert","SF",47,442,119,0.5,0.5,2.6,7.8,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26
"JOSHHARRIS","RB","yahoo","Josh Harris","PIT",116,443,0,0,0,12.5,47.5,0.3,0.6,0.7,4.5,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21
"ANDRECALDWELL","WR","yahoo","Andre Caldwell","DEN",142,444,0,0,0,0,0,0,3.6,5.8,48.2,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16
"JAREDABBREDERIS","WR","yahoo","Jared Abbrederis","GB",143,445,0,0,0,0,0,0,3.2,5,50,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14
"ROBERTHERRON","WR","yahoo","Robert Herron","TB",144,446,0,0,0,0,0,0,4,6.8,54.7,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02
"MATTSPAETH","TE","yahoo","Matt Spaeth","PIT",75,447,0,0,0,0,0,0,4,5.6,45.7,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88
"JESSEJAMES","TE","yahoo","Jesse James","PIT",76,448,0,0,0,0,0,0,4,5.6,45.7,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.88
"MICHAELHOOMANAWANUI","TE","yahoo","Michael Hoomanawanui","NE",77,449,0,0,0,0,0,0,3.9,5.8,44.5,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85
"JAMESDEVELIN","RB","yahoo","James Develin","NE",117,450,0,0,0,2.3,7.2,0.1,4.3,5.8,36,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78
"JJNELSON","WR","yahoo","J.J. Nelson","ARZ",145,451,0,0,0,0,0,0,3.3,5.5,43.6,0.3,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71
"ZACHZENNER","RB","yahoo","Zach Zenner","DET",118,452,0,0,0,11.7,47.7,0.3,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7
"CHASEDANIEL","QB","yahoo","Chase Daniel","KC",48,453,106,0.6,0.5,1.3,3.9,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65
"JAMESJONES","WR","yahoo","James Jones","NYG",146,454,0,0,0,0,0,0,3.6,5.8,48.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64
"RICARDOLOCKETTE","WR","yahoo","Ricardo Lockette","SEA",147,455,0,0,0,0,0,0,3.4,5.2,45.7,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47
"JAMESHANNA","TE","yahoo","James Hanna","DAL",78,456,0,0,0,0,0,0,3.4,5,39,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47
"RYANHEWITT","TE","yahoo","Ryan Hewitt","CIN",79,457,0,0,0,0,0,0,5.5,7.1,46.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35
"ANTONIOANDREWS","RB","yahoo","Antonio Andrews","TEN",119,458,0,0,0,11.4,44.6,0.3,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27
"JOHNPHILLIPS","TE","yahoo","John Phillips","SD",80,459,0,0,0,0,0,0,3.7,5.3,42,0.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27
"MIKEDAVIS","RB","yahoo","Mike Davis","SF",120,460,0,0,0,8.4,32.3,0.2,1.9,2.4,15.4,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25
"LANCEMOORE","WR","yahoo","Lance Moore","DET",148,461,0,0,0,0,0,0,3.4,5.6,45.6,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21
"JOSHUABELLAMY","WR","yahoo","Joshua Bellamy","CHI",149,462,0,0,0,0,0,0,3.5,5.9,46.2,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2
"AUSTINDAVIS","QB","yahoo","Austin Davis","STL",49,463,108,0.6,0.4,0.2,0.7,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09
"MICHAELVICK","QB","yahoo","Michael Vick","PIT",50,464,80.4,0.5,0.3,2.7,8.2,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86
"DARRIUSHEYWARDBEY","WR","yahoo","Darrius Heyward-Bey","PIT",150,465,0,0,0,0,0,0,3.1,4.9,41.5,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75
"RYANGRANT","WR","yahoo","Ryan Grant","WAS",151,466,0,0,0,0,0,0,3.2,5.1,43.3,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62
"RHETTELLISON","TE","yahoo","Rhett Ellison","MIN",81,467,0,0,0,0,0,0,3.4,4.9,39.3,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51
"LUKESTOCKER","TE","yahoo","Luke Stocker","TB",82,468,0,0,0,0,0,0,3.5,5.2,40.1,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49
"KELLENDAVIS","TE","yahoo","Kellen Davis","NYJ",83,469,0,0,0,0,0,0,3.5,5.1,39.1,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44
"KENBRELLTHOMPKINS","WR","yahoo","Kenbrell Thompkins","OAK",152,470,0,0,0,0,0,0,3.2,5.4,43.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42
"CLAYHARBOR","TE","yahoo","Clay Harbor","JAC",84,471,0,0,0,0,0,0,3.5,5.1,39.8,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32
"NEALSTERLING","WR","yahoo","Neal Sterling","JAC",153,472,0,0,0,0,0,0,3.1,5.1,40.8,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18
"KEITHMUMPHERY","WR","yahoo","Keith Mumphery","HOU",154,473,0,0,0,0,0,0,3,5,40.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09
"CHRISGIVENS","WR","yahoo","Chris Givens","STL",155,474,0,0,0,0,0,0,2.9,4.7,39.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04
"MARCUSMURPHY","RB","yahoo","Marcus Murphy","NO",121,475,0,0,0,4.1,15.9,0.2,2.4,2.9,20,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01
"KENNYHILLIARD","RB","yahoo","Kenny Hilliard","HOU",122,476,0,0,0,7.1,27.6,0.2,1.3,1.6,10.2,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93
"VICKBALLARD","RB","yahoo","Vick Ballard","IND",123,477,0,0,0,3.9,15.1,0.1,2.4,2.9,19.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72
"MICHAELBURTON","RB","yahoo","Michael Burton","DET",124,478,0,0,0,4,12.8,0.2,2.1,2.8,17.9,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7
"KERWYNNWILLIAMS","RB","yahoo","Kerwynn Williams","ARZ",125,479,0,0,0,3.9,14.9,0.1,2.2,2.7,18,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33
"BRANDONTATE","WR","yahoo","Brandon Tate","CIN",156,480,0,0,0,0,0,0,1.4,2.4,18.1,0.1,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33
"TOMMYBOHANON","RB","yahoo","Tommy Bohanon","NYJ",126,481,0,0,0,3.9,12.6,0.1,1.9,2.5,16.4,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28
"DERRICKCOLEMAN","RB","yahoo","Derrick Coleman","SEA",127,482,0,0,0,0,0,0,3.2,4.1,28.2,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27
"ALANBONNER","WR","yahoo","Alan Bonner","HOU",157,483,0,0,0,2.3,15.1,0,1.5,2.5,20.3,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25
"DONALDBROWN","RB","yahoo","Donald Brown","SD",128,484,0,0,0,4,15.3,0.1,2.2,2.6,17.7,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22
