"name","pos","sourceName","name_fp","team_fp","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","fg","xp","points"
"BRANDINCOOKS","WR","fp","Brandin Cooks","NO",13,63,NA,NA,NA,NA,NA,9.9,71.7,0.1,89.1,1102.1,5.9,NA,NA,0.6,NA,NA,152.3
"ANDREELLINGTON","RB","fp","Andre Ellington","ARI",20,64,NA,NA,NA,NA,NA,187.2,751.2,4,50.6,444,1.9,NA,NA,2.2,NA,NA,150.3
"DEANDREHOPKINS","WR","fp","DeAndre Hopkins","HOU",14,65,NA,NA,NA,NA,NA,0,0,0,82.7,1166.1,5.9,NA,NA,1.6,NA,NA,148.9
"TODDGURLEY","RB","fp","Todd Gurley","STL",21,66,NA,NA,NA,NA,NA,201.8,909.5,6.2,25.6,204.4,0.8,NA,NA,2.2,NA,NA,148.4
"TJYELDON","RB","fp","T.J. Yeldon","JAC",22,67,NA,NA,NA,NA,NA,199,869.1,5.4,32.8,253.2,1,NA,NA,2.1,NA,NA,146.5
"JONATHANSTEWART","RB","fp","Jonathan Stewart","CAR",23,68,NA,NA,NA,NA,NA,204.8,909.9,5.1,29.7,221.3,1,NA,NA,1.5,NA,NA,146.4
"JORDANMATTHEWS","WR","fp","Jordan Matthews","PHI",15,69,NA,NA,NA,NA,NA,0,0,0,74.2,990.2,7.7,NA,NA,0.6,NA,NA,144.1
"BRIANHOYER","QB","fp","Brian Hoyer","HOU",31,70,390.6,230,2710.5,14.2,12,23.6,47.8,0.5,NA,NA,NA,NA,NA,3.1,NA,NA,143
"JULIANEDELMAN","WR","fp","Julian Edelman","NE",16,71,NA,NA,NA,NA,NA,7.2,54,0.1,96.4,1008.9,6.4,NA,NA,1.3,NA,NA,142.1
"CHRISIVORY","RB","fp","Christopher Ivory","NYJ",24,72,NA,NA,NA,NA,NA,205.8,906,5.2,25.3,174.4,0.8,NA,NA,1.9,NA,NA,140.3
"DESEANJACKSON","WR","fp","DeSean Jackson","WAS",17,73,NA,NA,NA,NA,NA,4.1,21.8,0,65.3,1035.6,5.8,NA,NA,0.4,NA,NA,139.6
"JOSEPHRANDLE","RB","fp","Joseph Randle","DAL",25,74,NA,NA,NA,NA,NA,199.4,911.3,6.1,18.6,140.9,0.6,NA,NA,3.4,NA,NA,139.1
"LEGARRETTEBLOUNT","RB","fp","LeGarrette Blount","NE",26,75,NA,NA,NA,NA,NA,187.4,831.7,7.8,14.5,100.7,0.4,NA,NA,1.6,NA,NA,139.1
"RYANFITZPATRICK","QB","fp","Ryan Fitzpatrick","NYJ",32,76,317.8,193.2,2236.3,13.4,9.9,34.3,143.1,0.9,NA,NA,NA,NA,NA,2,NA,NA,138.7
"RASHADJENNINGS","RB","fp","Rashad Jennings","NYG",27,77,NA,NA,NA,NA,NA,189.7,784,5.8,30.8,235.7,0.8,NA,NA,1.4,NA,NA,138.5
"JOIQUEBELL","RB","fp","Joique Bell","DET",28,78,NA,NA,NA,NA,NA,181.7,729.6,6.1,32.3,283,1,NA,NA,2.5,NA,NA,138.4
"STEPHENGOSTKOWSKI","K","fp","Stephen Gostkowski","NE",1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,46.4,137.8
"GOLDENTATE","WR","fp","Golden Tate","DET",18,80,NA,NA,NA,NA,NA,2.6,15.5,0,80.9,1045.2,5.4,NA,NA,0.6,NA,NA,137.3
"ANDREJOHNSON","WR","fp","Andre Johnson","IND",19,81,NA,NA,NA,NA,NA,0,0,0,78.2,973.1,7.3,NA,NA,2.2,NA,NA,136.4
"JIMMYGRAHAM","TE","fp","Jimmy Graham","SEA",2,82,NA,NA,NA,NA,NA,NA,NA,NA,68.9,837.5,8.7,NA,NA,1.2,NA,NA,133.7
"KEENANALLEN","WR","fp","Keenan Allen","SD",20,83,NA,NA,NA,NA,NA,0,0,0,80.4,1024.7,5.6,NA,NA,1.4,NA,NA,133.5
"JEREMYMACLIN","WR","fp","Jeremy Maclin","KC",21,84,NA,NA,NA,NA,NA,0,0,0,73,958.8,6.4,NA,NA,0.4,NA,NA,133.4
"BRANDONMARSHALL","WR","fp","Brandon Marshall","NYJ",22,85,NA,NA,NA,NA,NA,0.2,0.4,0,74.1,961.4,6.4,NA,NA,1,NA,NA,132.6
"SAMMYWATKINS","WR","fp","Sammy Watkins","BUF",23,86,NA,NA,NA,NA,NA,2.8,16.3,0,65,943.3,6,NA,NA,1.1,NA,NA,130.1
"MASONCROSBY","K","fp","Mason Crosby","GB",2,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,47.4,129.8
"JUSTINTUCKER","K","fp","Justin Tucker","BAL",3,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3,38.7,129.7
"DAVANTEADAMS","WR","fp","Davante Adams","GB",24,89,NA,NA,NA,NA,NA,0,0,0,70,919.7,6.3,NA,NA,0.4,NA,NA,129.1
"STEVENHAUSCHKA","K","fp","Steven Hauschka","SEA",4,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,40.7,128.9
"CODYPARKEY","K","fp","Cody Parkey","PHI",5,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,43.7,128.4
"GIOVANIBERNARD","RB","fp","Giovani Bernard","CIN",29,92,NA,NA,NA,NA,NA,133,550.1,4,50.3,397,1.7,NA,NA,1.1,NA,NA,126.6
"ADAMVINATIERI","K","fp","Adam Vinatieri","IND",6,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,44.4,126.5
"GARRETTHARTLEY","K","fp","Garrett Hartley","PIT",7,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,45,126
"VINCENTJACKSON","WR","fp","Vincent Jackson","TB",25,95,NA,NA,NA,NA,NA,0.1,-0.2,0,66,986.7,4.8,NA,NA,0.9,NA,NA,125.9
"BRANDONMCMANUS","K","fp","Brandon McManus","DEN",8,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,46.8,125.9
"ISAIAHCROWELL","RB","fp","Isaiah Crowell","CLE",30,97,NA,NA,NA,NA,NA,197.3,824.8,5.5,18.1,140.8,0.5,NA,NA,3.3,NA,NA,125.7
"AMARICOOPER","WR","fp","Amari Cooper","OAK",26,98,NA,NA,NA,NA,NA,1.9,12.3,0,71.8,943.1,5.2,NA,NA,0.8,NA,NA,125.2
"GREGOLSEN","TE","fp","Greg Olsen","CAR",3,99,NA,NA,NA,NA,NA,NA,NA,NA,76.6,914.4,5.6,NA,NA,0.6,NA,NA,123.6
"DANBAILEY","K","fp","Dan Bailey","DAL",9,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,46.7,123.6
"AMEERABDULLAH","RB","fp","Ameer Abdullah","DET",31,101,NA,NA,NA,NA,NA,138.4,592.8,4.3,41,322.6,1.6,NA,NA,1.9,NA,NA,123
"TEVINCOLEMAN","RB","fp","Tevin Coleman","ATL",32,102,NA,NA,NA,NA,NA,161.4,667.6,5.4,27.9,211.7,0.9,NA,NA,1.9,NA,NA,121.8
"STEVESMITH","WR","fp","Steve Smith","BAL",27,103,NA,NA,NA,NA,NA,0,0,0,70.2,932.6,5.2,NA,NA,1.3,NA,NA,121.6
"CJSPILLER","RB","fp","C.J. Spiller","NO",33,104,NA,NA,NA,NA,NA,108.3,471.6,2.6,61,475.5,2.9,NA,NA,3,NA,NA,121.5
"DEVONTAFREEMAN","RB","fp","Devonta Freeman","ATL",34,105,NA,NA,NA,NA,NA,155.1,602.2,4,39.1,328.5,1.1,NA,NA,1.5,NA,NA,120.8
"JARVISLANDRY","WR","fp","Jarvis Landry","MIA",28,106,NA,NA,NA,NA,NA,2.2,13.6,0,83.8,920,5.1,NA,NA,1.8,NA,NA,120.4
"MATTBRYANT","K","fp","Matt Bryant","ATL",10,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,37.8,120.2
"CHANDLERCATANZARO","K","fp","Chandler Catanzaro","ARI",11,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,33.5,119.6
"ANQUANBOLDIN","WR","fp","Anquan Boldin","SF",29,109,NA,NA,NA,NA,NA,0.1,0.6,0,72.9,935.2,4.3,NA,NA,0.5,NA,NA,118.5
"MIKEWALLACE","WR","fp","Mike Wallace","MIN",30,110,NA,NA,NA,NA,NA,0.9,7.7,0,59.1,859.6,5.6,NA,NA,0.9,NA,NA,118.5
"DOUGMARTIN","RB","fp","Doug Martin","TB",35,111,NA,NA,NA,NA,NA,195.6,768.8,4.4,23.4,152.6,0.2,NA,NA,1.4,NA,NA,117.6
"ALLENROBINSON","WR","fp","Allen Robinson","JAC",31,112,NA,NA,NA,NA,NA,0,0,0,73.4,899.9,4.8,NA,NA,0.5,NA,NA,117.6
"ERICDECKER","WR","fp","Eric Decker","NYJ",32,113,NA,NA,NA,NA,NA,0,0,0,66.5,885.9,4.9,NA,NA,0.3,NA,NA,117.1
"DUSTINHOPKINS","K","fp","Dustin Hopkins","NO",12,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9,42.4,117.1
"TRAVISKELCE","TE","fp","Travis Kelce","KC",4,115,NA,NA,NA,NA,NA,NA,NA,NA,73.3,848.3,6.1,NA,NA,2.1,NA,NA,117
"JOSHBROWN","K","fp","Josh Brown","NYG",13,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,37.6,116.9
"RODDYWHITE","WR","fp","Roddy White","ATL",33,117,NA,NA,NA,NA,NA,0,0,0,70.3,864.8,5.6,NA,NA,1.7,NA,NA,116.8
"DANCARPENTER","K","fp","Dan Carpenter","BUF",14,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,32.7,116.7
"MICHAELFLOYD","WR","fp","Michael Floyd","ARI",34,119,NA,NA,NA,NA,NA,0.1,0.3,0,54.9,833.6,5.9,NA,NA,1.4,NA,NA,116.3
"GRAHAMGANO","K","fp","Graham Gano","CAR",15,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,36.7,115.1
"NELSONAGHOLOR","WR","fp","Nelson Agholor","PHI",35,121,NA,NA,NA,NA,NA,0,0,0,60,819,5.8,NA,NA,0.8,NA,NA,114.8
"CALEBSTURGIS","K","fp","Caleb Sturgis","MIA",16,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,36.4,114.6
"BLAIRWALSH","K","fp","Blair Walsh","MIN",17,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,35.3,114.2
"MARQUESCOLSTON","WR","fp","Marques Colston","NO",36,124,NA,NA,NA,NA,NA,0,0,0,58,859.7,5,NA,NA,1,NA,NA,114.1
"PHILDAWSON","K","fp","Phil Dawson","SF",18,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,32.2,114
"NICKNOVAK","K","fp","Nick Novak","SD",19,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,36.9,113.9
"JOSHSCOBEE","K","fp","Josh Scobee","PIT",20,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,33.8,113.9
"TORREYSMITH","WR","fp","Torrey Smith","SF",37,128,NA,NA,NA,NA,NA,0,0,0,53.5,849.8,4.9,NA,NA,0.3,NA,NA,113.8
"MARTELLUSBENNETT","TE","fp","Martellus Bennett","CHI",5,129,NA,NA,NA,NA,NA,NA,NA,NA,77.7,819.2,5.3,NA,NA,0.3,NA,NA,113.2
"RANDYBULLOCK","K","fp","Randy Bullock","HOU",21,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,31.7,113.1
"LARRYFITZGERALD","WR","fp","Larry Fitzgerald","ARI",38,131,NA,NA,NA,NA,NA,0.1,0.4,0,70.4,866.2,4.8,NA,NA,1.3,NA,NA,112.8
"CAIROSANTOS","K","fp","Cairo Santos","KC",22,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,37.4,112.8
"JOHNBROWN","WR","fp","John Brown","ARI",39,133,NA,NA,NA,NA,NA,2.4,14.4,0,56.5,805.7,5.2,NA,NA,0.4,NA,NA,112.7
"NICKFOLK","K","fp","Nick Folk","NYJ",23,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,31.7,112.4
"CHARLESJOHNSON","WR","fp","Charles Johnson","MIN",40,135,NA,NA,NA,NA,NA,0.4,0.3,0,57.5,814.2,5.1,NA,NA,0.2,NA,NA,111.5
"GREGZUERLEIN","K","fp","Greg Zuerlein","STL",24,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,32.2,111.5
"DEVINFUNCHESS","WR","fp","Devin Funchess","CAR",41,137,NA,NA,NA,NA,NA,0,0,0,60.5,788.8,5.4,NA,NA,0.7,NA,NA,109.6
"MIKENUGENT","K","fp","Mike Nugent","CIN",25,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,35.5,109.3
"MATTPRATER","K","fp","Matt Prater","DET",26,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,37,108.7
"JASONWITTEN","TE","fp","Jason Witten","DAL",6,140,NA,NA,NA,NA,NA,NA,NA,NA,64.3,736.8,5.9,NA,NA,0.4,NA,NA,108.1
"PIERREGARCON","WR","fp","Pierre Garcon","WAS",42,141,NA,NA,NA,NA,NA,0.1,0.2,0,70.6,848.2,3.9,NA,NA,0.4,NA,NA,107.6
"SEBASTIANJANIKOWSKI","K","fp","Sebastian Janikowski","OAK",27,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,30.4,106.7
"KAIFORBATH","K","fp","Kai Forbath","WAS",28,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,33.1,106.6
"DOUGBALDWIN","WR","fp","Doug Baldwin","SEA",43,144,NA,NA,NA,NA,NA,1.3,8.5,0,57.8,767,5,NA,NA,0.7,NA,NA,106.3
"KENDALLWRIGHT","WR","fp","Kendall Wright","TEN",44,145,NA,NA,NA,NA,NA,2.4,16,0,70.9,807.1,4.3,NA,NA,1.2,NA,NA,105.8
"ROBBIEGOULD","K","fp","Robbie Gould","CHI",29,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,35.3,105.3
"TERRANCEWILLIAMS","WR","fp","Terrance Williams","DAL",45,147,NA,NA,NA,NA,NA,0.1,0.2,0,41.3,687.6,6.1,NA,NA,0.5,NA,NA,104.3
"MALCOMFLOYD","WR","fp","Malcom Floyd","SD",46,148,NA,NA,NA,NA,NA,0,0,0,43,761.1,4.7,NA,NA,0.2,NA,NA,103.7
"RUEBENRANDLE","WR","fp","Rueben Randle","NYG",47,149,NA,NA,NA,NA,NA,0,0,0,54.2,788,4.2,NA,NA,0.4,NA,NA,103.1
"TRAVISCOONS","K","fp","Travis Coons","CLE",30,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,30.2,101.7
"PATRICKMUR","K","fp","Patrick Mur","ray",31,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,30.3,101
"CONNORBA","K","fp","Connor Ba","rth",32,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,31,100.9
"RYANSUCCOP","K","fp","Ryan Succop","TEN",33,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,29.4,100.5
"BISHOPSANKEY","RB","fp","Bishop Sankey","TEN",36,154,NA,NA,NA,NA,NA,162.4,661.9,3.5,20.9,154.7,0.4,NA,NA,2.6,NA,NA,99.9
"RYANMATHEWS","RB","fp","Ryan Mathews","PHI",37,155,NA,NA,NA,NA,NA,128.7,587.4,5,14.6,121.6,0.6,NA,NA,2.4,NA,NA,99.7
"JASONMYERS","K","fp","Jason Myers","JAC",34,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,27.4,99.6
"DARRENMCFADDEN","RB","fp","Darren McFadden","DAL",38,157,NA,NA,NA,NA,NA,138.1,559.6,4.5,18.7,140.4,0.8,NA,NA,1.5,NA,NA,99.2
"BRANDONLAFELL","WR","fp","Brandon LaFell","NE",48,158,NA,NA,NA,NA,NA,0.3,2.1,0,53.4,715.1,5,NA,NA,1.1,NA,NA,99.2
"SHANEVEREEN","RB","fp","Shane Vereen","NYG",39,159,NA,NA,NA,NA,NA,84.7,349.3,2.4,47.9,423.7,1.7,NA,NA,1.3,NA,NA,99.1
"CAREYSP","K","fp","Carey Sp","ear",35,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,26.5,97.3
"VICTORCRUZ","WR","fp","Victor Cruz","NYG",49,161,NA,NA,NA,NA,NA,0,0,0,56.5,747.1,3.8,NA,NA,0.5,NA,NA,96.7
"EDDIEROYAL","WR","fp","Eddie Royal","CHI",50,162,NA,NA,NA,NA,NA,0.5,4,0,58.9,705.8,4.7,NA,NA,1.7,NA,NA,95.9
"ZACHERTZ","TE","fp","Zach Ertz","PHI",7,163,NA,NA,NA,NA,NA,NA,NA,NA,54.5,675.3,5,NA,NA,0.9,NA,NA,95.8
"BRIANQUICK","WR","fp","Brian Quick","STL",51,164,NA,NA,NA,NA,NA,0,0,0,51.5,718.7,4.1,NA,NA,0.7,NA,NA,95.3
"DWAYNEBOWE","WR","fp","Dwayne Bowe","CLE",52,165,NA,NA,NA,NA,NA,0,0,0,54.4,750.8,3.4,NA,NA,0.7,NA,NA,94.1
"ALFREDBLUE","RB","fp","Alfred Blue","HOU",40,166,NA,NA,NA,NA,NA,151.9,594.1,2.8,17.9,149.4,0.7,NA,NA,1,NA,NA,93.3
"DELANIEWALKER","TE","fp","Delanie Walker","TEN",8,167,NA,NA,NA,NA,NA,NA,NA,NA,58.1,681.9,4.3,NA,NA,0.9,NA,NA,92.2
"MARKUSWHEATON","WR","fp","Markus Wheaton","PIT",53,168,NA,NA,NA,NA,NA,3.2,19.4,0,55,699.2,3.2,NA,NA,0.4,NA,NA,90.6
"KENNYBRITT","WR","fp","Kenny Britt","STL",54,169,NA,NA,NA,NA,NA,0.2,0.1,0,46.9,682.4,3.8,NA,NA,0.4,NA,NA,90.3
"CHARLESSIMS","RB","fp","Charles Sims","TB",41,170,NA,NA,NA,NA,NA,108.8,417.4,2.4,39.9,341.4,0.8,NA,NA,2.6,NA,NA,90.2
"BRESHADPERRIMAN","WR","fp","Breshad Perriman","BAL",55,171,NA,NA,NA,NA,NA,0,0,0,45.3,642.4,4.5,NA,NA,0.6,NA,NA,90.2
"TREMASON","RB","fp","Tre Mason","STL",42,172,NA,NA,NA,NA,NA,133.4,585.3,2.7,19,155.8,0.5,NA,NA,1.7,NA,NA,90
"JORDANCAMERON","TE","fp","Jordan Cameron","MIA",9,173,NA,NA,NA,NA,NA,NA,NA,NA,51.4,618.8,4.5,NA,NA,0.4,NA,NA,88.3
"DWAYNEALLEN","TE","fp","Dwayne Allen","IND",10,174,NA,NA,NA,NA,NA,NA,NA,NA,41.9,495,6.6,NA,NA,0.4,NA,NA,88
"MARTAVISBRYANT","WR","fp","Martavis Bryant","PIT",56,175,NA,NA,NA,NA,NA,1.8,11,0,35.9,563.5,5.2,NA,NA,0.4,NA,NA,87.7
"MICHAELCRABTREE","WR","fp","Michael Crabtree","OAK",57,176,NA,NA,NA,NA,NA,0.1,0.8,0,58,656.4,3.7,NA,NA,0.3,NA,NA,87.4
"STEVEJOHNSON","WR","fp","Steve Johnson","SD",58,177,NA,NA,NA,NA,NA,0,-0.1,0,48.6,629.4,4.2,NA,NA,0.5,NA,NA,87.2
"DANNYWOODHEAD","RB","fp","Danny Woodhead","SD",43,178,NA,NA,NA,NA,NA,64.5,256,1.1,49.7,444.8,2.2,NA,NA,1.5,NA,NA,87.1
"BRANDONCOLEMAN","WR","fp","Brandon Coleman","NO",59,179,NA,NA,NA,NA,NA,0,0,0,43.3,631.5,4,NA,NA,0.6,NA,NA,86.2
"KENNYSTILLS","WR","fp","Kenny Stills","MIA",60,180,NA,NA,NA,NA,NA,2.2,13.7,0,44.9,651.8,3.4,NA,NA,0.4,NA,NA,86.1
"PERCYHARVIN","WR","fp","Percy Harvin","BUF",61,181,NA,NA,NA,NA,NA,14.9,91.5,0.6,52.4,575.5,3,NA,NA,1.8,NA,NA,85.1
"GENOSMITH","QB","fp","Geno Smith","NYJ",33,182,193.2,113.2,1338,7.9,6.8,24.5,116.7,1,NA,NA,NA,NA,NA,2,NA,NA,85
"COBYFLEENER","TE","fp","Coby Fleener","IND",11,183,NA,NA,NA,NA,NA,NA,NA,NA,44.6,551.1,4.9,NA,NA,0.3,NA,NA,84
"DUKEJOHNSON","RB","fp","Duke Johnson","CLE",44,184,NA,NA,NA,NA,NA,96.6,415.4,2.9,29.7,244.5,0.6,NA,NA,1.5,NA,NA,83.9
"DEVANTEPARKER","WR","fp","Devante Parker","MIA",62,185,NA,NA,NA,NA,NA,0,0,0,46.3,619.2,3.9,NA,NA,0.6,NA,NA,83.9
"HEATHMILLER","TE","fp","Heath Miller","PIT",12,186,NA,NA,NA,NA,NA,NA,NA,NA,58,636.4,3.9,NA,NA,1.8,NA,NA,83.4
"KYLERUDOLPH","TE","fp","Kyle Rudolph","MIN",13,187,NA,NA,NA,NA,NA,NA,NA,NA,51.9,560.4,4.6,NA,NA,0.3,NA,NA,83.4
"ANTONIOGATES","TE","fp","Antonio Gates","SD",14,188,NA,NA,NA,NA,NA,NA,NA,NA,44.3,520.8,5.3,NA,NA,0.6,NA,NA,82.7
"ALLENHURNS","WR","fp","Allen Hurns","JAC",63,189,NA,NA,NA,NA,NA,1.9,12.2,0,47,612.3,3.5,NA,NA,0.4,NA,NA,82.6
"OWENDANIELS","TE","fp","Owen Daniels","DEN",15,190,NA,NA,NA,NA,NA,NA,NA,NA,48.9,558,4.6,NA,NA,0.3,NA,NA,82.6
"REGGIEBUSH","RB","fp","Reggie Bush","SF",45,191,NA,NA,NA,NA,NA,87.2,381,1.8,38,299.3,0.9,NA,NA,1.4,NA,NA,81.1
"JORDANREED","TE","fp","Jordan Reed","WAS",16,192,NA,NA,NA,NA,NA,NA,NA,NA,59.7,612.3,3.7,NA,NA,1.2,NA,NA,81.1
"JONASGRAY","RB","fp","Jonas Gray","NE",46,193,NA,NA,NA,NA,NA,103.7,450.8,4.5,10.1,72.6,0.3,NA,NA,0.8,NA,NA,79.5
"JULIUSTHOMAS","TE","fp","Julius Thomas","JAC",17,194,NA,NA,NA,NA,NA,NA,NA,NA,48.8,549.6,4.2,NA,NA,0.7,NA,NA,79.1
"JAREDCOOK","TE","fp","Jared Cook","STL",18,195,NA,NA,NA,NA,NA,NA,NA,NA,48.7,579.8,3.5,NA,NA,0.3,NA,NA,78.3
"TYLEREIFERT","TE","fp","Tyler Eifert","CIN",19,196,NA,NA,NA,NA,NA,NA,NA,NA,52.9,558.3,3.7,NA,NA,0.5,NA,NA,76.9
"KNILEDAVIS","RB","fp","Knile Davis","KC",47,197,NA,NA,NA,NA,NA,103.4,404.3,4,16,124.5,0.7,NA,NA,2.2,NA,NA,76.5
"DARRENSPROLES","RB","fp","Darren Sproles","PHI",48,198,NA,NA,NA,NA,NA,49.7,228,2,43,377.7,1.2,NA,NA,1.6,NA,NA,76.4
"CODYLATIMER","WR","fp","Cody Latimer","DEN",64,199,NA,NA,NA,NA,NA,0,0,0,41.6,551.6,3.7,NA,NA,0.5,NA,NA,76.1
"MARVINJONES","WR","fp","Marvin Jones","CIN",65,200,NA,NA,NA,NA,NA,1.4,8.7,0,40,533.6,3.8,NA,NA,0.4,NA,NA,76.1
"LARRYDONNELL","TE","fp","Larry Donnell","NYG",20,201,NA,NA,NA,NA,NA,NA,NA,NA,51,544.4,4.4,NA,NA,2.4,NA,NA,75.9
"VERNONDAVIS","TE","fp","Vernon Davis","SF",21,202,NA,NA,NA,NA,NA,NA,NA,NA,42.5,526.3,4.1,NA,NA,0.5,NA,NA,75.9
"ROYHELU","RB","fp","Roy Helu","OAK",49,203,NA,NA,NA,NA,NA,71,303.1,1.8,38.6,315.3,1.1,NA,NA,1.8,NA,NA,75.7
"DAVIDCOBB","RB","fp","David Cobb","TEN",50,204,NA,NA,NA,NA,NA,108,446.8,3,15.4,125.6,0.4,NA,NA,1.2,NA,NA,75.3
"GREGJENNINGS","WR","fp","Greg Jennings","MIA",66,205,NA,NA,NA,NA,NA,0,0,0,40.3,542.2,3.6,NA,NA,0.4,NA,NA,75.2
"DAVIDJOHNSON","RB","fp","David Johnson","ARI",51,206,NA,NA,NA,NA,NA,96,383.4,2.7,23.7,192.4,0.5,NA,NA,1.3,NA,NA,74.3
"LORENZOTALIAFERRO","RB","fp","Lorenzo Taliaferro","BAL",52,207,NA,NA,NA,NA,NA,89.7,371.6,3.3,17.4,151.9,0.8,NA,NA,1.8,NA,NA,73.4
"ANDREWHAWKINS","WR","fp","Andrew Hawkins","CLE",67,208,NA,NA,NA,NA,NA,4.3,30.7,0,47.8,568.1,2.2,NA,NA,0.2,NA,NA,73.1
"JERMAINEKEARSE","WR","fp","Jermaine Kearse","SEA",68,209,NA,NA,NA,NA,NA,0.4,3,0,36.9,534.9,3.3,NA,NA,0.4,NA,NA,72.7
"MATTJONES","RB","fp","Matt Jones","WAS",53,210,NA,NA,NA,NA,NA,78.7,326.4,2.9,26.8,217.5,0.9,NA,NA,2.1,NA,NA,72.5
"CHARLESCLAY","TE","fp","Charles Clay","BUF",22,211,NA,NA,NA,NA,NA,NA,NA,NA,48.3,529.9,3.4,NA,NA,0.3,NA,NA,72.5
"COLEBEASLEY","WR","fp","Cole Beasley","DAL",69,212,NA,NA,NA,NA,NA,0,0,0,45.8,531.3,3.6,NA,NA,1.2,NA,NA,72.2
"AUSTINSEFERIANJENKINS","TE","fp","Austin Seferian-Jenkins","TB",23,213,NA,NA,NA,NA,NA,NA,NA,NA,49.5,549.3,3.4,NA,NA,1.6,NA,NA,71.9
"ANDREWILLIAMS","RB","fp","Andre Williams","NYG",54,214,NA,NA,NA,NA,NA,105.4,414.5,3.6,12.8,93.9,0.2,NA,NA,1.2,NA,NA,71.5
"JERRICHOCOTCHERY","WR","fp","Jerricho Cotchery","CAR",70,215,NA,NA,NA,NA,NA,0,1.1,0,43.5,539,2.9,NA,NA,0.3,NA,NA,71
"TYMONTGOMERY","WR","fp","Ty Montgomery","GB",71,216,NA,NA,NA,NA,NA,3,20.1,0,36.3,494,3.4,NA,NA,0.5,NA,NA,70.9
"PHILLYBROWN","WR","fp","Philly Brown","CAR",72,217,NA,NA,NA,NA,NA,4.8,33.1,0,35.9,515.3,2.8,NA,NA,1,NA,NA,69.9
"RONNIEHILLMAN","RB","fp","Ronnie Hillman","DEN",55,218,NA,NA,NA,NA,NA,85.3,357.1,2.7,17.9,141.1,0.8,NA,NA,1.2,NA,NA,68.7
"RICHARDRODGERS","TE","fp","Richard Rodgers","GB",24,219,NA,NA,NA,NA,NA,NA,NA,NA,37.4,416.6,4.6,NA,NA,0.4,NA,NA,68.5
