"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"FREDJACKSON","Fred Jackson","RB","BUF",93,132.950008017128,130.6,149.9,134.2,114.9,NA,131,168,132.4,125.5,144,130.6,146.5,113.8,146.6,NA,122.6,0,0,0,160.460844053542,134.011904761905,132.950008017128,83.1,14.7240626858901,13.3,4.63119726854759
"MAURICEJONESDREW","Maurice Jones-Drew","RB","OAK",94,132.662910440552,129.34,148.8,131.1,123.9,NA,135.79,128.5,139.4,134.1,133,118.8,135.5,156.3,152,NA,124.4,0,0,0,191.819264944884,134.759333333333,132.662910440552,89.7,10.9038381436876,18.3,4.74047043606849
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",95,131.957216884632,130.24,141.8,150.6,129,NA,137.79,126.3,120.5,125.5,137,123.7,143,91.5,146.9,NA,133.02,0,0,0,1.00002484137528,131.970621212121,131.957216884632,83.8,14.5811309085211,15.6,4.84508162386139
"JULIANEDELMAN","Julian Edelman","WR","NE",96,131.843577687813,124.52,140.4,129.1,138.9,NA,134.97,123.1,130.6,118.2,119.5,124.4,125,121.2,150.6,NA,142.27,0,0,0,2.00001247117909,133.661398268398,131.843577687813,78.3,9.80007882901689,17.2,4.51938220219057
"KENDALLWRIGHT","Kendall Wright","WR","TEN",97,131.181120569676,123.72,136.5,128.8,129.9,NA,130.31,121.8,126.5,131.9,122,132.2,136,132,152,NA,138.99,0,0,0,0,131.403577922078,131.181120569676,70.5,7.86152824669773,11.1,3.71722876192204
"STEVENJACKSON","Steven Jackson","RB","ATL",98,130.475780151608,127.32,148.9,115.4,151.8,NA,138.93,78,122,123.6,125.5,138.1,125,156.7,148.5,NA,149,0,0,0,175.395207921619,131.1295,130.475780151608,77.2,20.3988256099153,22.5,6.11982475631738
"PIERRETHOMAS","Pierre Thomas","RB","NO",99,130.132721032467,140.26,149.7,132.5,120.9,NA,137.14,148.6,137.1,110.4,109,112.5,132,163,140.3,NA,128.4,0,0,0,127.5,130.370761904762,130.132721032467,83.7,15.782230374836,16.8,5.08596457151348
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",100,128.190937126041,115.84,132.6,134.7,129.5,NA,136.89,164.4,156,115.5,110.5,133,128.5,108,141.7,NA,115,0,0,0,0.5,129.604777056277,128.190937126041,74.4,16.6034140041561,16.7,5.15926346366314
"ERICDECKER","Eric Decker","WR","NYJ",101,127.025004598523,79.92,124.5,130.8,130.7,NA,128.27,166.2,119.7,129.2,119,129.9,133,116.3,150.3,NA,135.8,0,0,0,0,127.373984848485,127.025004598523,78.8,18.9597929261424,11.1,4.84205263683785
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",102,125.919679568457,104.2,137.5,131.3,130.7,NA,126.85,120,109.5,117.1,128.5,130.1,129.5,133,136,NA,133.56,0,0,0,2.00001247117909,127.004502164502,125.919679568457,82,9.94708784486226,15.9,4.40520268080948
"JORDANCAMERON","Jordan Cameron","TE","CLE",103,125.810443141607,122.5,108.4,134,129.9,129.9,122.4,124.9,120.5,128.4,136,126.6,136.5,111.3,130,NA,130.3,0,0,0,0,125.735694444444,125.810443141607,62.4,8.13997776994741,16.8,4.31141211341276
"GOLDENTATE","Golden Tate","WR","DET",104,124.512835625125,134.2,146.6,136.5,139.1,NA,133.95,117.4,102.5,111.9,124,128.5,109.5,114.5,137.3,NA,122.27,0,0,0,2.99995910159474,125.621720779221,124.512835625125,82,13.0550582172178,16,4.73012876859668
"SAMMYWATKINS","Sammy Watkins","WR","BUF",105,124.21203568595,NA,118.3,128.9,129.5,NA,122.96,150,112.2,120.5,116,122.3,115,113.6,136.7,NA,116.5,0,0,0,4.57686669377283,122.967688977689,124.21203568595,95.6,10.7312266605932,15.1,4.40524291159299
"REGGIEWAYNE","Reggie Wayne","WR","IND",106,123.910235470108,134.3,117.3,120.8,134.8,NA,120.67,146,111.4,117,115,119,136,107.9,141.8,NA,113.36,0,0,0,0,125.716625541126,123.910235470108,88.4,12.1526712344187,14,4.44008744782386
"DEANGELOWILLIAMS","DeAngelo Williams","RB","CAR",107,122.774441428008,97.38,130.4,121.2,126.4,NA,123.74,150.8,124.2,125.9,103,123.2,142,139.2,139.1,NA,91.1,0,0,0,178.14785342421,122.633261904762,122.774441428008,108.8,17.0791247813435,16.6,5.19754822311385
"VERNONDAVIS","Vernon Davis","TE","SF",108,121.876049837432,63.08,126.2,151.5,149.5,149.5,137.95,152.5,125.7,108.3,118.5,122.3,109.5,88.4,133.9,NA,101.7,0,0,0,0,122.755347222222,121.876049837432,67.4,25.5012439099033,13.4,5.73340806857321
"JASONWITTEN","Jason Witten","TE","DAL",109,120.820767630047,124.5,128.2,129.3,123.8,123.8,124.09,126,110.4,108.2,126,121.5,115,122.3,131.8,NA,121.8,0,0,0,0,122.258208333333,120.820767630047,80.2,6.59146829513078,10.5,3.52893153767747
"RUEBENRANDLE","Rueben Randle","WR","NYG",110,117.586910218768,101.24,120.2,128,97.5,NA,115.3,109,108.7,117,130,124,100,110.7,127,NA,128.7,0,0,0,0,115.691428571429,117.586910218768,96.4,11.2617096080792,19.7,4.91574942514995
"GREGOLSEN","Greg Olsen","TE","CAR",111,116.717158130781,139.94,106.7,116.1,114.2,114.2,115.67,115.1,117.4,101.4,126.5,125.1,122,94.3,125.1,NA,121.3,0,0,0,0,117.044291666667,116.717158130781,84.4,10.9478389691865,13.5,4.26833029631671
"DANNYWOODHEAD","Danny Woodhead","RB","SD",112,115.919752253817,96.76,135.5,108.9,127.9,NA,120.71,125,115.1,107.1,113,103.4,101,98.7,137,NA,120.6,0,0,0,75.95,115.121976190476,115.919752253817,108,13.205970781647,16.8,4.82485723788077
"CECILSHORTS","Cecil Shorts","WR","JAC",113,115.630921340072,178.42,98.2,104.2,118.2,NA,107.96,138,118,100.6,115,119.3,110,119.5,121.5,NA,117.8,0,0,0,0,119.158924242424,115.630921340072,105,19.8271278253356,21.3,5.94273250558741
"BRANDINCOOKS","Brandin Cooks","WR","NO",114,113.899786414602,NA,121.5,126.3,91.8,NA,110,106.1,87.7,121.1,124.5,110.8,95,107.3,150.6,NA,114.69,0,0,0,8.5,114.010146520147,113.899786414602,96.5,16.7602871586684,22.6,5.76098320868557
"DWAYNEBOWE","Dwayne Bowe","WR","KC",115,112.814577022201,121.38,110.2,101.7,103.3,NA,111.85,120.6,124.4,103.8,107.5,120,86.5,104.8,142.8,NA,119.7,0,0,0,0,113.952976190476,112.814577022201,101.6,13.4574452819428,13.3,4.5028239113161
"BERNARDPIERCE","Bernard Pierce","RB","BAL",116,112.462658236619,56.88,141.2,107.5,81.6,NA,107.83,117,92.3,109.9,117,105.9,102,139.8,132.5,NA,115.1,0,0,0,156.2,108.984261904762,112.462658236619,96.6,22.3814908443915,19.2,5.99310823150269
"BRIANHARTLINE","Brian Hartline","WR","MIA",117,111.869882169762,136.34,97.6,NA,90.6,NA,103.48,108.5,126,106.6,112,115.3,104,119.1,127.8,NA,115.6,0,0,0,0,112.451465201465,111.869882169762,125.8,12.7539942461477,16.9,4.78897797536809
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",118,111.402412873787,97.44,100.2,101.2,121,NA,105.36,112.2,105.7,115.2,120,109.7,115,110.1,130.7,NA,118.8,0,0,0,0,111.562841991342,111.402412873787,110.5,9.27643973008686,13.4,4.08900260209584
"MIKEEVANS","Mike Evans","WR","TB",119,110.500260499217,NA,117.5,122,102.2,NA,109.21,100,86.6,105.4,117,111.7,99,118.2,126.6,NA,115.2,0,0,0,0,110.582748917749,110.500260499217,104.4,11.0797693903614,15.6,4.49021398066741
"RILEYCOOPER","Riley Cooper","WR","PHI",120,110.235034337663,118.24,108.3,114.6,111.6,NA,110.55,111.2,NA,101,101.5,108.9,110,104.8,140.5,NA,96.2,0,0,0,0,111.577445054945,110.235034337663,114.4,10.7789887019097,22.1,5.10512486071767
"DENNISPITTA","Dennis Pitta","TE","BAL",121,109.808039195296,10.52,128.8,120.8,128,128,117.98,130.5,104.5,101.9,103,96.6,99,91.9,129.2,NA,101.9,0,0,0,0,107.126944444444,109.808039195296,94.9,29.8638698733021,14,6.23514096815399
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",122,108.949866466999,NA,117.8,120.5,93.1,NA,104.1,109.1,108.4,98,117.5,106.5,108,105.2,110,NA,116.5,0,0,0,0,108.307209457209,108.949866466999,109.5,7.95122148332714,22.1,4.81852689499632
"JORDANREED","Jordan Reed","TE","WAS",123,108.577807083655,78.38,118.5,115.5,104.9,104.9,115.28,142.5,120.5,110.6,102,101.5,103.5,88.4,129,NA,102.9,0,0,0,0,110.894194444444,108.577807083655,86.4,15.575897497645,13.1,4.69767353873314
"TAVONAUSTIN","Tavon Austin","WR","STL",124,107.475423441656,32.88,88.7,91,88.5,NA,107.59,72,118.1,111,94.5,106.3,108.5,113.8,127.8,NA,88.91,0,0,0,10.9999433705332,104.906595238095,107.475423441656,126.6,23.5063437778443,19.8,6.16668853148047
"ANQUANBOLDIN","Anquan Boldin","WR","SF",125,106.879435206539,114.06,101.5,107.2,122.1,NA,106.98,101.8,103.7,108.2,117.5,108.3,112.5,95.9,125.7,NA,97.18,0,0,0,1.5,110.332909090909,106.879435206539,113.1,8.83933678084927,14.6,4.16385155775177
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",126,106.798949853056,92.22,110.8,118.7,105.6,105.6,110.87,137.5,110.5,101.3,117,97.1,103,84.5,114.2,NA,99.3,0,0,0,0,108.197236111111,106.798949853056,91,12.5196328487167,14.1,4.48720865516639
"JEREMYHILL","Jeremy Hill","RB","CIN",127,105.739700960695,NA,135.3,88.9,97.4,NA,108.65,115.8,104.2,86.3,136,83.3,97.5,109.3,85.1,NA,115.47,0,0,0,147.100022455865,103.390805860806,105.739700960695,108.7,17.6242486291924,23,5.88826349209045
"KNOWSHONMORENO","Knowshon Moreno","RB","MIA",128,105.704699754945,137.58,115.9,93.9,131,NA,116.78,95,120.2,86.4,82.5,87.4,120.5,167.1,125.1,NA,88,0,0,0,140,108.299738095238,105.704699754945,125,24.3750432628526,23.8,6.65189878037025
"DOUGBALDWIN","Doug Baldwin","WR","SEA",129,105.267719191614,125.7,96.4,113.5,84,NA,98.89,119.3,95.5,101.9,108.5,95.8,100,100.5,122.2,NA,101.09,0,0,0,1.5,105.513922077922,105.267719191614,140.8,11.7912111989592,23.9,5.38643983675288
"DARRENMCFADDEN","Darren McFadden","RB","OAK",130,105.02545586572,125.66,106.5,80.6,80.6,NA,93.45,122.4,114,100.8,93,93.6,94,128.1,127.7,NA,113.4,0,0,0,137.508505296847,106.362023809524,105.02545586572,116.1,16.797415633901,20.7,5.57609218824486
"GREGJENNINGS","Greg Jennings","WR","MIN",131,104.225109799658,78.68,87.1,98.5,99.2,NA,96.46,131.3,98.7,92.4,115,103.9,122.5,110.7,120,NA,119.8,0,0,0,0,105.699227272727,104.225109799658,120.1,15.0251580964786,20.1,5.33689657125051
"JUSTINHUNTER","Justin Hunter","WR","TEN",132,104.204704125199,NA,112.2,115.4,96.2,NA,101.51,91,86,82.2,104,105.9,104.5,86.5,128.3,NA,115.49,0,0,0,0,103.134786879787,104.204704125199,108.4,13.6171231289025,20.8,5.26369447627668
"TERRANCEWEST","Terrance West","RB","CLE",133,103.991231635966,NA,151.9,126.5,89.7,NA,117.86,88.1,100.2,89.8,90,93.1,103,119.2,130.9,NA,104,0,0,0,131.399961100752,106.900256410256,103.991231635966,107.7,19.8463145193258,24.3,6.24255190370592
"KENNYSTILLS","Kenny Stills","WR","NO",134,102.325178063286,105.48,113.8,103.5,82.7,NA,100.04,94.6,105.7,91.9,103,105,101,114.4,113.9,NA,106.5,0,0,0,2,103.004658008658,102.325178063286,132.2,8.83156725727547,23.5,5.04675934972255
"DARRENSPROLES","Darren Sproles","RB","PHI",135,101.877264874167,76.88,118,95.9,101.4,NA,101.81,108.5,95.6,106.2,110,97,79,151.3,134,NA,90.9,0,0,0,58.9,104.802333333333,101.877264874167,116.2,19.8365445441123,16.6,5.47701638069631
"MARKINGRAM","Mark Ingram","RB","NO",136,101.309272414779,103.98,105,70.2,78.8,NA,73.73,99.4,69,100.4,123,79.2,124,142.2,129.2,NA,102.4,0,0,0,131.9041897365,99.3400952380952,101.309272414779,120,23.5450708893988,19.7,6.16068441566561
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",137,99.7972002808132,62.68,115.2,104.1,92,NA,102.73,101.6,103.7,81.6,95,99.5,106,103.2,109.1,NA,105.5,0,0,0,0,99.8732012987013,99.7972002808132,134.9,13.0916016406123,25,5.6274568966743
"ZACHERTZ","Zach Ertz","TE","PHI",138,99.1002260460209,77.7,110.6,119.2,88.6,NA,103.88,106.4,97.1,104.8,108.5,85.7,109,84.9,106.1,NA,97.4,0,0,0,0,99.619380952381,99.1002260460209,108.1,11.8498080848743,13.1,4.32002942475574
"DANNYAMENDOLA","Danny Amendola","WR","NE",139,98.8803256970172,100.86,92.3,89.4,100.7,NA,98.61,112.5,117.8,92.9,65.5,92.9,100,111,123.9,NA,48.17,0,0,0,0,96.2067597402598,98.8803256970172,137.1,19.8327424912763,22.5,6.06245147991577
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",140,98.7749183626818,119.44,104.3,98.2,103.5,NA,101.29,85.7,101.2,93.8,94.5,89.7,99,88.6,113.7,NA,108.8,0,0,0,0,100.288380952381,98.7749183626818,124.1,9.56815198549764,15.5,4.32708038769727
"HAKEEMNICKS","Hakeem Nicks","WR","IND",141,98.600097941528,112.3,99.4,108.1,100.1,NA,101.19,102.8,79,99.6,77,97.9,102.5,94.8,122.5,NA,97.6,0,0,0,0,100.251800865801,98.600097941528,121.9,11.5839983654983,21.3,5.10728037966903
"JAMESJONES","James Jones","WR","OAK",142,97.4473469972332,24.96,87.4,89.3,100.3,NA,94.59,141.4,107.6,91.2,107,102.4,105,105.2,112.1,NA,88.8,0,0,0,0,95.8795822510823,97.4473469972332,140.3,24.854777472084,26.7,6.98846612118917
"RODSTREATER","Rod Streater","WR","OAK",143,96.8652822256213,122.82,106.3,103.1,81.4,NA,91.91,86.6,75.5,108.3,95,77,112,100.2,98.7,NA,93.69,0,0,0,1.5,96.7839134199134,96.8652822256213,155.4,13.6118770859201,23.3,5.51139178383455
"STEVESMITH","Steve Smith","WR","BAL",144,96.0225173108102,94.5,88.7,97.4,97.6,NA,93.49,91.5,96.7,94,96,97.2,110,92,113.1,NA,90.2,0,0,0,0,96.6877857142857,96.0225173108102,147.1,6.93686968228545,22.1,4.71572099188169
"MARKUSWHEATON","Markus Wheaton","WR","PIT",145,95.4616502435998,50.04,90.4,92.3,90.6,NA,85.94,104.5,61.2,100.5,115,97.6,103.5,110.1,116.5,NA,120.29,0,0,0,2,94.6177532467533,95.4616502435998,127.3,20.0345181931278,21.4,5.97368095502552
"CHARLESCLAY","Charles Clay","TE","MIA",146,93.5496791687244,106.88,83.1,99.8,98.4,NA,94.77,105.4,100.7,86.2,98.5,86,83,83.9,112.5,NA,93.19,0,0,0,2.5,96.6842142857143,93.5496791687244,128.5,9.62801315758539,20.8,4.85939287913484
"CHRISIVORY","Chris Ivory","RB","NYJ",147,92.6679374042743,84.94,118.6,77.6,91.8,NA,100.88,117.3,91.8,80.1,107.5,88.7,67.5,121.8,118.5,NA,89.38,0,0,0,146.85,95.626380952381,92.6679374042743,NA,17.4085733583665,NA,5.79127388195746
"LADARIUSGREEN","Ladarius Green","TE","SD",148,91.969741350812,NA,97.1,109.5,82.4,NA,96.14,109.5,88.4,93.8,90,86.4,74.5,74.7,104,NA,87.7,0,0,0,0,85.7267142857143,91.969741350812,135.4,11.4277931557347,20.5,5.01201549374634
"HARRYDOUGLAS","Harry Douglas","WR","ATL",149,91.7575337767458,66.96,91.4,115.4,77.7,NA,97.48,87.9,101.5,87.8,85.5,84.9,95.5,99,103.4,NA,95.1,0,0,0,0,92.7096190476191,91.7575337767458,162.6,11.856360188653,26.7,5.67105925454621
"MARQISELEE","Marqise Lee","WR","JAC",150,90.6500262349322,NA,90.8,94.8,85.4,NA,83.72,94.8,64.5,87,110,82.6,86,113.3,99.4,NA,99.9,0,0,0,2.00001824003182,91.2120929070929,90.6500262349322,154.1,12.6774382674751,27.3,5.81385156928873
"SHONNGREENE","Shonn Greene","RB","TEN",151,90.3700097651141,136.3,NA,62.6,86,NA,81.89,69.5,87.7,68.9,85,74.6,113,113.3,111.7,NA,99.62,0,0,0,124.500013708112,89.5925091575092,90.3700097651141,141.7,21.8199982373263,23.8,6.39294157136444
"ANTONIOGATES","Antonio Gates","TE","SD",152,90.2601620203372,78.52,91.7,106.8,84.4,NA,96.07,89.7,100.2,83.6,100,84.2,94.5,76.1,100.6,NA,79.2,0,0,0,0,90.4383571428572,90.2601620203372,156.9,9.62402160005067,16.2,4.40224696765937
"DELANIEWALKER","Delanie Walker","TE","TEN",153,89.974793840998,55,94.7,96.4,89.8,NA,93.61,98.5,93.6,85.6,81.5,84.8,90,68.6,103,NA,93.9,0,0,0,0,88.0544761904762,89.974793840998,152,12.6447116383721,15.4,4.62896463724116
"HEATHMILLER","Heath Miller","TE","PIT",154,89.8997716689058,65.26,105.3,102.5,75.2,NA,96.22,93.3,98.2,79.7,96,80.1,79,88.7,98.7,NA,93.8,0,0,0,0,89.1209761904762,89.8997716689058,144.9,11.723059740116,21.1,5.10151611472096
"CARLOSHYDE","Carlos Hyde","RB","SF",155,89.4694761091686,NA,137.2,94.5,78.3,NA,80.09,85.4,61.8,81,100.5,74.2,7.5,106.6,125,NA,85.14,0,0,0,105.5,84.6299816849817,89.4694761091686,123.7,31.4333979660537,28,7.78429713178821
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",156,89.1499041202133,NA,140.1,110.3,57.2,NA,100.12,88.5,66.8,85.8,100,88.4,123.5,38.9,109.3,NA,80.9,0,0,0,108.2,89.5981318681319,89.1499041202133,126.3,27.2635081550977,23.1,6.87514441570872
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",157,88.8497220527803,NA,85.7,91.7,85,NA,88.58,82.2,81.3,81.5,100,86.9,73,91.6,105.2,NA,90.39,0,0,0,3.5,83.1335800865801,88.8497220527803,152.7,8.3354262500025,23.7,5.01633311934023
"ROBERTWOODS","Robert Woods","WR","BUF",158,88.2850794665546,59.48,78.7,100.3,73.6,NA,87.9,119.4,94.6,89.4,84.5,81.2,83,96.1,117.7,NA,83.74,0,0,0,1.99997942887692,89.8538852813853,88.2850794665546,161.5,15.9739739562841,23.6,5.78058092100387
"ANDREWILLIAMS","Andre Williams","RB","NYG",159,88.1002003626744,NA,149.6,108.5,64,NA,88.51,110.3,65.4,97.1,92,73.7,100,28.9,126,NA,89.72,0,0,0,129.999963523186,89.7451831501832,88.1002003626744,125.8,30.2709323211186,27.8,7.64662137367199
"ODELLBECKHAM","Odell Beckham","WR","NYG",160,88.0911249230765,NA,78.4,87.4,84.1,NA,88.99,89.5,84.6,79.9,88,88.9,83.5,100.3,89.9,NA,89.3,0,0,0,1,88.1121561771562,88.0911249230765,159.8,5.44758073803738,26,4.95201681964745
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",161,87.4828850153493,77.7,85.4,88.5,87.9,NA,83.27,118.5,73.6,82.5,80.5,76.9,100.5,86.8,106.5,NA,84.7,0,0,0,0,88.1254783549784,87.4828850153493,164.3,12.3833563638928,24.1,5.46631285626193
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",162,87.4059499364265,NA,NA,106.5,69.3,NA,87.93,87.9,62.9,94.3,89.5,89.9,84,80.1,103,NA,88.2,0,0,0,0,86.9396037296037,87.4059499364265,139.6,12.2771276314449,22.3,5.27682155233974
"KENNYBRITT","Kenny Britt","WR","STL",163,87.2454078046587,65.8,94.2,95.1,76.5,NA,82.75,59.5,85.3,89.8,101,80.3,98.5,53.8,116,NA,113.9,0,0,0,0,88.6469047619048,87.2454078046587,141.4,18.6051529698889,29.4,6.62314569317181
"DWAYNEALLEN","Dwayne Allen","TE","IND",164,86.5497837065031,106.4,86.5,94.5,59.1,NA,84.38,98.9,91.3,85.2,94,74.5,88,50.5,93.8,NA,69.3,0,0,0,1,84.3441428571429,86.5497837065031,153.3,15.5804959082583,15.9,4.97615607486461
"KHIRYROBINSON","Khiry Robinson","RB","NO",165,86.3501541637103,NA,134,93.5,100.7,NA,112.2,62,112.9,82.8,83,76.7,53.5,14.6,118.6,NA,64.12,0,0,0,131.999986641716,85.5113186813187,86.3501541637103,137.9,32.0897911715844,28.7,7.92032757579501
"MATTCASSEL","Matt Cassel","QB","MIN",166,85.9557583013753,2.02,41.76,42.54,112.28,NA,72.446,91,129.9,70.94,65.8,54.84,65.5,231.06,147.92,NA,130.92,155.5,100.475,61.65,15.4999688284743,90.3431142857143,85.9557583013753,190.2,57.1300770340115,36.1,11.1929516695471
"MARVINJONES","Marvin Jones","WR","CIN",167,84.2162308549807,127.48,83.4,93.9,77.1,NA,89.31,95,74,59.3,60,55.3,77,101.3,81.2,NA,97.21,0,0,0,4.50000459840119,86.3695194805195,84.2162308549807,140,19.2646630896064,36.2,7.36517080298007
"JAREDCOOK","Jared Cook","TE","STL",168,83.5246820326765,125.72,77.1,94.2,71.7,NA,82.61,87.5,88.4,78.5,92.5,72.6,76.5,81.4,94.1,NA,80.3,0,0,0,0,86.0128095238095,83.5246820326765,166.9,13.6878284947284,19.1,5.10206483840036
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",169,82.9634561308782,85.58,76.7,60,57.6,NA,74.75,81.7,94.1,62.1,89.5,65.6,100,155.3,100.8,NA,81.7,0,0,0,113,83.5053571428572,82.9634561308782,143.9,24.7928294866892,25.5,6.86303769006684
"KNILEDAVIS","Knile Davis","RB","KC",170,82.9600774947149,72.86,82.4,76.8,67.3,NA,77.37,81.9,67.6,67.7,93,60.9,37,90.4,102.8,NA,68.3,0,0,0,94.25,80.3371428571429,82.9600774947149,160.2,15.9419244946589,19.2,5.3404496237386
"MILESAUSTIN","Miles Austin","WR","CLE",171,81.8951357863125,46.5,74.5,84.7,44.1,NA,72.68,129.4,82.5,82.9,75,88.4,99,91.4,110.1,NA,79.5,0,0,0,0,82.669012987013,81.8951357863125,162.8,22.0952099627205,19.1,5.95416412363704
"NATEWASHINGTON","Nate Washington","WR","TEN",172,81.5590896167486,83.52,84.3,76.4,72,NA,76.03,112.8,69.1,66.8,72,58.8,72,109.3,96.3,NA,94.3,0,0,0,0,83.0278333333333,81.5590896167486,195.3,16.073508287904,21.1,5.54243985680905
"MALCOMFLOYD","Malcom Floyd","WR","SD",173,81.3682305058748,89.86,84.2,79.6,86.8,NA,62.04,86.5,66.5,87.6,85,73.9,75.5,59.9,107.7,NA,91.4,0,0,0,0,83.1549285714286,81.3682305058748,155.6,12.8013063378721,25,5.59803508193754
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",174,80.3251139620967,103.34,77.4,74.8,75.5,NA,73.51,79.9,64.9,70.3,84,45.5,68,94.3,80.4,NA,81.67,0,0,0,3.49997903036886,78.7359913419914,80.3251139620967,186.8,13.4919092564624,10.5,4.22830039983198
"AARONDOBSON","Aaron Dobson","WR","NE",175,79.390965187181,35.74,90.5,47.7,91.2,NA,73.24,98.1,72.5,50,82.5,88.3,36,99.4,114.3,NA,94.8,0,0,0,0,78.9128722943723,79.390965187181,136.9,25.1169675148665,31.8,7.52142659248893
"ANDREHOLMES","Andre Holmes","WR","OAK",176,79.2504508337956,NA,93.7,84.8,58.3,NA,56.22,85.9,69.1,69.2,101,60.5,73,55.8,102.4,NA,99.4,0,0,0,0,75.2227186147186,79.2504508337956,164.8,17.7458295570161,24.7,6.06938160137769
"BLAKEBORTLES","Blake Bortles","QB","JAC",177,78.2394436410477,NA,48.46,142.76,55.26,NA,79.75,52.5,64.66,60.2,131.9,91.42,106.5,NA,52.96,NA,52.45,210.5,118.5,89,20.4999421506858,79.6457509157509,78.2394436410477,234,32.9025872152107,32,8.33036781632862
"MIKEWILLIAMS","Mike Williams","WR","BUF",178,78.074858560178,97.54,71.1,79.6,88.4,NA,75.15,68.1,63.3,76.1,100,74.6,68,75.8,105,NA,70.5,0,0,0,0,79.2748051948052,78.074858560178,167.1,13.0665501345069,20.8,5.20789317158018
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",179,78.0505832878358,51.4,80.8,62.2,50.9,NA,65.53,94.4,56.2,79.4,95,64.3,102,136.8,106.3,NA,88.1,0,0,0,95.8242430083115,78.9089047619048,78.0505832878358,140.5,24.6391321583469,23.7,6.66873538086473
"TYLEREIFERT","Tyler Eifert","TE","CIN",180,77.8823689763726,28.5,79.4,63.1,68.5,NA,73.67,82.5,77.1,84.5,86,83.3,98.5,81.4,95,NA,67.1,0,0,0,0,76.8214523809524,77.8823689763726,155.4,16.9592886312817,16.4,5.16554434996329
"ERICEBRON","Eric Ebron","TE","DET",181,77.8497764890408,NA,84.1,96.6,71.6,NA,88.19,72,66.5,71.2,76.5,75.2,65.5,73.7,91,NA,77.7,0,0,0,0,78.1040476190476,77.8497764890408,164,9.55254201636187,23.4,5.10990193969589
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",182,76.2254470035843,35.46,133.3,NA,64.2,NA,80.38,106.3,65.3,67.1,77.5,68,78,99.5,101.1,NA,63.75,0,0,0,101.999997779123,78.0766483516484,76.2254470035843,137.1,24.8200986588671,26.3,6.94523473722353
"DONNIEAVERY","Donnie Avery","WR","KC",183,76.165946400467,69.44,77.4,73.3,82.4,NA,74.09,76.4,70.9,84.7,66.5,57.2,77,82.7,95.6,NA,81.93,0,0,0,2,76.2395497835498,76.165946400467,184.7,9.22141523309188,10.4,3.78555099501416
"GARRETTGRAHAM","Garrett Graham","TE","HOU",184,75.7321609210422,79.16,77.3,85.6,51.8,NA,75.13,100.6,79.5,74,70,67,87,70.6,91.2,NA,79.3,0,0,0,0,76.6328333333333,75.7321609210422,162.8,11.6979144614437,20.9,5.07910928723041
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",185,73.6749251356814,68.46,103.9,77.8,83.3,NA,80.39,38.4,62.4,75.4,58,52.3,58.5,58.5,NA,NA,72,0,0,0,40.5,72.4424358974359,73.6749251356814,175.3,16.5220357130277,20.7,5.54818206728294
"LANCEDUNBAR","Lance Dunbar","RB","DAL",186,73.1503722974303,-0.4,82.5,70.8,48.6,NA,73.2,74.5,98.4,75.2,74,49.8,57.5,83.6,88.9,NA,92.8,0,0,0,71.3499615112923,69.8797619047619,73.1503722974303,152.6,24.9142750025181,21.7,6.4980382729989
"LANCEMOORE","Lance Moore","WR","PIT",187,71.8152853613755,56.34,73.1,80.7,72.2,NA,79.48,69.3,94.5,58,50,66.1,68,84.8,77,NA,66.7,0,0,0,0,71.4081471861472,71.8152853613755,178.7,11.8629804642217,41.7,7.16110423419042
"MICHAELVICK","Michael Vick","QB","NYJ",188,71.67814770825,4.42,85.48,79.5,141.52,NA,91.566,14.1,40.6,32,49.2,113.98,52.4,NA,151.28,NA,8.97,121.5,69.35,49.8000300252658,26.05,71.4724615384615,71.67814770825,226,48.7306121915588,40.4,10.7686086265263
"STEVEJOHNSON","Steve Johnson","WR","SF",189,71.2672091315482,89.9,81.5,56.1,83,NA,67.2,65.8,50.6,66.4,76,69.3,73,77.4,81.4,NA,61.7,0,0,0,0,71.8599567099567,71.2672091315482,165.3,11.016643253343,25.2,5.43701542657247
