"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"JOEFLACCO","Joe Flacco","QB","BAL",26,224.712099933698,188.6,242.22,225.16,220.3,NA,226.866,218.1,226.96,229.02,235,226.36,232.6,237.16,238.3,NA,225.14,573.8,340.125,230.000078292285,3906.25,23.0000752247056,15.9999685586013,30.9999530742793,82.6157186441878,1.00004722155919,0,0,0,0,0.6,3.50005952084808,224.57320952381,224.712099933698
"EDDIELACY","Eddie Lacy","RB","GB",27,223.609128665705,241.72,244.9,195.9,218.1,220.6,218.08,242.7,215.1,213.4,222,217.1,235.5,252.6,234.6,NA,218.8,0,0,0,0,0,0,287.999957122114,1263.72288175637,10.7260718915935,39.9999485805318,293.80014025803,1.00005137625297,0,0.2,1.44995657140664,225.496944444444,223.609128665705
"ELIMANNING","Eli Manning","QB","NYG",28,220.858661920834,168,232.34,218.46,227.18,NA,225.4,193.3,219.74,223.4,221.8,231.5,211.5,259.56,233.86,NA,212.97,560,332.363738997564,223.499976485626,3978.5,24.0000074338383,18.0000150053245,20.5000465289251,31.4999997474431,0.679770696175379,0,0,0,0,0,2.7549809778333,218.406357142857,220.858661920834
"SAMBRADFORD","Sam Bradford","QB","STL",29,219.575692657092,240.42,NA,NA,NA,NA,NA,NA,NA,215.9,231.4,218.86,211.5,NA,NA,NA,NA,509,300,208.5,3449.99997105943,23.50007737096,12.0000142781229,30,104.999908458357,1.04423700688085,0,0,0,NA,NA,2.595,188.025714285714,219.575692657092
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",30,216.425283178581,263.36,214,224.6,218,219.7,219.36,233,222.9,207.3,210,210.5,233,168.5,218.3,NA,197.6,0,0,0,0,0,0,0,0,0,94.0000148879363,1430.25,12.5000243784784,0,0.2,0.999931546144789,217.437166666667,216.425283178581
"JAKELOCKER","Jake Locker","QB","TEN",31,210.840879319793,285.3,242.92,242.26,166.72,NA,205.33,158.32,140.16,217.2,201,225.32,202.5,249.12,261.14,NA,248.94,445,256.25,178,3136,18.2493361599631,12.5000186084789,48.5,308.408854166667,2.10003108003866,0,0,0,0,0,3.01875,215.872095238095,210.840879319793
"JOSHMCCOWN","Josh McCown","QB","TB",32,209.140822143888,270.88,234.4,221.74,217.3,NA,209.754,179.32,165.26,191.98,178.6,226.52,202.5,276.82,178.34,NA,224.94,459.55,275.375,180.599924111619,3459.15,21.4999326542794,13,27.4999763452278,117.75,1.00001525446173,0,0,0,0,0,3.5,213.314361904762,209.140822143888
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",33,207.857278320831,250.64,202.3,184.4,234.4,203.8,202.61,225.4,206.6,204.1,213,203.2,214.5,188.1,233.6,NA,205.7,0,0,0,0,0,0,274.24779908852,1185.75,10.350023839718,27.9999625060976,225.820692962464,1.49999529954108,0,0,2.19995290548507,208.749763888889,207.857278320831
"MONTEEBALL","Montee Ball","RB","DEN",34,205.905856868599,156.1,235.8,194.1,187.6,211.1,207.71,222.7,216.1,214.5,228.5,203.6,203,215.7,213.8,NA,196.3,0,0,0,0,0,0,249.456287755808,1135.30233282263,9.90006743044726,42.0000363254965,304.75,1.25003650060862,0,0,2.5,205.341041666667,205.905856868599
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",35,205.640421765935,290.56,238.2,192,195.4,208.8,206.62,211.6,200.4,191.4,201,198.3,203.5,226.7,212.9,NA,204.7,0,0,0,0,0,0,230.779783958114,1110.50006165087,8.50004289295025,53.4999957498017,382.9,1.50000298086894,0,0.2,2.04992982103369,209.765638888889,205.640421765935
"DEZBRYANT","Dez Bryant","WR","DAL",36,203.979557605061,285.84,199.5,205.3,205.5,197.8,200.9,220.5,194.6,197.1,201.5,199.8,210,185.2,215.1,NA,203.5,0,0,0,0,0,0,1.00000080706097,5.84923401461228,0,95.9999554844073,1344.5,11.9074246850005,0,0,1.24995695320179,207.189777777778,203.979557605061
"EJMANUEL","EJ Manuel","QB","BUF",37,202.603117320521,211.02,211.32,98.54,184.72,NA,196.406,206.52,219.62,212.1,200.2,225.74,213.6,247.22,240.12,NA,223.82,474.6,282.337823727605,195,3201.725,16.9999277906297,13.9500233967526,77.7,288,2.10004825175722,0,0,0,0,0.5,3.98291827951817,202.057519047619,202.603117320521
"ARIANFOSTER","Arian Foster","RB","HOU",38,196.258817908395,187.16,198,177.6,188.1,NA,188.08,179.6,196.9,207.9,198,199.2,200,213.1,210.6,NA,193.4,0,0,0,0,0,0,252.05,1087.09028724375,7.39999180682277,46.1985868743782,343.499924520513,1.79999577899222,0,1,2.00006439146091,194.350095238095,196.258817908395
"AJGREEN","A.J. Green","WR","CIN",39,195.747001257819,226.56,193.4,194.8,199.6,196.6,194.52,204.7,190.7,195.1,199,199.6,197,165.3,216.3,NA,183,0,0,0,0,0,0,0,11.5120964065968,0,92.499964579335,1335.25,10.5000020676916,0,0,0.964610394495321,197.406777777778,195.747001257819
"LEVEONBELL","Le'Veon Bell","RB","PIT",40,195.574702837161,206.62,199.8,183,197.1,201.8,193.4,185.3,199.7,181.9,186.5,193.1,194,215.2,201.6,NA,183.8,0,0,0,0,0,0,265.9999992115,1064.25,7.49995372384123,47.000014166075,377.499980014521,1.49997932886616,0,0.2,1.49994674026781,194.072805555556,195.574702837161
"DOUGMARTIN","Doug Martin","RB","TB",41,195.082175726161,230.76,215.5,188.9,204.8,NA,199.82,202.4,200.2,172.1,176.5,176.5,193,224,202.2,NA,188.5,0,0,0,0,0,0,269.5,1138.89719912435,7.50005812318666,38.9792171327943,307.922211486312,1.50000787347211,0,0.2,2.00008065742878,196.275023809524,195.082175726161
"JIMMYGRAHAM","Jimmy Graham","TE","NO",42,192.641177722454,253.78,202.9,201.8,189.5,189.5,195.43,220,180.6,186.4,195,184.1,187,150.3,192.5,NA,184.2,0,0,0,0,0,0,0,0,0,87.9999856496864,1163.11148148148,12.950004929051,0,0,0.685,194.688208333333,192.641177722454
"JULIOJONES","Julio Jones","WR","ATL",43,191.713280014539,210.34,194.2,201.3,194.6,197.7,200.92,208.7,208.1,183.3,185,195.5,183,169.4,202.6,NA,192.22,0,0,0,0,0,0,2.31240900088311,17.5999907813481,0,92.6500089359221,1343.50001012561,9.60055420873054,0,0,1.00002266427003,194.513402777778,191.713280014539
"GENOSMITH","Geno Smith","QB","NYJ",44,190.759634904497,193.78,211.74,188.78,180.92,NA,193.808,181.14,199.34,226.5,196.8,150.9,204.5,215.08,186.88,NA,212.46,430,248.000051191864,178.15,2932.35,15.7999738905118,14.4323950011208,56.4999930600501,288,3.00007571867207,0,0,0,0,0,3.83496248367074,187.412319047619,190.759634904497
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",45,190.050133406206,159.52,231.7,184.4,182.5,199.1,199.61,163.4,195.4,197.1,208,197.9,214,202.7,213.1,NA,175.4,0,0,0,0,0,0,217.212121410882,938.000517327172,5.99995073167075,58.2000471218273,497.5,2.50007562561646,0,0,2.25003823511717,193.196541666667,190.050133406206
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",46,189.28404133587,200.26,188.3,195.8,195,192.6,189.71,206,177.4,183.1,189,179.2,193,168.9,203,NA,191.4,0,0,0,0,0,0,0,0,0,99.9999521263057,1275.775,10.5000620865594,0,0.3,0.946915591742981,190.870819444444,189.28404133587
"JORDYNELSON","Jordy Nelson","WR","GB",47,186.992987422488,187.8,187.2,192,188.6,185.3,186.26,183.8,175.9,190.8,183,180.3,196,187.4,190,NA,167.6,0,0,0,0,0,0,0,0,0,82.5000032787038,1284.92924753818,9.9999954502738,0,0,0.749955016486618,185.452277777778,186.992987422488
"ALFREDMORRIS","Alfred Morris","RB","WAS",48,186.920795176058,229.8,206.2,183.8,188.9,NA,188.9,172.8,183.6,177,178,173.2,181,239.5,192.3,NA,173.8,0,0,0,0,0,0,268.316182818205,1252.6,8.99997668554583,12.0000766900119,90.6870342708416,0.698711429475173,0,0.2,3.0000184705763,188.098571428571,186.920795176058
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",49,185.747072493777,184.56,182.5,169.6,190.9,186.6,184.75,181.4,175.4,180.4,181.5,171.8,181,141.9,187.6,NA,175.01,0,0,0,0,0,0,11.4999912635844,74.9999400311848,0.749987501646415,84.0000420984371,1280.375,7.99996835227804,0,0.2,1.34507831644393,180.428986111111,185.747072493777
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",50,185.097030842626,233.1,198.84,139.52,166.6,NA,167.428,178.18,173,202.04,202,151.78,167.9,243.94,160.32,NA,199.78,443.35,271.5,173.500007902903,3135.75,17.0000675119351,15.0000447489811,36.5000273533951,189.434869592066,1.5,0,0,0,0,0.4,3.53831833317953,186.1132,185.097030842626
"ANTONIOBROWN","Antonio Brown","WR","PIT",51,183.298175856249,165.7,185.5,171.5,190.2,185.5,184.69,181,187.6,178.7,179,173.2,187,169.1,189.9,NA,174.83,0,0,0,0,0,0,6.0000480186805,31.776898346577,0,100.499987547811,1311.20491843231,7.99998558746619,0.5,0,0.999959673218387,183.396694444444,183.298175856249
"ANDREELLINGTON","Andre Ellington","RB","ARI",52,180.770168784282,138.16,196,170,168.4,NA,180.7,211,192.1,164.9,173.5,170.3,185,193,191.6,NA,189.5,0,0,0,0,0,0,195.15,970.999968116528,5.00003996839274,50.575137036655,446.699967778517,1.9999972291641,0,0,1.50002399528165,179.013214285714,180.770168784282
"ZACSTACY","Zac Stacy","RB","STL",53,179.320407372798,158.06,205.9,178.3,185.4,NA,191.4,184,203.3,168.5,172,171.6,177.5,182.7,187.4,NA,174.8,0,0,0,0,0,0,272.99999225195,1105.53641017648,8.00008087183033,30.9704643491218,187.666766249615,0.99993539936305,0,0,2.00000394848578,180.001785714286,179.320407372798
"JOHNNYMANZIEL","Johnny Manziel","QB","CLE",54,178.719727569542,NA,241.12,137.3,177.74,NA,187.382,142.5,180.3,212.32,180.3,238.7,214,NA,150.28,NA,161.66,396.450009218652,232.35,162.5,2543.00006435312,13.9999551534653,13.8499407417321,69.99997242625,351.000043136649,2.99996503315443,0,0,0,0,0.3,2.50000432378534,168.912597069597,178.719727569542
"TOBYGERHART","Toby Gerhart","RB","JAC",55,170.710837620277,146.68,195.4,167.7,154.4,NA,179.29,200.6,203.4,166.6,174,165.4,187.5,166.9,175.5,NA,169.7,0,0,0,0,0,0,252.85544914831,1013.775,6.85006139693754,36.4002225115796,267.034377259302,1.00003448863463,0,0,2.23533770954308,171.622428571429,170.710837620277
"RANDALLCOBB","Randall Cobb","WR","GB",56,170.688091460474,229.52,169.2,157.3,183.6,175.8,173.36,165.6,169.1,177.7,164.5,170.3,171.5,142,181,NA,161.26,0,0,0,0,0,0,8.5,83.6299509592592,0,84.4999615047151,1151.25,8.00004745159849,0.2,0,1.00009417252163,175.938958333333,170.688091460474
"RYANMATHEWS","Ryan Mathews","RB","SD",57,169.532067513295,154.48,179.8,169.4,166.1,NA,168.78,162,160,167.6,174,170.7,184.5,203,183.1,NA,159.3,0,0,0,0,0,0,255.104994741877,1095.63898775753,6.29995666550169,26.3997035243986,197.681896759225,1.00001319219761,0,0.2,1.99992004228819,170.216285714286,169.532067513295
"VINCENTJACKSON","Vincent Jackson","WR","TB",58,168.578171197723,282.22,169.5,161.8,172.7,NA,166.47,177.8,160.9,164.3,157.5,162.8,168,178.9,183.4,NA,160.7,0,0,0,0,0,0,0.75,7.50005604346746,0,75.0000193025597,1243.65508449883,7.50003921910917,0,0.2,0.968789085580931,177.014645021645,168.578171197723
"REGGIEBUSH","Reggie Bush","RB","DET",59,167.224894237872,143.78,180.6,155.5,184,NA,167.35,175.6,158.6,170.9,188,162.8,180,191.1,188.2,NA,147.4,0,0,0,0,0,0,188.0501879049,839.75,4.54998552867107,51.0000280697028,459.500050861061,2.50000104682503,0,0,2.50001515060512,168.216547619048,167.224894237872
"RASHADJENNINGS","Rashad Jennings","RB","NYG",60,164.435971061072,161.88,165.9,147.3,159.8,NA,161.28,159.2,182.3,161.5,160,167,155,168.6,184.5,NA,166.4,0,0,0,0,0,0,208.000079203824,894.496871665386,6.4999797783268,41.9999610682147,316.5,1.49997040870007,0,0,2.33170861381397,162.92580952381,164.435971061072
"FRANKGORE","Frank Gore","RB","SF",61,163.499673116898,133.24,171.1,150.1,173.3,NA,165.18,196.2,174.8,152.4,150,152.4,158,151.9,178.5,NA,161.8,0,0,0,0,0,0,239.500028425664,1015.45276349725,7.50000598991092,17.0000358608034,144.999993859191,0.92503358925744,0,0,1.54792004687847,160.468785714286,163.499673116898
"CJSPILLER","C.J. Spiller","RB","BUF",62,161.639153128075,137.54,178.3,149.3,167.7,NA,160.42,182.4,153,166.2,177,165.5,161.5,175.5,180,NA,156.8,0,0,0,0,0,0,206.4,986,5.0000453043641,37.2036621014842,287.41865684957,1.50000194604441,0,0,2.35149802966642,163.062523809524,161.639153128075
"ANDREJOHNSON","Andre Johnson","WR","HOU",63,160.223708121786,149.94,164.4,157.9,178.7,NA,162.43,178,150,153,151,147.8,168.5,168.3,182.2,NA,150,0,0,0,0,0,0,0,0,0,94.721139362796,1257,5.99997408375332,0,0.2,0.938068190366811,161.886880952381,160.223708121786
"JOIQUEBELL","Joique Bell","RB","DET",64,159.663921373011,144.58,185,158.3,164.9,NA,166.41,157.2,162.2,164.8,167,155.9,144,177.3,172.8,NA,141.9,0,0,0,0,0,0,173.999959348654,725,6.9500421195563,46.5188877759813,413.339907480872,1.49993074907498,0,0,2.43495329343214,159.118642857143,159.663921373011
"KEENANALLEN","Keenan Allen","WR","SD",65,159.598735480338,191.94,159.3,152.9,152.5,NA,155.54,160.1,160.9,152,159,162.7,168,144.5,180.6,NA,152.2,0,0,0,0,0,0,0,0,0,78.9518424983928,1123.98504689632,8.0000596772388,0.2,0,1.00006363636364,161.198424242424,159.598735480338
"MATTSCHAUB","Matt Schaub","QB","OAK",66,158.299822846583,189.14,192.12,35.42,127.1,NA,161.962,33.76,200.2,159.92,155.3,132.86,180,227.48,173.98,NA,NA,432.14994350101,251.75,173.65,3000,16.4999600046982,13.4999957260226,18.5,23,0,0,0,0,NA,0.5,2.0000128600823,150.67332967033,158.299822846583
"CHRISJOHNSON","Chris Johnson","RB","NYJ",67,157.969167418991,150.14,164,147.1,161.2,NA,158.75,197.8,175.9,153.7,152,150,182.5,193.3,169.4,NA,138.5,0,0,0,0,0,0,227.626339305073,937.500012229565,5.4999234003189,35.5000470134824,268.194348038505,1.50001224392437,0,0,2.29994123663764,159.213095238095,157.969167418991
"VICTORCRUZ","Victor Cruz","WR","NYG",68,156.319791932258,167.24,152.3,129.1,146.2,NA,150.98,177.9,164.6,153.8,143.5,152.4,173.5,172.3,181.1,NA,150.8,0,0,0,0,0,0,0,0,0,84.9085798560205,1160.2,6.99996494155611,0,0,0.849998858539238,157.609608225108,156.319791932258
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",69,153.274228601247,75.56,131.5,147.9,139.8,NA,152.73,176.6,159.6,148,142,141.4,148.5,125.3,181.1,NA,146.98,0,0,0,0,0,0,12.7499456156808,107.749970934414,1.14997291078158,72.3,951.7,6.50005586403384,0.5,0,0.785470570543522,151.459662337662,153.274228601247
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",70,153.220131273866,105.12,175.1,159.1,154.8,NA,162.33,157.5,146.4,145.1,140,150.1,148,165.2,175.8,NA,156.62,0,0,0,0,0,0,1.5,7.50007033746196,0,83.1184947327565,1048.7,8.15001634479549,0,0.2,0.849986914326526,154.012551948052,153.220131273866
"RAYRICE","Ray Rice","RB","BAL",71,152.61576770213,143.36,169.3,152.3,165.1,NA,162.16,144.5,171.3,131.3,134.5,138.1,141,169.3,161.5,NA,146.1,0,0,0,0,0,0,199.325,801.65,5.50008193574626,48.2044135471518,342.500020723717,1.50006112520019,0,0.1,2.00004636796028,151.257095238095,152.61576770213
"BENTATE","Ben Tate","RB","CLE",72,152.540192188239,95.16,166.7,149.6,175.7,NA,155.47,179.8,142.2,141.7,147,148.9,138.5,157.7,166.9,NA,146.8,0,0,0,0,0,0,217.35,960,5.99993618871306,29.9999702681234,196.500031809344,1.00003384676847,0,0,2.55481560279251,148.466571428571,152.540192188239
"PERCYHARVIN","Percy Harvin","WR","SEA",73,151.699839738141,-0.02,132.8,113.8,129.7,NA,143.74,132.9,169.2,143.4,134.5,141.1,168,167.7,172.2,NA,136,0,0,0,0,0,0,16.2777595274327,118,1.00006075556416,70.9999751867464,933.999987993234,6.49993350859409,0.5,0,0.750062323065811,141.800318181818,151.699839738141
"JULIUSTHOMAS","Julius Thomas","TE","DEN",74,150.523402939994,163.36,157.1,158.3,164.3,164.3,158.18,169.5,155.5,144,156,131.3,139,108.1,148.8,NA,127.6,0,0,0,0,0,0,0,0,0,74.0999966387318,894.233970332393,10.4500196885159,0,0,0.800056112170418,149.5985,150.523402939994
