"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","passYdsMedian","passTdsMedian","passIntMedian","rushAttMedian","rushYdsMedian","rushTdsMedian","recMedian","recYdsMedian","recTdsMedian","returnTdsMedian","twoPtsMedian","fumblesMedian","projectedPtsMean","projectedPtsMedian"
"LADARIUSGREEN","Ladarius Green","TE","SD",153,91.9697467112588,NA,97.1,109.5,82.4,NA,96.14,109.5,88.4,93.8,90,86.4,74.5,69.8,104,NA,87.1,0,0,0,0,0,0,0,0,0,43.9999621818939,619.699968299086,4.99995831355836,0,0,0,85.3571904761905,91.9697467112588
"KENNYBRITT","Kenny Britt","WR","STL",154,91.6030590534362,65.8,88.2,89.6,76.5,NA,85.7,94.6,85.3,89.8,101,80.3,98.5,119.4,116,NA,107.6,0,0,0,0,0,0,0,0,0,45.9999650805214,663.5,4.50008063798074,0,0,0.873712387224093,94.7715584415584,91.6030590534362
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",155,91.5400032493565,NA,85.7,98.5,85,NA,87.38,113.2,87.3,81.5,100,86.9,73,92.8,112.5,NA,89.94,0,0,0,0,0,0,3.5,18.5000304728568,0,56,686.899944757899,3.50000095438016,0,0,0,86.5626277056277,91.5400032493565
"CHRISIVORY","Chris Ivory","RB","NYJ",156,91.489065006961,84.94,118.6,77.6,91.8,NA,94.38,92.2,91.8,80.1,107.5,88.7,67.5,124.2,118.5,NA,89.46,0,0,0,0,0,0,145.035153228853,641.5,4.49993642407368,5.49999503691874,33.3937267832043,0,0,0,1.49996310790079,93.6707619047619,91.489065006961
"ANTONIOGATES","Antonio Gates","TE","SD",157,90.654111527875,78.52,97.7,106.8,84.4,NA,95.87,89.7,90.2,83.6,100,84.2,94.5,77.2,97,NA,84.9,0,0,0,0,0,0,0,0,0,58,635.015161130481,4.80004918699408,0,0,0.823849853568793,90.4057380952381,90.654111527875
"HARRYDOUGLAS","Harry Douglas","WR","ATL",158,90.4000419597646,66.96,91.4,115.4,77.7,NA,95.48,87.9,91.5,87.8,85.5,84.9,95.5,98.2,103.4,NA,94.5,0,0,0,0,0,0,0,0,0,59.6716511025895,726,3.30000476814933,0,0,0.999993324565693,91.8134285714286,90.4000419597646
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",159,89.8703313436847,NA,140.1,110.6,57.2,NA,101.79,2.7,75.2,85.8,100,88.4,123.5,NA,111.6,NA,79.9,0,0,0,0,0,0,99,451.7,3.50004959991553,27.0000076946704,197,1.00000562403191,0,0,1,87.904358974359,89.8703313436847
"HEATHMILLER","Heath Miller","TE","PIT",160,89.7001079133496,65.26,105.3,102.5,75.2,NA,96.22,93.3,98.2,79.7,96,80.1,79,89,96.8,NA,98.2,0,0,0,0,0,0,0,0,0,59.7116938924344,647,4.50000821342285,0,0,0.99997068359375,89.3219285714286,89.7001079133496
"MALCOMFLOYD","Malcom Floyd","WR","SD",161,89.1001603406581,89.86,84.2,84.6,86.8,NA,83.4,98.5,86.5,87.6,85,73.9,75.5,131.6,108.4,NA,91.4,0,0,0,0,0,0,0,0,0,43.0000308942683,663,4.00005228396349,0,0,0.600076681561447,91.8641666666667,89.1001603406581
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",162,88.1080608074128,77.7,85.4,81.5,87.9,NA,82.67,98,73.6,82.5,80.5,76.9,100.5,111.6,106.5,NA,90.3,0,0,0,0,0,0,0,5.15373338754567,0,47.175,631.925,4.40003242905424,0,0,1.00000355283363,88.344525974026,88.1080608074128
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",163,87.9910594708051,NA,103.2,106.5,69.3,NA,92.15,87.9,78.9,94.3,89.5,89.9,84,36.9,108.7,NA,74,0,0,0,0,0,0,0,0,0,44.4999282395865,627.5,4.44997114077045,0,0,0.729383686908771,85.8905011655012,87.9910594708051
"DELANIEWALKER","Delanie Walker","TE","TEN",164,87.625351793322,55,86.7,96.4,89.8,NA,90.81,98.5,93.6,85.6,81.5,84.8,90,77.2,101.8,NA,97.9,0,0,0,0,0,0,0,0,0,56.9999993940821,596.25,5.00003235760065,0,0,0.999921176140982,87.9194761904762,87.625351793322
"DWAYNEALLEN","Dwayne Allen","TE","IND",165,87.2997837065031,106.4,86.5,97.8,65,NA,85.37,98.9,91.3,85.2,94,74.5,88,53,100.2,NA,69,0,0,0,0,0,0,1,0,0,49.0500668463441,573,4.99996395108386,0,0,0,85.5377619047619,87.2997837065031
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",166,85.5419725766906,85.58,89.3,73.5,57.6,NA,78.78,106,94.1,62.1,89.5,65.6,100,161,100.8,NA,76.5,0,0,0,0,0,0,119.3,504.25,3.0000538470603,18.90112548343,139.867590224462,0.999983506192843,0,0,1.43500528263723,87.3230714285714,85.5419725766906
"MILESAUSTIN","Miles Austin","WR","CLE",167,84.5247553208466,46.5,74.5,87.2,67.6,NA,75.73,144.2,88.5,82.9,75,88.4,99,97.1,108.6,NA,83.9,0,0,0,0,0,0,0,0,0,47.566707884567,644.25,3.59993833330487,0,0,0.749937339491306,86.6113939393939,84.5247553208466
"KHIRYROBINSON","Khiry Robinson","RB","NO",168,83.049366968459,NA,NA,73.8,100.7,NA,96.7,62,102.9,82.8,83,76.7,53.5,23.1,118.6,NA,62.82,0,0,0,0,0,0,118.000078481863,506.5,3.49997994396191,11.0000166270293,75,0.64991455078125,0,0,0,78.7117948717949,83.049366968459
"ROBERTWOODS","Robert Woods","WR","BUF",169,82.9889404217518,59.48,78.7,76.3,73.6,NA,82.5,81.5,94.6,89.4,84.5,81.2,83,82.9,117.7,NA,67.54,0,0,0,0,0,0,1.99998802902382,12.200002889766,0,47.4999318811363,621.689609250286,3.4999830477254,0,0,0.699959539302891,83.2151406926407,82.9889404217518
"NATEWASHINGTON","Nate Washington","WR","TEN",170,82.6337424748628,83.52,84.3,76.4,72,NA,76.03,112.8,69.1,66.8,72,58.8,72,131.4,96.3,NA,98.6,0,0,0,0,0,0,0,0,0,40.4406299222787,658.336795232384,3.00003605245788,0,0,0.600076681561447,84.822119047619,82.6337424748628
"KNILEDAVIS","Knile Davis","RB","KC",171,82.2599464974244,72.86,82.4,76.8,67.3,NA,74.34,81.9,67.6,67.7,93,60.9,37,95.3,102.8,NA,60.3,0,0,0,0,0,0,94.25,412,3.44997625607681,14.1007907513681,114.499922558392,0.854983973353667,1.1,0,1.40990356749884,79.3421428571429,82.2599464974244
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",172,82.2076640289214,51.4,86.8,74,50.9,NA,70.78,94.4,67.8,79.4,95,64.3,102,146.5,106.3,NA,91.4,0,0,0,0,0,0,99.374101968749,447,3.5,18.9999889164815,144.575,0.849923376661433,0,0,1.52468811552361,82.1827142857143,82.2076640289214
"ODELLBECKHAM","Odell Beckham","WR","NYG",173,81.8478176660083,NA,78.4,60.4,77.8,NA,82.16,3.4,74.6,79.9,88,88.9,83.5,96.1,89.9,NA,77.5,0,0,0,0,0,0,1,15.5,0,40.2486799185991,589.000046960317,3.81627473808809,0,0,0.749917729275997,76.8155078255078,81.8478176660083
"MIKEWILLIAMS","Mike Williams","WR","BUF",174,81.3149877294264,97.54,71.1,67.6,88.4,NA,75.15,92.7,63.3,76.1,100,74.6,68,93.1,105,NA,96.3,0,0,0,0,0,0,0,0,0,42.5637812229047,615.75,3.54999145389329,0,0,0.779980496966654,83.1983766233766,81.3149877294264
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",175,81.2348786773862,35.46,133.3,77.7,64.2,NA,88.34,106.3,67,67.1,77.5,68,78,91.8,104.6,NA,67.67,0,0,0,0,0,0,110.018757967888,481.85,4.49996212111069,8.09803690070039,55,0.6,0,0,1.52494702463895,78.7231666666667,81.2348786773862
"MARVINJONES","Marvin Jones","WR","CIN",176,80.9076182150673,127.48,83.4,93.9,77.1,NA,85.37,95,74,59.3,60,55.3,77,67.2,81.2,NA,97.81,0,0,0,0,0,0,4.50002416227297,36.600731315127,0,40.6016462772599,547.675,4.00001333882405,0,0,0.760017474694875,83.834645021645,80.9076182150673
"BLAKEBORTLES","Blake Bortles","QB","JAC",177,80.3495646268197,NA,48.46,142.76,72.5,NA,83.198,52.5,64.66,60.2,131.9,91.42,106.5,NA,52.96,NA,51.94,210.5,118.5,88,1352.49995723274,8.00003122765443,7.99998719386205,20.4999421506858,74.0000686958521,1.04998174330378,0,0,0,0,0.1,1.82524075739575,81.0870366300366,80.3495646268197
"JAREDCOOK","Jared Cook","TE","STL",178,79.2075136318181,125.72,77.1,72.2,71.7,NA,75.13,87.5,84,78.5,92.5,72.6,76.5,71.8,94.1,NA,83.2,0,0,0,0,0,0,0,0,0,47.0066728568749,572.075,3.99997932945099,0,0,0.99993117244392,83.1310476190476,79.2075136318181
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",179,79.0867276002545,103.34,77.4,84.8,59.4,NA,73.51,78.8,64.9,70.3,84,45.5,68,89.7,80.4,NA,83.47,0,0,0,0,0,0,2.99991460676046,12.72,0,44.5000050217705,594.15,2.99996400459375,0.4,0,1.000028213654,78.0712294372294,79.0867276002545
"ERICEBRON","Eric Ebron","TE","DET",180,78.514780604928,NA,84.1,96.6,71.6,NA,81.83,74,66.5,71.2,76.5,75.2,65.5,78.5,88.2,NA,78.4,0,0,0,0,0,0,0,0,0,42.0000073759631,524.15,4.34996343415467,0,0,0,78.1118498168498,78.514780604928
"DONNIEAVERY","Donnie Avery","WR","KC",181,77.2661080074349,69.44,77.4,73.3,82.4,NA,76.23,76.5,70.9,84.7,66.5,57.2,77,86.4,95.6,NA,84.33,0,0,0,0,0,0,1.82524075739575,6.49994811061147,0,42.4999967464465,600.75,2.99998009503188,0,0,0.729383686908771,76.8500952380952,77.2661080074349
"TYLEREIFERT","Tyler Eifert","TE","CIN",182,77.1324108925149,28.5,79.4,63.1,68.5,NA,71.87,82.5,77.1,84.5,86,83.3,98.5,77.1,101,NA,67.1,0,0,0,0,0,0,0,0,0,47.4999872063438,541.75,4.00004553942585,0,0,0.521431172020135,76.8347857142857,77.1324108925149
"TRAVISKELCE","Travis Kelce","TE","KC",183,76.4003520444679,NA,83.1,87.7,62.6,NA,79.9,59.5,76.7,76,91,62.7,90,32.7,91.4,NA,85.8,0,0,0,0,0,0,0,0,0,43.0000645814607,524.000049445618,4.00005784998435,0,0,0,70.2809523809524,76.4003520444679
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",184,75.8347682719043,68.46,103.9,77.8,83.3,NA,83.395,38.4,67.6,75.4,58,52.3,58.5,NA,59.8,NA,92,0,0,0,0,0,0,43,176.75,1.00001016027338,43,390.5,1.99997013611415,0.6,0,1.24505675321044,74.9177838827839,75.8347682719043
"GARRETTGRAHAM","Garrett Graham","TE","HOU",185,75.5746246049671,79.16,77.3,74.1,66.5,NA,74.62,100.6,79.5,74,70,67,87,74.1,93.2,NA,78.7,0,0,0,0,0,0,0,0,0,47.8000537310755,535.75,3.99993413381125,0,0,0.99999009895018,77.133119047619,75.5746246049671
"AARONDOBSON","Aaron Dobson","WR","NE",186,75.2062502384032,35.74,90.5,57.7,91.2,NA,65.4,110,28.5,50,82.5,88.3,36,88.6,114.3,NA,94.8,0,0,0,0,0,0,0,0,0,36.5879503629137,546.75,3.64996869575395,0,0,0.684280968060233,76.2797294372294,75.2062502384032
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",187,72.1464151840641,86.58,106,66,48.1,NA,77.64,77.3,86.1,42.9,60,55.2,60,106.4,85.2,NA,74.5,0,0,0,0,0,0,94.7541259486063,390,2.54999686524418,17.7000255056942,156,1.00005442864488,0,0,1.87694628963512,72.3971428571429,72.1464151840641
"COBYFLEENER","Coby Fleener","TE","IND",188,71.9158983956328,101.44,78.1,60,73.3,NA,69.59,54.5,67.5,74.2,74,67.1,79.5,65.4,82.1,NA,71.8,0,0,0,0,0,0,0,0,0,41.9999436190476,486.5,4.0000241656916,0,0.2,0.567123299258417,74.6726666666667,71.9158983956328
"ANDREHOLMES","Andre Holmes","WR","OAK",189,71.5500020722297,NA,65.7,90.8,58.3,NA,62.23,48.9,27.1,69.2,101,60.5,73,94.2,102.4,NA,57.6,0,0,0,0,0,0,0,0,0,34.4999499236917,535.499942206932,3.00000130858943,0,0,0,68.3262424242424,71.5500020722297
"LANCEDUNBAR","Lance Dunbar","RB","DAL",190,71.1504672343404,-0.4,82.5,70.8,48.6,NA,74.31,74.5,93,75.2,74,49.8,57.5,79.9,103.7,NA,88.9,0,0,0,0,0,0,71.3499615112923,350.000057696778,2.00000531808457,27.4999787008287,202.499969996441,1.00005567500229,0,0,1.04995074675131,70.0994761904762,71.1504672343404
"JAMESSTARKS","James Starks","RB","GB",191,70.5238670000096,59.7,90.6,63.1,65.2,NA,70.13,80.6,55.9,55.3,66,46.8,64,83.7,96.3,NA,52.31,0,0,0,0,0,0,82.5,379.999951375428,2.97500362598529,12.2999307925513,106.740441843771,0.999967399383175,0,0,0.999999237060547,67.6443333333333,70.5238670000096
"JAMESWHITE","James White","RB","NE",192,69.6747718349633,NA,80.5,52.6,41.9,NA,59.41,59.3,55.5,53.9,98,45.7,79.5,NA,94.5,NA,67.59,0,0,0,0,0,0,87.5,373.000052172662,2.85005033143472,10.5000765426739,79.75,0.999910771514798,0.2,0.05,0,66.75,69.6747718349633
"BRIANHOYER","Brian Hoyer","QB","CLE",193,69.6533683004004,178.68,36.56,75.78,62.86,NA,57.086,88.32,54.06,27.34,39.7,62.66,51.5,235,151.1,NA,69.45,151.5,93.525,59.5,1225,7.50000126676419,6.99999163373648,11.2999380327112,38.5,0.550557750136098,0,0,0,0,0.1,1.35,84.4687619047619,69.6533683004004
"LANCEMOORE","Lance Moore","WR","PIT",194,69.6199552053279,56.34,73.1,80.7,72.2,NA,72.48,69.3,59.5,58,50,66.1,68,118.9,77,NA,75.7,0,0,0,0,0,0,0,0,0,41.4999804846761,540,2.82998385555426,0,0,0.67997396399884,71.537670995671,69.6199552053279
"ROYHELU","Roy Helu","RB","WAS",195,68.894949942938,35.26,79.2,59.6,73.7,NA,67.04,83.5,57.3,52.6,66.5,62.9,73,81.2,84.9,NA,72.9,0,0,0,0,0,0,64.9999769028515,299.499987545179,2.00001944063263,32.2568748985436,234.25,0.999958534999382,0,0,1.23995833268601,68.4081428571429,68.894949942938
"ANDREROBERTS","Andre Roberts","WR","WAS",196,68.6219423191557,15.94,71.5,63.1,80.2,NA,68.57,53.3,60.2,62,72.5,51.2,62,72.3,79.9,NA,85.95,0,0,0,0,0,0,1.35389605504679,7.25001520990206,0,39.9999492115985,491.770583844741,2.99999840581962,0.3,0,0.54005401061316,66.7400346320346,68.6219423191557
"STEVEJOHNSON","Steve Johnson","WR","SF",197,68.5510137321552,89.9,81.5,49.4,58.6,NA,67.19,65.8,60.6,66.4,76,69.3,73,78.8,81.4,NA,33.4,0,0,0,0,0,0,0,4.00008540664242,0,41.1211580718414,521.510325030288,2.99997250555833,0,0,0.99993117244392,68.6628614718615,68.5510137321552
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",198,68.4127690742228,33.02,83.5,84.2,68.9,NA,78.34,69.4,66.9,63.3,73,64.1,59,73.7,82.2,NA,62.05,0,0,0,0,0,0,4.4999905517221,17.627088122284,0,42.9000325895281,497.5,3.0500200398323,0,0,0.700029988499706,68.5925324675325,68.4127690742228
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",199,68.050652450705,59.66,75.3,82.7,48.8,NA,70.96,73.9,69,64,64,63.6,55.5,70.2,78,NA,78.6,0,0,0,0,0,0,0,0,0,41.5499621713673,486.000014798764,3.4999372970572,0,0,0.774486405757309,68.834,68.050652450705
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",200,67.7614062469493,-1.16,38.6,80,67.2,NA,54.66,72.7,59.7,68.2,85,55.9,36,81.3,92,NA,78.7,0,0,0,0,0,0,0,0,0,29.9000419465412,481.300028707274,3.49999421872373,0,0,0.684280968060233,61.8552813852814,67.7614062469493
"DENARIUSMOORE","Denarius Moore","WR","OAK",201,67.5996440939656,154.16,84.1,78.7,85.1,NA,66.4,74.4,50.7,33.6,18,61.7,75.5,14.1,79.3,NA,57.4,0,0,0,0,0,0,0,0,0,36.325,516,2.99995290936287,0,0,1.00003668110582,66.9157142857143,67.5996440939656
"DONALDBROWN","Donald Brown","RB","SD",202,67.0727667312252,84.54,80.9,55.5,72.4,NA,65.48,62.3,50.4,65.2,58,71.4,69.5,31,54.4,NA,67.5,0,0,0,0,0,0,88.65,381.975,2.49997373529318,13.1499630323105,97.75,0.750070719911021,0.2,0,0.8,65.7011666666667,67.0727667312252
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",203,66.0869192744194,75.18,64.7,52.7,49.2,NA,57.72,88.9,67.3,59.9,69,57.1,42,109.3,79.8,NA,63.7,0,0,0,0,0,0,62.5,254.575,1.26996618960084,37.4038862400293,272.097083129649,1.29999223072902,0,0,1.00001978026233,66.6607380952381,66.0869192744194
"MICHAELVICK","Michael Vick","QB","NYJ",204,65.9400468448243,4.42,85.48,79.5,101.98,NA,76.81,14.1,40.6,32,49.2,113.98,52.4,NA,151.28,NA,8.97,115.5,65.25,46.9999706212462,843.5,4.99997159702178,4.49995348287805,24,154.999940926531,1.14999752345807,0,0,0,0,0.5,1.09995590545415,67.5546153846154,65.9400468448243
"EDDIEROYAL","Eddie Royal","WR","SD",205,65.5364175356435,96.06,71.2,48.6,62.4,NA,54.05,90.2,45.6,43.2,35,54,58,80.1,81.9,NA,50.81,0,0,0,0,0,0,2.00001410011028,11.1154121294431,0,35.8719904105627,466.25,2.99996049917138,0.3,0,0.999943336164529,64.5727705627706,65.5364175356435
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",206,65.3996217657164,NA,126.9,92.3,54.2,NA,87.42,54.8,47.3,59.3,48,70.8,43,30,97.6,NA,41.6,0,0,0,0,0,0,84.0000120990814,394,2.74996599250588,10.8118185492614,76.0000039345061,0.649970902871759,0,0,1,65.9739560439561,65.3996217657164
"JOHNBROWN","John Brown","WR","ARI",207,64.0054303231826,NA,54.2,NA,60.2,NA,69.89,65.4,52.7,65.6,86,64.9,39.5,NA,NA,NA,67.92,0,0,0,0,0,0,0.5,7.59996918888373,0,34.5,476.450045050757,2.50007148320308,0.1,0,0,65.3828282828283,64.0054303231826
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","TB",208,63.0752377067427,NA,75.7,83.1,56.1,NA,59.7,6.6,23.7,54.4,71.5,50.4,NA,NA,68.9,NA,76.1,0,0,0,0,0,0,0,0,0,33.5,403.75,3.75003961779044,0,0.1,0,58.2045454545455,63.0752377067427
"MIKETOLBERT","Mike Tolbert","RB","CAR",209,62.9501163289774,66.76,80.6,64.3,74,NA,74.55,65.1,NA,58.4,74,48,51.5,12.5,79.7,NA,63.9,0,0,0,0,0,0,61.5500473340068,224.00006384927,3,23.5000365476234,165.499998212964,1.00001835379232,0,0,0,62.886804029304,62.9501163289774
"SCOTTCHANDLER","Scott Chandler","TE","BUF",210,62.8076075432384,59.7,73.6,78.1,55.9,NA,69.13,84.1,66.2,50.4,47,46.1,45.5,65.5,64.9,NA,71.7,0,0,0,0,0,0,0,0,0,39.2981213885877,468.075,3,0,0,0.999946228380815,62.4758095238095,62.8076075432384
"NATEBURLESON","Nate Burleson","WR","CLE",211,62.6965746408231,69.34,63.4,NA,NA,NA,53.9,NA,55.5,55.8,29.5,79.6,58,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4.46915591742981,0,35.25,464,2.74994317484668,NA,0,0.325,61.4746825396825,62.6965746408231
"BRIANQUICK","Brian Quick","WR","STL",212,61.7382861602192,23.02,54.1,80.3,NA,NA,65.63,61,60.9,59.7,53,48.4,57.5,69.1,87.8,NA,88.9,0,0,0,0,0,0,0,0,0,30.9999875767792,455.000058076614,2.8500721708157,0,0,0.431076336168205,57.7356926406926,61.7382861602192
"MARLONBROWN","Marlon Brown","WR","BAL",213,61.6255794382684,64.72,73.4,38.1,60.3,NA,53.13,73.7,38.1,61.2,80,54.2,67,62.2,74.6,NA,30.18,0,0,0,0,0,0,0,6.25754007318665,0,37.05,430.000051045492,2.99997005440009,0,0,0,59.6886233766234,61.6255794382684
"ZACHMILLER","Zach Miller","TE","SEA",214,61.4928808444612,145.22,72.2,45.1,45,NA,31.185,67.2,63.5,61.4,63,40,64,60.4,77.3,NA,56.5,0,0,0,0,0,0,0,0,0,33.5000691495739,387.500050313533,3.99997603224503,0,0,0.628490190181174,63.4195952380952,61.4928808444612
"ZACHMILLER","Zach Miller","TE","SEA",214,61.4928808444612,145.22,72.2,45.1,45,NA,31.185,67.2,63.5,61.4,63,40,64,60.4,77.3,NA,56.5,0,0,0,0,0,0,0,0,0,33.5000691495739,387.500050313533,3.99997603224503,0,0,0.628490190181174,63.4195952380952,61.4928808444612
"MYCHALRIVERA","Mychal Rivera","TE","OAK",216,61.2997586276553,NA,71.7,75,59.4,NA,67.79,72,59.5,40.4,56,50.7,64,39,70.9,NA,55.6,0,0,0,0,0,0,0,0,0,39.5446055419609,424,3.14995977127588,0,0,0,61.4806043956044,61.2997586276553
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",217,60.6622548708532,31.34,89.1,99.2,71.8,NA,77.25,50.2,32,66.1,65.5,63.3,47,39.3,72.1,NA,36.5,0,0,0,0,0,0,0,0,0,33.5702789703586,444.625,2.6999591451422,0,0,0,60.4364285714286,60.6622548708532
"LEVINETOILOLO","Levine Toilolo","TE","ATL",218,60.4001175949957,NA,65.1,67.4,NA,NA,50.69,36.4,54.7,60.4,74,46.1,39,79.8,73.7,NA,84,NA,0,NA,0,0,0,0,0,0,32.500040080176,394,3.50001959916594,0,0,0,60.8741666666667,60.4001175949957
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",219,59.9003112783209,35.86,105,NA,55.9,NA,73.59,65.1,57.3,36.7,34.5,41.9,65,65.2,98.5,NA,52.9,0,0,0,0,0,0,77.899937692186,342.5,2.50003746860205,13,87.5,0.650014156804946,0,0,0.999999237060547,59.6856043956044,59.9003112783209
"CHRISGIVENS","Chris Givens","WR","STL",220,59.1668350766726,115.3,80.4,45.4,76.2,NA,62.21,49.5,43.5,45.4,35,57.5,57,39.5,103.7,NA,14.58,0,0,0,0,0,0,2.00004968275056,11.5,0,32.267962861132,476.771622470264,1.99995935361329,0,0,0.83004164601678,60.3778095238095,59.1668350766726
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",221,57.6995515936605,NA,63.4,62.5,40.1,NA,51.75,14.7,33.8,62.9,87,59.5,67.5,100.4,72,NA,33.33,0,0,0,0,0,0,82.65,328,2.99993757023478,11.5000153257763,89,0,0,0,1.00003691387412,56.749010989011,57.6995515936605
"DEREKCARR","Derek Carr","QB","OAK",222,57.2757026828397,NA,27.54,164.02,80.56,NA,40.522,184.12,13,41.8,51.1,57.58,43,NA,26.98,NA,195.3,126.5,80,52.5,1008,6.00005862219944,6.00000506642199,9.99998412373614,46.5,1.13424659851683,0,0,0,0,0.25,3.50000063210755,73.3965641025641,57.2757026828397
"CJANDERSON","C.J. Anderson","RB","DEN",223,56.8348417823206,NA,71,24.5,74.6,NA,58.68,21.7,57,65.1,57,50.6,47.5,23.6,80.3,NA,33.74,0,0,0,0,0,0,80,323,2.49996267133694,10.0000057929433,71.999962590288,0.639178249211694,0,0,0.75,51.3712087912088,56.8348417823206
"JEROMESIMPSON","Jerome Simpson","WR","MIN",224,56.5947672399577,78.26,75.1,64.8,59.3,NA,63.15,47.6,34.7,38.2,23,53.7,68,75.5,74.2,NA,43.4,0,0,0,0,0,0,0,0,0,32.6542695500202,464.75,2.01994981025153,0,0,0.999965810775757,56.4071428571429,56.5947672399577
"ANDREWQUARLESS","Andrew Quarless","TE","GB",225,56.0844904856993,73.82,65.1,NA,50.7,NA,41.17,58.5,33.5,32.5,19.5,57.4,47,70.8,80.1,NA,NA,0,0,0,0,0,0,0,0,0,31.5000483189479,380.85,2.99991508094988,NA,0,0,53.2982051282051,56.0844904856993
"JACEAMARO","Jace Amaro","TE","NYJ",226,55.9599926250726,NA,80.4,75.2,55.6,NA,60.92,80.8,15.6,36.2,52,51.9,51,35,62,NA,43.4,0,0,0,0,0,0,0,0,0,33,379.599926250726,3,0,0,0,54.5168131868132,55.9599926250726
"TREMASON","Tre Mason","RB","STL",227,55.7500823976318,NA,63.2,37.7,59.1,NA,48.77,33,37.4,61.4,57,53.9,76,89.4,67.4,NA,17.64,0,0,0,0,0,0,68.9999972492478,321.000073493932,1.99997602198497,11,97.5,0.650047368826609,0,0,1.00003264831543,53.1754945054945,55.7500823976318
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",228,55.2253091784504,80.92,71.1,51.4,50.4,NA,55.79,87.5,50.8,51.3,58,49.1,46,52.6,70.7,NA,45.5,0,0,0,0,0,0,0,0,0,37.5000288769974,401.95,3.04998504536699,0,0,1.63480054687579,57.9462380952381,55.2253091784504
"TIMWRIGHT","Timothy Wright","TE","TB",229,54.8002839949242,NA,57.4,32,68.5,NA,NA,44.8,57.6,59,48.5,55,64,53.4,76.1,NA,41.7,0,0,0,0,0,0,0.5,0,0,32.5000666278934,368,3.00004733248736,0,0,0,54.4207692307692,54.8002839949242
"BRANDONGIBSON","Brandon Gibson","WR","MIA",230,54.2800160977482,29.84,NA,49.1,NA,NA,54.69,78.5,47,40.5,44.5,43,37,75.9,76.4,NA,81.8,NA,0,NA,0,0,0,0,0,0,27.1500369672746,404.5,2.50000268295804,0,0,0.585,54.7775,54.2800160977482
"JORDANTODMAN","Jordan Todman","RB","JAC",231,54.2502093474189,67.8,69.8,34.2,73.4,NA,47.84,52.1,15.8,46.3,39,28.8,47.5,89,57.2,NA,56.8,0,0,0,0,0,0,62,280.5,2.00001771560925,14.1650748590236,115.000025177551,0.750019648337253,0.2,0,1.50000867700761,52.8821904761905,54.2502093474189
"ROBERTTURBIN","Robert Turbin","RB","SEA",232,54.1866020250708,34.54,61,66.7,52.1,NA,55.67,65.4,39.5,39.2,57,29.9,58.5,89.2,71.5,NA,30.39,0,0,0,0,0,0,71.4095109813835,304.55,2.00003914268396,10.8517657050056,89.25,0.729383686908771,0,0,0.78496747624281,52.4707857142857,54.1866020250708
"BOBBYRAINEY","Bobby Rainey","RB","TB",233,54.089914297593,24.74,39.5,64.7,37.5,NA,44.56,65.2,29,41.2,32.5,38.7,46.5,89.1,70.1,NA,70.4,0,0,0,0,0,0,67.1399408284024,296.5,1.89999180768798,9.99995156611309,79,0.689985262427499,0.5,0,0.999974061549937,51.7989285714286,54.089914297593
"BRENTCELEK","Brent Celek","TE","PHI",234,53.8271654185714,53.36,74.2,58.7,47.5,NA,60.09,70.3,55.6,42.8,59,43.7,36.5,34.2,70,NA,49,0,0,0,0,0,0,0,0,0,30.000019654236,372.475,2.99995337161455,0,0,0.710027405557973,54.3826666666667,53.8271654185714
"ALLENROBINSON","Allen Robinson","WR","JAC",235,53.2935662187913,NA,86.4,34.5,49.1,NA,51.59,NA,31.5,69.2,69,65.5,42,54.5,61.3,NA,33.8,0,0,0,0,0,0,0,0,0,31.9999837347593,402.936702120248,2.49998266779443,0,0,1,49.3223076923077,53.2935662187913
