"name","pos","sourceName","name_cbs","team_cbs","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp","points"
"JAMESJONES","WR","cbs","James Jones","NYG",122,395,NA,NA,NA,NA,NA,NA,NA,NA,5.6,69,0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8
"DARYLRICHARDSON","RB","cbs","Daryl Richardson","NYJ",104,396,NA,NA,NA,NA,NA,14.6,67,0.3,1.9,17.2,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6
"JEROMEFELTON","RB","cbs","Jerome Felton","BUF",105,397,NA,NA,NA,NA,NA,12.3,75,0.1,6.3,38.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2
"CHRISTIANPONDER","QB","cbs","Christian Ponder","OAK",40,398,9,5.1,45.7,0.4,0.4,4.7,17.1,0.3,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"TRAVISBENJAMIN","WR","cbs","Travis Benjamin","CLE",123,399,NA,NA,NA,NA,NA,NA,NA,NA,2.7,52,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"HENRYHYNOSKI","RB","cbs","Henry Hynoski","NYG",106,400,NA,NA,NA,NA,NA,22.2,56,0.2,3.7,29.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"ANTHONYDIXON","RB","cbs","Anthony Dixon","BUF",107,401,NA,NA,NA,NA,NA,12,53,0.4,0.9,6.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"ZURLONTIPTON","RB","cbs","Zurlon Tipton","IND",108,402,NA,NA,NA,NA,NA,7.3,24.4,0.2,1.7,16.9,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"DEVINHESTER","WR","cbs","Devin Hester","ATL",124,403,NA,NA,NA,NA,NA,NA,NA,NA,4.2,56,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"KYLEWILLIAMS","WR","cbs","Kyle Williams","DEN",125,404,NA,NA,NA,NA,NA,NA,NA,NA,11,94,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"TIMWRIGHT","TE","cbs","Timothy Wright","TB",68,405,NA,NA,NA,NA,NA,NA,NA,NA,3,37.8,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"DONALDBROWN","RB","cbs","Donald Brown","SD",109,406,NA,NA,NA,NA,NA,8.5,32,0.2,2.7,20.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"SHAUNHILL","QB","cbs","Shaun Hill","MIN",41,407,9.3,5.9,68,0.4,0.4,1.5,1.8,0.2,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"JEROMESIMPSON","WR","cbs","Jerome Simpson","SF",126,408,NA,NA,NA,NA,NA,NA,NA,NA,3.8,64,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"KELLENCLEMENS","QB","cbs","Kellen Clemens","SD",42,409,8,5.2,60,0.5,0.2,2.1,5.5,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"BENNYCUNNINGHAM","RB","cbs","Benny Cunningham","STL",110,410,NA,NA,NA,NA,NA,5.1,20.7,0.2,3.9,28.4,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"AUSTINPETTIS","WR","cbs","Austin Pettis","SD",127,411,NA,NA,NA,NA,NA,NA,NA,NA,3.8,41.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"JOSEPHFAURIA","TE","cbs","Joseph Fauria","DET",69,412,NA,NA,NA,NA,NA,NA,NA,NA,1.7,20.5,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"CHRISGRAGG","TE","cbs","Chris Gragg","BUF",70,413,NA,NA,NA,NA,NA,NA,NA,NA,2.1,19,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"CHASEFORD","TE","cbs","Chase Ford","MIN",71,414,NA,NA,NA,NA,NA,NA,NA,NA,4.1,54,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"JORDANTODMAN","RB","cbs","Jordan Todman","CAR",111,415,NA,NA,NA,NA,NA,5.4,27.7,0.1,1.9,17.2,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"CHRISTHOMPSON","RB","cbs","Chris Thompson","WAS",112,416,NA,NA,NA,NA,NA,3.7,14.3,0.1,2.2,14.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"JAMESWHITE","RB","cbs","James White","NE",113,417,NA,NA,NA,NA,NA,18,61,0,4,26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"BEARPASCOE","TE","cbs","Bear Pascoe","CHI",72,418,NA,NA,NA,NA,NA,NA,NA,NA,1.7,8.8,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"AUSTINDAVIS","QB","cbs","Austin Davis","STL",43,419,10.3,6.4,74,0.5,0.4,2.3,6,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"MATTSCHAUB","QB","cbs","Matt Schaub","BAL",44,420,6.2,3.7,46.5,0.4,0.2,0.5,2.6,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"DREWSTANTON","QB","cbs","Drew Stanton","ARZ",45,421,8.8,5,66,0.4,0.2,3.2,10.5,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"JOHNCROCKETT","RB","cbs","John Crockett","GB",114,422,NA,NA,NA,NA,NA,7.1,26.7,0.2,1.1,9.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"CHRISOWUSU","WR","cbs","Chris Owusu","NYJ",128,423,NA,NA,NA,NA,NA,NA,NA,NA,1.6,18,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"MARQUISEGOODWIN","WR","cbs","Marquise Goodwin","BUF",129,424,NA,NA,NA,NA,NA,NA,NA,NA,1.4,30.2,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"ADAMTHIELEN","WR","cbs","Adam Thielen","MIN",130,425,NA,NA,NA,NA,NA,NA,NA,NA,1.6,34.8,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"AARONDOBSON","WR","cbs","Aaron Dobson","NE",131,426,NA,NA,NA,NA,NA,NA,NA,NA,3.5,47,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"RHETTELLISON","TE","cbs","Rhett Ellison","MIN",73,427,NA,NA,NA,NA,NA,NA,NA,NA,2.8,37,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"SEANMCGRATH","TE","cbs","Sean McGrath","IND",74,428,NA,NA,NA,NA,NA,NA,NA,NA,3.7,44.6,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"MIKEGLENNON","QB","cbs","Mike Glennon","TB",46,429,10.2,6.1,76,0.4,0.4,1.9,7.2,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"BRYCEBROWN","RB","cbs","Bryce Brown","BUF",115,430,NA,NA,NA,NA,NA,9.1,35.6,0.1,2.5,27.3,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"JOHNCONNER","RB","cbs","John Conner","BUF",116,431,NA,NA,NA,NA,NA,1.6,5.9,0,1.3,14.2,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"BRANDONWEEDEN","QB","cbs","Brandon Weeden","DAL",47,432,5.6,3.4,44.6,0.3,0.2,2.7,8.3,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"KERWYNNWILLIAMS","RB","cbs","Kerwynn Williams","ARZ",117,433,NA,NA,NA,NA,NA,10.7,40.3,0.2,1.1,5.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JEROMESMITH","RB","cbs","Jerome Smith","ATL",118,434,NA,NA,NA,NA,NA,6.9,27.3,0.2,1.5,11.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JAYAJAYI","RB","cbs","Jay Ajayi","MIA",119,435,NA,NA,NA,NA,NA,6.7,25.8,0.2,0.5,3.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"LACHESEASTRUNK","RB","cbs","Lache Seastrunk","DAL",120,436,NA,NA,NA,NA,NA,7.9,33.4,0.2,1,9.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JOSHMORGAN","WR","cbs","Josh Morgan","NO",132,437,NA,NA,NA,NA,NA,NA,NA,NA,2.6,24.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JEFFJANIS","WR","cbs","Jeff Janis","GB",133,438,NA,NA,NA,NA,NA,NA,NA,NA,2,26.3,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"TYMONTGOMERY","WR","cbs","Ty Montgomery","GB",134,439,NA,NA,NA,NA,NA,NA,NA,NA,1.7,24.6,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"MATTHAZEL","WR","cbs","Matt Hazel","MIA",135,440,NA,NA,NA,NA,NA,NA,NA,NA,3.1,37.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"CHRISMATTHEWS","WR","cbs","Chris Matthews","SEA",136,441,NA,NA,NA,NA,NA,NA,NA,NA,1.4,26.9,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"BRICEBUTLER","WR","cbs","Brice Butler","OAK",137,442,NA,NA,NA,NA,NA,NA,NA,NA,2,25.6,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"DONTRELLEINMAN","WR","cbs","Dontrelle Inman","SD",138,443,NA,NA,NA,NA,NA,NA,NA,NA,2.8,37.2,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"DEREKANDERSON","QB","cbs","Derek Anderson","CAR",48,444,4.9,3.1,34.8,0.2,0,2.6,7.8,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"CHADHENNE","QB","cbs","Chad Henne","JAC",49,445,9.9,5.8,60,0.3,0.3,2.1,11,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"ZACHMETTENBERGER","QB","cbs","Zach Mettenberger","TEN",50,446,7.1,4.2,54,0.3,0.2,1,2.9,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"KENDALLHUNTER","RB","cbs","Kendall Hunter","SF",121,447,NA,NA,NA,NA,NA,8.8,38.4,0.2,0.2,1.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"MIKEBROWN","WR","cbs","Mike Brown","CAR",139,448,NA,NA,NA,NA,NA,NA,NA,NA,3,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"LEVINETOILOLO","TE","cbs","Levine Toilolo","ATL",75,449,NA,NA,NA,NA,NA,NA,NA,NA,3.2,23.2,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"SCOTTTOLZIEN","QB","cbs","Scott Tolzien","GB",51,450,3.2,2,27.4,0.1,0.1,1.1,12.8,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"JEREMYLANGFORD","RB","cbs","Jeremy Langford","CHI",122,451,NA,NA,NA,NA,NA,5.2,18.5,0.1,1.1,8.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"FITZGERALDTOUSSAINT","RB","cbs","Fitzgerald Toussaint","BAL",123,452,NA,NA,NA,NA,NA,5,17.3,0.1,1.2,8.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"TREYWILLIAMS","RB","cbs","Trey Williams","WAS",124,453,NA,NA,NA,NA,NA,4.5,16.9,0.1,1.1,10.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"CAMERONARTISPAYNE","RB","cbs","Cameron Artis-Payne","CAR",125,454,NA,NA,NA,NA,NA,7,26.1,0.1,0.9,7.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"STEFONDIGGS","WR","cbs","Stefon Diggs","MIN",140,455,NA,NA,NA,NA,NA,NA,NA,NA,1.9,28.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"KENBRELLTHOMPKINS","WR","cbs","Kenbrell Thompkins","OAK",141,456,NA,NA,NA,NA,NA,NA,NA,NA,2.8,37.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"CHUCKJACOBS","WR","cbs","Chuck Jacobs","SF",142,457,NA,NA,NA,NA,NA,NA,NA,NA,1.3,18.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"CHRISGIVENS","WR","cbs","Chris Givens","STL",143,458,NA,NA,NA,NA,NA,NA,NA,NA,2.6,39.4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"VINCENTBROWN","WR","cbs","Vincent Brown","IND",144,459,NA,NA,NA,NA,NA,NA,NA,NA,3.3,41.5,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"KEVINNORWOOD","WR","cbs","Kevin Norwood","SEA",145,460,NA,NA,NA,NA,NA,NA,NA,NA,2,26.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"SAMMIECOATES","WR","cbs","Sammie Coates","PIT",146,461,NA,NA,NA,NA,NA,NA,NA,NA,1.4,18.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"JOSHBELLAMY","WR","cbs","Josh Bellamy","CHI",147,462,NA,NA,NA,NA,NA,NA,NA,NA,1.3,16.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DEVINSTREET","WR","cbs","Devin Street","DAL",148,463,NA,NA,NA,NA,NA,NA,NA,NA,1.7,23.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"JOSHBOYCE","WR","cbs","Josh Boyce","NE",149,464,NA,NA,NA,NA,NA,NA,NA,NA,2.1,25.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"GREGLITTLE","WR","cbs","Greg Little","CIN",150,465,NA,NA,NA,NA,NA,NA,NA,NA,2.5,28.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"ANDRECALDWELL","WR","cbs","Andre Caldwell","DEN",151,466,NA,NA,NA,NA,NA,NA,NA,NA,1.6,16.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"RISHARDMATTHEWS","WR","cbs","Rishard Matthews","MIA",152,467,NA,NA,NA,NA,NA,NA,NA,NA,2.5,29.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DORIALGREENBECKHAM","WR","cbs","Dorial Green-Beckham","TEN",153,468,NA,NA,NA,NA,NA,NA,NA,NA,1.1,16.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DURONCARTER","WR","cbs","Duron Carter","IND",154,469,NA,NA,NA,NA,NA,NA,NA,NA,1.7,23,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"MARCMARIANI","WR","cbs","Marc Mariani","CHI",155,470,NA,NA,NA,NA,NA,NA,NA,NA,1.7,21.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"ARRELIOUSBENN","WR","cbs","Arrelious Benn","JAC",156,471,NA,NA,NA,NA,NA,NA,NA,NA,1.5,19.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"MYCOLEPRUITT","TE","cbs","MyCole Pruitt","MIN",76,472,NA,NA,NA,NA,NA,NA,NA,NA,1.8,19.5,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"GARYBARNIDGE","TE","cbs","Gary Barnidge","CLE",77,473,NA,NA,NA,NA,NA,NA,NA,NA,2.3,28.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DJWILLIAMS","TE","cbs","D.J. Williams","WAS",78,474,NA,NA,NA,NA,NA,NA,NA,NA,1.4,16.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"RYANGRIFFIN","TE","cbs","Ryan Griffin","HOU",79,475,NA,NA,NA,NA,NA,NA,NA,NA,1.7,17.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DOMINIQUEJONES","TE","cbs","Dominique Jones","DEN",80,476,NA,NA,NA,NA,NA,NA,NA,NA,1.8,19.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"MIKEJAMES","RB","cbs","Mike James","TB",126,477,NA,NA,NA,NA,NA,5.2,20.9,0.1,0.7,1.8,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"JALENSAUNDERS","WR","cbs","Jalen Saunders","NO",157,478,NA,NA,NA,NA,NA,NA,NA,NA,1.7,21.7,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"JACOBYJONES","WR","cbs","Jacoby Jones","SD",158,479,NA,NA,NA,NA,NA,NA,NA,NA,2.3,32.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"GRIFFWHALEN","WR","cbs","Griff Whalen","IND",159,480,NA,NA,NA,NA,NA,NA,NA,NA,1.9,20.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"PRESTONPARKER","WR","cbs","Preston Parker","NYG",160,481,NA,NA,NA,NA,NA,NA,NA,NA,2.8,33.5,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"JACKDOYLE","TE","cbs","Jack Doyle","IND",81,482,NA,NA,NA,NA,NA,NA,NA,NA,2.6,14.8,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2
"CORYHARKEY","TE","cbs","Cory Harkey","STL",82,483,NA,NA,NA,NA,NA,NA,NA,NA,1.6,10.8,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2
"REXBURKHEAD","RB","cbs","Rex Burkhead","CIN",127,484,NA,NA,NA,NA,NA,1.8,7.6,0.2,1.6,14.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CHRISTINEMICHAEL","RB","cbs","Christine Michael","SEA",128,485,NA,NA,NA,NA,NA,5.2,26.9,0,0.1,1.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"SILASREDD","RB","cbs","Silas Redd","WAS",129,486,NA,NA,NA,NA,NA,2,11,0,1,19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"SHONNGREENE","RB","cbs","Shonn Greene","TEN",130,487,NA,NA,NA,NA,NA,11,47,0,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"DEVIERPOSEY","WR","cbs","DeVier Posey","NYJ",161,488,NA,NA,NA,NA,NA,NA,NA,NA,1.6,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KEVINOGLETREE","WR","cbs","Kevin Ogletree","NYG",162,489,NA,NA,NA,NA,NA,NA,NA,NA,3,39,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"JUSTINBROWN","WR","cbs","Justin Brown","BUF",163,490,NA,NA,NA,NA,NA,NA,NA,NA,3,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"RYANGRANT","WR","cbs","Ryan Grant","WAS",164,491,NA,NA,NA,NA,NA,NA,NA,NA,2,27.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"MARQUEISGRAY","TE","cbs","MarQueis Gray","BUF",83,492,NA,NA,NA,NA,NA,NA,NA,NA,1.6,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"MICHAELHOOMANAWANUI","TE","cbs","Michael Hoomanawanui","NE",84,493,NA,NA,NA,NA,NA,NA,NA,NA,1.9,21.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"FREDDAVIS","TE","cbs","Fred Davis","NE",85,494,NA,NA,NA,NA,NA,NA,NA,NA,2,18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"DEREKCARRIER","TE","cbs","Derek Carrier","SF",86,495,NA,NA,NA,NA,NA,NA,NA,NA,1.5,19.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KEVINBROCK","TE","cbs","Kevin Brock","NO",87,496,NA,NA,NA,NA,NA,NA,NA,NA,2.5,17.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GARRETTCELEK","TE","cbs","Garrett Celek","SF",88,497,NA,NA,NA,NA,NA,NA,NA,NA,1.5,31.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KADEEMCAREY","RB","cbs","Ka'Deem Carey","CHI",131,498,NA,NA,NA,NA,NA,5,21.7,0,0.7,8.2,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"QUINTONPATTON","WR","cbs","Quinton Patton","SF",165,499,NA,NA,NA,NA,NA,NA,NA,NA,1.9,29.6,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TARVARISJACKSON","QB","cbs","Tarvaris Jackson","SEA",52,500,0.8,0.5,7.6,0,0,0.9,1.1,0.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"KENJONBARNER","RB","cbs","Kenjon Barner","PHI",132,501,NA,NA,NA,NA,NA,3.7,11.7,0.1,1,7.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"DARRIUSHEYWARDBEY","WR","cbs","Darrius Heyward-Bey","PIT",166,502,NA,NA,NA,NA,NA,NA,NA,NA,1.9,20.5,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ALANBONNER","WR","cbs","Alan Bonner","HOU",167,503,NA,NA,NA,NA,NA,NA,NA,NA,1.1,14.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"STEVEMANERI","TE","cbs","Steve Maneri","NYJ",89,504,NA,NA,NA,NA,NA,NA,NA,NA,1,10.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ORSONCHARLES","TE","cbs","Orson Charles","NO",90,505,NA,NA,NA,NA,NA,NA,NA,NA,1,9.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"TREYBURTON","TE","cbs","Trey Burton","PHI",91,506,NA,NA,NA,NA,NA,NA,NA,NA,0.6,6.5,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ANTHONYDENHAM","TE","cbs","Anthony Denham","HOU",92,507,NA,NA,NA,NA,NA,NA,NA,NA,0.8,7.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ANTHONYMCCOY","TE","cbs","Anthony McCoy","SEA",93,508,NA,NA,NA,NA,NA,NA,NA,NA,1,11.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"KELLENDAVIS","TE","cbs","Kellen Davis","NYJ",94,509,NA,NA,NA,NA,NA,NA,NA,NA,0.8,8.4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"JESSEJAMES","TE","cbs","Jesse James","PIT",95,510,NA,NA,NA,NA,NA,NA,NA,NA,1.3,12.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ZACHMILLER","TE","cbs","Zach Miller","CHI",96,511,NA,NA,NA,NA,NA,NA,NA,NA,1.6,15,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"JAMESOSHAUGHNESSY","TE","cbs","James O'Shaughnessy","KC",97,512,NA,NA,NA,NA,NA,NA,NA,NA,1.5,12.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"CLIVEWALFORD","TE","cbs","Clive Walford","OAK",98,513,NA,NA,NA,NA,NA,NA,NA,NA,1.6,13,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"NICKBOYLE","TE","cbs","Nick Boyle","BAL",99,514,NA,NA,NA,NA,NA,NA,NA,NA,1.3,14,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"JIMMYCLAUSEN","QB","cbs","Jimmy Clausen","CHI",53,515,2.2,1.3,11.4,0.1,0,0.5,1.6,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"BROCKOSWEILER","QB","cbs","Brock Osweiler","DEN",54,516,1.1,0.6,6.6,0.1,0,1.5,1.7,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"ORLEANSDARKWA","RB","cbs","Orleans Darkwa","NYG",133,517,NA,NA,NA,NA,NA,2.1,5.8,0.1,0.8,7.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"MATTHASSELBECK","QB","cbs","Matt Hasselbeck","IND",55,518,2.8,1.7,18.9,0.1,0,2.3,1.7,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"BLAINEGABBERT","QB","cbs","Blaine Gabbert","SF",56,519,2.3,1.2,15.1,0.1,0.1,3,15.7,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"BRUCEGRADKOWSKI","QB","cbs","Bruce Gradkowski","PIT",57,520,0.6,0.4,4.6,0,0,0.7,0.5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RYANNASSIB","QB","cbs","Ryan Nassib","NYG",58,521,0.6,0.4,6.2,0,0,0.5,0.9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DANORLOVSKY","QB","cbs","Dan Orlovsky","DET",59,522,0.6,0.4,4.4,0,0,0.1,0.6,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"LUKEMCCOWN","QB","cbs","Luke McCown","NO",60,523,0.5,0.3,3.9,0,0,0.4,0.1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AJMCCARRON","QB","cbs","AJ McCarron","CIN",61,524,0.5,0.3,3.7,0,0,0.2,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
