"name","pos","sourceName","name_cbs","team_cbs","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp","points"
"JAWONCHISHOLM","RB","cbs","Jawon Chisholm","PIT",134,525,NA,NA,NA,NA,NA,1,4,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOSHHARRIS","RB","cbs","Josh Harris","PIT",135,526,NA,NA,NA,NA,NA,1.3,5.5,0,0.2,1.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TREYMILLARD","RB","cbs","Trey Millard","SF",136,527,NA,NA,NA,NA,NA,0.9,4,0,0.3,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JACKIEBATTLE","RB","cbs","Jackie Battle","TEN",137,528,NA,NA,NA,NA,NA,2,6,0,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RAYAGNEW","RB","cbs","Ray Agnew","DAL",138,529,NA,NA,NA,NA,NA,0.7,3,0,0.6,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ALFONSOSMITH","RB","cbs","Alfonso Smith","SF",139,530,NA,NA,NA,NA,NA,4,10,0,2,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"COLLINMOONEY","RB","cbs","Collin Mooney","ATL",140,531,NA,NA,NA,NA,NA,0.3,1.3,0,1.8,10.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOEYIOSEFA","RB","cbs","Joey Iosefa","TB",141,532,NA,NA,NA,NA,NA,0.4,1.7,0,0.3,2.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"GEORGEWINN","RB","cbs","George Winn","DET",142,533,NA,NA,NA,NA,NA,0.3,1.3,0,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KIEROSMALL","RB","cbs","Kiero Small","BAL",143,534,NA,NA,NA,NA,NA,0.6,2.7,0,0.3,2.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BRAYLONHEARD","RB","cbs","Braylon Heard","PIT",144,535,NA,NA,NA,NA,NA,1,4.1,0,0.2,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NIKITAWHITLOCK","RB","cbs","Nikita Whitlock","NYG",145,536,NA,NA,NA,NA,NA,0.6,2.2,0,0.3,2.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DIONLEWIS","RB","cbs","Dion Lewis","NE",146,537,NA,NA,NA,NA,NA,0.4,1.3,0,0.1,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TRAVARISCADET","RB","cbs","Travaris Cadet","NE",147,538,NA,NA,NA,NA,NA,0.1,0.2,0,0.2,1.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JORVORSKIELANE","RB","cbs","Jorvorskie Lane","TB",148,539,NA,NA,NA,NA,NA,0.6,8.6,0,0.3,1.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AARONRIPKOWSKI","RB","cbs","Aaron Ripkowski","GB",149,540,NA,NA,NA,NA,NA,0.7,3.3,0,0.4,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JORDANCAMPBELL","RB","cbs","Jordan Campbell","WAS",150,541,NA,NA,NA,NA,NA,0.4,2.1,0,0.4,3.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JCCOPELAND","RB","cbs","J.C. Copeland","NYJ",151,542,NA,NA,NA,NA,NA,1,3,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MARCUSEASLEY","WR","cbs","Marcus Easley","BUF",168,543,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RUSSELLSHEPARD","WR","cbs","Russell Shepard","TB",169,544,NA,NA,NA,NA,NA,NA,NA,NA,0.4,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MALCOLMJOHNSON","TE","cbs","Malcolm Johnson","CLE",100,545,NA,NA,NA,NA,NA,NA,NA,NA,0.4,3.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"LUKESTOCKER","TE","cbs","Luke Stocker","TB",101,546,NA,NA,NA,NA,NA,NA,NA,NA,1.2,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CRAIGSTEVENS","TE","cbs","Craig Stevens","TEN",102,547,NA,NA,NA,NA,NA,NA,NA,NA,1.2,13.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DENNISPITTA","TE","cbs","Dennis Pitta","BAL",103,548,NA,NA,NA,NA,NA,NA,NA,NA,1.5,15.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JAMESHANNA","TE","cbs","James Hanna","DAL",104,549,NA,NA,NA,NA,NA,NA,NA,NA,1,9.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TROYNIKLAS","TE","cbs","Troy Niklas","ARZ",105,550,NA,NA,NA,NA,NA,NA,NA,NA,1,12.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TJYATES","QB","cbs","T.J. Yates","ATL",62,551,1.5,1,10.9,0,0.1,0.2,0.7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"MATTMOORE","QB","cbs","Matt Moore","MIA",63,552,0.7,0.4,4.4,0,0.1,0.6,0.1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"CEDRICPEERMAN","RB","cbs","Cedric Peerman","CIN",152,553,NA,NA,NA,NA,NA,1.8,5.6,0,0.2,2.2,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"LAMICHAELJAMES","RB","cbs","LaMichael James","MIA",153,554,NA,NA,NA,NA,NA,2.1,11.9,0,0.2,1.7,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"JACOBYFORD","WR","cbs","Jacoby Ford","TEN",170,555,NA,NA,NA,NA,NA,NA,NA,NA,1.5,12.3,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"DWAYNEHARRIS","WR","cbs","Dwayne Harris","NYG",171,556,NA,NA,NA,NA,NA,NA,NA,NA,0.8,11.5,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"JOSHHUFF","WR","cbs","Josh Huff","PHI",172,557,NA,NA,NA,NA,NA,NA,NA,NA,1,14.2,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"RICHIEBROCKEL","TE","cbs","Richie Brockel","CAR",106,558,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2
"CHASEDANIEL","QB","cbs","Chase Daniel","KC",64,559,3.3,2,17.4,0,0.1,2.9,13.3,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4
NA,"QB","cbs",NA,"All",65,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
