"name","pos","sourceName","name_nfl","team_nfl","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","points"
"TYRODTAYLOR","QB","nfl","Tyrod Taylor","BUF",36,297,NA,NA,275,1,1,NA,37,3,NA,NA,NA,NA,NA,NA,34.7
"MARLONBROWN","WR","nfl","Marlon Brown","BAL",119,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,1,NA,NA,NA,34.4
"BRUCEELLINGTON","WR","nfl","Bruce Ellington","SF",120,299,NA,NA,NA,NA,NA,NA,17,NA,NA,203,2,NA,NA,NA,34
"JOSHHUFF","WR","nfl","Josh Huff","PHI",121,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,1,NA,NA,NA,33.9
"JJNELSON","WR","nfl","J.J. Nelson","ARI",122,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,1,NA,NA,NA,33.1
"PAULRICHARDSON","WR","nfl","Paul Richardson","SEA",123,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,1,NA,NA,NA,33
"JOSEPHMORGAN","WR","nfl","Joseph Morgan","NO",124,303,NA,NA,NA,NA,NA,NA,20,NA,NA,247,1,NA,NA,NA,32.7
"MARKSANCHEZ","QB","nfl","Mark Sanchez","PHI",37,304,NA,NA,329,4,3,NA,31,1,NA,NA,NA,NA,NA,NA,32.26
"JOSEPHFAURIA","TE","nfl","Joseph Fauria","DET",47,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,2,NA,NA,NA,32.1
"CJFIEDOROWICZ","TE","nfl","C.J. Fiedorowicz","HOU",48,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,2,NA,NA,NA,31.9
"CHRISJOHNSON","RB","nfl","Chris Johnson","ARI",98,307,NA,NA,NA,NA,NA,NA,196,1,NA,56,NA,NA,NA,NA,31.2
"MATTJONES","RB","nfl","Matt Jones","WAS",99,308,NA,NA,NA,NA,NA,NA,168,2,NA,34,NA,NA,NA,1,30.2
"MIKEDAVIS","RB","nfl","Mike Davis","SF",100,309,NA,NA,NA,NA,NA,NA,169,1,NA,70,NA,NA,NA,NA,29.9
"JOHNNYMANZIEL","QB","nfl","Johnny Manziel","CLE",38,310,NA,NA,255,3,2,NA,56,1,NA,NA,NA,NA,NA,NA,29.8
"DANIELFELLS","TE","nfl","Daniel Fells","NYG",49,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,2,NA,NA,NA,28.1
"BRENTONBERSIN","WR","nfl","Brenton Bersin","CAR",125,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,1,NA,NA,NA,28
"JUWANTHOMPSON","RB","nfl","Juwan Thompson","DEN",101,313,NA,NA,NA,NA,NA,NA,187,1,NA,30,NA,NA,NA,NA,27.7
"DAMARISJOHNSON","WR","nfl","Damaris Johnson","HOU",126,314,NA,NA,NA,NA,NA,NA,15,NA,NA,260,NA,NA,NA,NA,27.5
"JONATHANGRIMES","RB","nfl","Jonathan Grimes","HOU",102,315,NA,NA,NA,NA,NA,NA,160,1,NA,53,NA,NA,NA,NA,27.3
"EJMANUEL","QB","nfl","EJ Manuel","BUF",39,316,NA,NA,252,2,2,NA,71,1,NA,NA,NA,NA,NA,NA,27.18
"CHRISGIVENS","WR","nfl","Chris Givens","STL",127,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,1,NA,NA,NA,26.3
"BILALPOWELL","RB","nfl","Bilal Powell","NYJ",103,318,NA,NA,NA,NA,NA,NA,167,NA,NA,94,NA,NA,NA,NA,26.1
"LAMICHAELJAMES","RB","nfl","LaMichael James","MIA",104,319,NA,NA,NA,NA,NA,NA,202,NA,NA,58,NA,NA,NA,NA,26
"BRYCEBROWN","RB","nfl","Bryce Brown","BUF",105,320,NA,NA,NA,NA,NA,NA,168,1,NA,31,NA,NA,NA,NA,25.9
"GENOSMITH","QB","nfl","Geno Smith","NYJ",40,321,NA,NA,250,4,3,NA,58,NA,NA,NA,NA,NA,NA,NA,25.8
"KADEEMCAREY","RB","nfl","Ka'Deem Carey","CHI",106,322,NA,NA,NA,NA,NA,NA,186,NA,NA,71,NA,NA,NA,NA,25.7
"JIMMYCLAUSEN","QB","nfl","Jimmy Clausen","CHI",41,323,NA,NA,376,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA,25.44
"ZACHMETTENBERGER","QB","nfl","Zach Mettenberger","TEN",42,324,NA,NA,551,2,3,NA,12,NA,NA,NA,NA,NA,NA,NA,25.24
"DEREKANDERSON","QB","nfl","Derek Anderson","CAR",43,325,NA,NA,402,3,2,NA,11,NA,NA,NA,NA,NA,NA,NA,25.18
"STEFONDIGGS","WR","nfl","Stefon Diggs","MIN",128,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,NA,NA,NA,NA,24.4
"BROCKOSWEILER","QB","nfl","Brock Osweiler","DEN",44,327,NA,NA,288,4,2,NA,2,NA,NA,NA,NA,NA,NA,NA,23.72
"DREWSTANTON","QB","nfl","Drew Stanton","ARI",45,328,NA,NA,340,4,4,NA,21,NA,NA,NA,NA,NA,NA,NA,23.7
"MICHAELCAMPANARO","WR","nfl","Michael Campanaro","BAL",129,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,1,NA,NA,NA,23.3
"SHAUNHILL","QB","nfl","Shaun Hill","MIN",46,330,NA,NA,419,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.76
"RYANGRIFFIN","TE","nfl","Ryan Griffin","HOU",50,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,1,NA,NA,NA,22.6
"DIONSIMS","TE","nfl","Dion Sims","MIA",51,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,166,1,NA,NA,NA,22.6
"MYCOLEPRUITT","TE","nfl","MyCole Pruitt","MIN",52,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,22
"LANCEMOORE","WR","nfl","Lance Moore","DET",130,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,1,NA,NA,NA,21.8
"TYLERKROFT","TE","nfl","Tyler Kroft","CIN",53,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,1,NA,NA,NA,20.9
"BRANDONMYERS","TE","nfl","Brandon Myers","TB",54,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,1,NA,NA,NA,20.9
"MARIONGRICE","RB","nfl","Marion Grice","ARI",107,337,NA,NA,NA,NA,NA,NA,134,1,NA,14,NA,NA,NA,NA,20.8
"JAMISONCROWDER","WR","nfl","Jamison Crowder","WAS",131,338,NA,NA,NA,NA,NA,NA,13,NA,NA,195,NA,NA,NA,NA,20.8
"SCOTTCHANDLER","TE","nfl","Scott Chandler","NE",55,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,1,NA,NA,NA,20.8
"JASONAVANT","WR","nfl","Jason Avant","KC",132,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,20.7
"COLTMCCOY","QB","nfl","Colt McCoy","WAS",47,341,NA,NA,342,2,2,NA,29,NA,NA,NA,NA,NA,NA,NA,20.58
"TIMTEBOW","QB","nfl","Tim Tebow","PHI",48,342,NA,NA,75,1,NA,NA,54,1,NA,NA,NA,NA,1,NA,20.4
"JESSEJAMES","TE","nfl","Jesse James","PIT",56,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,19
"ANTHONYDIXON","RB","nfl","Anthony Dixon","BUF",108,344,NA,NA,NA,NA,NA,NA,109,1,NA,20,NA,NA,NA,NA,18.9
"EDDICKSON","TE","nfl","Ed Dickson","CAR",57,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,1,NA,NA,NA,18.4
"MATTBARKLEY","QB","nfl","Matt Barkley","PHI",49,346,NA,NA,293,2,1,NA,4,NA,NA,NA,NA,NA,NA,NA,18.12
"CHASEFORD","TE","nfl","Chase Ford","MIN",58,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,17.3
"MIKEJAMES","RB","nfl","Mike James","TB",109,348,NA,NA,NA,NA,NA,NA,100,1,NA,12,NA,NA,NA,NA,17.2
"RICARDOLOCKETTE","WR","nfl","Ricardo Lockette","SEA",133,349,NA,NA,NA,NA,NA,NA,3,NA,NA,109,1,NA,NA,NA,17.2
"TEDGINN","WR","nfl","Ted Ginn","CAR",134,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,17
"JACOBYJONES","WR","nfl","Jacoby Jones","SD",135,351,NA,NA,NA,NA,NA,NA,8,NA,NA,158,NA,NA,NA,NA,16.6
"CHRISTIANPONDER","QB","nfl","Christian Ponder","OAK",50,352,NA,NA,349,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,16.46
"DWAYNEHARRIS","WR","nfl","Dwayne Harris","NYG",136,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,16.4
"BENJAMINWATSON","TE","nfl","Benjamin Watson","NO",59,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,16.3
"ZURLONTIPTON","RB","nfl","Zurlon Tipton","IND",110,355,NA,NA,NA,NA,NA,NA,60,NA,NA,101,NA,NA,NA,NA,16.1
"RASHADGREENE","WR","nfl","Rashad Greene","JAC",137,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,15.8
"AUSTINPETTIS","WR","nfl","Austin Pettis","SD",138,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,15.8
"MICHAELVICK","QB","nfl","Michael Vick","PIT",51,358,NA,NA,240,1,2,NA,56,NA,NA,NA,NA,NA,NA,NA,15.2
"CHARLIEWHITEHURST","QB","nfl","Charlie Whitehurst","TEN",52,359,NA,NA,265,2,2,NA,6,NA,NA,NA,NA,NA,NA,NA,15.2
"CASEKEENUM","QB","nfl","Case Keenum","STL",53,360,NA,NA,255,2,2,NA,8,NA,NA,NA,NA,NA,NA,NA,15
"JAMESOSHAUGHNESSY","TE","nfl","James O'Shaughnessy","KC",60,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,15
"VINCENTBROWN","WR","nfl","Vincent Brown","IND",139,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,14.9
"MATTHASSELBECK","QB","nfl","Matt Hasselbeck","IND",54,363,NA,NA,300,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,14.4
"CHADHENNE","QB","nfl","Chad Henne","JAC",55,364,NA,NA,288,1,1,NA,7,NA,NA,NA,NA,NA,NA,NA,14.22
"BRYCEPETTY","QB","nfl","Bryce Petty","NYJ",56,365,NA,NA,232,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,13.78
"BRANDONWEEDEN","QB","nfl","Brandon Weeden","DAL",57,366,NA,NA,287,2,3,NA,3,NA,NA,NA,NA,NA,NA,NA,13.78
"NICKBOYLE","TE","nfl","Nick Boyle","BAL",61,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,NA,NA,13.7
"MATTSCHAUB","QB","nfl","Matt Schaub","BAL",58,368,NA,NA,280,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,13
"KARLOSWILLIAMS","RB","nfl","Karlos Williams","BUF",111,369,NA,NA,NA,NA,NA,NA,113,NA,NA,17,NA,NA,NA,NA,13
"EVANSPENCER","WR","nfl","Evan Spencer","WAS",140,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,13
"GARRETTGRAYSON","QB","nfl","Garrett Grayson","NO",59,371,NA,NA,306,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,12.74
"LUKEMCCOWN","QB","nfl","Luke McCown","NO",60,372,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4
"DEANDRESMELTER","WR","nfl","DeAndre Smelter","SF I",141,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,12.3
"MIKEGLENNON","QB","nfl","Mike Glennon","TB",61,374,NA,NA,220,2,3,NA,12,NA,NA,NA,NA,NA,NA,NA,12
"MARCUSMURPHY","RB","nfl","Marcus Murphy","NO",112,375,NA,NA,NA,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,11.9
"DARRENWALLER","WR","nfl","Darren Waller","BAL",142,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1,NA,NA,NA,11.9
"CLAYHARBOR","TE","nfl","Clay Harbor","JAC",62,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,11.8
"RHETTELLISON","TE","nfl","Rhett Ellison","MIN",63,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,11.7
"MALCOLMJOHNSON","TE","nfl","Malcolm Johnson","CLE",64,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,11.6
"TJYATES","QB","nfl","T.J. Yates","ATL",62,380,NA,NA,284,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,11.56
"RYANNASSIB","QB","nfl","Ryan Nassib","NYG",63,381,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44
"JOHNKUHN","RB","nfl","John Kuhn","GB",113,382,NA,NA,NA,NA,NA,NA,39,1,NA,15,NA,NA,NA,NA,11.4
"BRIANTYMS","WR","nfl","Brian Tyms","NE I",143,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,11
"STORMJOHNSON","RB","nfl","Storm Johnson","JAC",114,384,NA,NA,NA,NA,NA,NA,90,NA,NA,19,NA,NA,NA,NA,10.9
"TARVARISJACKSON","QB","nfl","Tarvaris Jackson","SEA",64,385,NA,NA,244,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,10.36
"BRUCEGRADKOWSKI","QB","nfl","Bruce Gradkowski","PIT",65,386,NA,NA,200,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,10.3
"BLAINEGABBERT","QB","nfl","Blaine Gabbert","SF",66,387,NA,NA,185,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,10.2
"JEFFHEUERMAN","TE","nfl","Jeff Heuerman","DEN",65,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,9.8
"AUSTINDAVIS","QB","nfl","Austin Davis","STL",67,389,NA,NA,186,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44
"KEITHMUMPHERY","WR","nfl","Keith Mumphery","HOU",144,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,9.4
"RORYANDERSON","TE","nfl","Rory Anderson","SF",66,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,9.4
"BENKOYACK","TE","nfl","Ben Koyack","JAC",67,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,9.2
"CEDRICPEERMAN","RB","nfl","Cedric Peerman","CIN",115,393,NA,NA,NA,NA,NA,NA,78,NA,NA,13,NA,NA,NA,NA,9.1
"DANORLOVSKY","QB","nfl","Dan Orlovsky","DET",68,394,NA,NA,169,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76
"MARIOALFORD","WR","nfl","Mario Alford","CIN",145,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,8.7
"DUJUANHARRIS","RB","nfl","DuJuan Harris","MIN",116,396,NA,NA,NA,NA,NA,NA,79,NA,NA,6,NA,NA,NA,NA,8.5
"ANDRECALDWELL","WR","nfl","Andre Caldwell","DEN",146,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,8.5
"MATTMOORE","QB","nfl","Matt Moore","MIA",69,398,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44
"NEALSTERLING","WR","nfl","Neal Sterling","JAC",147,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,8.4
"TREYWATTS","RB","nfl","Trey Watts","STL",117,400,NA,NA,NA,NA,NA,NA,70,NA,NA,12,NA,NA,NA,NA,8.2
"CHASEDANIEL","QB","nfl","Chase Daniel","KC",70,401,NA,NA,150,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"GEREMYDAVIS","WR","nfl","Geremy Davis","NYG",148,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,7.8
"SEANMANNION","QB","nfl","Sean Mannion","STL",71,403,NA,NA,286,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44
"TOMSAVAGE","QB","nfl","Tom Savage","HOU",72,404,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44
"BLAKEBELL","TE","nfl","Blake Bell","SF",68,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,7.3
"GEOFFSWAIM","TE","nfl","Geoff Swaim","DAL",69,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,7.1
"KAELINCLAY","WR","nfl","Kaelin Clay","TB",149,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,6.9
"NICKOLEARY","TE","nfl","Nick O'Leary","BUF",70,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,6.8
"TREMCBRIDE","WR","nfl","Tre McBride","TEN",150,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,6.7
"DARRINREAVES","RB","nfl","Darrin Reaves","KC",118,410,NA,NA,NA,NA,NA,NA,45,NA,NA,7,NA,NA,NA,NA,5.2
"MATTMCGLOIN","QB","nfl","Matt McGloin","OAK",73,411,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"REXBURKHEAD","RB","nfl","Rex Burkhead","CIN",119,412,NA,NA,NA,NA,NA,NA,35,NA,NA,15,NA,NA,NA,NA,5
"GERALDCHRISTIAN","TE","nfl","Gerald Christian","ARI",71,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,5
"KELLENCLEMENS","QB","nfl","Kellen Clemens","SD",74,414,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84
"BRETTHUNDLEY","QB","nfl","Brett Hundley","GB",75,415,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
"MATTFLYNN","QB","nfl","Matt Flynn","NYJ",76,416,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56
"KENNYHILLIARD","RB","nfl","Kenny Hilliard","HOU",120,417,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,4.4
"LOGANTHOMAS","QB","nfl","Logan Thomas","ARI",77,418,NA,NA,97,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4.18
"GEORGEWINN","RB","nfl","George Winn","DET",121,419,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,4
"RANDALLTELFER","TE","nfl","Randall Telfer","CLE",72,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,4
"KENNARDBACKMAN","TE","nfl","Kennard Backman","GB",73,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,3.6
"CJUZOMAH","TE","nfl","C.J. Uzomah","CIN",74,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,3.6
"AJDERBY","TE","nfl","A.J. Derby","NE I",75,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,2.3
"JASONCAMPBELL","QB","nfl","Jason Campbell",NA,78,424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DOMINIQUEDAVIS","QB","nfl","Dominique Davis",NA,79,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOSHFREEMAN","QB","nfl","Josh Freeman","MIA",80,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOSHJOHNSON","QB","nfl","Josh Johnson","NYJ",81,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"THADLEWIS","QB","nfl","Thad Lewis","CLE",82,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RYANLINDLEY","QB","nfl","Ryan Lindley",NA,83,429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JAKELOCKER","QB","nfl","Jake Locker",NA,84,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AJMCCARRON","QB","nfl","AJ McCarron","CIN",85,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AARONMURRAY","QB","nfl","Aaron Murray","KC",86,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KYLEORTON","QB","nfl","Kyle Orton",NA,87,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CURTISPAINTER","QB","nfl","Curtis Painter",NA,88,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JORDANPALMER","QB","nfl","Jordan Palmer",NA,89,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TERRELLEPRYOR","QB","nfl","Terrelle Pryor","CLE",90,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BRADYQUINN","QB","nfl","Brady Quinn",NA,91,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"CONNORSHAW","QB","nfl","Connor Shaw","CLE",92,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TREVORSIEMIAN","QB","nfl","Trevor Siemian","DEN",93,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MATTSIMMS","QB","nfl","Matt Simms",NA,94,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SCOTTTOLZIEN","QB","nfl","Scott Tolzien","GB",95,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JEFFTUEL","QB","nfl","Jeff Tuel",NA,96,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DUSTINVAUGHAN","QB","nfl","Dustin Vaughan","DAL",97,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SENECAWALLACE","QB","nfl","Seneca Wallace",NA,98,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOEWEBB","QB","nfl","Joe Webb","CAR",99,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ANTONIOANDREWS","RB","nfl","Antonio Andrews","TEN",122,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"EDWINBAKER","RB","nfl","Edwin Baker","NO",123,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"VICKBALLARD","RB","nfl","Vick Ballard","IND",124,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOEBANYARD","RB","nfl","Joe Banyard",NA,125,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KENJONBARNER","RB","nfl","Kenjon Barner","PHI",126,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JACKIEBATTLE","RB","nfl","Jackie Battle",NA,127,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TOMMYBOHANON","RB","nfl","Tommy Bohanon","NYJ",128,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AHMADBRADSHAW","RB","nfl","Ahmad Bradshaw",NA,129,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ANDREBROWN","RB","nfl","Andre Brown",NA,130,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MALCOLMBROWN","RB","nfl","Malcolm Brown","STL",131,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RONNIEBROWN","RB","nfl","Ronnie Brown",NA,132,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MICHAELBURTON","RB","nfl","Michael Burton","DET",133,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MICHAELBUSH","RB","nfl","Michael Bush",NA,134,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TASHARDCHOICE","RB","nfl","Tashard Choice",NA,135,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DERRICKCOLEMAN","RB","nfl","Derrick Coleman","SEA",136,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JEDCOLLINS","RB","nfl","Jed Collins",NA,137,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOHNCONNER","RB","nfl","John Conner",NA,138,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MICHAELCOX","RB","nfl","Michael Cox",NA,139,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOHNCROCKETT","RB","nfl","John Crockett","GB",140,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"ORLEANSDARKWA","RB","nfl","Orleans Darkwa","NYG",141,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JEFFDEMPS","RB","nfl","Jeff Demps",NA,142,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JAMESDEVELIN","RB","nfl","James Develin","NE I",143,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"PATRICKDIMARCO","RB","nfl","Patrick DiMarco","ATL",144,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"SHAUNDRAUGHN","RB","nfl","Shaun Draughn","CLE",145,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JONATHANDWYER","RB","nfl","Jonathan Dwyer",NA,146,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MICHAELDYER","RB","nfl","Michael Dyer","OAK",147,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JEROMEFELTON","RB","nfl","Jerome Felton","BUF",148,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JALSTONFOWLER","RB","nfl","Jalston Fowler","TEN",149,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOHNATHANFRANKLIN","RB","nfl","Johnathan Franklin",NA,150,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
