"name","player","pos","projections","risk","inflatedCost","team","overallRank","pick","positionRank","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","bidUpTo","simulation"
"KORYSHEETS","Kory Sheets","RB",0,NA,1,"OAK",648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KORYSPERRY","Kory Sperry","TE",0,NA,1,"ARI",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"KRISDURHAM","Kris Durham","WR",43.2635586750855,6.50945565429316,1,"DET",286,NA,113,NA,72.9,26,NA,NA,37.07,66.7,37,47.7,15.6,16.7,49.5,0.7,76.6,NA,28,34.4626623376623,43.2635586750855,-118.211872523756,NA,23.9738048174303,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KYLEADAMS","Kyle Adams","TE",0,NA,1,"TB",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"KYLEJUSZCZYK","Kyle Juszczyk","RB",8.39999434223452,3.55871176183852,1,"BAL",495,NA,151,NA,18.8,19,NA,NA,16.75,NA,9,NA,1.4,4.9,0.7,NA,NA,NA,NA,10.0785714285714,8.39999434223452,-201.969096583455,NA,8.07691448630278,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KYLEORTON","Kyle Orton","QB",10.5787129778296,3.43501624527774,1,"DAL",464,NA,56,5.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.34,NA,NA,19.66,NA,NA,6.27933333333333,10.5787129778296,-357.907929846266,NA,7.41051505182557,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"KYLERUDOLPH","Kyle Rudolph","TE",119.390394675469,4.57094783403365,6,"MIN",130,88.7,10,105.3,123,131.9,116.8,116.8,123.53,151.9,124.5,114.5,131,109.9,116.2,83.5,114.2,NA,99,121.150740384615,119.390394675469,2.65786659427916,14.2,15.6204448750744,1.8,9,5.4,9,69,2.6,106.3,7,86,86.3,13.6,5.4,1,7.85554467791566
"KYLEWILLIAMS","Kyle Williams","WR",20.5591848553016,4.66318952147264,1,"KC",394,NA,164,21.99,43.6,NA,NA,NA,29.6,8.1,NA,14,NA,5.7,1.2,2.7,NA,NA,10.75,13.2998333333333,20.5591848553016,-140.91624634354,NA,14.0271976887759,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LACHESEASTRUNK","Lache Seastrunk","RB",29.057693434913,5.59794082802945,1,"WAS",347,NA,104,NA,33.5,68.6,28.6,NA,45.59,12.1,NA,24.9,9.5,35.8,10.5,4.7,NA,NA,15.2,27.5390909090909,29.057693434913,-181.311397490777,NA,19.0630935675099,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"LADARIUSGREEN","Ladarius Green","TE",100.769733787191,4.93698962483832,2,"SD",159,136.8,16,NA,106.1,119.5,90,NA,105.32,117.1,98.2,104,97.6,95.8,82.5,74.7,104,NA,87.4,93.7542142857143,100.769733787191,-15.9627942939994,19.8,12.837428450853,1.1,2,1.55,2,129.3,1.8,141.8,4,156,124.7,15.2,1.55,1,5.34710753071747
"LAMARMILLER","Lamar Miller","RB",176.314835965744,6.24226834798783,13,"MIA",73,68.3,30,113.81,199.4,178.8,111.3,NA,159.64,194,161.9,191.9,191.4,188.3,145.7,139.1,149.5,NA,146,171.615576839827,176.314835965744,-34.0542549599458,17.7,29.4242384666224,2.6,22,12.3,22,96.1,2.6,111.2,10,91,69.1,7.6,12.3,1,7.51207124583547
"LAMICHAELJAMES","LaMichael James","RB",13.0215311867056,4.15134078791812,1,"SF",446,NA,133,-8.55,13.2,9.8,NA,NA,8.63,34.6,NA,18.6,11.1,5.6,3.7,NA,NA,NA,18.37,10.0259090909091,13.0215311867056,-197.347559738984,NA,11.2696546826718,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LANCEDUNBAR","Lance Dunbar","RB",91.9592468202199,6.71175121160346,1,"DAL",175,147.8,55,-0.6,101.9,94.6,61.6,NA,93.72,92.1,126.2,98,93.6,65,76.3,81.6,87.9,NA,91.7,87.4662012987013,91.9592468202199,-118.40984410547,22.4,28.8369167012558,1,1,1,1,NA,0,170,2,216,NA,NA,1,1,0.693147180559945
"LANCEKENDRICKS","Lance Kendricks","TE",40.7254056351465,4.26052182150044,1,"STL",298,NA,49,26.99,48.8,53.3,NA,NA,39.75,65.8,45.6,40.6,47.2,21,32.5,33.9,49.1,NA,36.6,42.6402115384615,40.7254056351465,-76.0071224460436,NA,11.8578585323978,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"LANCEMOORE","Lance Moore","WR",79.7353113973767,6.34679426288159,1,"PIT",198,187.9,76,62.34,82.1,91.5,82.2,NA,89.3,77.1,103.9,64.4,56.8,74.3,76,83.8,76,NA,66.5,79.6281471861472,79.7353113973767,-81.7401198014649,32.6,12.6517124758441,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"LANDRYJONES","Landry Jones","QB",0,NA,1,"PIT",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"LAQUANWILLIAMS","LaQuan Williams","WR",-0.06,NA,1,"BAL",793,NA,277,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.06,-161.535431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"LARODSTEPHENSHOWLING","LaRod Stephens-Howling","RB",24.11,3.14100616149714,1,NA,380,NA,111,38.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,24.55,24.11,-186.25909092569,NA,5.82655987697715,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LARRYDONNELL","Larry Donnell","TE",25.0502183977554,3.94387879765237,1,"NYG",373,NA,64,NA,NA,NA,NA,NA,15.65,21.4,NA,26.3,28.4,22,31,NA,NA,NA,47.4,27.9857142857143,25.0502183977554,-91.6823096834347,NA,10.1519702521235,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LARRYFITZGERALD","Larry Fitzgerald","WR",167.777759195486,4.10477737560095,25,"ARI",83,41.5,17,119.29,192.5,180.3,172.8,NA,179.53,171.9,163.4,160.9,156.4,167.9,165,133.2,174.8,NA,154.52,168.343682900433,167.777759195486,6.30232799664472,7.2,19.0063555015303,23.8,25,24.4,25,36.7,19.3,38.1,23,34,40.4,4.9,24.4,18,8.12829017160705
"LATAVIUSMURRAY","Latavius Murray","RB",65.1151583952866,6.5987875214614,1,"OAK",223,185.8,70,NA,81,49.3,83.3,NA,70,94.8,NA,58,92.6,52.3,38.5,17.2,45.1,NA,28.09,62.7795634920635,65.1151583952866,-145.253932530403,24.3,25.3373573010288,1,1,1,1,NA,1,170,0,NA,NA,NA,1,1,0
"LAVELLEHAWKINS","Lavelle Hawkins","WR",13.685,3.6657402067151,1,"TB",442,NA,180,-0.03,NA,NA,NA,NA,15.96,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA,9.87166666666667,13.685,-147.790431198842,NA,8.65352144120146,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LAVONBRAZILL","LaVon Brazill","WR",-3,NA,1,"IND",813,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,3.8,-3,-164.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"LAWRENCEVICKERS","Lawrence Vickers","RB",0,NA,1,NA,648,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-210.36909092569,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"LEESMITH","Lee Smith","TE",6.35001152366931,2.81116961405027,1,"BUF",526,NA,97,15.17,NA,NA,NA,NA,7.75,4.6,NA,7.7,NA,4.6,5,NA,NA,NA,NA,6.35142857142857,6.35001152366931,-110.382516557521,NA,4.04959257209907,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LEGARRETTEBLOUNT","LeGarrette Blount","RB",96.6207672506626,7.30405847733332,4,"PIT",167,134.2,53,42.87,168.5,NA,86.4,NA,105.86,135.1,84.7,87.7,97.3,88.6,100.4,97.5,99.1,NA,62.65,99.1957652347652,96.6207672506626,-113.748323675027,26.3,30.5340157730812,2.9,5,3.95,5,121.8,1.2,135.4,3,147,128.6,15,3.95,1,1.38629436111989
"LEONARDHANKERSON","Leonard Hankerson","WR",34.2124477528215,7.80701566015461,1,"WAS",321,NA,129,97.76,61.6,20.8,NA,NA,33.35,85,8.6,9.9,24.6,30.8,13,NA,16.9,NA,NA,36.8667987012987,34.2124477528215,-127.26298344602,NA,30.9643027606718,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,1.09861228866811
"LEONWASHINGTON","Leon Washington","RB",6.39770500452741,3.06407372980144,1,"TEN",525,NA,161,-0.27,14,6.8,NA,NA,10.4,NA,NA,NA,2.3,1.3,1.3,NA,NA,NA,NA,5.08964285714286,6.39770500452741,-203.971385921162,NA,5.41209272084723,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LERONMCCLAIN","LeRon McClain","RB",3.38,NA,1,NA,569,NA,175,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,3.38,-206.98909092569,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"LESEANMCCOY","LeSean McCoy","RB",318.683868927962,5.28300241620181,76,"PHI",20,1.7,2,389.73,345.2,301,313.6,322.2,319.74,340,327.8,309.1,307,315,312.7,262.8,250.6,NA,228.5,322.382628205128,318.683868927962,108.314778002273,0.9,39.2694753987781,64.8,58,61.4,64.8,1.5,60.2,3.1,55,1,1.6,0.8,61.4,74,10.0592940036743
"LESTARJEAN","Lestar Jean","WR",0,2.87062803072922,1,NA,648,NA,239,16.61,NA,NA,NA,NA,10.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81142857142857,0,-161.475431198842,NA,4.36991990773286,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LEVEONBELL","Le'Veon Bell","RB",259.10030195478,5.01980340301023,44,"PIT",36,23.4,9,274.52,264.7,246.1,263.7,264,267.97,246.9,268.4,241.5,247.9,255.7,258.4,203.4,212.6,NA,178.6,256.874766025641,259.10030195478,48.7312110290898,8.4,27.4240984919329,39.1,38,38.55,39.1,20.9,34.6,22.5,40,19,22.4,4.6,38.55,40,9.44872715270309
"LEVINETOILOLO","Levine Toilolo","TE",68.8644043126243,5.18756441596251,1,"ATL",216,207.3,27,NA,71.3,74.2,NA,NA,54.87,70.5,56.1,67.4,82.4,52.9,45,75.5,78.5,NA,68.9,68.0536904761905,68.8644043126243,-47.8681237685658,23.1,11.5731723146354,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LOGANPAULSEN","Logan Paulsen","TE",15.8200568623689,4.03379961291213,1,"WAS",423,NA,76,10.72,NA,NA,NA,NA,22.92,43.7,22.8,7.2,18,17.3,11.7,NA,NA,NA,18.3,18.4605555555556,15.8200568623689,-100.912471218821,NA,10.6364112577713,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"LOGANTHOMAS","Logan Thomas","QB",0,NA,1,"ARI",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44,NA,NA,NA,NA,NA,1.01,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"LONNIEPRYOR","Lonnie Pryor","RB",2.76432409908898,2.39662188165092,1,"TB",582,NA,178,NA,NA,4.4,NA,NA,3.32,NA,NA,NA,NA,0.3,1.6,NA,NA,NA,NA,2.405,2.76432409908898,-207.604766826601,NA,1.81625071690741,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB",34.3471460055655,5.87365728829259,1,"BAL",320,NA,96,NA,72.5,30.6,28.4,NA,45.77,31.5,NA,18.4,3,28.4,57.5,15.3,NA,NA,NA,36.5588888888889,34.3471460055655,-176.021944920124,NA,20.5484933483915,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"LOUISMURPHY","Louis Murphy","WR",22.1477407701892,4.54846411081104,1,"TB",386,NA,160,7.79,48.6,23.6,NA,NA,27.38,11.8,NA,10.3,16.9,15.9,11.1,13.9,NA,NA,41.6,21.0427092352092,22.1477407701892,-139.327690428652,NA,13.4091239629793,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"LUKEMCCOWN","Luke McCown","QB",2.4282483867635,2.37080165855361,1,"NO",590,NA,68,1.63,NA,NA,NA,NA,NA,0.6,NA,4.92,1.2,2.24,NA,NA,NA,NA,NA,1.81285714285714,2.4282483867635,-366.058394437332,NA,1.67714638597828,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LUKESTOCKER","Luke Stocker","TE",4.61517210968201,2.70612109370956,1,"TB",556,NA,106,8.95,NA,NA,NA,NA,5.05,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3.155,4.61517210968201,-112.117355971508,NA,3.48365229799608,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"LUKEWILLSON","Luke Willson","TE",41.850150197896,4.50235531033937,1,"SEA",289,NA,47,NA,NA,61.1,NA,NA,38.67,65.5,43.5,36,40,37.2,29.8,NA,NA,NA,26.4,44.665,41.850150197896,-74.8823778832941,NA,13.1607165880552,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MALCOMFLOYD","Malcom Floyd","WR",89.0785997530287,5.473384369881,1,"SD",181,153.7,70,98.65,91.4,88,94.6,NA,67.76,95.3,72.7,96.2,92.2,81.9,83.5,59.9,107.7,NA,91.2,91.1103452380952,89.0785997530287,-72.3968314458129,24.5,12.9710712148819,1,1,1,1,NA,0,170,1,244,NA,NA,1,1,0
"MARCEDESLEWIS","Marcedes Lewis","TE",75.4861584721435,4.87528136449016,1,"JAC",204,184.4,24,68.48,83.1,91.1,56,NA,79.18,81.3,78.6,72,71.8,72.2,62.5,66.4,78,NA,78,76.6723333333333,75.4861584721435,-41.2463696090466,22.4,9.04925581300644,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"MARCELJENSEN","Marcel Jensen","TE",0.7,NA,1,"JAX",625,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,0.7,0.7,-116.03252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MARCELREECE","Marcel Reece","RB",56.4304958739475,4.07914463266186,1,"OAK",242,184.7,75,21.86,72.5,67.1,85.2,NA,76.86,63.9,NA,40.3,41.5,42.6,34.1,NA,55.7,NA,53.92,56.2637142857143,56.4304958739475,-153.938595051742,6.9,19.0905449388069,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"MARCMARIANI","Marc Mariani","WR",0.336094608384238,2.46393435827181,1,"TEN",639,NA,237,NA,NA,NA,NA,NA,3.24,-1.9,NA,NA,NA,0.9,1.9,NA,NA,NA,NA,-0.0720000000000001,0.336094608384238,-161.139336590457,NA,2.17889115530507,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"MARCUSEASLEY","Marcus Easley","WR",0.2,2.16449485425765,1,"BUF",641,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.2,NA,NA,NA,NA,0.4,0.2,-161.275431198842,NA,0.565685424949238,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"MARCUSHARRIS","Marcus Harris","WR",25.905,3.02944236967542,1,"NYG",369,NA,154,NA,NA,29.6,NA,NA,22.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.905,25.905,-135.570431198842,NA,5.22551911296859,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"MARCUSLATTIMORE","Marcus Lattimore","RB",36.3332320560339,6.48754114697918,1,"SF",313,NA,94,NA,72.4,67.2,23.9,NA,50.44,0.7,18.9,7.7,17.7,27.5,17.6,NA,47.5,NA,NA,34.2237272727273,36.3332320560339,-174.035858869656,NA,23.8557422094479,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"MARCUSTHIGPEN","Marcus Thigpen","RB",-2.775,3.73069713430368,1,"MIA",810,NA,246,-5.55,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,0.7,NA,NA,NA,NA,-0.195,-2.775,-213.14409092569,NA,9.00347155268455,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MARIOMANNINGHAM","Mario Manningham","WR",40.8991272449687,6.09424401868179,1,"NYG",296,NA,120,41.07,58.7,NA,NA,NA,33.4,-1.8,NA,24.6,14,15.1,26.9,59.2,62,NA,NA,36.1063333333333,40.8991272449687,-120.576303953873,NA,21.7368862382204,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MARIONGRICE","Marion Grice","RB",13.8000073338437,5.25840670265313,1,"SD",439,NA,130,NA,26.2,NA,NA,NA,13.1,2.4,NA,NA,19.3,NA,3.1,NA,48.5,NA,NA,14.3285714285714,13.8000073338437,-196.569083591846,NA,17.2338813581464,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MARKHARRISON","Mark Harrison","WR",0,NA,1,"KC",648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MARKINGRAM","Mark Ingram","RB",129.120128226952,6.0652709018533,3,"NO",117,115.1,42,137.74,134.4,91.6,109,NA,97.27,131.2,91,130.4,158.2,105.2,160,140.2,129.2,NA,101.3,127.705398268398,129.120128226952,-81.2489626987373,21.2,23.3127096991423,2.3,3,2.65,3,120.4,1.5,125.5,6,132,120,16.1,2.65,1,2.99573227355399
"MARKSANCHEZ","Mark Sanchez","QB",14.3495648197436,4.38513538661914,1,"PHI",434,NA,53,1.16,24.78,10.34,10.92,NA,14.512,4.6,8.96,13.8,26.6,9.32,NA,NA,45.56,NA,NA,15.783196969697,14.3495648197436,-354.137078004352,NA,12.5292038780675,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"MARKUSWHEATON","Markus Wheaton","WR",104.880569776539,5.56387278313456,1,"PIT",153,125.1,58,56.72,97.6,102.1,102.6,NA,94.7,117.1,67,111.1,127.6,108,113.9,109.1,116.5,NA,119.79,104.008586580087,104.880569776539,-56.5948614223021,19.7,19.71211750101,1,1,1,1,NA,1.4,143.9,3,171,129.1,13.6,1,1,5.53733426701854
"MARLONBROWN","Marlon Brown","WR",66.3271130311029,6.11508148975877,1,"BAL",221,196,87,73.44,82,43.1,66.9,NA,53.73,83.5,14.1,68.6,88.2,60,76,60.8,74.6,NA,50.9,65.8889264069264,66.3271130311029,-95.1483181677387,24.9,19.404748215236,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"MARLONMOORE","Marlon Moore","WR",0,NA,1,NA,648,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-161.475431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MARQISELEE","Marqise Lee","WR",99.6500298829385,5.50687332844512,1,"JAC",163,151.7,61,NA,99.2,103,94.4,NA,91.18,105.8,71.7,97.2,123.2,93.6,95.6,112.3,98.4,NA,99.4,100.282157842158,99.6500298829385,-61.8254013159031,25.7,11.8903971165703,1,1,1,1,NA,1.4,148.4,0,204,NA,NA,1,1,0.693147180559945
"MARQUEISGRAY","MarQueis Gray","TE",4.86,2.59376697190479,1,"CLE",551,NA,105,NA,NA,NA,NA,NA,5.19,NA,NA,5.9,8.7,1.2,2.9,NA,NA,NA,NA,4.778,4.86,-111.87252808119,NA,2.87835369612562,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MARQUESCOLSTON","Marques Colston","WR",149.955685564234,4.47899580778351,8,"NO",96,71.2,26,184.43,143.1,148.4,141.3,NA,148.09,146.7,164.9,131.7,142.4,148.5,154.1,141.7,136.7,NA,139.3,151.260797619048,149.955685564234,-11.519745634608,15.4,13.1881647741409,2.3,12,7.15,12,80.1,6.4,79.6,11,75,72.5,8.5,7.15,6,8.29204763743135
"MARQUESSWILSON","Marquess Wilson","WR",36.9663278432476,6.34216638787749,1,"CHI",311,NA,124,NA,83.8,35.2,NA,NA,53.71,37.2,NA,37.2,22,16.9,13,70.6,NA,NA,28.9,40.3708333333333,36.9663278432476,-124.509103355594,NA,23.0725476366275,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MARQUISEGOODWIN","Marquise Goodwin","WR",40.0766673869491,5.04565186385296,1,"BUF",301,NA,122,42.47,68.4,48.5,NA,NA,43.55,40.7,45.4,28.5,29.5,26.2,26,33.1,69.3,NA,14.61,41.7503214285714,40.0766673869491,-121.398763811893,NA,16.0876821409011,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MARSHAWNLYNCH","Marshawn Lynch","RB",265.807631382401,5.29014083582442,66,"SEA",31,11.8,6,314.86,259.1,242.2,301.6,262.6,263.35,282.6,266.2,262.3,274.4,257.6,276.1,172.7,229.2,NA,202.7,266.295394230769,265.807631382401,55.4385404567118,3.9,35.7426103851252,56.4,50,53.2,56.4,10.1,52.3,7.2,49,9,9.7,2.7,53.2,44,8.31164394850298
"MARTAVISBRYANT","Martavis Bryant","WR",50.2250473037848,5.54573257607235,1,"PIT",265,NA,104,NA,81.3,NA,55.4,NA,58.93,80.3,39,27.5,36,50.4,60.1,40.5,37.2,NA,23.5,50.3613888888889,50.2250473037848,-111.250383895057,NA,18.7818258987487,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"MARTELLUSBENNETT","Martellus Bennett","TE",110.324844937033,4.27563703317713,4,"CHI",144,124.7,11,132.64,116.5,109.2,116.1,NA,113.29,95.7,114.8,105,106.1,100.7,111,87.6,113.7,NA,108.3,111.971714285714,110.324844937033,-6.40768314415705,15.7,10.6366293564237,1.2,5,3.1,5,118.5,1.6,116.8,6,120,122.8,19.1,3.1,1,5.58724865840025
"MARVINJONES","Marvin Jones","WR",92.6062142999661,7.27132408601947,5,"CIN",173,150,67,137.82,89.8,102.3,86.5,NA,98.81,105.4,82.6,65.9,66.4,60.9,85,100.3,81.2,NA,96.91,94.8970194805195,92.6062142999661,-68.8692168988755,35,19.7303451789147,1.2,7,4.1,7,115.3,0,170,0,162,NA,NA,4.1,1,2.56494935746154
"MARVINMCNUTT","Marvin McNutt","WR",2.45,2.32330919320386,1,"CAR",588,NA,224,NA,NA,NA,NA,NA,6.91,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,2.9525,2.45,-159.025431198842,NA,1.42128463018496,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"MATTASIATA","Matt Asiata","RB",40.2817000374164,5.0877434809805,1,"MIN",300,NA,90,42.56,72.6,24.2,42.8,NA,47,68.5,NA,28.9,33.5,28.5,33.6,17.8,53.5,NA,43.92,43.2136538461538,40.2817000374164,-170.087390888273,NA,16.314447270551,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1,0
"MATTBARKLEY","Matt Barkley","QB",0,NA,1,"PHI",648,NA,75,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0,-368.486642824095,NA,NA,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,NA
"MATTBLANCHARD","Matt Blanchard","QB",0,NA,1,"CAR",648,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-368.486642824095,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MATTCASSEL","Matt Cassel","QB",108.144019721154,11.3156053483072,1,"MIN",147,186.2,33,2.1,48.76,46.74,131.48,NA,83.886,103,153.1,83.54,77.8,65.04,74.5,264.06,165.92,NA,145.02,114.122129437229,108.144019721154,-260.342623102941,33.6,64.9885754891572,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"MATTFLYNN","Matt Flynn","QB",17.852831301423,5.81775805311065,1,"GB",404,NA,49,NA,26.48,NA,NA,NA,15.984,61.14,1.16,8.9,9.2,8.86,NA,NA,NA,NA,NA,16.1090555555556,17.852831301423,-350.633811522672,NA,20.2473408107031,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"MATTFORTE","Matt Forte","RB",304.748823380218,4.439782973543,72,"CHI",22,3.9,3,328.42,325.6,305,308.3,309.8,307.94,299.2,297.5,288.7,305,296.2,305.5,268.2,236.7,NA,223.1,305.819576923077,304.748823380218,94.3797324545281,1.4,29.5832943849509,60.9,55,57.95,60.9,4.9,54.2,6.2,52,4,5.2,1.5,57.95,63,9.43124141073761
"MATTFURSTENBURG","Matt Furstenburg","TE",0,NA,1,"BAL",648,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-116.73252808119,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
"MATTHASSELBECK","Matt Hasselbeck","QB",2.79929379105223,2.75233746069252,1,"IND",581,NA,66,1.99,NA,NA,NA,NA,2.26,5.12,1.8,11.9,1.6,2.46,NA,NA,NA,NA,NA,4.05107142857143,2.79929379105223,-365.687349033043,NA,3.7326391786637,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1,0
"MATTHAZEL","Matt Hazel","WR",3.1,2.11199424634155,1,"MIA",575,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.3,NA,NA,NA,NA,NA,3.1,3.1,-158.375431198842,NA,0.282842712474619,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,0
"MATTHEWMULLIGAN","Matthew Mulligan","TE",2.30236085400179,2.42255062130486,1,"CHI",593,NA,120,NA,NA,NA,NA,NA,4.81,NA,NA,NA,NA,1.7,1.2,NA,NA,NA,NA,1.285,2.30236085400179,-114.430167227188,NA,1.9559396718713,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1,0
"MATTHEWSLATER","Matthew Slater","WR",-0.03,NA,1,"NE",791,NA,276,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,-0.03,-161.505431198842,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1,NA
