"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","nextBestAvg","dropOff"
"MALCOMFLOYD","Malcom Floyd","WR","SD",163,161,65,95.6102055996581,98.65,91.4,88,94.6,NA,91.28,108.9,95.7,96.2,92.2,81.9,83.5,130.6,108.4,NA,91.2,99.9245833333333,95.6102055996581,-67.6609781609952,26.6,12.4691116605954,5.94926861533189,92.4955450830736,3.11466051658449
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",164,NA,42,48.99002402509,48,72.2,47.7,NA,NA,45.87,63.6,49.5,25.5,48.6,29.1,41.5,55.4,69,NA,47.4,50.4591153846154,48.99002402509,-67.7888837041023,NA,13.5683627113468,4.58231533468209,47.9820323273839,1.00799169770608
"ADRIENROBINSON","Adrien Robinson","TE","NYG",165,223.7,43,48.4901244223351,58.7,61.3,66.4,NA,NA,48.31,58,50,41,8.4,42.4,30,77,NA,NA,17.2,49.2019180819181,48.4901244223351,-68.2887833068572,53.7,20.1613583860239,9.82299625756457,47.0971004418848,1.3930239804503
"CARSONPALMER","Carson Palmer","QB","ARI",166,138.496847210994,20,299.038995727319,221.44,300.84,309.68,260.74,NA,282.404,256.42,256.5,253.64,260,262.54,258.5,283.54,306.3,NA,236.53,299.955818614719,299.038995727319,-68.5969496431132,9.90313461362419,25.7180765251573,5.46962734266381,289.702773019702,9.33622270761617
"ROBHOUSLER","Rob Housler","TE","ARI",167,NA,44,47.4739402324328,97.59,62.8,30.2,NA,NA,NA,NA,NA,29,31,50.4,31.5,64.2,66.8,NA,23.2,50.027,47.4739402324328,-69.3049674967596,NA,23.9200113572994,6.77718739556861,46.6852389109066,0.788701321526162
"ANTHONYFASANO","Anthony Fasano","TE","KC",168,NA,45,46.7202606513368,72.77,63.2,50.8,NA,NA,45.64,70.2,57.2,24.2,23.3,24.8,10,46.8,45.4,NA,46.9,45.7974038461538,46.7202606513368,-70.0586470778555,NA,19.2847469286627,5.79436690607935,46.2625250314171,0.457735619919717
"JOHNCARLSON","John Carlson","TE","ARI",169,NA,46,46.6502171704764,32.51,NA,64.6,47.4,NA,48.75,40.3,48.6,33.1,35.3,41.4,66.1,55.6,43.6,NA,55.1,48.0644835164835,46.6502171704764,-70.1286905587159,NA,10.983511593433,4.03424635607755,43.8624915451269,2.78772562534949
"ODELLBECKHAM","Odell Beckham","WR","NYG",170,169.3,66,92.7815388951113,NA,85,95.8,92.1,NA,90.14,55.3,83.2,88.3,98.6,98.7,92.7,95.1,89.9,NA,77.7,91.0804978354978,92.7815388951113,-70.489644865542,22.2,11.5200391737226,5.35211301462471,91.6810954944685,1.10044340064273
"GAVINESCOBAR","Gavin Escobar","TE","DAL",171,NA,47,45.8748328923578,NA,51.2,NA,NA,NA,36.51,30.1,63.9,43,52.4,36.5,37,50.8,43.6,NA,38.2,45.0881818181818,45.8748328923578,-70.9040748368345,NA,9.76705361732167,3.77631936141924,41.4051073668619,4.46972552549594
"ROBERTWOODS","Robert Woods","WR","BUF",172,163.2,67,92.209551271036,65.99,87.1,92.7,82,NA,91.9,90.1,104.8,99,95.5,90.4,93,81.9,117.7,NA,66.84,92.8332954545455,92.209551271036,-71.0616324896173,22.3,13.4977317793329,5.57306422261924,90.7744882430095,1.43506302802646
"MIKEWILLIAMS","Mike Williams","WR","BUF",173,164.3,68,91.1526397179011,109.32,79.1,87.8,98.6,NA,83.17,101.3,69.9,84.5,109.6,81.4,76,92.1,104,NA,95.2,92.2363528138528,91.1526397179011,-72.1185440427522,22.4,12.5599262657946,5.48492720785089,90.2590642729375,0.893575444963616
"MILESAUSTIN","Miles Austin","WR","CLE",174,166.5,69,90.3963367681179,52.82,81.9,85.4,74.4,NA,84.09,142,98.1,92.1,83.4,99.2,110,96.1,107.6,NA,79,93.3478225108225,90.3963367681179,-72.8748469925354,18.4,20.5106076683037,5.87642409452959,89.644863303018,0.751473465099906
"MARKINGRAM","Mark Ingram","RB","NO",175,108.188413529293,39,137.71028189905,137.74,169,112.5,109,NA,129.97,131.2,124.6,130.4,158.2,105.2,160,137.6,134.1,NA,116.1,137.611318181818,137.71028189905,-72.9801932524365,15.8478,19.3080332453152,5.46091720420114,136.757813896597,0.952468002452747
"NATEWASHINGTON","Nate Washington","WR","TEN",176,185.5,70,90.1217917777571,92.67,92.7,84.4,79.8,NA,83.63,124.2,75.7,74.2,80,65.4,80,130.4,96.3,NA,98.4,93.0050357142857,90.1217917777571,-73.1493919828962,17.5,18.3164282832365,5.54224207315056,89.0065090856331,1.11528269212394
"TERRANCEWEST","Terrance West","RB","CLE",177,122.7929132273,40,137.025945679956,NA,191.5,164.9,118.9,NA,157.38,116.7,133.4,115.4,115,117.5,131,70.6,130.9,NA,84.9,132.912461538462,137.025945679956,-73.6645294715301,12.1413,31.7345743670277,6.36004637000427,135.718632866611,1.30731281334553
"MARVINJONES","Marvin Jones","WR","CIN",178,153.3,71,89.167934828279,137.82,89.8,102.3,86.5,NA,93.67,105.4,82.6,65.9,66.4,60.9,85,66.2,81.2,NA,96.91,92.2234545454546,89.167934828279,-74.1032489323743,35.9,20.278913912006,7.82673249035515,87.1233118447519,2.04462298352708
"JEREMYHILL","Jeremy Hill","RB","CIN",179,103.527209583249,41,136.489682113238,NA,172.7,119.9,121.2,NA,138.7,165.7,136.4,116.3,175.2,110.3,129.5,107.8,83.1,NA,107.17,134.961068598069,136.489682113238,-74.2007930382484,14.6065,27.7245557639377,6.21311925692548,132.438762660945,4.05091945229358
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",180,188,72,88.8450833429873,115.3,85.6,82.8,86.7,NA,81.99,89,72.3,78.5,95.2,50.9,76,88.7,78.4,NA,82.97,87.0031883116883,88.8450833429873,-74.426100417666,13,13.9146938699529,4.56776553709362,83.5117604355016,5.33332290748567
"LUKEWILLSON","Luke Willson","TE","SEA",181,NA,48,41.850150197896,NA,NA,61.1,NA,NA,38.67,65.5,43.5,36,40,37.2,29.8,NA,NA,NA,26.9,44.715,41.850150197896,-74.9287575312963,NA,13.0873938497234,4.48033494946622,40.2650322679139,1.58511792998215
"DARRENMCFADDEN","Darren McFadden","RB","OAK",182,131.261540531812,42,134.947583619984,170.21,139.9,100.7,105.6,NA,120.98,162.8,150.4,132.6,121.2,123.6,129,119.5,125.7,NA,107.7,136.915172077922,134.947583619984,-75.7428915315028,14.2152,20.5444239781359,5.40775529673014,127.813913977639,7.13366964234476
"LANCEKENDRICKS","Lance Kendricks","TE","STL",183,NA,49,40.9600645358277,26.99,48.8,55,NA,NA,40.26,65.8,45.6,40.6,47.2,21,32.5,26.3,49.1,NA,37.5,42.3188269230769,40.9600645358277,-75.8188431933646,NA,12.5619892675871,4.36893280692504,39.5250697013948,1.43499483443293
"JOEFLACCO","Joe Flacco","QB","BAL",184,144.45,21,291.424712918515,203.67,283.82,256.96,253.5,NA,261.126,248.7,261.96,264.82,271.2,259.36,269.6,274.16,268.3,NA,253.02,291.667527705628,291.424712918515,-76.2112324519164,8,18.5581099312344,4.49579096941835,286.7535807863,4.67113213221501
"DALLASCLARK","Dallas Clark","TE",NA,185,NA,50,39.57,42.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,NA,NA,30.05,39.57,-77.2089077291923,NA,2.29102597104441,2.19116855419542,39.2150374884673,0.354962511532655
"BRANDONBOSTICK","Brandon Bostick","TE","GB",186,179,51,39.4801394027896,NA,NA,44.3,46.1,NA,38.32,17.9,27.9,61.2,85,NA,38.5,NA,NA,NA,23.1,42.2947222222222,39.4801394027896,-77.2987683264028,16,20.6164036631028,5.61680059224183,37.93744600977,1.5426933930195
"CJFIEDOROWICZ","C.J. Fiedorowicz","TE","HOU",187,NA,52,38.9499355741451,NA,NA,75.8,53.1,NA,47.61,31.7,19.5,31.5,50,19,8.1,NA,NA,NA,42.5,38.1827777777778,38.9499355741451,-77.8289721550472,NA,19.9791849739228,5.94160940973156,36.2899624688184,2.65997310532677
"DONNIEAVERY","Donnie Avery","WR","KC",188,184,73,85.4015403465165,77.28,86.4,82.1,91.6,NA,85.03,84.3,78.1,93.7,74.7,63.6,87,85.4,94.6,NA,83.33,84.9680714285714,85.4015403465165,-77.8696434141368,10.8,8.14838863595971,3.70817778038974,80.8611451558793,4.5403951906372
"SAMBRADFORD","Sam Bradford","QB","STL",189,170.5,22,287.98083312089,274.29,NA,NA,NA,NA,NA,NA,NA,255.9,279.4,256.86,249.5,NA,NA,NA,NA,246.20880952381,287.98083312089,-79.6551122495423,0.5,12.9093299593743,3.05055876826297,276.704291684352,11.2765414365371
"DAVIDAUSBERRY","David Ausberry","TE","OAK",190,NA,53,36.924956445395,39.13,NA,30.7,NA,NA,25.46,65.5,47.2,40.4,24.5,43.2,5,64.2,NA,NA,10.58,36.4556060606061,36.924956445395,-79.8539512837973,NA,19.3662938210602,5.81165738819454,35.1523037918578,1.77265265353714
"ANDREWILLIAMS","Andre Williams","RB","NYG",191,126.524300382525,43,129.929941701905,NA,189.2,147.1,84.4,NA,135.61,140.3,92.2,125.7,117.4,98.3,128.8,132.3,125,NA,74.52,125.395712620713,129.929941701905,-80.7605334495812,17.3891,30.2464846018381,6.79449886467065,124.735540990123,5.19440071178272
"EDDICKSON","Ed Dickson","TE","CAR",192,NA,54,35.6549684922418,25.99,60.7,49.6,NA,NA,34.91,29.4,9.1,50,45.2,24.5,20.7,31.4,NA,NA,23.5,34.4397380952381,35.6549684922418,-81.1239392369505,NA,14.8545928006367,4.85503619136976,34.6285151335644,1.02645335867739
"AARONDOBSON","Aaron Dobson","WR","NE",193,136.1,74,81.6219805244867,40.03,99.9,52.5,99.8,NA,72.02,120,31.7,55.8,90.5,97.7,40.2,87.6,113.3,NA,93.9,82.5764556277056,81.6219805244867,-81.6492032361666,22.8,29.1504449007573,7.28892057688109,78.8158735296691,2.80610699481754
"ELIMANNING","Eli Manning","QB","NYG",194,149.5,23,285.526328451711,174.96,271.34,265.98,265.18,NA,262.06,221.9,251.14,255.6,254.8,263.5,245.5,301.56,266.86,NA,229.33,284.001258658009,285.526328451711,-82.1096169187206,17.8,29.1842112684691,6.72825132544422,267.514018974117,18.0123094775944
"TROYNIKLAS","Troy Niklas","TE","ARI",195,NA,55,34.6496390914739,NA,NA,NA,NA,NA,28.45,29.5,37.7,30.8,27.6,40,36.5,NA,57.6,NA,9.25,36.6565,34.6496390914739,-82.1292686377184,NA,12.842786020867,4.42847046799149,33.2887211006019,1.36091799087201
"RYANGRIFFIN","Ryan Griffin","TE","HOU",196,NA,56,34.6073911756548,NA,59.7,NA,42.5,NA,35.75,23.6,22.1,21.8,33,35.9,36.6,NA,43.3,NA,11,33.9039393939394,34.6073911756548,-82.1715165535375,NA,13.2450453858312,4.51376198739935,31.3850255127745,3.22236566288032
"ANDREHOLMES","Andre Holmes","WR","OAK",197,163.1,75,80.100309787272,NA,71.3,93.8,65.3,NA,68.57,54.7,29.9,76,110,67.3,80.2,93.2,102.4,NA,87,76.4839805194805,80.100309787272,-83.1708739733814,24.7,21.2919758570555,6.67021505162136,77.3857073051653,2.71460248210666
"JOSEPHFAURIA","Joseph Fauria","TE","DET",198,NA,57,31.970051025549,19.37,60.1,31.4,NA,NA,31.55,42.3,23.5,32.8,26.9,36,30,NA,NA,NA,33.9,34.857196969697,31.970051025549,-84.8088567036433,NA,10.7495923812783,3.98464819439113,30.6450626607721,1.32498836477691
"SHONNGREENE","Shonn Greene","RB","TEN",199,114.15,44,125.697886253373,187.41,148.3,117.3,115.2,NA,124.46,97.1,114.7,90.7,112.6,99.4,150.6,147.7,109.7,NA,115.85,127.233399350649,125.697886253373,-84.992588898114,12.95,26.2038763175591,5.86496784628174,122.393847349096,3.30403890427662
"STEVEJOHNSON","Steve Johnson","WR","SF",200,171.6,76,77.5314372720663,100.88,89.7,55.2,92.6,NA,74.43,74,68.2,74.2,84.4,77.5,81,78.8,80.4,NA,33.2,78.3705995670996,77.5314372720663,-85.739746488587,24,16.5070631069728,6.0839448916037,77.2163605261187,0.31507674594765
"TONYGONZALEZ","Tony Gonzalez","TE","TBA",201,NA,58,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,30.8,-85.9789077291923,NA,NA,NA,30.4633756877284,0.336624312271571
"LANCEMOORE","Lance Moore","WR","PIT",202,187.4,77,77.2399773382643,62.34,82.1,91.5,82.2,NA,81.7,77.1,65.9,64.4,56.8,74.3,76,117.9,76,NA,75.5,79.457670995671,77.2399773382643,-86.031206422389,34.3,14.8643150376484,7.07214096869506,76.7727005379224,0.467276800341892
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",203,171.8,78,77.1927437139731,37.36,92.3,95.8,79.7,NA,88.5,78.8,74.5,71.7,82.8,72.7,65.6,72.7,81.2,NA,61.65,77.1638961038961,77.1927437139731,-86.0784400466802,21.1,14.5524200812023,5.54945785118594,74.0476500851445,3.14509362882865
"LARRYDONNELL","Larry Donnell","TE","NYG",204,NA,59,30.4901253215441,NA,NA,NA,NA,NA,11.88,66.3,NA,26.3,28.4,22,31,NA,NA,NA,41.4,32.8404761904762,30.4901253215441,-86.2887824076482,NA,17.3905026078139,5.39272808713146,29.7433130269564,0.746812294587787
"BENJAMINWATSON","Ben Watson","TE","NO",205,NA,60,30.4366260539127,26.76,NA,NA,NA,NA,35.06,41.6,44.7,25.5,19.7,25.6,25.5,50,NA,NA,22.8,32.0125,30.4366260539127,-86.3422816752796,NA,10.4077340900356,3.91216358465465,28.7751991041431,1.66142694976957
"DARRENSPROLES","Darren Sproles","RB","PHI",206,98.7487416951882,45,123.773195726873,93.86,145,120.5,124,NA,127.61,127.5,118.8,129.8,135.2,123.6,97,146.1,132,NA,91.7,127.043151515152,123.773195726873,-86.9172794246138,8.9326,17.2293442025038,4.46016482641549,120.776387018191,2.99680870868212
"ANDREROBERTS","Andre Roberts","WR","WAS",207,196,79,76.3526573618716,18,81.5,70.9,88.8,NA,77.13,61.3,67.8,70,80.9,58.2,70,71.3,79.9,NA,85.45,74.5092012987013,76.3526573618716,-86.9185263987817,33.2,17.3609197355997,7.21268517989689,71.3839959312216,4.96866143065002
"CHASECOFFMAN","Chase Coffman","TE","ATL",208,NA,61,29.05,29.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.05,29.05,-87.7289077291923,NA,NA,NA,27.9750777206478,1.07492227935223
"JACOBTAMME","Jacob Tamme","TE","DEN",209,NA,62,28.5003982082863,25.31,NA,NA,NA,NA,23.43,51.9,29.4,23.6,23,23.6,39.5,34.6,NA,NA,17.4,29.8325,28.5003982082863,-88.278509520906,NA,10.2165347462935,3.8716233661839,27.1676926527865,1.33270555549978
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",210,NA,63,27.4497572330093,NA,NA,NA,NA,NA,24.71,31.9,NA,47.6,37.3,20.6,4.3,NA,NA,NA,12.66,26.027619047619,27.4497572330093,-89.329150496183,NA,14.7620193159918,4.83540772811956,25.7291644972771,1.72059273573214
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",211,122.788977249849,46,121.014498971319,NA,172.1,147,73.4,NA,128.69,116.7,97.4,110.4,128,112.6,159.7,NA,111.6,NA,81.6,121.448055944056,121.014498971319,-89.6759761801674,14.4565,29.4559940265289,6.3797512174055,120.317203308638,0.697295662680816
"CLAYHARBOR","Clay Harbor","TE","JAC",212,NA,64,26.8856280725637,12.39,NA,NA,NA,NA,28.95,37.2,31.2,38.3,29.2,20.9,26.4,33.4,NA,NA,19.7,27.957,26.8856280725637,-89.8932796566286,NA,8.14758069067813,3.43294063966927,23.0013504609953,3.88427761156849
"CARLOSHYDE","Carlos Hyde","RB","SF",213,105.877018320918,47,120.538275065062,NA,172.8,140.5,104.1,NA,132.45,104.2,94.2,106.2,126.3,95.2,10.5,113.2,124,NA,86.68,111.850784881785,120.538275065062,-90.1522000864244,13.2326,37.4342787171988,7.08745681938448,115.921662727685,4.61661233737661
"CHRISIVORY","Chris Ivory","RB","NYJ",214,NA,48,120.096131552215,115.6,153.4,105.6,116.4,NA,123.46,124.2,121.4,106.5,138.5,119.9,88.5,122.2,118.5,NA,88.36,122.010913419913,120.096131552215,-90.594343599272,NA,17.1226612905334,5.33593738217647,111.163301165957,8.93283038625752
"EDDIEROYAL","Eddie Royal","WR","SD",215,192,80,71.7426428084172,103.12,79.2,43.4,71.4,NA,61.35,98.6,51.6,48.4,39.4,59.4,64,79.1,80.9,NA,50.61,70.3419372294372,71.7426428084172,-91.5285409522361,0.8,19.7603910069425,3.81073291646542,71.0153896886043,0.727253119812914
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",216,NA,65,24.5727009219905,37.66,NA,NA,NA,NA,16.35,NA,NA,NA,NA,20.7,NA,NA,NA,NA,NA,12.3116666666667,24.5727009219905,-92.2062068072018,NA,11.259663997355,4.09279927036644,21.43,3.14270092199051
"DENARIUSMOORE","Denarius Moore","WR","OAK",217,190.4,81,71.025349054026,170.3,90.1,54.7,93.7,NA,71.56,100.2,55.9,37.4,20.6,68.1,83.5,14.1,78.3,NA,41.7,71.7302380952381,71.025349054026,-92.2458347066273,23,39.2788177123386,8.38525585084431,70.9150952079109,0.110253846115157
"JOHNBROWN","John Brown","WR","ARI",218,165.8,82,71.0054303231826,NA,59.2,NA,66.8,NA,76.91,74.2,58.7,73,93.8,72.3,43.5,NA,NA,NA,67.62,72.2748282828283,71.0054303231826,-92.2657534374707,28.6,13.2877822328132,6.2617600554933,69.7859999900471,1.21943033313548
"NATEBURLESON","Nate Burleson","WR","CLE",219,215.5,83,70.8247600926391,80.45,71.8,NA,71.4,NA,60.4,88.7,61.1,62.4,34.1,88.2,65,90.9,78,NA,43.8,70.0154505494505,70.8247600926391,-92.4464236680142,38.4,17.1050168828944,7.77237446363833,68.5785326592025,2.24622743343662
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",220,176.8,84,68.7472398874552,-1.74,42.2,64.6,73.8,NA,60.02,78.3,66.1,75.8,92.4,60.7,40,80.3,92,NA,78.4,65.2643722943723,68.7472398874552,-94.5239438731981,19.9,24.6584155886111,6.48543105878456,68.3283105712653,0.418929316189875
"MARLONBROWN","Marlon Brown","WR","BAL",221,191.6,85,68.4098254309498,73.44,82,43.1,66.9,NA,59.57,83.5,43.3,68.6,88.2,60,76,61.2,74.6,NA,28.9,66.8839264069264,68.4098254309498,-94.8613583297035,23.9,17.0813764822239,6.13354607667161,67.8117643987614,0.598061032188411
"JOSHGORDON","Josh Gordon","WR","CLE",222,NA,86,68.2467957115809,NA,NA,115.3,NA,NA,NA,NA,NA,NA,NA,21.1,NA,NA,66.8,NA,NA,32.7369047619048,68.2467957115809,-95.0243880490724,NA,47.1069350874511,11.6935377097879,67.0053014885551,1.24149422302578
"JOSHHILL","Josh Hill","TE","NO",223,NA,66,21.43,NA,NA,NA,NA,NA,15.09,10.2,NA,36.8,19,NA,5.5,NA,NA,NA,22.8,18.647,21.43,-95.3489077291923,NA,10.9792174888134,4.03333587209781,21.1649964495024,0.265003550497592
"ROBERTHOUSLER","Robert Housler","TE","ARI",223,NA,66,21.43,NA,NA,NA,NA,NA,31.92,20.7,20.1,NA,NA,NA,NA,NA,NA,NA,NA,24.24,21.43,-95.3489077291923,NA,6.65783748675199,3.1170686613954,19.923021679541,1.50697832045897
"DEMETRIUSHARRIS","Demetrius Harris","TE","KC",225,NA,68,20.8999928990048,NA,NA,NA,NA,NA,14.96,NA,18.6,21.6,27,24.6,14.4,NA,NA,NA,NA,17.3085714285714,20.8999928990048,-95.8789148301875,NA,5.12283775525506,2.79160088912434,18.8378024149182,2.06219048408663
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",226,148.8,87,67.3767330859418,34.84,97.7,109,79.6,NA,84.93,55.2,35,73.5,72.7,69.9,51.8,39.3,72.1,NA,43.1,67.4141666666667,67.3767330859418,-95.8944506747115,16.85,23.2647823856263,5.9934923294853,65.8828737264629,1.49385935947896
"BRIANQUICK","Brian Quick","WR","STL",227,160.4,88,66.6338698911683,24.8,59.5,89.3,NA,NA,72.43,69,66.5,65.7,58.6,53.4,65.5,68.1,87.8,NA,77.5,67.3385732600733,66.6338698911683,-96.637313869485,29.3,16.2248102197427,6.65212564141354,63.316220146547,3.31764974462133
"TONYMOEAKI","Tony Moeaki","TE","BUF",228,NA,69,18.9460504600772,NA,NA,NA,NA,NA,20.31,NA,9.3,3.9,28.4,17.1,17.4,NA,43.1,NA,NA,15.6491666666667,18.9460504600772,-97.8328572691151,NA,12.8653397415951,4.43325255953924,18.3648751660362,0.581175294041049
"JIMDRAY","Jim Dray","TE","CLE",229,NA,70,18.7295543697591,13.07,NA,NA,NA,NA,20.19,23.4,NA,NA,NA,4.5,6,NA,36.3,NA,NA,15.705119047619,18.7295543697591,-98.0493533594332,NA,11.9663338858092,4.24263530590889,17.6750654324472,1.05448893731189
"CHRISGIVENS","Chris Givens","WR","STL",230,179,89,65.1318775617574,126.84,88.4,50.8,85.2,NA,68.87,54.5,47.5,50,38.4,63.7,63,39.5,102.7,NA,14.48,66.8228095238095,65.1318775617574,-98.1393061988959,27.2,29.0310508737656,7.77280208089687,60.3127931112699,4.81908445048752
"KELLENDAVIS","Kellen Davis","TE","NYG",231,NA,71,18.0001959623133,NA,NA,NA,NA,NA,15.75,NA,42,NA,20.9,14.9,8.6,NA,NA,NA,NA,14.5928571428571,18.0001959623133,-98.778711766879,NA,12.8249561402759,4.42468997774332,17.3335228743764,0.666673087936836
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",232,137.2,49,111.747193903156,117.15,114.9,96.3,76.8,NA,103.42,141.4,126.5,84.1,120.7,87.4,131,158,100.8,NA,79.9,113.944808441558,111.747193903156,-98.9432812483301,21.1,24.3343522956407,6.5864950639661,107.468601259601,4.2785926435557
"VANCEMCDONALD","Vance McDonald","TE","SF",233,NA,72,17.3499349025812,1.1,47.3,NA,NA,NA,23.19,12.4,10.2,25.1,4.8,16.9,5.5,NA,NA,NA,14.83,16.304,17.3499349025812,-99.4289728266111,NA,13.418481285153,4.55053580216025,16.6535554230858,0.696379479495342
"DIONSIMS","Dion Sims","TE","MIA",234,NA,73,17.3171108461717,7.62,NA,NA,NA,NA,19.32,15,NA,23.4,17,17.4,4.3,NA,NA,NA,16,15.1653571428571,17.3171108461717,-99.4617968830206,NA,6.19834770609993,3.01964251061406,15.9399874253251,1.37712342084659
"JOSHMCCOWN","Josh McCown","QB","TB",235,153.3,24,267.882254916994,312.3,272,257.14,255.3,NA,243.934,206.72,188.66,219.38,204.6,263.72,228.5,320.82,197.34,NA,248.32,273.43318008658,267.882254916994,-99.7536904534383,22,40.2738579505339,8.37789581587104,266.556590618925,1.3256642980686
"KHIRYROBINSON","Khiry Robinson","RB","NO",236,142.740659340659,50,110.579408428758,NA,NA,NA,134.7,NA,124.34,83.4,133.9,109.4,110.2,102.7,70.5,23.1,118.6,NA,62.32,105.305,110.579408428758,-100.111066722729,12.8830318340896,34.5037655915988,6.73732807352899,103.845542358454,6.73386607030316
"JAKELOCKER","Jake Locker","QB","TEN",237,159.5,25,267.14578303124,291.19,282.92,282.86,193.72,NA,237.55,172.92,157.36,250.6,232.4,259.32,233.3,282.12,291.14,NA,276.34,271.787883116883,267.14578303124,-100.490162339192,16.6,44.3533332122059,8.200994816498,253.079813569267,14.0659694619728
"ALLENREISNER","Allen Reisner","TE","MIN",238,NA,74,15.99,25.45,NA,NA,NA,NA,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.99,15.99,-100.788907729192,NA,13.3784603000495,4.54205010630086,15.8199841879016,0.170015812098379
"LOGANPAULSEN","Logan Paulsen","TE","WAS",239,NA,75,15.8899748506502,10.72,NA,NA,NA,NA,22.92,43.7,22.8,7.2,18,17.3,11.7,NA,NA,NA,18,18.4272222222222,15.8899748506502,-100.888932878542,NA,10.6399911236387,3.96140931269617,15.3424170733253,0.547557777324878
"GARYBARNIDGE","Gary Barnidge","TE","CLE",240,NA,76,15.749993525153,NA,NA,NA,NA,NA,16.22,16.8,9.1,8.3,19,6,11.5,25.9,NA,NA,21.5,13.652,15.749993525153,-101.028914204039,NA,6.65851918806109,3.11721320331413,14.8173561820134,0.932637343139673
"EJMANUEL","EJ Manuel","QB","BUF",241,176.9,26,265.96739820661,225.17,248.52,215.54,219.12,NA,229.486,238.72,253.22,246.9,236.2,264.54,249.6,282.22,261.12,NA,239.44,269.084446536797,265.96739820661,-101.668547163822,16.3,18.4431288804557,5.42025454739846,237.60551859347,28.36187961314
"JEROMESIMPSON","Jerome Simpson","WR","MIN",242,NA,90,61.5005627313366,86.84,80.9,72.4,66.9,NA,69.41,53.6,38.7,43,26,59.3,75.4,74.5,73.2,NA,38.2,61.6969155844156,61.5005627313366,-101.770621029317,NA,18.5225270182785,5.63275253499966,58.9092932284732,2.59126950286345
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",243,NA,77,14.9348406214976,14.71,NA,NA,NA,NA,19.34,20.9,27.7,6.8,3.6,13.4,1.2,NA,NA,NA,NA,13.4,14.9348406214976,-101.844067107695,NA,9.1507563114438,3.64564512931034,14.4715409117887,0.463299709708886
"VIRGILGREEN","Virgil Green","TE","DEN",244,NA,78,14.6998717425291,NA,NA,NA,NA,NA,21.95,7.6,NA,NA,2.6,14,13.5,NA,NA,NA,17.4,11.5166666666667,14.6998717425291,-102.079035986663,NA,6.89756599581814,3.16789857503945,13.965948223738,0.733923518791096
"JAMESHANNA","James Hanna","TE","DAL",245,NA,79,14.2432100810483,30.03,NA,NA,NA,NA,19.3,9.5,NA,9.5,1.9,13.3,3.8,NA,NA,NA,NA,12.3557142857143,14.2432100810483,-102.535697648144,NA,9.66287372221269,3.75422997750548,12.6043773837311,1.63883269731719
"RHETTELLISON","Rhett Ellison","TE","MIN",246,NA,80,13.6886863664278,NA,NA,NA,NA,NA,20.6,10.1,NA,6.2,2.4,13.4,2.4,NA,NA,NA,16.6,8.6625,13.6886863664278,-103.090221362765,NA,7.03606356396746,3.1972643749452,11.4825337759355,2.20615259049231
"BRANDONGIBSON","Brandon Gibson","WR","MIA",247,NA,91,59.1250234912031,33.37,NA,55.9,NA,NA,61.85,88.7,52.2,45.5,49.3,47.6,41.8,74.9,76.4,NA,81.5,60.3805158730159,59.1250234912031,-104.14616026945,NA,17.4950192912154,5.41488888065726,58.5596730325668,0.565350458636374
"ALLENROBINSON","Allen Robinson","WR","JAC",248,210,92,58.6935629657432,NA,93.8,37.9,54.9,NA,56.39,0.2,35.5,77.6,76.6,73.3,47,54.5,60.3,NA,33.6,54.4673076923077,58.6935629657432,-104.57762079491,36.5,24.2070223441304,8.31088306379853,57.5376354452167,1.15592752052651
"BRANDONLAFELL","Brandon LaFell","WR","NE",249,172.2,93,58.4257830993903,-0.09,83.6,52,94.9,NA,64.32,72.3,23.9,50.2,37.6,51.1,52,12.2,71.2,NA,25,52.5657911255411,58.4257830993903,-104.845400661263,21,27.3116098668036,6.89084577057706,55.7699143976896,2.65586870170073
"LEESMITH","Lee Smith","TE","BUF",250,NA,81,11.5200684010344,15.17,NA,NA,NA,NA,7.75,11.4,NA,7.7,NA,4.6,5,NA,NA,NA,11.31,7.95607142857143,11.5200684010344,-105.258839328158,NA,3.8248485808809,2.51638673999643,10.9531982610136,0.566870140020839
