"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"CARSONPALMER","Carson Palmer","QB","ARI",24,231.22827322902,205.94,256.84,263.68,227.94,NA,244.084,224.62,225.7,219.44,225.4,230.54,224.5,245.54,261.3,NA,216.27,566.500026497965,353.5,214.25,20.0000094168979,230.73240952381,231.22827322902,139.821589688507,17.6829834617886,9.68049993726568,4.98804970783628
"CALVINJOHNSON","Calvin Johnson","WR","DET",25,227.021826017186,181.98,231.8,231,238.4,227.4,229.66,230.5,219.7,220.3,218,239.2,227,203,238.7,NA,205.7,0,0,0,0,223.324972222222,227.021826017186,5.48621794871795,15.6937983505163,1.08576772198272,3.79212756914812
"JOEFLACCO","Joe Flacco","QB","BAL",26,224.712099933698,188.6,242.22,225.16,220.3,NA,226.866,218.1,226.96,229.02,235,226.36,232.6,237.16,238.3,NA,225.14,573.8,340.125,230.000078292285,30.9999530742793,224.57320952381,224.712099933698,167.575274725275,12.9055164940432,10.281085579599,4.49707480816833
"EDDIELACY","Eddie Lacy","RB","GB",27,223.609128665705,241.72,244.9,195.9,218.1,220.6,218.08,242.7,215.1,213.4,222,217.1,235.5,252.6,234.6,NA,218.8,0,0,0,287.999957122114,225.496944444444,223.609128665705,9.95224358974359,15.2123871831322,4.68955894128279,4.13985190651632
"ELIMANNING","Eli Manning","QB","NYG",28,220.858661920834,168,232.34,218.46,227.18,NA,225.4,193.3,219.74,223.4,221.8,231.5,211.5,259.56,233.86,NA,212.97,560,332.363738997564,223.499976485626,20.5000465289251,218.406357142857,220.858661920834,149.8,20.8991374368512,17.9,6.28529353077664
"SAMBRADFORD","Sam Bradford","QB","STL",29,219.575692657092,240.42,NA,NA,NA,NA,NA,NA,NA,215.9,231.4,218.86,211.5,NA,NA,NA,NA,509,300,208.5,30,188.025714285714,219.575692657092,170.5,11.9574110910347,0.5,3.28982499294245
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",30,216.425283178581,263.36,214,224.6,218,219.7,219.36,233,222.9,207.3,210,210.5,233,168.5,218.3,NA,197.6,0,0,0,0,217.437166666667,216.425283178581,8.91153846153846,20.1610862330192,2.36471168411458,4.45754860509856
"JAKELOCKER","Jake Locker","QB","TEN",31,210.840879319793,285.3,242.92,242.26,166.72,NA,205.33,158.32,140.16,217.2,201,225.32,202.5,249.12,261.14,NA,248.94,445,256.25,178,48.5,215.872095238095,210.840879319793,159.5,41.6188485736139,16.6,8.56089308427566
"JOSHMCCOWN","Josh McCown","QB","TB",32,209.140822143888,270.88,234.4,221.74,217.3,NA,209.754,179.32,165.26,191.98,178.6,226.52,202.5,276.82,178.34,NA,224.94,459.55,275.375,180.599924111619,27.4999763452278,213.314361904762,209.140822143888,153.825213675214,33.5823687640136,11.9619860012461,7.10182277081426
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",33,207.857278320831,250.64,202.3,184.4,234.4,203.8,202.61,225.4,206.6,204.1,213,203.2,214.5,188.1,233.6,NA,205.7,0,0,0,274.24779908852,208.749763888889,207.857278320831,10.2948717948718,17.7993784000614,2.44544742579151,4.19060720131814
"MONTEEBALL","Montee Ball","RB","DEN",34,205.905856868599,156.1,235.8,194.1,187.6,211.1,207.71,222.7,216.1,214.5,228.5,203.6,203,215.7,213.8,NA,196.3,0,0,0,249.456287755808,205.341041666667,205.905856868599,10.2635683760684,19.0711848709238,2.00795925065571,4.29018980011543
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",35,205.640421765935,290.56,238.2,192,195.4,208.8,206.62,211.6,200.4,191.4,201,198.3,203.5,226.7,212.9,NA,204.7,0,0,0,230.779783958114,209.765638888889,205.640421765935,17.4864316239316,25.0467841867023,2.55795925065571,5.05015967118397
"DEZBRYANT","Dez Bryant","WR","DAL",36,203.979557605061,285.84,199.5,205.3,205.5,197.8,200.9,220.5,194.6,197.1,201.5,199.8,210,185.2,215.1,NA,203.5,0,0,0,1.00000080706097,207.189777777778,203.979557605061,14.5651709401709,23.0800010728728,4.70556709572363,5.06106459405
"EJMANUEL","EJ Manuel","QB","BUF",37,202.603117320521,211.02,211.32,98.54,184.72,NA,196.406,206.52,219.62,212.1,200.2,225.74,213.6,247.22,240.12,NA,223.82,474.6,282.337823727605,195,77.7,202.057519047619,202.603117320521,172.45,35.1124118179075,7.95,6.83088436977733
"ARIANFOSTER","Arian Foster","RB","HOU",38,196.258817908395,187.16,198,177.6,188.1,NA,188.08,179.6,196.9,207.9,198,199.2,200,213.1,210.6,NA,193.4,0,0,0,252.05,194.350095238095,196.258817908395,25.4095085470085,10.7306274203872,6.5023797494054,3.8193244341631
"AJGREEN","A.J. Green","WR","CIN",39,195.747001257819,226.56,193.4,194.8,199.6,196.6,194.52,204.7,190.7,195.1,199,199.6,197,165.3,216.3,NA,183,0,0,0,0,197.406777777778,195.747001257819,14.8053418803419,13.6048866570942,3.70281135163846,3.84138384682578
"LEVEONBELL","Le'Veon Bell","RB","PIT",40,195.574702837161,206.62,199.8,183,197.1,201.8,193.4,185.3,199.7,181.9,186.5,193.1,194,215.2,201.6,NA,183.8,0,0,0,265.9999992115,194.072805555556,195.574702837161,27.3444444444444,9.62380817605608,4.54387932299194,3.47043370731917
"DOUGMARTIN","Doug Martin","RB","TB",41,195.082175726161,230.76,215.5,188.9,204.8,NA,199.82,202.4,200.2,172.1,176.5,176.5,193,224,202.2,NA,188.5,0,0,0,269.5,196.275023809524,195.082175726161,19.1717948717949,17.4080169102415,3.89609748116534,4.30748916001382
"JIMMYGRAHAM","Jimmy Graham","TE","NO",42,192.641177722454,253.78,202.9,201.8,189.5,189.5,195.43,220,180.6,186.4,195,184.1,187,150.3,192.5,NA,184.2,0,0,0,0,194.688208333333,192.641177722454,12.2930555555556,22.0793201456756,4.31231230317194,4.90004029911536
"JULIOJONES","Julio Jones","WR","ATL",43,191.713280014539,210.34,194.2,201.3,194.6,197.7,200.92,208.7,208.1,183.3,185,195.5,183,169.4,202.6,NA,192.22,0,0,0,2.31240900088311,194.513402777778,191.713280014539,18.6975427350427,11.2732134261878,2.12630942178559,3.39217708529334
"GENOSMITH","Geno Smith","QB","NYJ",44,190.759634904497,193.78,211.74,188.78,180.92,NA,193.808,181.14,199.34,226.5,196.8,150.9,204.5,215.08,186.88,NA,212.46,430,248.000051191864,178.15,56.4999930600501,187.412319047619,190.759634904497,162.7,18.6550855264724,21.2,6.39297890120969
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",45,190.050133406206,159.52,231.7,184.4,182.5,199.1,199.61,163.4,195.4,197.1,208,197.9,214,202.7,213.1,NA,175.4,0,0,0,217.212121410882,193.196541666667,190.050133406206,17.9806623931624,19.3185721891803,3.76707537263814,4.51629550083926
