"name","name_ffc","pos","team_ffc","mean","sd","freq","mad","median"
"CARLOSHYDE","Carlos Hyde","RB","SF",41.0065359477124,4.42718388383931,1,2.9652,42
"AMARICOOPER","Amari Cooper","WR","OAK",41.1176470588235,4.73970487629434,1,1.4826,40
"MELVINGORDON","Melvin Gordon","RB","SD",41.3464052287582,4.92743442230041,1,4.4478,44
"KEENANALLEN","Keenan Allen","WR","SD",42.7385620915033,6.70088933841174,1,4.4478,40
"ANDREELLINGTON","Andre Ellington","RB","ARI",43.6797385620915,5.62156689523976,1,2.9652,40
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",43.9346405228758,4.95179808721862,1,4.4478,45
"AMEERABDULLAH","Ameer Abdullah","RB","DET",44.0130718954248,6.76343779895904,1,7.413,46
"DOUGMARTIN","Doug Martin","RB","TB",45.9869281045752,8.30483716689163,1,2.9652,43
"GOLDENTATE","Golden Tate","WR","DET",46.7058823529412,6.12854899837295,1,8.8956,47
"PEYTONMANNING","Peyton Manning","QB","DEN",47.2287581699346,6.98428843978962,1,7.413,48
"DAVANTEADAMS","Davante Adams","WR","GB",49.562091503268,11.6668677945652,1,13.3434,50
"BRANDONMARSHALL","Brandon Marshall","WR","NYJ",51.3790849673203,10.376522387818,1,17.7912,52
"JEREMYMACLIN","Jeremy Maclin","WR","KC",52.8300653594771,13.337874507925,1,22.239,53
"CHRISIVORY","Chris Ivory","RB","NYJ",54.1372549019608,8.76659742845061,1,8.8956,54
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",54.9019607843137,16.4573028110578,1,16.3086,50
"JULIANEDELMAN","Julian Edelman","WR","NE",55.5882352941176,8.49109806702286,1,2.9652,58
"TRAVISKELCE","Travis Kelce","TE","KC",55.7058823529412,8.74174634835058,1,4.4478,52
"TODDGURLEY","Todd Gurley","RB","STL",56.1111111111111,11.4791646212052,1,8.8956,55
"JARVISLANDRY","Jarvis Landry","WR","MIA",56.6732026143791,7.57548251158981,1,2.9652,58
"RUSSELLWILSON","Russell Wilson","QB","SEA",56.7254901960784,10.9438119615938,1,13.3434,58
"DREWBREES","Drew Brees","QB","NO",56.9150326797386,6.12861893079742,1,5.9304,56
"TJYELDON","TJ Yeldon","RB","JAC",57.5751633986928,7.80642258526726,1,4.4478,56
"GREGOLSEN","Greg Olsen","TE","CAR",57.7058823529412,9.48986161549239,1,11.8608,57
"BENROETHLISBERGER","Ben Roethlisberger","QB","PIT",58.3398692810458,10.31005455373,1,13.3434,57
"ARIANFOSTER","Arian Foster","RB","HOU",58.7124183006536,11.7970116819664,1,8.8956,63
"NELSONAGHOLOR","Nelson Agholor","WR","PHI",63.4183006535948,5.27861678241,1,4.4478,63
"CJSPILLER","C.J. Spiller","RB","NO",63.9803921568627,6.55215703512377,1,4.4478,66
"SAMMYWATKINS","Sammy Watkins","WR","BUF",64.9019607843137,6.35430893523117,1,5.9304,67
"ALLENROBINSON","Allen Robinson","WR","JAC",65.3071895424837,9.27134209306176,1,10.3782,63
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","NE",65.5816993464052,6.61604049691748,1,4.4478,65
"RASHADJENNINGS","Rashad Jennings","RB","NYG",66.0915032679739,6.29374863107328,1,4.4478,63
"MATTRYAN","Matt Ryan","QB","ATL",69.0392156862745,9.98088819789605,1,5.9304,65
"DESEANJACKSON","DeSean Jackson","WR","WAS",69.3986928104575,5.36453425693692,1,7.413,69
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",70.921568627451,7.69630902532556,1,7.413,74
"ALFREDBLUE","Alfred Blue","RB","HOU",71.8758169934641,8.11500957965388,1,8.8956,73
"CHARLESJOHNSON","Charles Johnson","WR","MIN",72.9346405228758,11.080435099828,1,10.3782,75
"JOIQUEBELL","Joique Bell","RB","DET",73.1633986928105,9.28136332293517,1,10.3782,76
"VINCENTJACKSON","Vincent Jackson","WR","TB",73.9673202614379,8.09972134768913,1,5.9304,73
"VICTORCRUZ","Victor Cruz","WR","NYG",76.1830065359477,13.7397057302569,1,17.7912,74
"TOMBRADY","Tom Brady","QB","NE",76.6993464052288,9.8013615429696,1,14.826,78
"TONYROMO","Tony Romo","QB","DAL",77.8039215686274,7.83021371777038,1,5.9304,75
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",78.6470588235294,13.3081858640932,1,19.2738,77
"JOHNBROWN","John Brown","WR","ARI",79.6209150326797,7.37386304518536,1,5.9304,80
"RYANMATHEWS","Ryan Mathews","RB","PHI",79.8300653594771,9.48634279729787,1,10.3782,77
"TEVINCOLEMAN","Tevin Coleman","RB","ATL",85.6928104575163,8.45995856731445,1,10.3782,84
"OWENDANIELS","Owen Daniels","TE","DEN",86.4640522875817,7.80166114618419,1,8.8956,84
"ISAIAHCROWELL","Isaiah Crowell","RB","CLE",86.8562091503268,8.74439833857388,1,8.8956,91
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",87.1699346405229,9.73605154402159,1,2.9652,82
"JORDANCAMERON","Jordan Cameron","TE","MIA",87.8235294117647,9.2895976704839,1,11.8608,87
"STEVESMITH","Steve Smith","WR","BAL",89.3660130718954,8.25713929264786,1,10.3782,88
"MIKEWALLACE","Mike Wallace","WR","MIN",89.6601307189542,7.656702537865,1,7.413,92
"TREMASON","Tre Mason","RB","STL",90.2483660130719,9.26709747882198,1,13.3434,91
"JULIUSTHOMAS","Julius Thomas","TE","JAC",90.5947712418301,14.7292228361626,1,17.7912,89
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",93.6862745098039,6.86207977672238,1,8.8956,95
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",94.8954248366013,10.2826694235816,1,5.9304,90
"DARRENMCFADDEN","Darren McFadden","RB","DAL",96.4444444444444,9.38215179547298,1,8.8956,99
"DAVIDCOBB","David Cobb","RB","TEN",96.5228758169935,9.48723730611609,1,11.8608,98
"SHANEVEREEN","Shane Vereen","RB","NYG",97.2352941176471,8.384032212648,1,2.9652,101
"SEATTLESEAHAWKS","Seattle ","DEF","SEA",98.0392156862745,9.10764935424527,1,10.3782,99
"EDDIEROYAL","Eddie Royal","WR","CHI",98.2679738562092,11.10900183558,1,7.413,99
"DEVINFUNCHESS","Devin Funchess","WR","CAR",98.6797385620915,12.7223328074129,1,11.8608,94
"DANNYWOODHEAD","Danny Woodhead","RB","SD",100.457516339869,7.87940825614115,1,2.9652,102
"RODDYWHITE","Roddy White","WR","ATL",101.601307189542,10.4516622690983,1,16.3086,102
"ELIMANNING","Eli Manning","QB","NYG",101.699346405229,12.2482972880584,1,14.826,104
"JASONWITTEN","Jason Witten","TE","DAL",103.143790849673,16.1677348396316,1,17.7912,98
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",103.444444444444,7.62729257242883,1,2.9652,105
"DELANIEWALKER","Delanie Walker","TE","TEN",104.333333333333,17.0753393264894,1,11.8608,100
"TYLEREIFERT","Tyler Eifert","TE","CIN",105.117647058824,16.3466309464053,1,14.826,100
"SAMBRADFORD","Sam Bradford","QB","PHI",105.56862745098,14.1887809321111,1,16.3086,110
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",106.640522875817,14.4887132461438,1,14.826,111
"BISHOPSANKEY","Bishop Sankey","RB","TEN",108.483660130719,9.89260666151849,1,13.3434,108
"ALLENHURNS","Allen Hurns","WR","JAC",109,0,0.0196078431372549,0,109
"DUKEJOHNSON","Duke Johnson","RB","CLE",111.307189542484,9.76126909630675,1,5.9304,116
"HOUSTONTEXANS","Houston ","DEF","HOU",111.437908496732,7.9612422338699,1,5.9304,115
"PHILIPRIVERS","Philip Rivers","QB","SD",111.627450980392,12.4341583210657,1,10.3782,116
"MARQUESCOLSTON","Marques Colston","WR","NO",112.235294117647,14.6288574930702,1,13.3434,112
"MARCUSMARIOTA","Marcus Mariota","QB","TEN",115,0,0.0196078431372549,0,115
"CAMNEWTON","Cam Newton","QB","CAR",117.032679738562,11.8705688129507,1,11.8608,118
"BUFFALOBILLS","Buffalo ","DEF","BUF",118.058823529412,5.30540744142952,1,8.8956,118
"ANQUANBOLDIN","Anquan Boldin","WR","SF",118.196078431373,9.86735556683517,1,11.8608,113
"TORREYSMITH","Torrey Smith","WR","SF",118.385620915033,8.97437092768216,1,8.8956,116
"BRANDONLAFELL","Brandon LaFell","WR","NE",119.169934640523,20.7267280834408,1,13.3434,114
"MARKUSWHEATON","Markus Wheaton","WR","PIT",119.40522875817,13.7911532148939,1,14.826,117
"MIAMIDOLPHINS","Miami ","DEF","MIA",120.209150326797,9.03810047849076,1,10.3782,122
"PIERREGARCON","Pierre Garcon","WR","WAS",120.954248366013,9.8761775769553,1,5.9304,121
"ERICDECKER","Eric Decker","WR","NYJ",121.562091503268,12.8312273107367,1,19.2738,124
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",122.346405228758,29.235128266183,1,40.0302,124
"KNILEDAVIS","Knile Davis","RB","KC",123.006535947712,12.9986111399471,1,14.826,118
"JONASGRAY","Jonas Gray","RB","NE",124.183006535948,11.086803798755,1,14.826,128
"KENDALLWRIGHT","Kendall Wright","WR","TEN",125.111111111111,18.5431903653422,1,16.3086,133
