"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","nextBestAvg","dropOff"
"JAMAALCHARLES","Jamaal Charles","RB","KC",1,3.35021367521368,1,262.69214647048,296.54,293.2,242.9,250.7,261.4,259.83,270.6,252.3,259.3,260,266.7,301,237.9,243.8,NA,245.7,260.951402777778,262.69214647048,108.317104034027,0.810891022108977,19.9191174742352,4.2550896071263,246.868590515569,15.8235559549108
"CALVINJOHNSON","Calvin Johnson","WR","DET",2,5.48621794871795,1,227.021826017186,181.98,231.8,231,238.4,227.4,229.66,230.5,219.7,220.3,218,239.2,227,203,238.7,NA,205.7,223.324972222222,227.021826017186,104.338553952282,1.08576772198272,15.6937983505163,3.79212756914812,210.202420391821,16.8194056253646
"LESEANMCCOY","LeSean McCoy","RB","PHI",3,1.5917735042735,2,252.627178070712,301.86,280.2,238.8,246.4,257.4,254.38,244,255,241.9,242,245,244.5,288.7,251.6,NA,232,254.6675,252.627178070712,98.2521356342588,0.693254792551688,19.8592334767915,4.23490455332615,239.658135894784,12.9690421759275
"JIMMYGRAHAM","Jimmy Graham","TE","NO",4,12.2930555555556,1,192.641177722454,253.78,202.9,201.8,189.5,189.5,195.43,220,180.6,186.4,195,184.1,187,150.3,192.5,NA,184.2,194.688208333333,192.641177722454,95.3591019587351,4.31231230317194,22.0793201456756,4.90004029911536,148.504238924003,44.1369387984514
"DEMARYIUSTHOMAS","Demaryius Thomas","WR","DEN",5,8.91153846153846,2,216.425283178581,263.36,214,224.6,218,219.7,219.36,233,222.9,207.3,210,210.5,233,168.5,218.3,NA,197.6,217.437166666667,216.425283178581,93.7420111136773,2.36471168411458,20.1610862330192,4.45754860509856,199.86327943144,16.5620037471411
"ADRIANPETERSON","Adrian Peterson","RB","MIN",6,2.59444444444444,3,241.110002960426,223.72,246.6,218.6,255.4,239.7,237.08,269,242.2,236,245,230.2,241,244.1,252,NA,231,240.661833333333,241.110002960426,86.7349605239731,0.793879322991939,12.6181675524203,3.39998540981442,230.907698747424,10.2023042130023
"MATTFORTE","Matt Forte","RB","CHI",7,3.17713675213675,4,238.206268829143,253.02,258.8,238.4,240.3,243.4,241.72,239.5,230.5,223.3,237,228.2,237.5,272.3,238.7,NA,226.1,239.967888888889,238.206268829143,83.8312263926894,1.36591850131143,12.8093333531602,3.48645046917077,215.733203493268,22.4730653358746
"DEZBRYANT","Dez Bryant","WR","DAL",8,14.5651709401709,3,203.979557605061,285.84,199.5,205.3,205.5,197.8,200.9,220.5,194.6,197.1,201.5,199.8,210,185.2,215.1,NA,203.5,207.189777777778,203.979557605061,81.2962855401572,4.70556709572363,23.0800010728728,5.06106459405,193.730140636179,10.2494169688819
"PEYTONMANNING","Peyton Manning","QB","DEN",9,15.1588675213675,1,355.780074202162,343.64,359.76,363.48,375,361.5,363.368,347.92,368.98,342.1,348.2,345.52,370.2,305.7,349.98,NA,358.39,351.277625,355.780074202162,77.7029296902974,5.21627396275844,16.8014934449576,4.38460104852018,331.214776378323,24.565297823839
"AJGREEN","A.J. Green","WR","CIN",10,14.8053418803419,4,195.747001257819,226.56,193.4,194.8,199.6,196.6,194.52,204.7,190.7,195.1,199,199.6,197,165.3,216.3,NA,183,197.406777777778,195.747001257819,73.0637291929151,3.70281135163846,13.6048866570942,3.84138384682578,190.498660675205,5.24834058261419
"EDDIELACY","Eddie Lacy","RB","GB",11,9.95224358974359,5,223.609128665705,241.72,244.9,195.9,218.1,220.6,218.08,242.7,215.1,213.4,222,217.1,235.5,252.6,234.6,NA,218.8,225.496944444444,223.609128665705,69.2340862292523,4.68955894128279,15.2123871831322,4.13985190651632,206.881567594715,16.7275610709908
"JULIOJONES","Julio Jones","WR","ATL",12,18.6975427350427,5,191.713280014539,210.34,194.2,201.3,194.6,197.7,200.92,208.7,208.1,183.3,185,195.5,183,169.4,202.6,NA,192.22,194.513402777778,191.713280014539,69.0300079496354,2.12630942178559,11.2732134261878,3.39217708529334,188.138514379179,3.57476563536002
"BRANDONMARSHALL","Brandon Marshall","WR","CHI",13,16.483547008547,6,189.28404133587,200.26,188.3,195.8,195,192.6,189.71,206,177.4,183.1,189,179.2,193,168.9,203,NA,191.4,190.870819444444,189.28404133587,66.6007692709665,1.78650958510338,9.92236449354977,3.19622402928122,186.370029958133,2.91401137773758
"JORDYNELSON","Jordy Nelson","WR","GB",14,17.3746794871795,7,186.992987422488,187.8,187.2,192,188.6,185.3,186.26,183.8,175.9,190.8,183,180.3,196,187.4,190,NA,167.6,185.452277777778,186.992987422488,64.3097153575842,2.97976437765506,6.92607990548353,2.97983791593663,184.522624175013,2.47036324747469
"ALSHONJEFFERY","Alshon Jeffery","WR","CHI",15,24.4784188034188,8,185.747072493777,184.56,182.5,169.6,190.9,186.6,184.75,181.4,175.4,180.4,181.5,171.8,181,141.9,187.6,NA,175.01,180.428986111111,185.747072493777,63.0638004288737,4.58313856466514,11.6687691846961,3.71381107933156,176.993133658361,8.75393883541611
"ANTONIOBROWN","Antonio Brown","WR","PIT",16,19.0711538461538,9,183.298175856249,165.7,185.5,171.5,190.2,185.5,184.69,181,187.6,178.7,179,173.2,187,169.1,189.9,NA,174.83,183.396694444444,183.298175856249,60.6149037913453,2.85693837430262,7.85009208317238,3.07405030260917,169.633131329098,13.6650445271506
"DREWBREES","Drew Brees","QB","NO",17,19.4497863247863,2,331.591044082896,333.92,336.6,338.02,333.6,340.08,335.99,327.92,337.42,321.92,315.5,315.8,341.5,320.58,340.22,NA,331.42,331.576708333333,331.591044082896,53.5138995710309,5.1456904132571,8.9031068413544,3.45367436182724,317.832999978163,13.7580441047333
"MARSHAWNLYNCH","Marshawn Lynch","RB","SEA",18,10.2948717948718,6,207.857278320831,250.64,202.3,184.4,234.4,203.8,202.61,225.4,206.6,204.1,213,203.2,214.5,188.1,233.6,NA,205.7,208.749763888889,207.857278320831,53.4822358843774,2.44544742579151,17.7993784000614,4.19060720131814,205.773139317267,2.08413900356379
"JULIUSTHOMAS","Julius Thomas","TE","DEN",19,33.2639957264957,2,150.523402939994,163.36,157.1,158.3,164.3,164.3,158.18,169.5,155.5,144,156,131.3,139,108.1,148.8,NA,127.6,149.5985,150.523402939994,53.2413271762746,4.2858843898846,16.8697410712057,4.28828049356582,136.312080826864,14.2113221131296
"AARONRODGERS","Aaron Rodgers","QB","GB",20,19.2551282051282,3,330.838508673751,306.04,345.46,349.26,351.62,343.42,345.58,308.74,339.2,326.84,331.8,319.96,346.9,305,340.08,NA,316.64,331.22875,330.838508673751,52.7613641618858,5.60649099427135,16.6233499575003,4.40752606910955,299.152649312021,31.6858593617301
"MONTEEBALL","Montee Ball","RB","DEN",21,10.2635683760684,7,205.905856868599,156.1,235.8,194.1,187.6,211.1,207.71,222.7,216.1,214.5,228.5,203.6,203,215.7,213.8,NA,196.3,205.341041666667,205.905856868599,51.5308144321455,2.00795925065571,19.0711848709238,4.29018980011543,200.949619837165,4.95623703143391
"DEMARCOMURRAY","DeMarco Murray","RB","DAL",22,17.4864316239316,8,205.640421765935,290.56,238.2,192,195.4,208.8,206.62,211.6,200.4,191.4,201,198.3,203.5,226.7,212.9,NA,204.7,209.765638888889,205.640421765935,51.2653793294817,2.55795925065571,25.0467841867023,5.05015967118397,195.916760372778,9.72366139315722
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",23,34.8528846153846,3,146.485074908012,142.56,161.4,162.3,140,140,150.85,197.1,128.7,168.2,148,128.9,155,98.7,149.4,NA,164.8,148.841347222222,146.485074908012,49.2029991442928,6.94988170792512,22.1242124853121,5.2009562352137,123.930233314897,22.5548415931148
"RANDALLCOBB","Randall Cobb","WR","GB",24,29.2915598290598,10,170.688091460474,229.52,169.2,157.3,183.6,175.8,173.36,165.6,169.1,177.7,164.5,170.3,171.5,142,181,NA,161.26,175.938958333333,170.688091460474,48.0048193955699,3.65419216443306,18.7306835611162,4.43494004416701,164.400939659755,6.28715180071879
"VINCENTJACKSON","Vincent Jackson","WR","TB",25,31.1133547008547,11,168.578171197723,282.22,169.5,161.8,172.7,NA,166.47,177.8,160.9,164.3,157.5,162.8,168,178.9,183.4,NA,160.7,177.014645021645,168.578171197723,45.8948991328196,5.06910351081237,31.4685932826177,6.08211707811147,159.911221801062,8.66694939666129
"ARIANFOSTER","Arian Foster","RB","HOU",26,25.4095085470085,9,196.258817908395,187.16,198,177.6,188.1,NA,188.08,179.6,196.9,207.9,198,199.2,200,213.1,210.6,NA,193.4,194.350095238095,196.258817908395,41.8837754719414,6.5023797494054,10.7306274203872,3.8193244341631,195.328439281661,0.930378626733585
"LEVEONBELL","Le'Veon Bell","RB","PIT",27,27.3444444444444,10,195.574702837161,206.62,199.8,183,197.1,201.8,193.4,185.3,199.7,181.9,186.5,193.1,194,215.2,201.6,NA,183.8,194.072805555556,195.574702837161,41.1996604007076,4.54387932299194,9.62380817605608,3.47043370731917,192.566154566184,3.00854827097709
"DOUGMARTIN","Doug Martin","RB","TB",28,19.1717948717949,11,195.082175726161,230.76,215.5,188.9,204.8,NA,199.82,202.4,200.2,172.1,176.5,176.5,193,224,202.2,NA,188.5,196.275023809524,195.082175726161,40.7071332897081,3.89609748116534,17.4080169102415,4.30748916001382,188.485464291132,6.59671143502942
"ANDREJOHNSON","Andre Johnson","WR","HOU",29,41.4439102564103,12,160.223708121786,149.94,164.4,157.9,178.7,NA,162.43,178,150,153,151,147.8,168.5,168.3,182.2,NA,150,161.886880952381,160.223708121786,37.5404360568826,6.80726522540437,12.0329059135886,4.00568761765132,157.959263706298,2.2644444154883
"KEENANALLEN","Keenan Allen","WR","SD",30,35.8615384615385,13,159.598735480338,191.94,159.3,152.9,152.5,NA,155.54,160.1,160.9,152,159,162.7,168,144.5,180.6,NA,152.2,161.198424242424,159.598735480338,36.9154634154341,6.45401074930835,12.4008951289816,4.00909165952625,154.797010266753,4.80172521358523
"GIOVANIBERNARD","Giovani Bernard","RB","CIN",31,17.9806623931624,12,190.050133406206,159.52,231.7,184.4,182.5,199.1,199.61,163.4,195.4,197.1,208,197.9,214,202.7,213.1,NA,175.4,193.196541666667,190.050133406206,35.6750909697529,3.76707537263814,19.3185721891803,4.51629550083926,183.84548198017,6.20465142603626
"VICTORCRUZ","Victor Cruz","WR","NYG",32,44.5540598290598,14,156.319791932258,167.24,152.3,129.1,146.2,NA,150.98,177.9,164.6,153.8,143.5,152.4,173.5,172.3,181.1,NA,150.8,157.609608225108,156.319791932258,33.6365198673545,7.87417995683338,14.8573202440805,4.45535227252032,153.247179937556,3.07261199470167
"ALFREDMORRIS","Alfred Morris","RB","WAS",33,19.2584401709402,13,186.920795176058,229.8,206.2,183.8,188.9,NA,188.9,172.8,183.6,177,178,173.2,181,239.5,192.3,NA,173.8,188.098571428571,186.920795176058,32.5457527396043,3.54244921304912,20.7787401917451,4.66175192914771,180.04528807854,6.87550709751744
"CORDARRELLEPATTERSON","Cordarrelle Patterson","WR","MIN",34,41.7693376068376,15,153.274228601247,75.56,131.5,147.9,139.8,NA,152.73,176.6,159.6,148,142,141.4,148.5,125.3,181.1,NA,146.98,151.459662337662,153.274228601247,30.5909565363432,6.07919264512693,24.8648495994727,5.42362650065727,152.459985506004,0.814243095243256
"LARRYFITZGERALD","Larry Fitzgerald","WR","ARI",35,43.0132478632479,16,153.220131273866,105.12,175.1,159.1,154.8,NA,162.33,157.5,146.4,145.1,140,150.1,148,165.2,175.8,NA,156.62,154.012551948052,153.220131273866,30.5368592089624,5.4738490324681,17.3621349556954,4.47899223744039,150.853695632464,2.36643564140221
"PERCYHARVIN","Percy Harvin","WR","SEA",36,47.1002136752137,17,151.699839738141,-0.02,132.8,113.8,129.7,NA,143.74,132.9,169.2,143.4,134.5,141.1,168,167.7,172.2,NA,136,141.800318181818,151.699839738141,29.0165676732375,8.11089102210898,42.6186908643263,7.72611233482188,149.419655023579,2.28018471456227
"JORDANCAMERON","Jordan Cameron","TE","CLE",37,65.4423076923077,4,126.139086745716,122.5,108.4,134,129.9,129.9,123.02,124.9,123.6,128.4,136,126.6,136.5,119.6,130,NA,125.3,126.134444444444,126.139086745716,28.8570109819973,9.80057046325249,7.07685752159476,3.76206575944543,121.019818148975,5.11926859674124
"RODDYWHITE","Roddy White","WR","ATL",38,41.9483974358974,18,150.007551526787,105.64,160.1,146.6,142.4,NA,152.07,161.6,159.9,147.8,149.5,145.3,150,178.2,177.1,NA,147.3,151.6905,150.007551526787,27.3242794618828,6.86821772245745,17.3219169592415,4.63060011520961,148.713824368355,1.29372715843121
"ANDREWLUCK","Andrew Luck","QB","IND",39,54.8623931623932,4,304.827491282574,365.3,314.58,304.32,289.34,300.46,302.358,308,306.1,308.96,311.8,308.5,310,296.88,317,NA,288.98,307.336875,304.827491282574,26.7503467707094,6.88835317803689,17.6394393572499,4.66996330990927,292.763681099868,12.063810182707
"ANDREELLINGTON","Andre Ellington","RB","ARI",40,26.4540598290598,14,180.770168784282,138.16,196,170,168.4,NA,180.7,211,192.1,164.9,173.5,170.3,185,193,191.6,NA,189.5,179.013214285714,180.770168784282,26.395126347829,4.35281827383175,17.8260170401715,4.40753521957959,175.015622496537,5.7545462877448
"PIERREGARCON","Pierre Garcon","WR","WAS",41,42.0964743589744,19,148.831758520371,136.68,157.1,144.8,150.8,NA,149.7,158.2,142,146.8,151,153.4,148.5,126.6,172.8,NA,148.35,150.133712121212,148.831758520371,26.1484864554678,7.50397953844345,10.6317262355298,3.92004539749943,147.718466962816,1.11329155755541
"MICHAELFLOYD","Michael Floyd","WR","ARI",42,47.3583333333333,20,148.595890216339,136.6,155.8,149.8,137.6,NA,151.14,161.2,159.7,146.7,153,143.7,141,138.7,161.9,NA,144.3,148.586681818182,148.595890216339,25.9126181514354,8.48005354360662,8.79157151312151,3.81442009599606,145.64528280326,2.9506074130791
"ZACSTACY","Zac Stacy","RB","STL",43,25.3151709401709,15,179.320407372798,158.06,205.9,178.3,185.4,NA,191.4,184,203.3,168.5,172,171.6,177.5,182.7,187.4,NA,174.8,180.001785714286,179.320407372798,24.9453649363447,4.29182730586401,13.0211136236499,3.83919177001302,170.121452566786,9.1989548060121
"JASONWITTEN","Jason Witten","TE","DAL",44,71.1367521367521,5,121.721379884078,124.5,128.2,129.3,123.8,123.8,124.09,126,110.4,108.2,126,121.5,115,125.1,137.8,NA,119.2,122.665708333333,121.721379884078,24.4393041203587,7.90846548138537,7.42145198218041,3.59023175112917,118.483958005226,3.23742187885222
"MICHAELCRABTREE","Michael Crabtree","WR","SF",45,43.2581196581197,21,146.841043709293,117.8,171.4,167.5,141.5,NA,159.85,161.6,151.6,129.8,131.5,141.9,152,121.7,174,NA,129.28,146.964145021645,146.841043709293,24.1577716443894,7.7596100128155,18.7391972836396,4.89614956346929,142.694910049279,4.14613366001379
"VERNONDAVIS","Vernon Davis","TE","SF",46,67.982264957265,6,120.318256413873,63.08,126.2,136,149.5,149.5,131.3,152.5,115.7,108.3,118.5,122.3,109.5,81.4,133.9,NA,102.6,120.332222222222,120.318256413873,23.0361806501534,10.0825479255169,24.9540451535179,5.88282344365229,113.1244479482,7.19380846567306
"DESEANJACKSON","DeSean Jackson","WR","WAS",47,57.7575854700855,22,144.449521897227,132.06,136.6,143.3,147.7,NA,140.99,152.6,132.2,141.5,151.5,138.1,147,127.5,170.3,NA,144.14,144.676811688312,144.449521897227,21.7662498323232,7.65278354786181,10.7279049960556,3.94796578530987,139.570148908972,4.87937298825537
"GREGOLSEN","Greg Olsen","TE","CAR",48,94.3604700854701,7,116.649659596579,139.94,106.7,116.1,114.2,114.2,112.76,115.1,117.4,101.4,126.5,125.1,122,101,125.1,NA,121.4,117.312416666667,116.649659596579,19.3675838328595,9.4867438238023,10.1233365476577,4.08290095914011,109.119836130948,7.52982346563029
"TORREYSMITH","Torrey Smith","WR","BAL",49,54.8745726495727,23,140.940298201332,121.48,142.7,140.5,142.8,NA,143.67,168,147.8,130.6,129,137.7,149,122.4,150.2,NA,138.3,140.303162337662,140.940298201332,18.2570261364279,10.4105882358728,12.1774985476953,4.42651497554249,137.45235524953,3.48794295180167
"TOBYGERHART","Toby Gerhart","RB","JAC",50,38.9174145299145,16,170.710837620277,146.68,195.4,167.7,154.4,NA,179.29,200.6,203.4,166.6,174,165.4,187.5,166.9,175.5,NA,169.7,171.622428571429,170.710837620277,16.3357951838237,6.79485977316343,16.6164961891608,4.53994047568695,168.378480875584,2.33235674469336
"MARQUESCOLSTON","Marques Colston","WR","NO",51,67.8469017094017,24,138.199999616612,166,139.3,136.8,126.7,NA,137.91,133.5,148.7,118.5,128,133.5,138.5,175.3,145,NA,139,140.778642857143,138.199999616612,15.5167275517078,7.55958829450922,14.9500504060306,4.43092330823245,136.318534223433,1.88146539317901
"MATTHEWSTAFFORD","Matthew Stafford","QB","DET",52,50.6606837606838,5,293.477807341467,224.08,323.82,323.28,291.24,308.3,305.79,298.96,277.06,291.88,292.8,293.48,290.4,284.34,299.58,NA,291.8,291.147041666667,293.477807341467,15.4006628296021,6.08634389768014,23.0448204489384,5.21173750326052,290.854819216682,2.62298812478554
"RYANMATHEWS","Ryan Mathews","RB","SD",53,43.5690170940171,17,169.532067513295,154.48,179.8,169.4,166.1,NA,168.78,162,160,167.6,174,170.7,184.5,203,183.1,NA,159.3,170.216285714286,169.532067513295,15.1570250768415,6.34113961117737,12.675134782646,4.02848683393859,165.830432649472,3.70163486382256
"MIKEWALLACE","Mike Wallace","WR","MIA",54,71.5571581196581,25,136.704710882448,115.68,132.4,128.7,131.7,NA,134.48,133.3,139.5,133.3,139,138,143,151,153.4,NA,150.31,137.304305194805,136.704710882448,14.0214388175446,7.49818243927296,9.97458630610924,3.84260143730335,135.636127739958,1.06858314248984
"NICKFOLES","Nick Foles","QB","PHI",55,67.3810897435897,6,292.049554858268,276.44,285.3,319.9,286.06,306.64,298.432,303.3,310.3,298.14,291.8,292.46,294,281.32,304.98,NA,297.92,292.933166666667,292.049554858268,13.9724103464028,11.0166559371862,11.5860834616773,4.42534132934267,289.294094705423,2.75546015284516
"EMMANUELSANDERS","Emmanuel Sanders","WR","DEN",56,63.5577991452991,26,135.932357564417,130.24,157.1,150.6,142.3,NA,146.64,126.3,126.5,125.5,137,123.7,143,103.7,151.9,NA,141.92,136.930859307359,135.932357564417,13.2490854995131,8.36763340494208,14.3340964444614,4.44952355404175,134.653621941698,1.27873562271887
"REGGIEBUSH","Reggie Bush","RB","DET",57,37.8713675213675,18,167.224894237872,143.78,180.6,155.5,184,NA,167.35,175.6,158.6,170.9,188,162.8,180,191.1,188.2,NA,147.4,168.216547619048,167.224894237872,12.8498518014192,7.88748815723551,15.5034458594367,4.53235107704681,163.967822088985,3.25707214888766
"TYHILTON","T.Y. Hilton","WR","IND",58,59.3319444444444,27,135.3398979155,45.04,126.5,126.9,141.3,NA,135.41,122.3,148.8,132.3,125,130.8,141,136.7,149.5,NA,140.86,131.886770562771,135.3398979155,12.6566258505964,9.79614651585675,25.5443185334951,5.91969804638591,133.01008651328,2.32981140222057
"DENNISPITTA","Dennis Pitta","TE","BAL",59,97.8382478632479,8,109.59923629982,10.52,128.8,120.8,128,128,121.38,130.5,104.5,101.9,103,96.6,99,90.7,129.2,NA,102.5,107.309444444444,109.59923629982,12.3171605361012,10.9533272955795,30.0097136655069,6.57124832204725,107.881595314501,1.71764098531945
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",60,96.2831196581197,7,289.660083575095,309.2,298.32,262.16,293.86,304.2,281.492,274.96,282.88,288.52,301.3,280.68,295,306.2,295.84,NA,282.02,288.25675,289.660083575095,11.5829390632303,11.0848984260982,13.0323395436488,4.6020023747063,287.814006538542,1.84607703655303
"JORDANREED","Jordan Reed","TE","WAS",61,87.8487179487179,9,108.640435962076,78.38,118.5,115.5,104.9,104.9,115.28,142.5,120.5,110.6,102,101.5,103.5,87.4,130.4,NA,103.1,110.926694444444,108.640435962076,11.3583601983572,7.21728549102375,15.7978012936701,4.4916205124445,103.909571879468,4.73086408260825
"JULIANEDELMAN","Julian Edelman","WR","NE",62,72.2684829059829,28,133.967345967896,124.52,137.4,132.6,138.9,NA,135.92,123.1,130.6,118.2,119.5,124.4,125,124,144.8,NA,141.67,133.902350649351,133.967345967896,11.2840739029919,10.348486385195,8.55223372273886,3.99590088575755,130.373990376162,3.59335559173408
"CAMNEWTON","Cam Newton","QB","CAR",63,86.111858974359,8,288.92810583575,269.02,280.94,284.1,282.06,296.62,280.764,300.36,283.2,301.62,287.4,290.56,301.9,295.82,309.44,NA,273.16,287.807916666667,288.92810583575,10.850961323885,14.3583705394611,11.5589969378629,4.79677994060865,284.625727318403,4.30237851734671
"RASHADJENNINGS","Rashad Jennings","RB","NYG",64,43.782905982906,19,164.435971061072,161.88,165.9,147.3,159.8,NA,161.28,159.2,182.3,161.5,160,167,155,168.6,184.5,NA,166.4,162.92580952381,164.435971061072,10.0609286246187,7.82301917020675,9.71846650499919,3.84908497042945,162.569413122486,1.86655793858543
"KYLERUDOLPH","Kyle Rudolph","TE","MIN",65,77.9608974358974,10,107.122754666925,92.22,110.8,118.7,105.6,105.6,112.07,137.5,110.5,101.3,117,97.1,103,84.5,114.2,NA,99.8,108.305986111111,107.122754666925,9.84067890320624,10.7331772864131,12.5263697853768,4.50344647660044,99.3107740612166,7.81198060570885
"KENDALLWRIGHT","Kendall Wright","WR","TEN",66,84.9503205128205,29,132.052827058664,123.72,136.5,132.3,129.9,NA,132.56,121.8,132.5,131.9,122,132.2,136,135.8,154.8,NA,143.59,132.976435064935,132.052827058664,9.36955499375986,10.2159569744983,8.59570442810737,3.98612446281031,128.597535880889,3.45529117777457
"FRANKGORE","Frank Gore","RB","SF",67,44.7020299145299,20,163.499673116898,133.24,171.1,150.1,173.3,NA,165.18,196.2,174.8,152.4,150,152.4,158,151.9,178.5,NA,161.8,160.468785714286,163.499673116898,9.12463068044451,5.46208997841669,15.7904536468597,4.29400561466412,160.651537250543,2.84813586635482
"COLINKAEPERNICK","Colin Kaepernick","QB","SF",68,92.3501068376068,9,286.699907241335,315.8,309.14,301.1,272.52,304.24,293.02,300.4,285.22,294.88,293.4,279.98,288.9,274.36,299.22,NA,271.36,289.517916666667,286.699907241335,8.62276272946951,10.5482739087537,13.47670837302,4.59377656491198,280.893608223795,5.80629901753923
"CJSPILLER","C.J. Spiller","RB","BUF",69,41.4886752136752,21,161.639153128075,137.54,178.3,149.3,167.7,NA,160.42,182.4,153,166.2,177,165.5,161.5,175.5,180,NA,156.8,163.062523809524,161.639153128075,7.26411069162197,7.19190098166368,13.0466378979245,4.1672708855562,158.816544396001,2.82260873207426
"WESWELKER","Wes Welker","WR","DEN",70,81.904594017094,30,128.69515369366,162.84,121.3,127.8,113.6,NA,117.55,119.5,102.5,127,121.5,140.7,128,143.2,150.4,NA,113.9,129.950714285714,128.69515369366,6.01188162875582,17.9894195575089,16.2519093214738,5.75223711311288,128.417286081023,0.2778676126363
"ERICDECKER","Eric Decker","WR","NYJ",71,82.8315170940171,31,128.499918068118,79.92,124.5,130.8,130.7,NA,125.87,166.2,119.7,129.2,119,129.9,133,142.7,147.7,NA,138,128.949937229437,128.499918068118,5.81664600321477,6.97648952031372,18.8957449277245,4.82665661309735,128.309850521503,0.190067546615154
"JEREMYMACLIN","Jeremy Maclin","WR","PHI",72,74.9135683760684,32,128.334654093928,115.84,132.6,128.7,129.5,NA,133.09,164.4,146,115.5,110.5,133,128.5,113.2,140.2,NA,122.2,129.020015151515,128.334654093928,5.65138202902423,13.1249402576426,14.4214314914899,4.99302054330378,126.880178436095,1.45447565783275
"REGGIEWAYNE","Reggie Wayne","WR","IND",73,90.603952991453,33,128.285046949079,134.3,117.3,127.8,140.8,NA,123.97,146,111.4,117,115,119,136,138.2,143.2,NA,114.86,129.116625541126,128.285046949079,5.601774884175,8.55141944523426,12.0029753866226,4.19770842469121,125.250283369485,3.03476357959325
"JOIQUEBELL","Joique Bell","RB","DET",74,54.0065170940171,22,159.663921373011,144.58,185,158.3,164.9,NA,166.41,157.2,162.2,164.8,167,155.9,144,177.3,172.8,NA,141.9,159.118642857143,159.663921373011,5.28887893655741,6.55276335539544,12.5377756452996,4.0361577713213,155.292467560561,4.37145381245008
"MATTRYAN","Matt Ryan","QB","ATL",75,66.0012820512821,10,282.551547395472,254.86,304.98,300.04,267.68,292.48,289.922,264.76,282.4,281.32,270.4,274.54,270.5,293.62,287.48,NA,289.39,280.626833333333,282.551547395472,4.47440288360701,8.31534613265386,14.1562943052602,4.42288402835008,278.599394975252,3.95215242022027
"CHRISJOHNSON","Chris Johnson","RB","NYJ",76,62.5248931623932,23,157.969167418991,150.14,164,147.1,161.2,NA,158.75,197.8,175.9,153.7,152,150,182.5,193.3,169.4,NA,138.5,159.213095238095,157.969167418991,3.59412498253803,10.0678534072876,17.8092310457122,5.04622520712877,152.577979945184,5.39118747380707
"ZACHERTZ","Zach Ertz","TE","PHI",77,105.107264957265,11,100.696389092011,77.7,110.6,119.2,88.6,NA,105.68,106.4,97.1,104.8,108.5,85.7,109,81.9,112.1,NA,106.7,100.599142857143,100.696389092011,3.41431332829175,16.0737362090617,12.6357623477925,5.11490329896186,95.5749190995733,5.12146999243764
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",78,83.1162393162393,34,125.475309923112,104.2,137.5,134.3,130.7,NA,129.75,120,109.5,117.1,128.5,130.1,129.5,109.2,139.7,NA,130.93,125.96658008658,125.475309923112,2.79203785820799,7.52242849700792,11.1542637587606,3.98317783450667,124.937592074239,0.537717848873015
"GOLDENTATE","Golden Tate","WR","DET",79,77.4331196581197,35,125.025256815859,134.2,146.6,136.5,139.1,NA,135.15,117.4,108.5,111.9,124,128.5,109.5,112.1,139.1,NA,122.97,126.14553030303,125.025256815859,2.34198475095552,11.4279610876215,12.687178177589,4.60012352531016,121.512279689426,3.51297712643327
"SAMMYWATKINS","Sammy Watkins","WR","BUF",80,103.722222222222,36,124.849927332618,NA,118.3,121.9,111.9,NA,121.46,139.1,112.2,120.5,116,122.3,115,145.9,140.1,NA,123.34,123.382464202464,124.849927332618,2.16665526771443,12.1653451058227,11.012025361581,4.48702354370559,116.592971814587,8.25695551803101
"TONYROMO","Tony Romo","QB","DAL",81,79.5349358974359,11,279.235669052119,291.2,295.94,291.08,271.06,NA,281.15,260.54,264.16,267.4,264,266.28,295.9,275.3,287.68,NA,281.23,277.157428571429,279.235669052119,1.15852454025361,10.9018263912999,12.707195244782,4.54348339452331,277.497882241738,1.73778681038044
"MARTELLUSBENNETT","Martellus Bennett","TE","CHI",82,130.900320512821,12,97.9251590304222,119.44,104.3,98.2,103.5,NA,101.29,85.7,101.2,93.8,94.5,89.7,99,88.3,111.9,NA,103.2,99.7664761904762,97.9251590304222,0.643083266703016,9.58159727021615,9.12082115664092,3.97637889397051,92.5972129399916,5.32794609043059
"TOMBRADY","Tom Brady","QB","NE",83,66.2979700854701,12,277.963120898385,216.04,295.42,309.76,265.58,NA,285.838,287.3,267.84,274.22,290.2,277.84,294.1,264.42,292.68,NA,291.72,278.558557142857,277.963120898385,-0.114023613480185,8.16093209474523,22.422085468779,5.371523944899,272.30911756089,5.65400333749443
