"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50","points"
"ERICEBRON","TE","yahoo","Eric Ebron","DET",21,242,0,0,0,0,0,0,49,77.7,545,3.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.45
"KNILEDAVIS","RB","yahoo","Knile Davis","KC",53,243,0,0,0,86,340,3.7,15.4,19.8,113,0.6,1.2,0.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.32
"RICHARDRODGERS","TE","yahoo","Richard Rodgers","GB",22,244,0,0,0,0,0,0,41.4,60.6,474,4.8,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.13
"KAMARAIKEN","WR","yahoo","Kamar Aiken","BAL",72,245,0,0,0,0,0,0,41.6,64.5,544,3.7,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.11
"JAREDCOOK","TE","yahoo","Jared Cook","STL",23,246,0,0,0,0,0,0,48.4,75.6,567,3.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.74
"DEXTERMCCLUSTER","RB","yahoo","Dexter McCluster","TEN",54,247,0,0,0,45.8,188,1,38.8,48.9,355,1.4,1.3,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.69
"JULIUSTHOMAS","TE","yahoo","Julius Thomas","JAC",24,248,0,0,0,0,0,0,49.6,73.8,559,3.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.65
"MATTJONES","RB","yahoo","Matt Jones","WAS",55,249,0,0,0,78,287,2.6,33.8,43.3,263,1.1,0,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.48
"LANCEDUNBAR","RB","yahoo","Lance Dunbar","DAL",56,250,0,0,0,54.2,221,1.4,36.6,44.6,324,1.8,0.3,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.71
"GREGJENNINGS","WR","yahoo","Greg Jennings","MIA",73,251,0,0,0,0,0,0,39.1,58.6,544,3.3,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.83
"BRIANHARTLINE","WR","yahoo","Brian Hartline","CLE",74,252,0,0,0,0,0,0,42,76.5,570,2.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.42
"BENJAMINWATSON","TE","yahoo","Benjamin Watson","NO",25,253,0,0,0,0,0,0,41.4,64.4,472,4.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.25
"RONNIEHILLMAN","RB","yahoo","Ronnie Hillman","DEN",57,254,0,0,0,90.3,371,3,16.2,20.3,141,0.7,0,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.79
"TAVONAUSTIN","WR","yahoo","Tavon Austin","STL",75,255,0,0,0,21.3,160,0.4,32.3,52,340,1.5,1.7,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.56
"LEONARDHANKERSON","WR","yahoo","Leonard Hankerson","ATL",76,256,0,0,0,0,0,0,40.7,61.5,522,3.3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.5
"ANDREROBERTS","WR","yahoo","Andre Roberts","WAS",77,257,0,0,0,1.9,12.3,0,39.2,64.9,483,2.5,1,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.35
"DWAYNEBOWE","WR","yahoo","Dwayne Bowe","CLE",78,258,0,0,0,0,0,0,44.3,81,558,2.6,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.08
"JACOBTAMME","TE","yahoo","Jacob Tamme","ATL",26,259,0,0,0,0,0,0,45,67.1,492,3.5,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.72
"DANNYAMENDOLA","WR","yahoo","Danny Amendola","NE",79,260,0,0,0,0,0,0,49.7,68.7,499,3.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.53
"DWAYNEALLEN","TE","yahoo","Dwayne Allen","IND",27,261,0,0,0,0,0,0,38.2,57.5,419,4.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.26
"CECILSHORTS","WR","yahoo","Cecil Shorts III","HOU",80,262,0,0,0,2.3,15.1,0,37.9,66.8,483,2.8,0.4,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.59
"ANDREWHAWKINS","WR","yahoo","Andrew Hawkins","CLE",81,263,0,0,0,6.8,44.9,0.2,50.4,81,517,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.97
"DANIELHERRON","RB","yahoo","Daniel Herron","IND",58,264,0,0,0,62.3,258,1.6,28.6,34.5,239,1.3,0.3,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.73
"DENARDROBINSON","RB","yahoo","Denard Robinson","JAC",59,265,0,0,0,74.1,304,1.6,29,35.6,200,0.8,0.4,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.72
"BILALPOWELL","RB","yahoo","Bilal Powell","NYJ",60,266,0,0,0,56.5,230,1.3,35.5,45.8,282,1.1,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.53
"ROBERTWOODS","WR","yahoo","Robert Woods","BUF",82,267,0,0,0,0,0,0,36.7,65.8,479,2.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.32
"JEFFCUMBERLAND","TE","yahoo","Jeff Cumberland","NYJ",28,268,0,0,0,0,0,0,37,56,447,3.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.54
"DORIALGREENBECKHAM","WR","yahoo","Dorial Green-Beckham","TEN",83,269,0,0,0,0,0,0,29.4,51.2,415,3.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.63
"OAKLANDRAIDERS","DST","yahoo","Oakland Raiders","OAK",32,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,0.2,8.7,4.6,0.5,2.3,NA,NA,NA,NA,NA,59.6
"FREDJACKSON","RB","yahoo","Fred Jackson","BUF",61,271,0,0,0,71.4,308,2.4,13.2,16.5,106,0.7,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.49
"LADARIUSGREEN","TE","yahoo","Ladarius Green","SD",29,272,0,0,0,0,0,0,33,48.3,409,2.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.06
"MAXXWILLIAMS","TE","yahoo","Maxx Williams","BAL",30,273,0,0,0,0,0,0,33.6,49.4,393,3.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.85
"TEDGINN","WR","yahoo","Ted Ginn Jr.","CAR",84,274,0,0,0,4.5,29.9,0.1,24.1,43,347,2.1,1.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.82
"TERRANCEWEST","RB","yahoo","Terrance West","CLE",62,275,0,0,0,80.5,344,2.8,7,9,56.4,0.2,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.58
"LOUISMURPHY","WR","yahoo","Louis Murphy","TB",85,276,0,0,0,0,0,0,28.5,52.2,415,2.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.57
"JOSHHILL","TE","yahoo","Josh Hill","NO",31,277,0,0,0,0,0,0,31.1,46.8,331,3.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.31
"JERICKMCKINNON","RB","yahoo","Jerick McKinnon","MIN",63,278,0,0,0,59,273,1.3,23,29.1,176,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.62
"DEANTHONYTHOMAS","RB","yahoo","De'Anthony Thomas","KC",64,279,0,0,0,15,89.8,0.4,28.8,44.6,218,1.9,2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.57
"HARRYDOUGLAS","WR","yahoo","Harry Douglas","TEN",86,280,0,0,0,0,0,0,33.4,53.8,411,2.3,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.94
"BENNYCUNNINGHAM","RB","yahoo","Benny Cunningham","STL",65,281,0,0,0,29.8,126,0.7,36.1,44,295,1.1,0.4,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.41
"MARQISELEE","WR","yahoo","Marqise Lee","JAC",87,282,0,0,0,0,0,0,34.8,56.9,406,2.3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2
"MYCHALRIVERA","TE","yahoo","Mychal Rivera","OAK",32,283,0,0,0,0,0,0,36,54.4,414,2.3,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.07
"DEANGELOWILLIAMS","RB","yahoo","DeAngelo Williams","PIT",66,284,0,0,0,83.3,383,1.3,7.8,9.9,63.7,0.3,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.63
"DAVIDCOBB","RB","yahoo","David Cobb","TEN",67,285,0,0,0,83.9,352,2.6,3.9,4.9,30.8,0.1,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.46
"CHRISJOHNSON","RB","yahoo","Chris Johnson","ARZ",68,286,0,0,0,73.3,314,1.5,13.1,16.5,106,0.5,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.27
"JAMESSTARKS","RB","yahoo","James Starks","GB",69,287,0,0,0,65.5,287,1.4,15.5,20.2,123,0.8,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.13
"MOHAMEDSANU","WR","yahoo","Mohamed Sanu","CIN",88,288,0,0,0,9.3,61.1,0.2,28.3,47.5,314,2.4,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.07
"MIKETOLBERT","RB","yahoo","Mike Tolbert","CAR",70,289,0,0,0,45.3,172,2.2,22.1,28.7,161,1.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8
"HAKEEMNICKS","WR","yahoo","Hakeem Nicks","TEN",89,290,0,0,0,0,0,0,27.7,46.5,378,2.4,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.11
"CHRISCONLEY","WR","yahoo","Chris Conley","KC",90,291,0,0,0,0,0,0,31,49.2,378,2.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.69
"JERRICHOCOTCHERY","WR","yahoo","Jerricho Cotchery","CAR",91,292,0,0,0,0,0,0,29.6,47.8,382,2.1,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.65
"DAMIENWILLIAMS","RB","yahoo","Damien Williams","MIA",71,293,0,0,0,64.6,252,1.9,13.1,16.4,105,0.5,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.89
"RODSTREATER","WR","yahoo","Rod Streater","OAK",92,294,0,0,0,0,0,0,29.4,48.9,398,1.7,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4
"JARIUSWRIGHT","WR","yahoo","Jarius Wright","MIN",93,295,0,0,0,3.9,26,0.1,26.8,43.7,351,1.8,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.12
"JAELENSTRONG","WR","yahoo","Jaelen Strong","HOU",94,296,0,0,0,0,0,0,28,46.6,363,1.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.68
"TAYLORGABRIEL","WR","yahoo","Taylor Gabriel","CLE",95,297,0,0,0,2.3,15,0.1,25.1,45,347,1.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.99
"KARLOSWILLIAMS","RB","yahoo","Karlos Williams","BUF",72,298,0,0,0,62.3,249,2,10.1,13.2,78.8,0.3,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.72
"DONTEMONCRIEF","WR","yahoo","Donte Moncrief","IND",96,299,0,0,0,3.9,25.7,0.1,21.3,34.5,293,2.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.56
"RILEYCOOPER","WR","yahoo","Riley Cooper","PHI",97,300,0,0,0,0,0,0,21.7,36.4,312,2.4,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.54
"LANCEKENDRICKS","TE","yahoo","Lance Kendricks","STL",33,301,0,0,0,0,0,0,28.8,42.5,310,2.3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4
"BRENTCELEK","TE","yahoo","Brent Celek","PHI",34,302,0,0,0,0,0,0,25,37.3,276,2.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.94
"JEFFJANIS","WR","yahoo","Jeff Janis","GB",98,303,0,0,0,0,0,0,18.8,30.3,298,2.4,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.86
"KEVINWHITE","WR","yahoo","Kevin White","CHI",99,304,0,0,0,0,0,0,22.3,38.8,312,2.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.58
"CAMERONARTISPAYNE","RB","yahoo","Cameron Artis-Payne","CAR",73,305,0,0,0,67.9,284,1.7,5.7,7.2,46,0.2,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.35
"ALBERTWILSON","WR","yahoo","Albert Wilson","KC",100,306,0,0,0,0,0,0,28.3,44.9,330,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3
"CROCKETTGILLMORE","TE","yahoo","Crockett Gillmore","BAL",35,307,0,0,0,0,0,0,24.2,34.6,276,2.4,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8
"ANDREHOLMES","WR","yahoo","Andre Holmes","OAK",101,308,0,0,0,0,0,0,22.3,38.1,325,1.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.57
"KHIRYROBINSON","RB","yahoo","Khiry Robinson","NO",74,309,0,0,0,48.9,212,1.8,9.6,11.7,78,0.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.53
"REGGIEWAYNE","WR","yahoo","Reggie Wayne","NE",102,310,0,0,0,0,0,0,25.2,37.9,311,1.7,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.97
"CORDARRELLEPATTERSON","WR","yahoo","Cordarrelle Patterson","MIN",103,311,0,0,0,7.9,52,0.2,17.6,29.1,212,1.3,0.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4
"GARRETTGRAHAM","TE","yahoo","Garrett Graham","HOU",36,312,0,0,0,0,0,0,26.4,40.3,290,1.8,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.67
"ROBHOUSLER","TE","yahoo","Rob Housler","CLE",37,313,0,0,0,0,0,0,26,40.5,302,1.6,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.27
"THEORIDDICK","RB","yahoo","Theo Riddick","DET",75,314,0,0,0,16,62.1,0.3,27.7,36.1,237,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.91
"GAVINESCOBAR","TE","yahoo","Gavin Escobar","DAL",38,315,0,0,0,0,0,0,16.6,24.8,202,3.1,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.83
"CLIVEWALFORD","TE","yahoo","Clive Walford","OAK",39,316,0,0,0,0,0,0,25,38.1,294,1.6,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.57
"BRANDENOLIVER","RB","yahoo","Branden Oliver","SD",76,317,0,0,0,52.1,213,1.3,8.6,10.6,71.6,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.82
"JAVORIUSALLEN","RB","yahoo","Javorius Allen","BAL",77,318,0,0,0,41.1,177,1.2,12.9,16.3,102,0.5,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.55
"MARQUESSWILSON","WR","yahoo","Marquess Wilson","CHI",104,319,0,0,0,0,0,0,21.6,36,267,1.7,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.58
"DEVINHESTER","WR","yahoo","Devin Hester","ATL",105,320,0,0,0,7.7,50.6,0.2,11,16.8,146,0.9,1.7,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.15
"QUINTONPATTON","WR","yahoo","Quinton Patton","SF",106,321,0,0,0,2.1,13.8,0,20.6,32.9,278,1.2,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.12
"COREYFULLER","WR","yahoo","Corey Fuller","DET",107,322,0,0,0,4,26.4,0.1,16.5,27.8,248,1.4,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.93
"JUSTINHARDY","WR","yahoo","Justin Hardy","ATL",108,323,0,0,0,0,0,0,22.5,33.6,271,1.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.92
"MARCEDESLEWIS","TE","yahoo","Marcedes Lewis","JAC",40,324,0,0,0,0,0,0,22.4,35.4,254,1.8,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9
"MONTEEBALL","RB","yahoo","Montee Ball","DEN",78,325,0,0,0,45.1,189,2.1,4.7,5.8,37.9,0.2,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.53
"MARLONBROWN","WR","yahoo","Marlon Brown","BAL",109,326,0,0,0,0,0,0,19.7,30.6,246,1.8,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.23
"JACQUIZZRODGERS","RB","yahoo","Jacquizz Rodgers","CHI",79,327,0,0,0,42.3,168,0.8,13.3,16.6,111,0.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2
"QUINCYENUNWA","WR","yahoo","Quincy Enunwa","NYJ",110,328,0,0,0,0,0,0,21.1,34.8,263,1.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.15
"JAMISONCROWDER","WR","yahoo","Jamison Crowder","WAS",111,329,0,0,0,0,0,0,24,37.9,282,1.2,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9
"JONATHANGRIMES","RB","yahoo","Jonathan Grimes","HOU",80,330,0,0,0,50.4,196,0.9,10,12.5,81.4,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4
"DARRENFELLS","TE","yahoo","Darren Fells","ARZ",41,331,0,0,0,0,0,0,19.8,27.4,226,1.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.14
"RASHADGREENE","WR","yahoo","Rashad Greene","JAC",112,332,0,0,0,0,0,0,18,29.3,221,1,0.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.64
"JEREMYLANGFORD","RB","yahoo","Jeremy Langford","CHI",81,333,0,0,0,57.7,232,1.3,2.2,2.8,17.8,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.19
"DIONSIMS","TE","yahoo","Dion Sims","MIA",42,334,0,0,0,0,0,0,20.1,30.1,218,1.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.13
"STEDMANBAILEY","WR","yahoo","Stedman Bailey","STL",113,335,0,0,0,0,0,0,19.3,30.7,249,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.16
"ANDREWQUARLESS","TE","yahoo","Andrew Quarless","GB",43,336,0,0,0,0,0,0,17.1,25.2,188,2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.98
"VIRGILGREEN","TE","yahoo","Virgil Green","DEN",44,337,0,0,0,0,0,0,20.6,29,190,2,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.88
"TOBYGERHART","RB","yahoo","Toby Gerhart","JAC",82,338,0,0,0,27.9,114,0.6,16.4,20.3,128,0.6,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.63
"JOSHROBINSON","RB","yahoo","Josh Robinson","IND",83,339,0,0,0,35,146,1,9.4,11.5,78.1,0.5,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.46
"JERMAINEGRESHAM","TE","yahoo","Jermaine Gresham","ARZ",45,340,0,0,0,0,0,0,20.1,27.4,210,1.6,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.95
"CHRISMATTHEWS","WR","yahoo","Chris Matthews","SEA",114,341,0,0,0,0,0,0,13.6,22.7,199,1.7,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.91
"DRIARCHER","WR","yahoo","Dri Archer","PIT",115,342,0,0,0,16,62.3,0.2,20.6,26.1,173,0.8,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.59
"MATTASIATA","RB","yahoo","Matt Asiata","MIN",84,343,0,0,0,19.7,78.8,1,15.4,19.4,115,0.6,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.26
"JOSHMORGAN","WR","yahoo","Josh Morgan","NO",116,344,0,0,0,0,0,0,15.6,23.4,220,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.85
"BOBBYRAINEY","RB","yahoo","Bobby Rainey","TB",85,345,0,0,0,34,133,1.1,8.3,10.4,68.1,0.2,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3
"JEROMESIMPSON","WR","yahoo","Jerome Simpson","SF",117,346,0,0,0,0,0,0,15.8,26.7,219,0.9,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.16
"EJMANUEL","QB","yahoo","EJ Manuel","BUF",36,347,389,2.4,1.7,7.3,22,0.2,0,0,0,0,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.45
"JOSHHUFF","WR","yahoo","Josh Huff","PHI",118,348,0,0,0,0,0,0,12.8,20.8,156,1,0.8,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.22
"DANIELFELLS","TE","yahoo","Daniel Fells","NYG",46,349,0,0,0,0,0,0,15.2,23.2,171,1.5,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56
"STEVANRIDLEY","RB","yahoo","Stevan Ridley","NYJ",86,350,0,0,0,44.8,186,1,1.2,1.6,9.7,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.43
"PRESTONPARKER","WR","yahoo","Preston Parker","NYG",119,351,0,0,0,0,0,0,15.1,23.8,179,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.32
"JEREMYKERLEY","WR","yahoo","Jeremy Kerley","NYJ",120,352,0,0,0,2.5,16.2,0,13.4,20,156,0.7,0.6,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.12
"MARCELREECE","RB","yahoo","Marcel Reece","OAK",87,353,0,0,0,11.1,35.4,0.4,15.2,21.7,151,0.7,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.63
"SAMMIECOATES","WR","yahoo","Sammie Coates","PIT",121,354,0,0,0,0,0,0,11.9,20.4,172,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.34
"BRANDONBOLDEN","RB","yahoo","Brandon Bolden","NE",88,355,0,0,0,23.9,103,1.2,6.8,8.8,53.5,0.3,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.23
"JARONBROWN","WR","yahoo","Jaron Brown","ARZ",122,356,0,0,0,0,0,0,13.6,21.9,171,1.2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.22
"SEANTAVIUSJONES","WR","yahoo","Seantavius Jones","NO",123,357,0,0,0,0,0,0,11.6,17.6,179,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.86
"EDDICKSON","TE","yahoo","Ed Dickson","CAR",47,358,0,0,0,0,0,0,14.7,23.9,177,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.75
"KYLEJUSZCZYK","RB","yahoo","Kyle Juszczyk","BAL",89,359,0,0,0,0,0,0,20,26.1,171,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.39
"JUSTINHUNTER","WR","yahoo","Justin Hunter","TEN",124,360,0,0,0,0,0,0,11.3,19.6,170,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.32
"DEREKCARRIER","TE","yahoo","Derek Carrier","WAS",48,361,0,0,0,0,0,0,14.7,21.6,169,1.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2
"SCOTTCHANDLER","TE","yahoo","Scott Chandler","NE",49,362,0,0,0,0,0,0,12.8,18.6,149,1.3,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.78
"JACKDOYLE","TE","yahoo","Jack Doyle","IND",50,363,0,0,0,0,0,0,11.7,17.3,131,1.5,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.14
"MICHAELCAMPANARO","WR","yahoo","Michael Campanaro","BAL",125,364,0,0,0,4.2,27.9,0.1,8.7,13.7,116,0.7,0.3,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05
"CJFIEDOROWICZ","TE","yahoo","C.J. Fiedorowicz","HOU",51,365,0,0,0,0,0,0,13.7,20.2,155,0.9,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.01
"BOOBIEDIXON","RB","yahoo","Boobie Dixon","BUF",90,366,0,0,0,28.2,108,1.1,3.4,4.4,26.2,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7
"ZACSTACY","RB","yahoo","Zac Stacy","NYJ",91,367,0,0,0,32,127,0.9,2.8,3.5,22.3,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.66
