"name","pos","sourceName","name_yahoo","team_yahoo","positionRank","overallRank","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recTgt","recYds","recTds","returnTds","twoPts","fumbles","dstSack","dstSafety","dstInt","dstFumlRec","dstBlk","dstTd","fg","fg2029","fg3039","fg4049","fg50","points"
"GOLDENTATE","WR","yahoo","Golden Tate","DET",27,119,0,0,0,4,26.4,0.1,81.4,122,1013,4.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.11
"DOUGMARTIN","RB","yahoo","Doug Martin","TB",34,120,0,0,0,219,856,4.4,20.6,26.1,165,0.5,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.08
"BRANDONMCMANUS","K","yahoo","Brandon McManus","DEN",22,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,7,6.7,6.4,1.6,129.98
"PHILADELPHIAEAGLES","DST","yahoo","Philadelphia Eagles","PHI",6,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,0.5,16.4,10.6,0.5,4.4,NA,NA,NA,NA,NA,128.45
"KYLEBRINDZA","K","yahoo","Kyle Brindza","TB",23,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,3.8,8.3,7.9,5.6,127.81
"NICKFOLK","K","yahoo","Nick Folk","NYJ",24,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,8.8,7.3,8.5,2.7,127.66
"GIOVANIBERNARD","RB","yahoo","Giovani Bernard","CIN",35,125,0,0,0,125,509,4.1,56.6,71.3,442,1.4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.63
"JOHNBROWN","WR","yahoo","John Brown","ARZ",28,126,0,0,0,3.9,25.5,0.1,66.4,110,936,5.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.62
"MIKENUGENT","K","yahoo","Mike Nugent","CIN",25,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,5.3,8.4,8.9,2,126.52
"CAIROSANTOS","K","yahoo","Cairo Santos","KC",26,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,7.2,9.7,7.9,1.6,126.37
"BALTIMORERAVENS","DST","yahoo","Baltimore Ravens","BAL",7,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0.1,11.9,10.8,0.8,2,NA,NA,NA,NA,NA,125.23
"ARIZONACARDINALS","DST","yahoo","Arizona Cardinals","ARZ",8,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,0.5,14.2,7.6,0.8,3.7,NA,NA,NA,NA,NA,124.14
"DANCARPENTER","K","yahoo","Dan Carpenter","BUF",27,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,7.6,8.6,6.8,3.2,123.96
"KAIFORBATH","K","yahoo","Kai Forbath","WAS",28,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,7.2,8.1,9.2,1.4,123.35
"MICHAELFLOYD","WR","yahoo","Michael Floyd","ARZ",29,133,0,0,0,0,0,0,62.4,104,886,6,0,0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.22
"ROBBIEGOULD","K","yahoo","Robbie Gould","CHI",29,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,10,6.8,7.6,1.9,123.16
"JASONMYERS","K","yahoo","Jason Myers","JAC",30,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,3.9,10,8.8,3.3,123.06
"JIMMYGRAHAM","TE","yahoo","Jimmy Graham","SEA",2,136,0,0,0,0,0,0,61.9,99.1,738,8.3,0,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.49
"SAMMYWATKINS","WR","yahoo","Sammy Watkins","BUF",30,137,0,0,0,4.7,31,0.1,64.5,118,873,5.3,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.05
"LARRYFITZGERALD","WR","yahoo","Larry Fitzgerald","ARZ",31,138,0,0,0,0,0,0,69.5,110,874,5.9,0,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.92
"ERICDECKER","WR","yahoo","Eric Decker","NYJ",32,139,0,0,0,0,0,0,72.2,112,946,4.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.87
"TORREYSMITH","WR","yahoo","Torrey Smith","SF",33,140,0,0,0,0,0,0,58.2,100,964,4.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.63
"RUEBENRANDLE","WR","yahoo","Rueben Randle","NYG",34,141,0,0,0,0,0,0,62,100,897,5.3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.44
"NELSONAGHOLOR","WR","yahoo","Nelson Agholor","PHI",35,142,0,0,0,0,0,0,63.9,104,860,5.9,0,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.07
"RYANSUCCOP","K","yahoo","Ryan Succop","TEN",31,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,7.5,9.6,7.3,1.7,120.93
"CHARLESJOHNSON","WR","yahoo","Charles Johnson","MIN",36,144,0,0,0,0,0,0,60.8,102,890,5.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.68
"STEVESMITH","WR","yahoo","Steve Smith Sr.","BAL",37,145,0,0,0,0,0,0,68.4,105,910,5.1,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.14
"MARQUESCOLSTON","WR","yahoo","Marques Colston","NO",38,146,0,0,0,0,0,0,57.5,87.8,864,5.7,0,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.9
"CAROLINAPANTHERS","DST","yahoo","Carolina Panthers","CAR",9,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,0.1,15.1,12.5,0.1,3.6,NA,NA,NA,NA,NA,119.27
"NEWYORKJETS","DST","yahoo","New York Jets","NYJ",10,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,0.5,13.8,9.8,0.1,3,NA,NA,NA,NA,NA,118.56
"PIERREGARCON","WR","yahoo","Pierre Garcon","WAS",39,149,0,0,0,0,0,0,71.2,114,906,4.4,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.61
"TRAVISCOONS","K","yahoo","Travis Coons","CLE",32,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1,7.1,9.1,6.3,3,116.21
"TRAVISKELCE","TE","yahoo","Travis Kelce","KC",3,151,0,0,0,0,0,0,76.6,109,830,5.8,0,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.14
"GREGOLSEN","TE","yahoo","Greg Olsen","CAR",4,152,0,0,0,0,0,0,70.3,105,857,5.1,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.84
"ANQUANBOLDIN","WR","yahoo","Anquan Boldin","SF",40,153,0,0,0,0,0,0,77.1,114,946,3.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.77
"DENVERBRONCOS","DST","yahoo","Denver Broncos","DEN",11,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.9,0.1,14.3,6.5,0.1,4.2,NA,NA,NA,NA,NA,115.4
"DEVINFUNCHESS","WR","yahoo","Devin Funchess","CAR",41,155,0,0,0,0,0,0,61.9,105,785,6.2,0,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.13
"CLEVELANDBROWNS","DST","yahoo","Cleveland Browns","CLE",12,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,0.1,14.5,7.2,0.5,4.6,NA,NA,NA,NA,NA,114.5
"GREENBAYPACKERS","DST","yahoo","Green Bay Packers","GB",13,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,0.1,13.8,9.3,0.2,2.5,NA,NA,NA,NA,NA,114.44
"BISHOPSANKEY","RB","yahoo","Bishop Sankey","TEN",36,158,0,0,0,172,721,4.5,19.5,24.4,145,0.5,0,0.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.43
"MIAMIDOLPHINS","DST","yahoo","Miami Dolphins","MIA",14,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,0.5,13.3,11.2,0.1,3.3,NA,NA,NA,NA,NA,112.81
"SANFRANCISCO49ERS","DST","yahoo","San Francisco 49ers","SF",15,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,0.5,13.9,8,0.1,3.4,NA,NA,NA,NA,NA,112.29
"MARTELLUSBENNETT","TE","yahoo","Martellus Bennett","CHI",5,161,0,0,0,0,0,0,73.3,111,793,5.5,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.12
"DANNYWOODHEAD","RB","yahoo","Danny Woodhead","SD",37,162,0,0,0,76.2,330,1.3,56.1,70,527,3.3,0,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.88
"DARRENMCFADDEN","RB","yahoo","Darren McFadden","DAL",38,163,0,0,0,158,619,5.3,16.4,19.8,142,0.9,0,0.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.73
"DUKEJOHNSON","RB","yahoo","Duke Johnson Jr.","CLE",39,164,0,0,0,113,511,3.1,43.7,54,359,1.2,0,0.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.97
"MIKEWALLACE","WR","yahoo","Mike Wallace","MIN",42,165,0,0,0,0,0,0,54.7,92.2,827,4.8,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.46
"INDIANAPOLISCOLTS","DST","yahoo","Indianapolis Colts","IND",16,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1,1,15.2,11.2,0.1,1.3,NA,NA,NA,NA,NA,110.2
"JASONWITTEN","TE","yahoo","Jason Witten","DAL",6,167,0,0,0,0,0,0,61.9,89.1,720,6.3,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.62
"DEVANTEPARKER","WR","yahoo","DeVante Parker","MIA",43,168,0,0,0,0,0,0,57.3,89.3,795,5.1,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.48
"DOUGBALDWIN","WR","yahoo","Doug Baldwin","SEA",44,169,0,0,0,2.2,14.7,0,59.5,84.6,798,4.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.37
"TAMPABAYBUCCANEERS","DST","yahoo","Tampa Bay Buccaneers","TB",17,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,0.5,14.7,11.3,0.1,3.5,NA,NA,NA,NA,NA,108.69
"RODDYWHITE","WR","yahoo","Roddy White","ATL",45,171,0,0,0,0,0,0,63.7,95.1,801,5,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.48
"SHANEVEREEN","RB","yahoo","Shane Vereen","NYG",40,172,0,0,0,83.5,350,2.7,48,63.9,441,2.2,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.32
"DETROITLIONS","DST","yahoo","Detroit Lions","DET",18,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,0.5,13.8,6,0.2,2.9,NA,NA,NA,NA,NA,107.38
"KENDALLWRIGHT","WR","yahoo","Kendall Wright","TEN",46,174,0,0,0,3.8,25.2,0.1,75,112,820,3.8,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.77
"CINCINNATIBENGALS","DST","yahoo","Cincinnati Bengals","CIN",19,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.1,14.2,7.3,0.1,3.7,NA,NA,NA,NA,NA,106.77
"MINNESOTAVIKINGS","DST","yahoo","Minnesota Vikings","MIN",20,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,0.1,14.6,6.5,0.1,3,NA,NA,NA,NA,NA,105.74
"TERRANCEWILLIAMS","WR","yahoo","Terrance Williams","DAL",47,177,0,0,0,0,0,0,43,69.3,711,5.8,0,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.67
"NEWYORKGIANTS","DST","yahoo","New York Giants","NYG",21,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1,0.1,14,9.3,0.1,2.3,NA,NA,NA,NA,NA,104.87
"BRIANQUICK","WR","yahoo","Brian Quick","STL",48,179,0,0,0,0,0,0,54.3,89.8,771,4.6,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.15
"MALCOMFLOYD","WR","yahoo","Malcom Floyd","SD",49,180,0,0,0,0,0,0,43.2,70,743,4.9,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.04
"EDDIEROYAL","WR","yahoo","Eddie Royal","CHI",50,181,0,0,0,0,0,0,65.2,103,780,4.2,0.2,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.88
"JACKSONVILLEJAGUARS","DST","yahoo","Jacksonville Jaguars","JAC",22,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,1.5,9.4,12.3,0.1,2.6,NA,NA,NA,NA,NA,102.87
"KANSASCITYCHIEFS","DST","yahoo","Kansas City Chiefs","KC",23,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,0.1,6.2,5.8,0.1,3.1,NA,NA,NA,NA,NA,102.71
"STEVEJOHNSON","WR","yahoo","Stevie Johnson","SD",51,184,0,0,0,0,0,0,55.1,85.9,735,4.8,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.93
"BRESHADPERRIMAN","WR","yahoo","Breshad Perriman","BAL",52,185,0,0,0,0,0,0,50,86.6,693,5.1,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.31
"NEWORLEANSSAINTS","DST","yahoo","New Orleans Saints","NO",24,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,0.1,13.8,9.5,0.1,1.5,NA,NA,NA,NA,NA,98.94
"CODYLATIMER","WR","yahoo","Cody Latimer","DEN",53,187,0,0,0,0,0,0,51.5,81.3,686,5,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.29
"PITTSBURGHSTEELERS","DST","yahoo","Pittsburgh Steelers","PIT",25,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,0.5,9.8,7.2,0.1,4,NA,NA,NA,NA,NA,98.17
"MICHAELCRABTREE","WR","yahoo","Michael Crabtree","OAK",54,189,0,0,0,0,0,0,64.8,103,764,3.6,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98
"ZACHERTZ","TE","yahoo","Zach Ertz","PHI",7,190,0,0,0,0,0,0,51.1,76.9,641,5.5,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.83
"DELANIEWALKER","TE","yahoo","Delanie Walker","TEN",8,191,0,0,0,0,0,0,63.4,97.8,720,4.3,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.41
"DALLASCOWBOYS","DST","yahoo","Dallas Cowboys","DAL",26,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,0.1,13.5,11.3,0.1,2.8,NA,NA,NA,NA,NA,96.19
"LARRYDONNELL","TE","yahoo","Larry Donnell","NYG",9,193,0,0,0,0,0,0,54,82,639,5.6,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.11
"GENOSMITH","QB","yahoo","Geno Smith","NYJ",33,194,1450,8.1,6.5,21.2,106,0.8,0,0,0,0,0,0.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96
"ATLANTAFALCONS","DST","yahoo","Atlanta Falcons","ATL",27,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,0.1,16.5,9,0.8,2.4,NA,NA,NA,NA,NA,95.63
"BRANDONCOLEMAN","WR","yahoo","Brandon Coleman","NO",55,196,0,0,0,0,0,0,41,64.4,670,4.8,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.28
"MARTAVISBRYANT","WR","yahoo","Martavis Bryant","PIT",56,197,0,0,0,3,19.7,0,41.2,67.8,623,5.2,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.17
"RYANMATHEWS","RB","yahoo","Ryan Mathews","PHI",41,198,0,0,0,139,630,3.6,12.2,15.6,97.1,0.5,0.1,0.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.1
"MARKUSWHEATON","WR","yahoo","Markus Wheaton","PIT",57,199,0,0,0,4.5,29.6,0.1,50.6,81.1,696,3.5,0.2,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.82
"BRANDONLAFELL","WR","yahoo","Brandon LaFell","NE",58,200,0,0,0,0,0,0,52.8,76.6,673,4.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.74
"JORDANCAMERON","TE","yahoo","Jordan Cameron","MIA",10,201,0,0,0,0,0,0,51.4,76.6,630,5.3,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.29
"VICTORCRUZ","WR","yahoo","Victor Cruz","NYG",59,202,0,0,0,0,0,0,52.8,81.5,710,3.9,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.21
"HEATHMILLER","TE","yahoo","Heath Miller","PIT",11,203,0,0,0,0,0,0,59.7,82.5,668,4.7,0,0.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.83
"CHICAGOBEARS","DST","yahoo","Chicago Bears","CHI",28,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,0.1,13,8.3,0.1,3.3,NA,NA,NA,NA,NA,91.49
"CHARLESSIMS","RB","yahoo","Charles Sims","TB",42,205,0,0,0,94.4,364,2.2,46,57.4,378,1,0,0.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.83
"DAVIDJOHNSON","RB","yahoo","David Johnson","ARZ",43,206,0,0,0,96.4,392,3.2,31.6,38.4,254,1.2,0,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.26
"TYMONTGOMERY","WR","yahoo","Ty Montgomery","GB",60,207,0,0,0,6.1,40.5,0.1,40,60.6,543,3.9,1.1,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.87
"KENNYBRITT","WR","yahoo","Kenny Britt","STL",61,208,0,0,0,0,0,0,44.3,75.6,658,3.7,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5
"ROBERTGRIFFIN","QB","yahoo","Robert Griffin III","WAS",34,209,1248,6.5,4.2,25.4,156,0.9,0,0,0,0,0,0.2,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.18
"OWENDANIELS","TE","yahoo","Owen Daniels","DEN",12,210,0,0,0,0,0,0,50.1,75.5,563,5.1,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.08
"JONASGRAY","RB","yahoo","Jonas Gray","NE",44,211,0,0,0,114,493,5.4,5.1,6.6,40.3,0.2,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.84
"SANDIEGOCHARGERS","DST","yahoo","San Diego Chargers","SD",29,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0.1,9.7,9,0.1,1.9,NA,NA,NA,NA,NA,86.66
"TYLEREIFERT","TE","yahoo","Tyler Eifert","CIN",13,213,0,0,0,0,0,0,53.9,76,627,4,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.54
"NATEWASHINGTON","WR","yahoo","Nate Washington","HOU",62,214,0,0,0,0,0,0,45.4,76.8,687,3,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.53
"TENNESSEETITANS","DST","yahoo","Tennessee Titans","TEN",30,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,0.1,12.8,6.4,0.1,3.4,NA,NA,NA,NA,NA,85.62
"RYANMALLETT","QB","yahoo","Ryan Mallett","HOU",35,216,1475,7.2,6.3,11.3,33.8,0.3,0,0,0,0,0,0.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.58
"ALLENHURNS","WR","yahoo","Allen Hurns","JAC",63,217,0,0,0,3.7,24.6,0.1,47.4,78.2,631,3.1,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.53
"ALFREDBLUE","RB","yahoo","Alfred Blue","HOU",45,218,0,0,0,136,531,2.8,15,18.9,123,0.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.13
"PERCYHARVIN","WR","yahoo","Percy Harvin","BUF",64,219,0,0,0,18.8,122,0.4,46.7,74.6,510,2.7,0.4,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.05
"REGGIEBUSH","RB","yahoo","Reggie Bush","SF",46,220,0,0,0,71,308,1.4,39.7,52.5,338,1.2,0.9,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.02
"JORDANREED","TE","yahoo","Jordan Reed","WAS",14,221,0,0,0,0,0,0,58.4,86.6,606,4,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.91
"LORENZOTALIAFERRO","RB","yahoo","Lorenzo Taliaferro","BAL",47,222,0,0,0,112,460,3.8,15.3,19.4,122,0.6,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.85
"JERMAINEKEARSE","WR","yahoo","Jermaine Kearse","SEA",65,223,0,0,0,0,0,0,38.6,59.9,571,4.5,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.77
"COREYBROWN","WR","yahoo","Corey Brown","CAR",66,224,0,0,0,9.1,59.8,0.2,39,66.9,574,3.3,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.57
"ROYHELU","RB","yahoo","Roy Helu Jr.","OAK",48,225,0,0,0,77.5,320,2,43.4,54.4,340,1.2,0,0.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.67
"DARRENSPROLES","RB","yahoo","Darren Sproles","PHI",49,226,0,0,0,51,235,1.6,43.8,57.1,356,1.5,1,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.42
"ANDREWILLIAMS","RB","yahoo","Andre Williams","NYG",50,227,0,0,0,125,510,3.7,8.8,11.6,69.6,0.4,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.75
"TYLERLOCKETT","WR","yahoo","Tyler Lockett","SEA",67,228,0,0,0,2.2,14.7,0,36,55.7,513,3.3,1.6,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.69
"COLEBEASLEY","WR","yahoo","Cole Beasley","DAL",68,229,0,0,0,0,0,0,47.4,74.3,566,3.8,0.4,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.42
"DIONLEWIS","RB","yahoo","Dion Lewis","NE",51,230,0,0,0,56,242,1.7,44.9,58.6,364,2,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.38
"KYLERUDOLPH","TE","yahoo","Kyle Rudolph","MIN",15,231,0,0,0,0,0,0,50.6,72.8,561,4.2,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.26
"AUSTINSEFERIANJENKINS","TE","yahoo","Austin Seferian-Jenkins","TB",16,232,0,0,0,0,0,0,48.4,73.1,591,3.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.94
"PHILLIPDORSETT","WR","yahoo","Phillip Dorsett","IND",69,233,0,0,0,3.9,25.7,0.1,40.5,63.3,494,3.7,0.9,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.65
"COBYFLEENER","TE","yahoo","Coby Fleener","IND",17,234,0,0,0,0,0,0,39.4,63.3,475,5.3,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.52
"KENNYSTILLS","WR","yahoo","Kenny Stills","MIA",70,235,0,0,0,4,26.6,0.1,41.4,62.9,600,2.8,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.34
"TREMASON","RB","yahoo","Tre Mason","STL",52,236,0,0,0,118,519,2.4,15.9,20.3,120,0.3,0,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.04
"ANTONIOGATES","TE","yahoo","Antonio Gates","SD",18,237,0,0,0,0,0,0,42.4,63.2,514,4.6,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.75
"VERNONDAVIS","TE","yahoo","Vernon Davis","SF",19,238,0,0,0,0,0,0,44.8,71.6,583,3.5,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6
"CHARLESCLAY","TE","yahoo","Charles Clay","BUF",20,239,0,0,0,0,0,0,50.2,79,547,3.9,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.75
"MARVINJONES","WR","yahoo","Marvin Jones","CIN",71,240,0,0,0,2.3,15.3,0.1,43.2,71.3,562,3.3,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.58
"WASHINGTONREDSKINS","DST","yahoo","Washington Redskins","WAS",31,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,0.2,10.7,9.9,0.5,3.2,NA,NA,NA,NA,NA,77.58
