"name","pos","sourceName","name_fp","team_fp","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","fg","xp","points"
"CHRISTIANPONDER","QB","fp","Christian Ponder","OAK",56,550,12.3,6.9,70.8,0.3,0.4,1.9,7.4,0.1,NA,NA,NA,NA,NA,0.2,NA,NA,4.3
"DWAYNEHARRIS","WR","fp","Dwayne Harris","NYG",195,551,NA,NA,NA,NA,NA,0.1,1.4,0,2.6,34.5,0.1,NA,NA,0.1,NA,NA,4.3
"KEVINNORWOOD","WR","fp","Kevin Norwood","SEA",196,552,NA,NA,NA,NA,NA,0,0,0,2.8,33.6,0.2,NA,NA,0,NA,NA,4.3
"JESSEJAMES","TE","fp","Jesse James","PIT",103,553,NA,NA,NA,NA,NA,NA,NA,NA,2.7,29.6,0.2,NA,NA,0,NA,NA,4.3
"ORSONCHARLES","TE","fp","Orson Charles","NO",104,554,NA,NA,NA,NA,NA,NA,NA,NA,2.9,28.2,0.2,NA,NA,0,NA,NA,4.3
"JOSHBELLAMY","WR","fp","Josh Bellamy","CHI",197,555,NA,NA,NA,NA,NA,0,0,0,2.4,31.3,0.2,NA,NA,0,NA,NA,4.2
"CHASEREYNOLDS","RB","fp","Chase Reynolds","STL",166,556,NA,NA,NA,NA,NA,6.4,24.6,0.2,0.6,5,0,NA,NA,0.1,NA,NA,4.1
"MARCMARIANI","WR","fp","Marc Mariani","CHI",198,557,NA,NA,NA,NA,NA,0,0,0,2.6,32.6,0.1,NA,NA,0,NA,NA,4.1
"SEYIAJIROTUTU","WR","fp","Seyi Ajirotutu","PHI",199,558,NA,NA,NA,NA,NA,0,0,0,2.7,32.2,0.2,NA,NA,0,NA,NA,4.1
"BRANDONWILLIAMS","TE","fp","Brandon Williams","ARI",105,559,NA,NA,NA,NA,NA,NA,NA,NA,2.7,27.3,0.2,NA,NA,0,NA,NA,4.1
"MARCUSEASLEY","WR","fp","Marcus Easley","BUF",200,560,NA,NA,NA,NA,NA,0,0,0,2.6,30.2,0.2,NA,NA,0,NA,NA,4
"ALANBONNER","WR","fp","Alan Bonner","HOU",201,561,NA,NA,NA,NA,NA,2.3,14.8,0,1.3,17.8,0.1,NA,NA,0,NA,NA,4
"LUKESTOCKER","TE","fp","Luke Stocker","TB",106,562,NA,NA,NA,NA,NA,NA,NA,NA,3.2,30.3,0.2,NA,NA,0,NA,NA,4
"ANTHONYMCCOY","TE","fp","Anthony McCoy","SEA",107,563,NA,NA,NA,NA,NA,NA,NA,NA,2.5,26.7,0.2,NA,NA,0,NA,NA,4
"KEVINOGLET","WR","fp","Kevin Oglet","ree",202,564,NA,NA,NA,NA,NA,0,0,0,3,39,0,NA,NA,0,NA,NA,3.9
"RYANBROYLES","WR","fp","Ryan Broyles","DET",203,565,NA,NA,NA,NA,NA,0,0,0,2.4,33.3,0.1,NA,NA,0,NA,NA,3.8
"JALENSAUNDERS","WR","fp","Jalen Saunders","NO",204,566,NA,NA,NA,NA,NA,0,0,0,3.5,37.1,0.1,NA,NA,0.1,NA,NA,3.8
"FRANKIEHAMMOND","WR","fp","Frankie Hammond","KC",205,567,NA,NA,NA,NA,NA,0,0,0,2.3,34,0.1,NA,NA,0,NA,NA,3.8
"GEORGEWINN","RB","fp","George Winn","DET",167,568,NA,NA,NA,NA,NA,4.3,19.4,0.1,1.3,9.7,0,NA,NA,0,NA,NA,3.7
"MIKEJAMES","RB","fp","Mike James","TB",168,569,NA,NA,NA,NA,NA,6.7,24.9,0.2,0.7,2.2,0,NA,NA,0.1,NA,NA,3.6
"EDWINBAKER","RB","fp","Edwin Baker","NO",169,570,NA,NA,NA,NA,NA,4,16,0,2,20,0,NA,NA,0,NA,NA,3.6
"RYANNASSIB","QB","fp","Ryan Nassib","NYG",57,571,9.5,5.9,66.5,0.4,0.3,0.7,0.8,0,NA,NA,NA,NA,NA,0,NA,NA,3.5
"KIEROSMALL","RB","fp","Kiero Small","BAL",170,572,NA,NA,NA,NA,NA,3.9,17.5,0.1,1.8,12.7,0,NA,NA,0,NA,NA,3.5
"MIKEDAVIS","RB","fp","Mike Davis","SF",171,573,NA,NA,NA,NA,NA,4.1,16.1,0.1,1.9,15.2,0,NA,NA,0.1,NA,NA,3.5
"CEDRICPEERMAN","RB","fp","Cedric Peerman","CIN",172,574,NA,NA,NA,NA,NA,2.7,8.4,0,2.8,22.1,0.1,NA,NA,0.1,NA,NA,3.5
"GREGLITTLE","WR","fp","Greg Little","CIN",206,575,NA,NA,NA,NA,NA,0,0,0,2.5,28.3,0.1,NA,NA,0,NA,NA,3.4
"RUSSELLSHEPARD","WR","fp","Russell Shepard","TB",207,576,NA,NA,NA,NA,NA,0,0,0,1.9,28.6,0.1,NA,NA,0,NA,NA,3.4
"KENNARDBACKMAN","TE","fp","Kennard Backman","GB",108,577,NA,NA,NA,NA,NA,NA,NA,NA,1.8,20.5,0.2,NA,NA,0,NA,NA,3.4
"JOHNCROCKETT","RB","fp","John Crockett","GB",173,578,NA,NA,NA,NA,NA,4.6,17.3,0.1,0.6,5,0.1,NA,NA,0,NA,NA,3.3
"LUCKYWHITEHEAD","WR","fp","Lucky Whitehead","DAL",208,579,NA,NA,NA,NA,NA,0,0,0,1.6,23.6,0.2,NA,NA,0,NA,NA,3.3
"LUKEMCCOWN","QB","fp","Luke McCown","NO",58,580,9.6,5.7,63.8,0.3,0.2,0.6,1.4,0,NA,NA,NA,NA,NA,0.1,NA,NA,3.2
"MATTHASSELBECK","QB","fp","Matt Hasselbeck","IND",59,581,9.1,5.9,67.7,0.2,0.1,0.8,0.3,0,NA,NA,NA,NA,NA,0.1,NA,NA,3.2
"DENARIUSMOORE","WR","fp","Denarius Moore","CIN",209,582,NA,NA,NA,NA,NA,0,0.1,0,1.9,27.1,0.1,NA,NA,0,NA,NA,3.2
"BEARPASCOE","TE","fp","Bear Pascoe","CHI",109,583,NA,NA,NA,NA,NA,NA,NA,NA,2.6,18.7,0.2,NA,NA,0,NA,NA,3.2
"SENORISEPERRY","RB","fp","Senorise Perry","CHI",174,584,NA,NA,NA,NA,NA,3.6,11.8,0.1,1.7,9.8,0.1,NA,NA,0,NA,NA,3.1
"KELLENCLEMENS","QB","fp","Kellen Clemens","SD",60,585,9.9,5.7,62,0.3,0.3,0.7,1.1,0,NA,NA,NA,NA,NA,0.2,NA,NA,2.8
"ANTONIOANDREWS","RB","fp","Antonio Andrews","TEN",175,586,NA,NA,NA,NA,NA,3.6,12.8,0.1,1.4,9.3,0,NA,NA,0.1,NA,NA,2.7
"RICHARDGORDON","TE","fp","Richard Gordon","KC",110,587,NA,NA,NA,NA,NA,NA,NA,NA,2.6,21.5,0.1,NA,NA,0,NA,NA,2.7
"CJUZOMAH","TE","fp","C.J. Uzomah","CIN",111,588,NA,NA,NA,NA,NA,NA,NA,NA,1.7,19.4,0.1,NA,NA,0,NA,NA,2.7
"BROCKOSWEILER","QB","fp","Brock Osweiler","DEN",61,589,6.8,4,45.2,0.2,0.1,1.6,3.4,0,NA,NA,NA,NA,NA,0.1,NA,NA,2.6
"BERNARDPIERCE","RB","fp","Bernard Pierce","JAC",176,590,NA,NA,NA,NA,NA,4.2,14,0.1,1,5.4,0,NA,NA,0,NA,NA,2.6
"QUINCYENUNWA","WR","fp","Quincy Enunwa","NYJ",210,591,NA,NA,NA,NA,NA,0,0,0,1.6,19.9,0.1,NA,NA,0,NA,NA,2.6
"TREMCBRIDE","WR","fp","Tre McBride","TEN",211,592,NA,NA,NA,NA,NA,0,0,0,1.5,19.6,0.1,NA,NA,0,NA,NA,2.6
"KEVINBR","TE","fp","Kevin Br","ock",112,593,NA,NA,NA,NA,NA,NA,NA,NA,2.3,20.1,0.1,NA,NA,0,NA,NA,2.6
"DOMINIQUEJONES","TE","fp","Dominique Jones","DEN",113,594,NA,NA,NA,NA,NA,NA,NA,NA,1.8,19.9,0.1,NA,NA,0,NA,NA,2.6
"ARRELIOUSBENN","WR","fp","Arrelious Benn","JAC",212,595,NA,NA,NA,NA,NA,0,0,0,1.5,19.3,0.1,NA,NA,0,NA,NA,2.5
"NICKBOYLE","TE","fp","Nick Boyle","BAL",114,596,NA,NA,NA,NA,NA,NA,NA,NA,1.5,17.2,0.1,NA,NA,0,NA,NA,2.5
"THOMASRAWLS","RB","fp","Thomas Rawls","SEA",177,597,NA,NA,NA,NA,NA,4.5,17.6,0.1,0,0,0,NA,NA,0.1,NA,NA,2.4
"ALFONSOSM","RB","fp","Alfonso Sm","ith",178,598,NA,NA,NA,NA,NA,4,10.3,0,2.2,12.1,0,NA,NA,0,NA,NA,2.4
"GRIFFWHALEN","WR","fp","Griff Whalen","IND",213,599,NA,NA,NA,NA,NA,0,0,0,1.9,20.3,0.1,NA,NA,0.1,NA,NA,2.4
"MATTSCHAUB","QB","fp","Matt Schaub","BAL",62,600,9.5,5.7,60,0.2,0.3,1.1,1.1,0,NA,NA,NA,NA,NA,0.2,NA,NA,2.3
"NICKOLEARY","TE","fp","Nick O'Leary","BUF",115,601,NA,NA,NA,NA,NA,NA,NA,NA,1.4,16.3,0.1,NA,NA,0,NA,NA,2.3
"TREYWILLIAMS","RB","fp","Trey Williams","WAS",179,602,NA,NA,NA,NA,NA,3.2,12.3,0.1,0.6,5.4,0,NA,NA,0,NA,NA,2.2
"JUSTINBR","WR","fp","Justin Br","own",214,603,NA,NA,NA,NA,NA,0,0,0,3,22,0,NA,NA,0,NA,NA,2.2
"DEREKCARRIER","TE","fp","Derek Carrier","SF",116,604,NA,NA,NA,NA,NA,NA,NA,NA,1.5,19.5,0,NA,NA,0,NA,NA,2
"MATTMOORE","QB","fp","Matt Moore","MIA",63,605,5,3.1,36.6,0.2,0.1,0.5,0,0,NA,NA,NA,NA,NA,0.1,NA,NA,1.9
"KENJONBARNER","RB","fp","Kenjon Barner","PHI",180,606,NA,NA,NA,NA,NA,3,10.5,0.1,0.5,3.9,0,NA,NA,0,NA,NA,1.9
"COREYGRANT","RB","fp","Corey Grant","JAC",181,607,NA,NA,NA,NA,NA,3.8,14.4,0.1,0,0,0,NA,NA,0.1,NA,NA,1.9
"CHUCKJACOBS","WR","fp","Chuck Jacobs","SF",215,608,NA,NA,NA,NA,NA,0,0,0,1.1,15.1,0.1,NA,NA,0,NA,NA,1.9
"JAMESWRIGHT","WR","fp","James Wright","CIN",216,609,NA,NA,NA,NA,NA,0,0,0,1,18,0,NA,NA,0,NA,NA,1.8
"FREDDA","TE","fp","Fred Da","vis",117,610,NA,NA,NA,NA,NA,NA,NA,NA,2,18,0,NA,NA,0,NA,NA,1.8
"JOSHJOHNSON","QB","fp","Josh Johnson","CIN",64,611,6,3.5,40.5,0,0,0.5,1,0,NA,NA,NA,NA,NA,0,NA,NA,1.7
"SHAUNDRAUGHN","RB","fp","Shaun Draughn","CLE",182,612,NA,NA,NA,NA,NA,4.5,11.1,0.1,0.5,1,0,NA,NA,0,NA,NA,1.6
"STEVEMANERI","TE","fp","Steve Maneri","NYJ",118,613,NA,NA,NA,NA,NA,NA,NA,NA,1,10.1,0.1,NA,NA,0,NA,NA,1.6
"BRANDONMCMANUS","K","fp","Brandon McManus","DEN",34,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.7,1.6
"COLTMCCOY","QB","fp","Colt McCoy","WAS",65,615,7,4.3,48.3,0,0.3,0.3,1.3,0,NA,NA,NA,NA,NA,0,NA,NA,1.4
"ANTHONYDENHAM","TE","fp","Anthony Denham","HOU",119,616,NA,NA,NA,NA,NA,NA,NA,NA,0.8,7.7,0.1,NA,NA,0,NA,NA,1.4
"TAYLORYATES","QB","fp","Taylor Yates","ATL",66,617,5.1,3.2,33.6,0.1,0.2,0.5,0.5,0,NA,NA,NA,NA,NA,0.1,NA,NA,1.2
"ZACHZENNER","RB","fp","Zach Zenner","DET",183,618,NA,NA,NA,NA,NA,2,7.8,0.1,0,0,0,NA,NA,0,NA,NA,1
"JACKIEBAT","RB","fp","Jackie Bat","tle",184,619,NA,NA,NA,NA,NA,2,6,0,1,4,0,NA,NA,0,NA,NA,1
"JACOBYFORD","WR","fp","Jacoby Ford","TEN",217,620,NA,NA,NA,NA,NA,0,0,0,1.5,12.3,0,NA,NA,0.1,NA,NA,1
"MATTMCGLOIN","QB","fp","Matt McGloin","OAK",67,621,3,2,23,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0.9
"TARVARISJACKSON","QB","fp","Tarvaris Jackson","SEA",68,622,1.8,1,14.6,0,0,0.3,0.4,0,NA,NA,NA,NA,NA,0,NA,NA,0.8
"AARONRIPKOWSKI","RB","fp","Aaron Ripkowski","GB",185,623,NA,NA,NA,NA,NA,0.7,3.3,0,0.4,3.3,0,NA,NA,0,NA,NA,0.7
"TREYMILLARD","RB","fp","Trey Millard","SF",186,624,NA,NA,NA,NA,NA,0.9,4,0,0.3,2.5,0,NA,NA,0,NA,NA,0.7
"AJMCCARRON","QB","fp","AJ McCarron","CIN",69,625,1.7,0.9,11.9,0,0,0.1,0.4,0,NA,NA,NA,NA,NA,0,NA,NA,0.6
"DANORLOVSKY","QB","fp","Dan Orlovsky","DET",70,626,1.7,1,12.1,0,0,0,0.1,0,NA,NA,NA,NA,NA,0,NA,NA,0.6
"JORDANCAMPBELL","RB","fp","Jordan Campbell","WAS",187,627,NA,NA,NA,NA,NA,0.4,2.1,0,0.4,3.6,0,NA,NA,0,NA,NA,0.6
"BRAYLONHEARD","RB","fp","Braylon Heard","PIT",188,628,NA,NA,NA,NA,NA,1,4.1,0,0.2,1.5,0,NA,NA,0,NA,NA,0.6
"JCCOPELAND","RB","fp","J.C. Copeland","NYJ",189,629,NA,NA,NA,NA,NA,1,3,0,0,2,0,NA,NA,0,NA,NA,0.5
"NIKITAWHITLOCK","RB","fp","Nikita Whitlock","NYG",190,630,NA,NA,NA,NA,NA,0.6,2.2,0,0.3,2.7,0,NA,NA,0,NA,NA,0.5
"JOEYIOSEFA","RB","fp","Joey Iosefa","TB",191,631,NA,NA,NA,NA,NA,0.4,1.7,0,0.3,2.4,0,NA,NA,0,NA,NA,0.4
"ASANTECLEVELAND","TE","fp","Asante Cleveland","NE",120,632,NA,NA,NA,NA,NA,NA,NA,NA,0.7,3.3,0,NA,NA,0,NA,NA,0.4
"RYANLINDLEY","QB","fp","Ryan Lindley","NE",71,633,0.8,0.4,4.6,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0.2
"BRYCEPETTY","QB","fp","Bryce Petty","NYJ",72,634,0.9,0.2,4.8,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0.2
"DIONLEWIS","RB","fp","Dion Lewis","NE",192,635,NA,NA,NA,NA,NA,0.4,1.3,0,0.1,0.5,0,NA,NA,0,NA,NA,0.2
"CHANDLERHARNISH","QB","fp","Chandler Harnish","ARI",73,636,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"CASEKEENUM","QB","fp","Case Keenum","STL",74,637,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"SEANRENFREE","QB","fp","Sean Renfree","ATL",75,638,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"MATTSIMMS","QB","fp","Matt Simms","BUF",76,639,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"JOEWEBB","QB","fp","Joe Webb","CAR",77,640,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"MATTBARKLEY","QB","fp","Matt Barkley","PHI",78,641,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"CHARLIEWHITEHURST","QB","fp","Charlie Whitehurst","TEN",79,642,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"LANDRYJONES","QB","fp","Landry Jones","PIT",80,643,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"RICKYSTANZI","QB","fp","Ricky Stanzi","NYG",81,644,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"TIMTEBOW","QB","fp","Tim Tebow","PHI",82,645,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"MIKEKAFKA","QB","fp","Mike Kafka","MIN",83,646,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"LOGANTHOMAS","QB","fp","Logan Thomas","ARI",84,647,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"BRETTHUNDLEY","QB","fp","Brett Hundley","GB",85,648,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"GARRETTGRAYSON","QB","fp","Garrett Grayson","NO",86,649,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"TOMSAVAGE","QB","fp","Tom Savage","HOU",87,650,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0
"PIERRETHO","RB","fp","Pierre Tho","mas",193,651,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0
"AHMADBRADS","RB","fp","Ahmad Brads","haw",194,652,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0
"TYLERGAFFNEY","RB","fp","Tyler Gaffney","NE",195,653,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0
"RICHIEBROCKEL","TE","fp","Richie Brockel","CAR",121,654,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.1,0,NA,NA,0.1,NA,NA,-0.1
