"name","pos","sourceName","name_fp","team_fp","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","returnTds","twoPts","fumbles","fg","xp","points"
"AARONRODGERS","QB","fp","Aaron Rodgers","GB",1,1,549.4,356.5,4412.8,35.3,8.7,49.2,245.4,2,NA,NA,NA,NA,NA,4.9,NA,NA,327.1
"ANDREWLUCK","QB","fp","Andrew Luck","IND",2,2,638.7,393.1,4708.9,34.9,15.8,55.6,258.5,2.3,NA,NA,NA,NA,NA,5.5,NA,NA,324.9
"RUSSELLWILSON","QB","fp","Russell Wilson","SEA",3,3,463.1,284.9,3557.8,24.5,10.6,103.7,644.4,4.1,NA,NA,NA,NA,NA,4.3,NA,NA,299.7
"PEYTONMANNING","QB","fp","Peyton Manning","DEN",4,4,599.9,396.1,4663.5,35.1,13.3,26.6,9.7,0.5,NA,NA,NA,NA,NA,3.5,NA,NA,297.4
"DREWBREES","QB","fp","Drew Brees","NO",5,5,620.6,414.9,4825.4,30.8,14.2,27.5,64.7,1.3,NA,NA,NA,NA,NA,4.1,NA,NA,293.8
"MATTRYAN","QB","fp","Matt Ryan","ATL",6,6,632.1,414.8,4742.7,28.5,15.1,27,98.1,0.8,NA,NA,NA,NA,NA,3.5,NA,NA,281
"CAMNEWTON","QB","fp","Cam Newton","CAR",7,7,500.3,299.6,3579.1,21.8,14.5,104.4,561.7,4.5,NA,NA,NA,NA,NA,5.8,NA,NA,273.1
"BENROETHLISBERGER","QB","fp","Ben Roethlisberger","PIT",8,8,598.9,389.5,4594.8,28.7,13.5,28.1,68.4,0.4,NA,NA,NA,NA,NA,5.3,NA,NA,270.2
"TONYROMO","QB","fp","Tony Romo","DAL",9,9,506.1,331.8,4067.9,31.9,11.3,27,67.8,0.6,NA,NA,NA,NA,NA,4.9,NA,NA,268.5
"MATTHEWSTAFFORD","QB","fp","Matthew Stafford","DET",10,10,627.1,381.5,4462.8,26.6,14.8,36.3,108.6,1.5,NA,NA,NA,NA,NA,5.3,NA,NA,264.6
"RYANTANNEHILL","QB","fp","Ryan Tannehill","MIA",11,11,588.3,374.3,4217.3,25.3,15.1,48.1,239.6,1.5,NA,NA,NA,NA,NA,5.8,NA,NA,261
"PHILIPRIVERS","QB","fp","Philip Rivers","SD",12,12,569.1,367.4,4369.5,28.3,16.1,33.9,72.5,0.5,NA,NA,NA,NA,NA,4.5,NA,NA,256.9
"ELIMANNING","QB","fp","Eli Manning","NYG",13,13,595.7,369.3,4402.2,27.7,16.5,23,66.2,0.7,NA,NA,NA,NA,NA,5.6,NA,NA,253.7
"COLINKAEPERNICK","QB","fp","Colin Kaepernick","SF",14,14,484,292.9,3518.3,18.1,11.6,96.6,581.4,2.5,NA,NA,NA,NA,NA,5.7,NA,NA,251.2
"JOEFLACCO","QB","fp","Joe Flacco","BAL",15,15,554.2,342.3,3932.4,25.6,14.3,40.5,114.9,1.5,NA,NA,NA,NA,NA,3.8,NA,NA,243.9
"JAYCUTLER","QB","fp","Jay Cutler","CHI",16,16,570.1,355.6,3986.9,25.1,17.2,41.3,194.5,1.4,NA,NA,NA,NA,NA,5.4,NA,NA,242.5
"TEDDYBRIDGEWATER","QB","fp","Teddy Bridgewater","MIN",17,17,520.4,321.4,3742.2,22.2,15,62.3,274.7,1.8,NA,NA,NA,NA,NA,3.6,NA,NA,239.8
"MARSHAWNLYNCH","RB","fp","Marshawn Lynch","SEA",1,18,NA,NA,NA,NA,NA,279.3,1316,10.2,37.9,326.3,2.2,NA,NA,2.9,NA,NA,232.9
"JAMAALCHARLES","RB","fp","Jamaal Charles","KC",2,19,NA,NA,NA,NA,NA,234.7,1128.2,9.5,52.2,438.1,4.4,NA,NA,3.6,NA,NA,232.7
"CARSONPALMER","QB","fp","Carson Palmer","ARI",18,20,551.9,339.4,4008.2,23.8,14,23.7,59.8,0.6,NA,NA,NA,NA,NA,3.1,NA,NA,230.8
"SAMBRADFORD","QB","fp","Sam Bradford","PHI",19,21,509.7,311.9,3698.6,24,12.7,40.3,130.2,1.3,NA,NA,NA,NA,NA,4.8,NA,NA,229.3
"ALEXSMITH","QB","fp","Alex Smith","KC",20,22,500,311.8,3431.5,21.1,11,55.1,274.6,1.5,NA,NA,NA,NA,NA,3.8,NA,NA,228.9
"EDDIELACY","RB","fp","Eddie Lacy","GB",3,23,NA,NA,NA,NA,NA,279.9,1257.4,9.2,45.2,363.2,2.4,NA,NA,2.6,NA,NA,226.7
"ADRIANPETERSON","RB","fp","Adrian Peterson","MIN",4,24,NA,NA,NA,NA,NA,283.7,1325.7,9.8,43.7,329.8,1.5,NA,NA,3.4,NA,NA,226.7
"LEVEONBELL","RB","fp","Le'Veon Bell","PIT",5,25,NA,NA,NA,NA,NA,251.5,1116,7.2,66.4,570.2,2.4,NA,NA,1.4,NA,NA,223.7
"ANDYDALTON","QB","fp","Andy Dalton","CIN",21,26,526.5,323.9,3643,22.1,18.1,55.1,184.9,1.9,NA,NA,NA,NA,NA,3.6,NA,NA,220.4
"MARCUSMARIOTA","QB","fp","Marcus Mariota","TEN",22,27,492.8,295.7,3445.7,18.5,15.2,67.2,358.3,2,NA,NA,NA,NA,NA,4.6,NA,NA,220.1
"ROBERTGRIFFIN","QB","fp","Robert Griffin III","WAS",23,28,470.4,291.2,3441.4,17.2,14.3,74.3,398.7,2.7,NA,NA,NA,NA,NA,7.8,NA,NA,218.1
"JAMEISWINSTON","QB","fp","Jameis Winston","TB",24,29,518.7,306.9,3802.5,21.2,17.7,44.4,177.5,1.4,NA,NA,NA,NA,NA,4.9,NA,NA,217.9
"MATTFORTE","RB","fp","Matt Forte","CHI",6,30,NA,NA,NA,NA,NA,257.1,1082.2,6.5,70.4,585.6,2.6,NA,NA,2.3,NA,NA,216.9
"TOMBRADY","QB","fp","Tom Brady","NE",25,31,464.7,297.1,3375.1,23.8,8.9,24.4,40.8,0.7,NA,NA,NA,NA,NA,2.5,NA,NA,216
"ANTONIOBROWN","WR","fp","Antonio Brown","PIT",1,32,NA,NA,NA,NA,NA,4.3,22.8,0,117.3,1548.2,9.9,NA,NA,1.4,NA,NA,213.9
"CJANDERSON","RB","fp","C.J. Anderson","DEN",7,33,NA,NA,NA,NA,NA,241.7,1093.2,9.2,45.1,382.4,1.5,NA,NA,1.3,NA,NA,208.9
"DEMARYIUSTHOMAS","WR","fp","Demaryius Thomas","DEN",2,34,NA,NA,NA,NA,NA,0,0,0,102.4,1394.2,11.5,NA,NA,0.5,NA,NA,207.2
"BLAKEBORTLES","QB","fp","Blake Bortles","JAC",26,35,531,315.3,3485.3,17.4,17.4,58.5,357.1,1.2,NA,NA,NA,NA,NA,4.8,NA,NA,207.1
"NICKFOLES","QB","fp","Nick Foles","STL",27,36,505.6,307.7,3501.5,20.2,14.4,38.4,164.7,1,NA,NA,NA,NA,NA,4.1,NA,NA,206.4
"DEREKCARR","QB","fp","Derek Carr","OAK",28,37,578.3,342.3,3783,20.2,15.3,29.7,95.4,0.7,NA,NA,NA,NA,NA,5.5,NA,NA,204.3
"DEMARCOMURRAY","RB","fp","DeMarco Murray","PHI",8,38,NA,NA,NA,NA,NA,258.6,1181.5,9.8,37.2,271.1,1,NA,NA,4.8,NA,NA,200.3
"DEZBRYANT","WR","fp","Dez Bryant","DAL",3,39,NA,NA,NA,NA,NA,0.1,0.4,0,89.1,1323.5,11.5,NA,NA,0.8,NA,NA,199.5
"ODELLBECKHAM","WR","fp","Odell Beckham Jr.","NYG",4,40,NA,NA,NA,NA,NA,5.2,34.6,0.1,101.3,1377.3,10,NA,NA,1.3,NA,NA,199.3
"LESEANMCCOY","RB","fp","LeSean McCoy","BUF",9,41,NA,NA,NA,NA,NA,299.8,1316.5,7,33.3,228.7,0.9,NA,NA,3.1,NA,NA,195.8
"JORDYNELSON","WR","fp","Jordy Nelson","GB",5,42,NA,NA,NA,NA,NA,0,0,0,87.2,1306.6,10.6,NA,NA,0.4,NA,NA,193.5
"JEREMYHILL","RB","fp","Jeremy Hill","CIN",10,43,NA,NA,NA,NA,NA,257.3,1173.9,9.1,28.5,223.7,1,NA,NA,3.7,NA,NA,192.7
"JULIOJONES","WR","fp","Julio Jones","ATL",6,44,NA,NA,NA,NA,NA,1.7,10.1,0,103.5,1427,8.3,NA,NA,1.8,NA,NA,190
"CALVINJOHNSON","WR","fp","Calvin Johnson","DET",7,45,NA,NA,NA,NA,NA,0,0,0,86.9,1311,10,NA,NA,0.5,NA,NA,190
"JUSTINFORSETT","RB","fp","Justin Forsett","BAL",11,46,NA,NA,NA,NA,NA,211.8,1026.3,5.7,53.1,373.6,1.4,NA,NA,1.8,NA,NA,179
"RANDALLCOBB","WR","fp","Randall Cobb","GB",8,47,NA,NA,NA,NA,NA,10.1,77.7,0.1,87.5,1185.4,9,NA,NA,1.5,NA,NA,177.8
"LAMARMILLER","RB","fp","Lamar Miller","MIA",12,48,NA,NA,NA,NA,NA,230,1063.7,6.5,38.3,285.9,1.1,NA,NA,2.6,NA,NA,175.3
"AJGREEN","WR","fp","A.J. Green","CIN",9,49,NA,NA,NA,NA,NA,2.7,17.1,0,93.7,1287.2,8.1,NA,NA,2.2,NA,NA,174.5
"MARKINGRAM","RB","fp","Mark Ingram","NO",13,50,NA,NA,NA,NA,NA,229.9,1009.6,9.4,26.4,177.5,0.6,NA,NA,2,NA,NA,174.3
"ALSHONJEFFERY","WR","fp","Alshon Jeffery","CHI",10,51,NA,NA,NA,NA,NA,5.4,34.9,0,86.1,1172.1,8.5,NA,NA,0.8,NA,NA,170.6
"ALFREDMORRIS","RB","fp","Alfred Morris","WAS",14,52,NA,NA,NA,NA,NA,253.2,1109.5,7,19.7,149.5,0.6,NA,NA,2.1,NA,NA,167.7
"MIKEEVANS","WR","fp","Mike Evans","TB",11,53,NA,NA,NA,NA,NA,0,0,0,79.4,1173,8.4,NA,NA,0.7,NA,NA,166.3
"MELVINGORDON","RB","fp","Melvin Gordon","SD",15,54,NA,NA,NA,NA,NA,231.2,1027.7,5.7,30.9,246.9,1.3,NA,NA,2.2,NA,NA,165.4
"ROBGRONKOWSKI","TE","fp","Rob Gronkowski","NE",1,55,NA,NA,NA,NA,NA,NA,NA,NA,81.7,1065,9.9,NA,NA,0.3,NA,NA,165.4
"FRANKGORE","RB","fp","Frank Gore","IND",16,56,NA,NA,NA,NA,NA,234,969,6.4,32.6,271.2,1.2,NA,NA,2.6,NA,NA,164.5
"TYHILTON","WR","fp","T.Y. Hilton","IND",12,57,NA,NA,NA,NA,NA,2.7,17.4,0,84.9,1207.9,7.3,NA,NA,1.3,NA,NA,163.9
"JOSHMCCOWN","QB","fp","Josh McCown","CLE",29,58,438.7,254.5,3007.5,13.9,13.8,37,170.5,1.6,NA,NA,NA,NA,NA,6.3,NA,NA,162.7
"LATAVIUSMURRAY","RB","fp","Latavius Murray","OAK",17,59,NA,NA,NA,NA,NA,217.8,964.6,5.9,30.9,250,1,NA,NA,1.6,NA,NA,159.7
"EMMANUELSANDERS","WR","fp","Emmanuel Sanders","DEN",13,60,NA,NA,NA,NA,NA,4.8,30.6,0.1,83.2,1120.7,7.5,NA,NA,0.6,NA,NA,159.5
"CARLOSHYDE","RB","fp","Carlos Hyde","SF",18,61,NA,NA,NA,NA,NA,238.8,1003.8,7.1,23.6,169.9,0.4,NA,NA,2,NA,NA,158.1
"ANDREELLINGTON","RB","fp","Andre Ellington","ARI",19,62,NA,NA,NA,NA,NA,192.7,763.3,4.2,50,440.8,1.9,NA,NA,2.2,NA,NA,152.7
"DEANDREHOPKINS","WR","fp","DeAndre Hopkins","HOU",14,63,NA,NA,NA,NA,NA,0,0,0,82.6,1166.8,5.9,NA,NA,1.6,NA,NA,148.6
"JONATHANSTEWART","RB","fp","Jonathan Stewart","CAR",20,64,NA,NA,NA,NA,NA,205.8,912.9,5.3,29.6,221.6,1,NA,NA,1.5,NA,NA,148.1
"JOIQUEBELL","RB","fp","Joique Bell","DET",21,65,NA,NA,NA,NA,NA,191,771.5,6.6,34,297.7,1,NA,NA,2.5,NA,NA,147.2
"TJYELDON","RB","fp","T.J. Yeldon","JAC",22,66,NA,NA,NA,NA,NA,199.6,870.8,5.4,32.8,253.1,1,NA,NA,2.2,NA,NA,146.6
"JOSEPHRANDLE","RB","fp","Joseph Randle","DAL",23,67,NA,NA,NA,NA,NA,208.6,950.5,6.6,20,153,0.7,NA,NA,3.7,NA,NA,146.4
"BRANDINCOOKS","WR","fp","Brandin Cooks","NO",15,68,NA,NA,NA,NA,NA,9.9,71.7,0.1,86.3,1048.8,5.8,NA,NA,0.6,NA,NA,146.2
"JORDANMATTHEWS","WR","fp","Jordan Matthews","PHI",16,69,NA,NA,NA,NA,NA,0,0,0,74.3,980.6,7.3,NA,NA,0.6,NA,NA,141
"LEGARRETTEBLOUNT","RB","fp","LeGarrette Blount","NE",24,70,NA,NA,NA,NA,NA,191.7,855.4,7.8,14.1,98.6,0.4,NA,NA,1.6,NA,NA,140.9
"RYANFITZPATRICK","QB","fp","Ryan Fitzpatrick","NYJ",30,71,318.9,193.6,2235.8,13.3,10.1,36.8,154.7,1,NA,NA,NA,NA,NA,2.2,NA,NA,139.8
"RASHADJENNINGS","RB","fp","Rashad Jennings","NYG",25,72,NA,NA,NA,NA,NA,187.3,776.2,5.7,32.5,248.5,0.8,NA,NA,1.3,NA,NA,139.2
"JULIANEDELMAN","WR","fp","Julian Edelman","NE",17,73,NA,NA,NA,NA,NA,7.2,53.8,0.1,94.6,1004.3,5.9,NA,NA,1.3,NA,NA,139.2
"DESEANJACKSON","WR","fp","DeSean Jackson","WAS",18,74,NA,NA,NA,NA,NA,4.1,22.4,0,65.8,1033.8,5.5,NA,NA,0.4,NA,NA,138
"ANDREJOHNSON","WR","fp","Andre Johnson","IND",19,75,NA,NA,NA,NA,NA,0,0,0,78.1,971,7.2,NA,NA,2.2,NA,NA,136
"STEPHENGOSTKOWSKI","K","fp","Stephen Gostkowski","NE",1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,45.9,135.7
"SAMMYWATKINS","WR","fp","Sammy Watkins","BUF",20,77,NA,NA,NA,NA,NA,2.8,16.3,0,69.8,986,6.2,NA,NA,1.2,NA,NA,135
"GOLDENTATE","WR","fp","Golden Tate","DET",21,78,NA,NA,NA,NA,NA,2.6,15.5,0,81.1,1045.6,5,NA,NA,0.6,NA,NA,134.8
"BRIANHOYER","QB","fp","Brian Hoyer","HOU",31,79,368.9,216.8,2560.9,13.2,11.4,22.2,44.4,0.5,NA,NA,NA,NA,NA,2.9,NA,NA,134.2
"KEENANALLEN","WR","fp","Keenan Allen","SD",22,80,NA,NA,NA,NA,NA,0,0,0,80.5,1025.1,5.7,NA,NA,1.4,NA,NA,133.7
"TODDGURLEY","RB","fp","Todd Gurley","STL",26,81,NA,NA,NA,NA,NA,176,791.9,5.4,24.7,197,0.8,NA,NA,1.8,NA,NA,132.4
"JIMMYGRAHAM","TE","fp","Jimmy Graham","SEA",2,82,NA,NA,NA,NA,NA,NA,NA,NA,68.8,838.5,8.5,NA,NA,1.2,NA,NA,132.2
"CHRISIVORY","RB","fp","Christopher Ivory","NYJ",27,83,NA,NA,NA,NA,NA,195.3,864.8,4.8,21.2,146.3,0.7,NA,NA,1.7,NA,NA,131.2
"JEREMYMACLIN","WR","fp","Jeremy Maclin","KC",23,84,NA,NA,NA,NA,NA,0,0,0,72,947.1,6.2,NA,NA,0.4,NA,NA,131.1
"MATTCASSEL","QB","fp","Matt Cassel","BUF",32,85,355.4,208.5,2383.2,13.4,11.5,29.7,96.7,0.6,NA,NA,NA,NA,NA,4.4,NA,NA,130.4
"JUSTINTUCKER","K","fp","Justin Tucker","BAL",2,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,38.9,130.3
"BRANDONMARSHALL","WR","fp","Brandon Marshall","NYJ",24,87,NA,NA,NA,NA,NA,0.2,0.4,0,72.3,940.9,6.3,NA,NA,1,NA,NA,130.1
"MASONCROSBY","K","fp","Mason Crosby","GB",3,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,47.4,129.9
"CONNORBARTH","K","fp","Connor Barth","DEN",4,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.4,47,129.4
"STEVENHAUSCHKA","K","fp","Steven Hauschka","SEA",5,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4,40.9,129
"TEVINCOLEMAN","RB","fp","Tevin Coleman","ATL",28,91,NA,NA,NA,NA,NA,169,717.3,5.8,27.9,212.9,0.9,NA,NA,2,NA,NA,128.7
"CODYPARKEY","K","fp","Cody Parkey","PHI",6,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,43.8,128.5
"ADAMVINATIERI","K","fp","Adam Vinatieri","IND",7,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,44.6,126.6
"VINCENTJACKSON","WR","fp","Vincent Jackson","TB",25,94,NA,NA,NA,NA,NA,0.1,-0.2,0,65.7,984.5,4.9,NA,NA,0.9,NA,NA,126
"GIOVANIBERNARD","RB","fp","Giovani Bernard","CIN",29,95,NA,NA,NA,NA,NA,133.3,551.1,4,50.9,399.9,1.5,NA,NA,1.1,NA,NA,125.9
"ARIANFOSTER","RB","fp","Arian Foster","HOU",30,96,NA,NA,NA,NA,NA,154.9,708.6,4.2,27.2,220.9,1.5,NA,NA,1.3,NA,NA,124.9
"DANBAILEY","K","fp","Dan Bailey","DAL",8,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7,46.9,123.9
"MIKEWALLACE","WR","fp","Mike Wallace","MIN",26,98,NA,NA,NA,NA,NA,0.9,7.7,0,61.1,904.1,5.7,NA,NA,1,NA,NA,123.5
"AMARICOOPER","WR","fp","Amari Cooper","OAK",27,99,NA,NA,NA,NA,NA,1.9,12.3,0,70.8,930.8,5.1,NA,NA,0.8,NA,NA,123.4
"ISAIAHCROWELL","RB","fp","Isaiah Crowell","CLE",31,100,NA,NA,NA,NA,NA,193.9,799.8,5.4,18.1,141,0.5,NA,NA,3.3,NA,NA,122.9
"DEVONTAFREEMAN","RB","fp","Devonta Freeman","ATL",32,101,NA,NA,NA,NA,NA,152.2,610.9,4,39.7,332.9,1.2,NA,NA,1.5,NA,NA,122.6
"MARTAVISBRYANT","WR","fp","Martavis Bryant","PIT",28,102,NA,NA,NA,NA,NA,2.5,14.6,0,49.7,789,7.1,NA,NA,0.6,NA,NA,122
"MATTBRYANT","K","fp","Matt Bryant","ATL",9,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,38.3,121.7
"JARVISLANDRY","WR","fp","Jarvis Landry","MIA",29,104,NA,NA,NA,NA,NA,2.2,13.4,0,84.3,925.2,5.1,NA,NA,1.8,NA,NA,120.6
"GARRETTHARTLEY","K","fp","Garrett Hartley","PIT",10,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,37.4,120.6
"GREGOLSEN","TE","fp","Greg Olsen","CAR",3,106,NA,NA,NA,NA,NA,NA,NA,NA,75,894.7,5.3,NA,NA,0.6,NA,NA,120.2
"RODDYWHITE","WR","fp","Roddy White","ATL",30,107,NA,NA,NA,NA,NA,0,0,0,72.4,893.5,5.7,NA,NA,1.8,NA,NA,120.1
"CHANDLERCATANZARO","K","fp","Chandler Catanzaro","ARI",11,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,33.3,119.7
"BRANDONLAFELL","WR","fp","Brandon LaFell","NE",31,109,NA,NA,NA,NA,NA,0.3,2.1,0,65.7,866,5.9,NA,NA,1.2,NA,NA,119.6
"ERICDECKER","WR","fp","Eric Decker","NYJ",32,110,NA,NA,NA,NA,NA,0,0,0,67,893.9,5.1,NA,NA,0.3,NA,NA,119.2
"DANCARPENTER","K","fp","Dan Carpenter","BUF",12,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,33.2,118.3
"AMEERABDULLAH","RB","fp","Ameer Abdullah","DET",33,112,NA,NA,NA,NA,NA,136,584,3.8,40,315,1.4,NA,NA,1.9,NA,NA,117.5
"DUSTINHOPKINS","K","fp","Dustin Hopkins","NO",13,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,42.5,117.4
"ALLENROBINSON","WR","fp","Allen Robinson","JAC",33,114,NA,NA,NA,NA,NA,0,0,0,73.4,900,4.8,NA,NA,0.6,NA,NA,117.3
"JOSHBROWN","K","fp","Josh Brown","NYG",14,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,37.6,116.5
"BLAIRWALSH","K","fp","Blair Walsh","MIN",15,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,35.7,115.6
"STEVESMITH","WR","fp","Steve Smith","BAL",34,117,NA,NA,NA,NA,NA,0,0,0,67.2,893.3,4.8,NA,NA,1.3,NA,NA,115.5
"CJSPILLER","RB","fp","C.J. Spiller","NO",34,118,NA,NA,NA,NA,NA,102.3,440.4,2.1,60.9,474.9,2.8,NA,NA,3,NA,NA,115.3
"TORREYSMITH","WR","fp","Torrey Smith","SF",35,119,NA,NA,NA,NA,NA,0,0,0,54.2,861.9,4.9,NA,NA,0.3,NA,NA,115
"ANQUANBOLDIN","WR","fp","Anquan Boldin","SF",36,120,NA,NA,NA,NA,NA,0.1,0.5,0,71.7,910.9,4.1,NA,NA,0.5,NA,NA,114.7
"GRAHAMGANO","K","fp","Graham Gano","CAR",16,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,36.6,114.7
"DOUGMARTIN","RB","fp","Doug Martin","TB",35,122,NA,NA,NA,NA,NA,190.8,746.2,4.3,23.4,153.1,0.2,NA,NA,1.3,NA,NA,114.6
"CALEBSTURGIS","K","fp","Caleb Sturgis","MIA",17,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,36.4,114.5
"CHARLESJOHNSON","WR","fp","Charles Johnson","MIN",37,124,NA,NA,NA,NA,NA,0.3,0.2,0,58.2,843.4,5.1,NA,NA,0.4,NA,NA,114.3
"PHILDAWSON","K","fp","Phil Dawson","SF",18,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,32.2,114.2
"MICHAELFLOYD","WR","fp","Michael Floyd","ARI",38,126,NA,NA,NA,NA,NA,0.1,0.3,0,54.1,827.6,5.6,NA,NA,1.3,NA,NA,114
"NICKNOVAK","K","fp","Nick Novak","SD",19,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,36.9,113.7
"TRAVISKELCE","TE","fp","Travis Kelce","KC",4,128,NA,NA,NA,NA,NA,NA,NA,NA,72,833.5,5.7,NA,NA,2.1,NA,NA,113.6
"CAIROSANTOS","K","fp","Cairo Santos","KC",20,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,37.5,113.1
"MARQUESCOLSTON","WR","fp","Marques Colston","NO",39,130,NA,NA,NA,NA,NA,0,0,0,58.2,847.5,5,NA,NA,1,NA,NA,113
"NICKFOLK","K","fp","Nick Folk","NYJ",21,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,31.6,112.2
"RANDYBULLOCK","K","fp","Randy Bullock","HOU",22,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,31.4,111.9
"MARTELLUSBENNETT","TE","fp","Martellus Bennett","CHI",5,133,NA,NA,NA,NA,NA,NA,NA,NA,76.2,804.8,5.3,NA,NA,0.3,NA,NA,111.3
"GREGZUERLEIN","K","fp","Greg Zuerlein","STL",23,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,32.1,111.3
"LARRYFITZGERALD","WR","fp","Larry Fitzgerald","ARI",40,135,NA,NA,NA,NA,NA,0.1,0.4,0,69.8,860.3,4.5,NA,NA,1.2,NA,NA,110.7
"NELSONAGHOLOR","WR","fp","Nelson Agholor","PHI",41,136,NA,NA,NA,NA,NA,0,0,0,58.7,809.9,5.2,NA,NA,0.8,NA,NA,110.5
"MIKENUGENT","K","fp","Mike Nugent","CIN",24,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,35.6,109.9
"VICTORCRUZ","WR","fp","Victor Cruz","NYG",42,138,NA,NA,NA,NA,NA,0,0,0,63.6,843.2,4.4,NA,NA,0.6,NA,NA,109.5
"MATTPRATER","K","fp","Matt Prater","DET",25,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,37,108.6
"JASONWITTEN","TE","fp","Jason Witten","DAL",6,140,NA,NA,NA,NA,NA,NA,NA,NA,64.3,736.5,5.9,NA,NA,0.4,NA,NA,108.2
"JOHNBROWN","WR","fp","John Brown","ARI",43,141,NA,NA,NA,NA,NA,2.7,16.5,0,54.1,775.1,4.8,NA,NA,0.4,NA,NA,107.1
"KENDALLWRIGHT","WR","fp","Kendall Wright","TEN",44,142,NA,NA,NA,NA,NA,2.7,17.8,0,72.1,815.1,4.2,NA,NA,1.2,NA,NA,106.4
"DEVINFUNCHESS","WR","fp","Devin Funchess","CAR",45,143,NA,NA,NA,NA,NA,0,0,0,58.6,753.8,5.3,NA,NA,0.7,NA,NA,106
"KAIFORBATH","K","fp","Kai Forbath","WAS",26,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,32.9,105.9
"SEBASTIANJANIKOWSKI","K","fp","Sebastian Janikowski","OAK",27,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,30.2,105.7
"TERRANCEWILLIAMS","WR","fp","Terrance Williams","DAL",46,146,NA,NA,NA,NA,NA,0.1,0.1,0,41.6,692.3,6.2,NA,NA,0.6,NA,NA,105.1
"ROBBIEGOULD","K","fp","Robbie Gould","CHI",28,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,35.2,105
"PIERREGARCON","WR","fp","Pierre Garcon","WAS",47,148,NA,NA,NA,NA,NA,0,0.2,0,66.8,809.5,4,NA,NA,0.4,NA,NA,104
"BRESHADPERRIMAN","WR","fp","Breshad Perriman","BAL",48,149,NA,NA,NA,NA,NA,0,0,0,51.9,731.5,5.3,NA,NA,0.6,NA,NA,103.9
"RYANMATHEWS","RB","fp","Ryan Mathews","PHI",36,150,NA,NA,NA,NA,NA,137.8,632.4,5,14.8,123.5,0.5,NA,NA,2.5,NA,NA,103.7
"MALCOMFLOYD","WR","fp","Malcom Floyd","SD",49,151,NA,NA,NA,NA,NA,0,0,0,43.3,756,4.7,NA,NA,0.2,NA,NA,103.6
"DOUGBALDWIN","WR","fp","Doug Baldwin","SEA",50,152,NA,NA,NA,NA,NA,1.5,10,0,55.8,743.5,4.6,NA,NA,0.7,NA,NA,101.9
"JULIUSTHOMAS","TE","fp","Julius Thomas","JAC",7,153,NA,NA,NA,NA,NA,NA,NA,NA,62.4,706.5,5.4,NA,NA,0.8,NA,NA,101.3
"SHANEVEREEN","RB","fp","Shane Vereen","NYG",37,154,NA,NA,NA,NA,NA,88.6,367.3,2.5,47.5,418.6,1.7,NA,NA,1.2,NA,NA,101
