"name","pos","sourceName","name_cbs","team_cbs","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp","points"
"DEANDREHOPKINS","WR","cbs","DeAndre Hopkins","HOU",23,129,NA,NA,NA,NA,NA,NA,NA,NA,75,1037,5.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.4
"BRANDONMARSHALL","WR","cbs","Brandon Marshall","NYJ",24,130,NA,NA,NA,NA,NA,NA,NA,NA,63,839,7.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.6
"ANQUANBOLDIN","WR","cbs","Anquan Boldin","SF",25,131,NA,NA,NA,NA,NA,NA,NA,NA,76,995,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.2
"PHILDAWSON","K","cbs","Phil Dawson","SF",15,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,32.2,29.9,120.9
"VINCENTJACKSON","WR","cbs","Vincent Jackson","TB",26,133,NA,NA,NA,NA,NA,NA,NA,NA,70,1043,4.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.8
"MICHAELFLOYD","WR","cbs","Michael Floyd","ARZ",27,134,NA,NA,NA,NA,NA,NA,NA,NA,49.7,818,8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.6
"STEVESMITH","WR","cbs","Steve Smith","BAL",28,135,NA,NA,NA,NA,NA,NA,NA,NA,72,967,5.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.4
"JOSHBROWN","K","cbs","Josh Brown","NYG",16,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1,28.6,36,120.3
"GREGOLSEN","TE","cbs","Greg Olsen","CAR",3,137,NA,NA,NA,NA,NA,NA,NA,NA,78,964,5.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120
"NICKFOLK","K","cbs","Nick Folk","NYJ",17,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,33.3,31.5,119.8
"GIOVANIBERNARD","RB","cbs","Giovani Bernard","CIN",28,139,NA,NA,NA,NA,NA,136,592,4.2,47.5,398,2.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.4
"NELSONAGHOLOR","WR","cbs","Nelson Agholor","PHI",29,140,NA,NA,NA,NA,NA,NA,NA,NA,54,915,5.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.2
"KEENANALLEN","WR","cbs","Keenan Allen","SD",30,141,NA,NA,NA,NA,NA,NA,NA,NA,88,1022,4.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.2
"CALEBSTURGIS","K","cbs","Caleb Sturgis","MIA",18,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,35.5,32,119.1
"RYANMATHEWS","RB","cbs","Ryan Mathews","PHI",29,143,NA,NA,NA,NA,NA,130,625,9.2,16.9,147,0.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.6
"GRAHAMGANO","K","cbs","Graham Gano","CAR",19,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,31.9,33.2,117
"MATTPRATER","K","cbs","Matt Prater","DET",20,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3,29.7,32.9,116.8
"TEVINCOLEMAN","RB","cbs","Tevin Coleman","ATL",30,146,NA,NA,NA,NA,NA,154,755,6.5,20.2,160,0.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.6
"TREMASON","RB","cbs","Tre Mason","STL",31,147,NA,NA,NA,NA,NA,180,794,4.2,20.2,208,1.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.6
"ISAIAHCROWELL","RB","cbs","Isaiah Crowell","CLE",32,148,NA,NA,NA,NA,NA,189,743,6.3,21.6,176,0.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114
"JARVISLANDRY","WR","cbs","Jarvis Landry","MIA",31,149,NA,NA,NA,NA,NA,NA,NA,NA,91,982,4.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114
"AMEERABDULLAH","RB","cbs","Ameer Abdullah","DET",33,150,NA,NA,NA,NA,NA,153,651,6.1,29,245,0.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113
"CAIROSANTOS","K","cbs","Cairo Santos","KC",21,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1,28.9,37.9,112.2
"TRAVISKELCE","TE","cbs","Travis Kelce","KC",4,152,NA,NA,NA,NA,NA,NA,NA,NA,66,838,6.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112
"NICKNOVAK","K","cbs","Nick Novak","SD",22,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,29,32.7,112
"JONATHANSTEWART","RB","cbs","Jonathan Stewart","CAR",34,154,NA,NA,NA,NA,NA,176,827,3.8,26,183,0.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.2
"MIKENUGENT","K","cbs","Mike Nugent","CIN",23,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,31.3,34.1,111.1
"VICTORCRUZ","WR","cbs","Victor Cruz","NYG",32,156,NA,NA,NA,NA,NA,NA,NA,NA,68,1001,3.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110
"MARTELLUSBENNETT","TE","cbs","Martellus Bennett","CHI",5,157,NA,NA,NA,NA,NA,NA,NA,NA,85,876,5.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109
"MALCOMFLOYD","WR","cbs","Malcom Floyd","SD",33,158,NA,NA,NA,NA,NA,NA,NA,NA,44,898,4.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.6
"DAVANTEADAMS","WR","cbs","Davante Adams","GB",34,159,NA,NA,NA,NA,NA,NA,NA,NA,69,841,5.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.4
"MARQUESCOLSTON","WR","cbs","Marques Colston","NO",35,160,NA,NA,NA,NA,NA,NA,NA,NA,61,916,4.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.8
"DUSTINHOPKINS","K","cbs","Dustin Hopkins","NO",24,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,26.7,39.1,107.7
"DWAYNEBOWE","WR","cbs","Dwayne Bowe","CLE",36,162,NA,NA,NA,NA,NA,NA,NA,NA,61,957,3.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.6
"DOUGBALDWIN","WR","cbs","Doug Baldwin","SEA",37,163,NA,NA,NA,NA,NA,NA,NA,NA,62,865,5.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.6
"ERICDECKER","WR","cbs","Eric Decker","NYJ",38,164,NA,NA,NA,NA,NA,NA,NA,NA,62,848,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.4
"BRANDONLAFELL","WR","cbs","Brandon LaFell","NE",39,165,NA,NA,NA,NA,NA,NA,NA,NA,59,830,5.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.2
"JONASGRAY","RB","cbs","Jonas Gray","NE",35,166,NA,NA,NA,NA,NA,156,689,5.8,19.2,128,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.4
"PERCYHARVIN","WR","cbs","Percy Harvin","BUF",40,167,NA,NA,NA,NA,NA,NA,NA,NA,74,759,4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.2
"RANDYBULLOCK","K","cbs","Randy Bullock","HOU",25,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,29.8,27.4,105.5
"ALLENROBINSON","WR","cbs","Allen Robinson","JAC",41,169,NA,NA,NA,NA,NA,NA,NA,NA,79,905,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.4
"KENDALLWRIGHT","WR","cbs","Kendall Wright","TEN",42,170,NA,NA,NA,NA,NA,NA,NA,NA,67,834,4.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.2
"JULIUSTHOMAS","TE","cbs","Julius Thomas","JAC",6,171,NA,NA,NA,NA,NA,NA,NA,NA,69,717,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104
"JOHNBROWN","WR","cbs","John Brown","ARZ",43,172,NA,NA,NA,NA,NA,NA,NA,NA,45,725,6.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103
"DEVINFUNCHESS","WR","cbs","Devin Funchess","CAR",44,173,NA,NA,NA,NA,NA,NA,NA,NA,58,808,4.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.6
"CHARLESJOHNSON","WR","cbs","Charles Johnson","MIN",45,174,NA,NA,NA,NA,NA,NA,NA,NA,54,830,4.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102
"SEBASTIANJANIKOWSKI","K","cbs","Sebastian Janikowski","OAK",26,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,27.6,28.5,101.7
"PIERREGARCON","WR","cbs","Pierre Garcon","WAS",46,176,NA,NA,NA,NA,NA,NA,NA,NA,76,896,3.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.6
"TRAVISCOONS","K","cbs","Travis Coons","CLE",27,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,27.6,29.8,101.1
"ANDREWHAWKINS","WR","cbs","Andrew Hawkins","CLE",47,178,NA,NA,NA,NA,NA,NA,NA,NA,63,873,3.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8
"TERRANCEWILLIAMS","WR","cbs","Terrance Williams","DAL",48,179,NA,NA,NA,NA,NA,NA,NA,NA,33.8,637,7.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.6
"PATRICKMURRAY","K","cbs","Patrick Murray","TB",28,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,24.5,28.9,100.1
"EDDIEROYAL","WR","cbs","Eddie Royal","CHI",49,181,NA,NA,NA,NA,NA,NA,NA,NA,57,715,6.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.8
"KAIFORBATH","K","cbs","Kai Forbath","WAS",29,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,25.3,31.5,99.8
"LEGARRETTEBLOUNT","RB","cbs","LeGarrette Blount","NE",36,183,NA,NA,NA,NA,NA,131,582,6.9,16.7,112,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99
"JOSHSCOBEE","K","cbs","Josh Scobee","JAC",30,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8,27.1,26.5,97.9
"KYLERUDOLPH","TE","cbs","Kyle Rudolph","MIN",7,185,NA,NA,NA,NA,NA,NA,NA,NA,60,688,6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6
"AMARICOOPER","WR","cbs","Amari Cooper","OAK",50,186,NA,NA,NA,NA,NA,NA,NA,NA,64,769,4.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2
"LEONARDHANKERSON","WR","cbs","Leonard Hankerson","ATL",51,187,NA,NA,NA,NA,NA,NA,NA,NA,59,677,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4
"DOUGMARTIN","RB","cbs","Doug Martin","TB",37,188,NA,NA,NA,NA,NA,197,787,3.2,20.1,111,0.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8
"JASONWITTEN","TE","cbs","Jason Witten","DAL",8,189,NA,NA,NA,NA,NA,NA,NA,NA,67,768,4.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
"LARRYFITZGERALD","WR","cbs","Larry Fitzgerald","ARZ",52,190,NA,NA,NA,NA,NA,NA,NA,NA,69,874,3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.8
"ROBBIEGOULD","K","cbs","Robbie Gould","CHI",31,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,22.2,36.3,92.6
"GREGJENNINGS","WR","cbs","Greg Jennings","MIA",53,192,NA,NA,NA,NA,NA,NA,NA,NA,46.8,648,5.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8
"DAVIDCOBB","RB","cbs","David Cobb","TEN",38,193,NA,NA,NA,NA,NA,140,594,4.2,22.2,196,0.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.4
"REGGIEBUSH","RB","cbs","Reggie Bush","SF",39,194,NA,NA,NA,NA,NA,121,597,3.4,35.9,260,0.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91
"JORDANCAMERON","TE","cbs","Jordan Cameron","MIA",9,195,NA,NA,NA,NA,NA,NA,NA,NA,48.6,676,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.4
"CODYLATIMER","WR","cbs","Cody Latimer","DEN",54,196,NA,NA,NA,NA,NA,NA,NA,NA,50,672,4.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89
"DWAYNEALLEN","TE","cbs","Dwayne Allen","IND",10,197,NA,NA,NA,NA,NA,NA,NA,NA,36.7,442,8.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8
"KNILEDAVIS","RB","cbs","Knile Davis","KC",40,198,NA,NA,NA,NA,NA,123,546,5.2,17.2,140,1.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2
"ROBERTWOODS","WR","cbs","Robert Woods","BUF",55,199,NA,NA,NA,NA,NA,NA,NA,NA,53,670,5.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
"SHANEVEREEN","RB","cbs","Shane Vereen","NYG",41,200,NA,NA,NA,NA,NA,70,277,1.9,56,541,2.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"JERRICHOCOTCHERY","WR","cbs","Jerricho Cotchery","CAR",56,201,NA,NA,NA,NA,NA,NA,NA,NA,59,730,3.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
"ALFREDBLUE","RB","cbs","Alfred Blue","HOU",42,202,NA,NA,NA,NA,NA,177,713,2.5,16.2,127,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6
"MARTAVISBRYANT","WR","cbs","Martavis Bryant","PIT",57,203,NA,NA,NA,NA,NA,NA,NA,NA,27.8,498,7.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6
"BRESHADPERRIMAN","WR","cbs","Breshad Perriman","BAL",58,204,NA,NA,NA,NA,NA,NA,NA,NA,40,655,4.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4
"JAREDCOOK","TE","cbs","Jared Cook","STL",11,205,NA,NA,NA,NA,NA,NA,NA,NA,55,674,4.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4
"MARVINJONES","WR","cbs","Marvin Jones","CIN",59,206,NA,NA,NA,NA,NA,NA,NA,NA,39.9,522,6.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.4
"ALLENHURNS","WR","cbs","Allen Hurns","JAC",60,207,NA,NA,NA,NA,NA,NA,NA,NA,48,627,4.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8
"BRANDONCOLEMAN","WR","cbs","Brandon Coleman","NO",61,208,NA,NA,NA,NA,NA,NA,NA,NA,51,679,3.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
"KENNYBRITT","WR","cbs","Kenny Britt","STL",62,209,NA,NA,NA,NA,NA,NA,NA,NA,48.8,717,3.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6
"CHARLESSIMS","RB","cbs","Charles Sims","TB",43,210,NA,NA,NA,NA,NA,102,414,2.6,41.8,412,0.7,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.4
"TORREYSMITH","WR","cbs","Torrey Smith","SF",63,211,NA,NA,NA,NA,NA,NA,NA,NA,37.9,559,5.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4
"COBYFLEENER","TE","cbs","Coby Fleener","IND",12,212,NA,NA,NA,NA,NA,NA,NA,NA,44,602,4.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6
"THEORIDDICK","RB","cbs","Theo Riddick","DET",44,213,NA,NA,NA,NA,NA,61,234,1.5,39.4,368,4.6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
"BISHOPSANKEY","RB","cbs","Bishop Sankey","TEN",45,214,NA,NA,NA,NA,NA,160,645,2.6,19.5,145,0.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
"BRIANHARTLINE","WR","cbs","Brian Hartline","CLE",64,215,NA,NA,NA,NA,NA,NA,NA,NA,44.1,728,2.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4
"ZACHERTZ","TE","cbs","Zach Ertz","PHI",13,216,NA,NA,NA,NA,NA,NA,NA,NA,47.6,654,3.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6
"RUEBENRANDLE","WR","cbs","Rueben Randle","NYG",65,217,NA,NA,NA,NA,NA,NA,NA,NA,40.3,726,2.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.4
"HEATHMILLER","TE","cbs","Heath Miller","PIT",14,218,NA,NA,NA,NA,NA,NA,NA,NA,61,679,3.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
"CORDARRELLEPATTERSON","WR","cbs","Cordarrelle Patterson","MIN",66,219,NA,NA,NA,NA,NA,NA,NA,NA,41.3,532,2.8,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8
"AUSTINSEFERIANJENKINS","TE","cbs","Austin Seferian-Jenkins","TB",15,220,NA,NA,NA,NA,NA,NA,NA,NA,52,604,5,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.8
"TYMONTGOMERY","WR","cbs","Ty Montgomery","GB",67,221,NA,NA,NA,NA,NA,NA,NA,NA,40.3,590,4.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4
"ROYHELU","RB","cbs","Roy Helu","OAK",46,222,NA,NA,NA,NA,NA,87,331,1.9,41.9,384,1.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.2
"RODSTREATER","WR","cbs","Rod Streater","OAK",68,223,NA,NA,NA,NA,NA,NA,NA,NA,35,573,4.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8
"DANHERRON","RB","cbs","Dan Herron","IND",47,224,NA,NA,NA,NA,NA,98,430,3.3,35.6,282,0.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2
"DELANIEWALKER","TE","cbs","Delanie Walker","TEN",16,225,NA,NA,NA,NA,NA,NA,NA,NA,44.5,609,3.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
"CJSPILLER","RB","cbs","C.J. Spiller","NO",48,226,NA,NA,NA,NA,NA,87,418,2.4,42.7,284,1.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6
"VIRGILGREEN","TE","cbs","Virgil Green","DEN",17,227,NA,NA,NA,NA,NA,NA,NA,NA,51,528,4.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.4
"DEVANTEPARKER","WR","cbs","DeVante Parker","MIA",69,228,NA,NA,NA,NA,NA,NA,NA,NA,48.9,612,3.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.2
"ANDREWILLIAMS","RB","cbs","Andre Williams","NYG",49,229,NA,NA,NA,NA,NA,118,435,5.5,10.8,79,0.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4
"DAMIENWILLIAMS","RB","cbs","Damien Williams","MIA",50,230,NA,NA,NA,NA,NA,102,440,2.2,25.4,242,1.2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8
"MATTJONES","RB","cbs","Matt Jones","WAS",51,231,NA,NA,NA,NA,NA,91,427,4.4,20.1,176,0.6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8
"MICHAELCRABTREE","WR","cbs","Michael Crabtree","OAK",70,232,NA,NA,NA,NA,NA,NA,NA,NA,64,585,3.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4
"DARRENSPROLES","RB","cbs","Darren Sproles","PHI",52,233,NA,NA,NA,NA,NA,57,239,2.7,45.5,459,0.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8
"COREYBROWN","WR","cbs","Corey Brown","CAR",71,234,NA,NA,NA,NA,NA,NA,NA,NA,40.2,585,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6
"STEVEJOHNSON","WR","cbs","Steve Johnson","SD",72,235,NA,NA,NA,NA,NA,NA,NA,NA,40.8,506,4.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8
"JORDANREED","TE","cbs","Jordan Reed","WAS",18,236,NA,NA,NA,NA,NA,NA,NA,NA,62,624,2.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8
"ANTONIOGATES","TE","cbs","Antonio Gates","SD",19,237,NA,NA,NA,NA,NA,NA,NA,NA,35.9,434,5.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4
"DARRENMCFADDEN","RB","cbs","Darren McFadden","DAL",53,238,NA,NA,NA,NA,NA,103,446,4.7,14.4,111,0.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6
"MARKUSWHEATON","WR","cbs","Markus Wheaton","PIT",73,239,NA,NA,NA,NA,NA,NA,NA,NA,52,623,2.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
"DAVIDJOHNSON","RB","cbs","David Johnson","ARZ",54,240,NA,NA,NA,NA,NA,104,392,3.7,20.4,180,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6
"LANCEDUNBAR","RB","cbs","Lance Dunbar","DAL",55,241,NA,NA,NA,NA,NA,92,417,2.4,19.3,238,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4
"VERNONDAVIS","TE","cbs","Vernon Davis","SF",20,242,NA,NA,NA,NA,NA,NA,NA,NA,34.1,410,5.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4
"OWENDANIELS","TE","cbs","Owen Daniels","DEN",21,243,NA,NA,NA,NA,NA,NA,NA,NA,43.4,495,4.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.6
"KENNYSTILLS","WR","cbs","Kenny Stills","MIA",74,244,NA,NA,NA,NA,NA,NA,NA,NA,43,623,2.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
"STEDMANBAILEY","WR","cbs","Stedman Bailey","STL",75,245,NA,NA,NA,NA,NA,NA,NA,NA,42.8,583,1.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2
"TAVONAUSTIN","WR","cbs","Tavon Austin","STL",76,246,NA,NA,NA,NA,NA,NA,NA,NA,39.4,328,1.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
"RONNIEHILLMAN","RB","cbs","Ronnie Hillman","DEN",56,247,NA,NA,NA,NA,NA,91,414,3.2,22.3,161,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8
"CHARLESCLAY","TE","cbs","Charles Clay","BUF",22,248,NA,NA,NA,NA,NA,NA,NA,NA,45.5,537,2.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8
"PHILLIPDORSETT","WR","cbs","Phillip Dorsett","IND",77,249,NA,NA,NA,NA,NA,NA,NA,NA,38.1,517,3.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.2
"FOZZYWHITTAKER","RB","cbs","Fozzy Whittaker","CAR",57,250,NA,NA,NA,NA,NA,88,361,1.7,15.8,179,2.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"MOHAMEDSANU","WR","cbs","Mohamed Sanu","CIN",78,251,NA,NA,NA,NA,NA,NA,NA,NA,39.7,512,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
"JOSHHILL","TE","cbs","Josh Hill","NO",23,252,NA,NA,NA,NA,NA,NA,NA,NA,40.4,417,4.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
"BRUCEELLINGTON","WR","cbs","Bruce Ellington","SF",79,253,NA,NA,NA,NA,NA,NA,NA,NA,20.9,290,4.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8
"COLEBEASLEY","WR","cbs","Cole Beasley","DAL",80,254,NA,NA,NA,NA,NA,NA,NA,NA,45.9,550,2.8,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.4
"JERMAINEKEARSE","WR","cbs","Jermaine Kearse","SEA",81,255,NA,NA,NA,NA,NA,NA,NA,NA,32.6,536,2.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2
"JAVORIUSALLEN","RB","cbs","Javorius Allen","BAL",58,256,NA,NA,NA,NA,NA,89,426,3.6,13.4,108,0.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
"LADARIUSGREEN","TE","cbs","Ladarius Green","SD",24,257,NA,NA,NA,NA,NA,NA,NA,NA,37.1,501,2.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4
"LANCEKENDRICKS","TE","cbs","Lance Kendricks","STL",25,258,NA,NA,NA,NA,NA,NA,NA,NA,31,292,6.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.8
"TYLEREIFERT","TE","cbs","Tyler Eifert","CIN",26,259,NA,NA,NA,NA,NA,NA,NA,NA,47,508,2.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"JUSTINHUNTER","WR","cbs","Justin Hunter","TEN",82,260,NA,NA,NA,NA,NA,NA,NA,NA,26.2,482,2.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8
