"name","pos","sourceName","name_cbs","team_cbs","positionRank","overallRank","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds","fumbles","dstYdsAllowed","dstSack","dstSafety","dstInt","dstFumlRec","dstFumlForce","dstTd","fg","fgAtt","xp","points"
"DRIARCHER","RB","cbs","Dri Archer","PIT",105,391,NA,NA,NA,NA,NA,7.6,32.1,0.3,6.2,47.3,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"HENRYHYNOSKI","RB","cbs","Henry Hynoski","NYG",106,392,NA,NA,NA,NA,NA,22.3,56,0.2,3.7,29.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6
"ANTHONYDIXON","RB","cbs","Anthony Dixon","BUF",107,393,NA,NA,NA,NA,NA,12,52,0.4,0.8,5.6,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"ZURLONTIPTON","RB","cbs","Zurlon Tipton","IND",108,394,NA,NA,NA,NA,NA,7.3,24.4,0.2,1.7,16.9,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"DEVINHESTER","WR","cbs","Devin Hester","ATL",120,395,NA,NA,NA,NA,NA,NA,NA,NA,4.2,57,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2
"TIMWRIGHT","TE","cbs","Timothy Wright","TB",67,396,NA,NA,NA,NA,NA,NA,NA,NA,3,37.8,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"MICHAELVICK","QB","cbs","Michael Vick","PIT",40,397,6.5,4.1,49.8,0.3,0.1,4.4,25.8,0.1,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"DONALDBROWN","RB","cbs","Donald Brown","SD",109,398,NA,NA,NA,NA,NA,8.5,31.9,0.2,2.7,20.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8
"SHAUNHILL","QB","cbs","Shaun Hill","MIN",41,399,9.3,5.9,68,0.4,0.4,1.5,1.8,0.2,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"JORDANTODMAN","RB","cbs","Jordan Todman","CAR",110,400,NA,NA,NA,NA,NA,5.4,27.7,0.1,2.2,20.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"CHRISTHOMPSON","RB","cbs","Chris Thompson","WAS",111,401,NA,NA,NA,NA,NA,3.7,14.4,0.1,2.3,15,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6
"KELLENCLEMENS","QB","cbs","Kellen Clemens","SD",42,402,8,5.2,60,0.5,0.2,2.1,5.5,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"BENNYCUNNINGHAM","RB","cbs","Benny Cunningham","STL",112,403,NA,NA,NA,NA,NA,4.9,20,0.2,4.4,34.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"AUSTINPETTIS","WR","cbs","Austin Pettis","SD",121,404,NA,NA,NA,NA,NA,NA,NA,NA,3.8,41.4,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"JOSEPHFAURIA","TE","cbs","Joseph Fauria","DET",68,405,NA,NA,NA,NA,NA,NA,NA,NA,1.8,20.6,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"CHRISGRAGG","TE","cbs","Chris Gragg","BUF",69,406,NA,NA,NA,NA,NA,NA,NA,NA,1.9,17.5,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4
"CHASEFORD","TE","cbs","Chase Ford","MIN",70,407,NA,NA,NA,NA,NA,NA,NA,NA,4.1,54,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2
"JOSHHARRIS","RB","cbs","Josh Harris","PIT",113,408,NA,NA,NA,NA,NA,9.1,41.8,0.4,1.2,10.4,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"BEARPASCOE","TE","cbs","Bear Pascoe","CHI",71,409,NA,NA,NA,NA,NA,NA,NA,NA,1.7,8.8,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"AUSTINDAVIS","QB","cbs","Austin Davis","STL",43,410,10.3,6.4,73,0.5,0.4,2.2,5.8,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"MATTSCHAUB","QB","cbs","Matt Schaub","BAL",44,411,6.2,3.7,46.4,0.4,0.2,0.5,2.6,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"DREWSTANTON","QB","cbs","Drew Stanton","ARZ",45,412,8.8,5.1,66,0.4,0.2,3.2,10.4,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"CHRISOWUSU","WR","cbs","Chris Owusu","NYJ",122,413,NA,NA,NA,NA,NA,NA,NA,NA,1.6,18,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"MARQUISEGOODWIN","WR","cbs","Marquise Goodwin","BUF",123,414,NA,NA,NA,NA,NA,NA,NA,NA,1.2,27.8,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"ADAMTHIELEN","WR","cbs","Adam Thielen","MIN",124,415,NA,NA,NA,NA,NA,NA,NA,NA,1.6,34.7,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"MIKEBROWN","WR","cbs","Mike Brown","CAR",125,416,NA,NA,NA,NA,NA,NA,NA,NA,3.1,48.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"AARONDOBSON","WR","cbs","Aaron Dobson","NE",126,417,NA,NA,NA,NA,NA,NA,NA,NA,3.6,47.7,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"RHETTELLISON","TE","cbs","Rhett Ellison","MIN",72,418,NA,NA,NA,NA,NA,NA,NA,NA,2.8,36.9,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"SEANMCGRATH","TE","cbs","Sean McGrath","IND",73,419,NA,NA,NA,NA,NA,NA,NA,NA,3.7,44.6,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8
"JEROMESIMPSON","WR","cbs","Jerome Simpson","SF",127,420,NA,NA,NA,NA,NA,NA,NA,NA,3.2,54,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6
"MIKEGLENNON","QB","cbs","Mike Glennon","TB",46,421,10.2,6.1,76,0.4,0.4,1.9,7.2,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"BRYCEBROWN","RB","cbs","Bryce Brown","BUF",114,422,NA,NA,NA,NA,NA,9,35.1,0.1,2.3,25.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"JOHNCONNER","RB","cbs","John Conner","BUF",115,423,NA,NA,NA,NA,NA,1.6,5.8,0,1.2,13,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4
"BRANDONWEEDEN","QB","cbs","Brandon Weeden","DAL",47,424,5.6,3.4,44.7,0.3,0.2,2.7,8.3,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"ZACHMETTENBERGER","QB","cbs","Zach Mettenberger","TEN",48,425,7.1,4.2,54,0.3,0.2,1,2.9,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"KERWYNNWILLIAMS","RB","cbs","Kerwynn Williams","ARZ",116,426,NA,NA,NA,NA,NA,10.7,40.2,0.2,1.2,5.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JEROMESMITH","RB","cbs","Jerome Smith","ATL",117,427,NA,NA,NA,NA,NA,6.8,27.3,0.2,1.5,11.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JAYAJAYI","RB","cbs","Jay Ajayi","MIA",118,428,NA,NA,NA,NA,NA,6.7,25.8,0.2,0.5,3.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JOHNCROCKETT","RB","cbs","John Crockett","GB",119,429,NA,NA,NA,NA,NA,7.2,26.9,0.2,1.1,9.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"CHRISGIVENS","WR","cbs","Chris Givens","STL",128,430,NA,NA,NA,NA,NA,NA,NA,NA,3,47.5,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"JOSHMORGAN","WR","cbs","Josh Morgan","NO",129,431,NA,NA,NA,NA,NA,NA,NA,NA,2.6,24.7,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"MATTHAZEL","WR","cbs","Matt Hazel","MIA",130,432,NA,NA,NA,NA,NA,NA,NA,NA,2.7,33.1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"CHRISMATTHEWS","WR","cbs","Chris Matthews","SEA",131,433,NA,NA,NA,NA,NA,NA,NA,NA,1.6,29,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"BRICEBUTLER","WR","cbs","Brice Butler","OAK",132,434,NA,NA,NA,NA,NA,NA,NA,NA,1.8,23.2,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"DONTRELLEINMAN","WR","cbs","Dontrelle Inman","SD",133,435,NA,NA,NA,NA,NA,NA,NA,NA,2.8,37.1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2
"DEREKANDERSON","QB","cbs","Derek Anderson","CAR",49,436,4.9,3.1,34.8,0.2,0,2.6,7.8,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"CHADHENNE","QB","cbs","Chad Henne","JAC",50,437,9.9,5.8,60,0.3,0.3,2,11,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"KENDALLHUNTER","RB","cbs","Kendall Hunter","SF",120,438,NA,NA,NA,NA,NA,8.7,37.1,0.2,0.2,1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"LEVINETOILOLO","TE","cbs","Levine Toilolo","ATL",74,439,NA,NA,NA,NA,NA,NA,NA,NA,3.2,23.3,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"CORYHARKEY","TE","cbs","Cory Harkey","STL",75,440,NA,NA,NA,NA,NA,NA,NA,NA,1.8,13,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8
"SCOTTTOLZIEN","QB","cbs","Scott Tolzien","GB",51,441,3.1,2,26.4,0.1,0.1,1.2,12.9,0.2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"JEREMYLANGFORD","RB","cbs","Jeremy Langford","CHI",121,442,NA,NA,NA,NA,NA,5.2,18.4,0.1,1.1,8.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"ZACHZENNER","RB","cbs","Zach Zenner","DET",122,443,NA,NA,NA,NA,NA,4.9,17.1,0.1,1,8.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"FITZGERALDTOUSSAINT","RB","cbs","Fitzgerald Toussaint","BAL",123,444,NA,NA,NA,NA,NA,5.1,17.5,0.1,1.2,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"GEORGEWINN","RB","cbs","George Winn","DET",124,445,NA,NA,NA,NA,NA,4.7,18.8,0.1,0.4,3.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"TREYWILLIAMS","RB","cbs","Trey Williams","WAS",125,446,NA,NA,NA,NA,NA,4.5,17,0.1,1.2,11.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"CAMERONARTISPAYNE","RB","cbs","Cameron Artis-Payne","CAR",126,447,NA,NA,NA,NA,NA,7,26.1,0.1,1,8.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"STEFONDIGGS","WR","cbs","Stefon Diggs","MIN",134,448,NA,NA,NA,NA,NA,NA,NA,NA,1.9,28.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"JARRETTBOYKIN","WR","cbs","Jarrett Boykin","CAR",135,449,NA,NA,NA,NA,NA,NA,NA,NA,2.5,29,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"CHUCKJACOBS","WR","cbs","Chuck Jacobs","SF",136,450,NA,NA,NA,NA,NA,NA,NA,NA,1.2,16.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"VINCENTBROWN","WR","cbs","Vincent Brown","IND",137,451,NA,NA,NA,NA,NA,NA,NA,NA,3.3,41.5,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"KEVINNORWOOD","WR","cbs","Kevin Norwood","SEA",138,452,NA,NA,NA,NA,NA,NA,NA,NA,2,27,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"PAULRICHARDSON","WR","cbs","Paul Richardson","SEA",139,453,NA,NA,NA,NA,NA,NA,NA,NA,3.1,29,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"JOSHBELLAMY","WR","cbs","Josh Bellamy","CHI",140,454,NA,NA,NA,NA,NA,NA,NA,NA,1.3,16.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DEVINSTREET","WR","cbs","Devin Street","DAL",141,455,NA,NA,NA,NA,NA,NA,NA,NA,1.7,23.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"JOSHBOYCE","WR","cbs","Josh Boyce","NE",142,456,NA,NA,NA,NA,NA,NA,NA,NA,2.1,26.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"GREGLITTLE","WR","cbs","Greg Little","CIN",143,457,NA,NA,NA,NA,NA,NA,NA,NA,2.5,28.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"RYANGRANT","WR","cbs","Ryan Grant","WAS",144,458,NA,NA,NA,NA,NA,NA,NA,NA,2.1,28.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"ANDRECALDWELL","WR","cbs","Andre Caldwell","DEN",145,459,NA,NA,NA,NA,NA,NA,NA,NA,1.5,16.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"RISHARDMATTHEWS","WR","cbs","Rishard Matthews","MIA",146,460,NA,NA,NA,NA,NA,NA,NA,NA,2.3,25.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DORIALGREENBECKHAM","WR","cbs","Dorial Green-Beckham","TEN",147,461,NA,NA,NA,NA,NA,NA,NA,NA,1.1,16.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DURONCARTER","WR","cbs","Duron Carter","IND",148,462,NA,NA,NA,NA,NA,NA,NA,NA,1.7,23,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"MARCMARIANI","WR","cbs","Marc Mariani","CHI",149,463,NA,NA,NA,NA,NA,NA,NA,NA,1.7,21.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"MYCOLEPRUITT","TE","cbs","MyCole Pruitt","MIN",76,464,NA,NA,NA,NA,NA,NA,NA,NA,1.8,19.4,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"GARYBARNIDGE","TE","cbs","Gary Barnidge","CLE",77,465,NA,NA,NA,NA,NA,NA,NA,NA,2.3,29,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DJWILLIAMS","TE","cbs","D.J. Williams","WAS",78,466,NA,NA,NA,NA,NA,NA,NA,NA,1.4,16.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"RYANGRIFFIN","TE","cbs","Ryan Griffin","HOU",79,467,NA,NA,NA,NA,NA,NA,NA,NA,1.7,17.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"DOMINIQUEJONES","TE","cbs","Dominique Jones","DEN",80,468,NA,NA,NA,NA,NA,NA,NA,NA,1.7,19.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6
"MIKEJAMES","RB","cbs","Mike James","TB",127,469,NA,NA,NA,NA,NA,5.2,21,0.1,0.7,1.8,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"JONATHANGRIMES","RB","cbs","Jonathan Grimes","HOU",128,470,NA,NA,NA,NA,NA,5,22.5,0.1,0.7,9.8,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"BRENTONBERSIN","WR","cbs","Brenton Bersin","CAR",150,471,NA,NA,NA,NA,NA,NA,NA,NA,1.7,20,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"JALENSAUNDERS","WR","cbs","Jalen Saunders","NO",151,472,NA,NA,NA,NA,NA,NA,NA,NA,1.7,22,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"JACOBYJONES","WR","cbs","Jacoby Jones","SD",152,473,NA,NA,NA,NA,NA,NA,NA,NA,2.3,32.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"GRIFFWHALEN","WR","cbs","Griff Whalen","IND",153,474,NA,NA,NA,NA,NA,NA,NA,NA,1.9,20.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"PRESTONPARKER","WR","cbs","Preston Parker","NYG",154,475,NA,NA,NA,NA,NA,NA,NA,NA,2.8,33.4,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4
"JACKDOYLE","TE","cbs","Jack Doyle","IND",81,476,NA,NA,NA,NA,NA,NA,NA,NA,2.6,14.8,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2
"REXBURKHEAD","RB","cbs","Rex Burkhead","CIN",129,477,NA,NA,NA,NA,NA,1.8,7.6,0.2,1.6,15,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"CHRISTINEMICHAEL","RB","cbs","Christine Michael","SEA",130,478,NA,NA,NA,NA,NA,5.2,26.9,0,0.1,1.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ORLEANSDARKWA","RB","cbs","Orleans Darkwa","NYG",131,479,NA,NA,NA,NA,NA,2.1,5.8,0.2,0.8,7.9,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"DEVIERPOSEY","WR","cbs","DeVier Posey","NYJ",155,480,NA,NA,NA,NA,NA,NA,NA,NA,1.5,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"MICHAELHOOMANAWANUI","TE","cbs","Michael Hoomanawanui","NE",82,481,NA,NA,NA,NA,NA,NA,NA,NA,2,22.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"GARRETTCELEK","TE","cbs","Garrett Celek","SF",83,482,NA,NA,NA,NA,NA,NA,NA,NA,1.4,28.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KADEEMCAREY","RB","cbs","Ka'Deem Carey","CHI",132,483,NA,NA,NA,NA,NA,5,21.6,0,0.7,8.2,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"DARRIUSHEYWARDBEY","WR","cbs","Darrius Heyward-Bey","PIT",156,484,NA,NA,NA,NA,NA,NA,NA,NA,1.8,19.4,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TARVARISJACKSON","QB","cbs","Tarvaris Jackson","SEA",52,485,0.8,0.5,7.6,0,0,0.9,1.1,0.1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"KENJONBARNER","RB","cbs","Kenjon Barner","PHI",133,486,NA,NA,NA,NA,NA,3.7,11.7,0.1,1,7.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"SAMMIECOATES","WR","cbs","Sammie Coates","PIT",157,487,NA,NA,NA,NA,NA,NA,NA,NA,0.9,12.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ALANBONNER","WR","cbs","Alan Bonner","HOU",158,488,NA,NA,NA,NA,NA,NA,NA,NA,1.1,14.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ORSONCHARLES","TE","cbs","Orson Charles","NO",84,489,NA,NA,NA,NA,NA,NA,NA,NA,1,9.7,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"TREYBURTON","TE","cbs","Trey Burton","PHI",85,490,NA,NA,NA,NA,NA,NA,NA,NA,0.5,6.5,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ANTHONYDENHAM","TE","cbs","Anthony Denham","HOU",86,491,NA,NA,NA,NA,NA,NA,NA,NA,0.8,7.6,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ANTHONYMCCOY","TE","cbs","Anthony McCoy","SEA",87,492,NA,NA,NA,NA,NA,NA,NA,NA,1.1,12,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"KELLENDAVIS","TE","cbs","Kellen Davis","NYJ",88,493,NA,NA,NA,NA,NA,NA,NA,NA,0.8,8.3,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"JESSEJAMES","TE","cbs","Jesse James","PIT",89,494,NA,NA,NA,NA,NA,NA,NA,NA,1.2,11.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"ZACHMILLER","TE","cbs","Zach Miller","CHI",90,495,NA,NA,NA,NA,NA,NA,NA,NA,1.6,15,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"CLIVEWALFORD","TE","cbs","Clive Walford","OAK",91,496,NA,NA,NA,NA,NA,NA,NA,NA,1.5,11.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"NICKBOYLE","TE","cbs","Nick Boyle","BAL",92,497,NA,NA,NA,NA,NA,NA,NA,NA,1.3,14.1,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6
"JIMMYCLAUSEN","QB","cbs","Jimmy Clausen","CHI",53,498,2.2,1.3,11.5,0.1,0,0.5,1.5,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"RYANMALLETT","QB","cbs","Ryan Mallett","HOU",54,499,3.4,1.8,20.9,0.1,0.1,1.1,1.3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"BROCKOSWEILER","QB","cbs","Brock Osweiler","DEN",55,500,1.1,0.6,6.4,0.1,0,1.6,1.7,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"MATTHASSELBECK","QB","cbs","Matt Hasselbeck","IND",56,501,2.8,1.7,18.9,0.1,0,2.3,1.7,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"BLAINEGABBERT","QB","cbs","Blaine Gabbert","SF",57,502,2.4,1.2,15.1,0.1,0.1,2.9,15.2,0,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"RYANNASSIB","QB","cbs","Ryan Nassib","NYG",58,503,0.6,0.4,6.2,0,0,0.5,0.9,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DANORLOVSKY","QB","cbs","Dan Orlovsky","DET",59,504,0.6,0.4,4.4,0,0,0.2,0.7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"LUKEMCCOWN","QB","cbs","Luke McCown","NO",60,505,0.5,0.3,3.9,0,0,0.4,0.1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AJMCCARRON","QB","cbs","AJ McCarron","CIN",61,506,0.5,0.3,3.7,0,0,0.2,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"MALCOLMBROWN","RB","cbs","Malcolm Brown","STL",134,507,NA,NA,NA,NA,NA,0.6,1.8,0,0.2,1.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TREYMILLARD","RB","cbs","Trey Millard","SF",135,508,NA,NA,NA,NA,NA,0.9,3.9,0,0.3,2.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"RAYAGNEW","RB","cbs","Ray Agnew","DAL",136,509,NA,NA,NA,NA,NA,0.7,3,0,0.6,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TONYCREECY","RB","cbs","Tony Creecy","NE",137,510,NA,NA,NA,NA,NA,0.4,1.3,0,0.1,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"COLLINMOONEY","RB","cbs","Collin Mooney","ATL",138,511,NA,NA,NA,NA,NA,0.3,1.3,0,1.8,10.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JOEYIOSEFA","RB","cbs","Joey Iosefa","TB",139,512,NA,NA,NA,NA,NA,0.4,1.7,0,0.3,2.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"KIEROSMALL","RB","cbs","Kiero Small","BAL",140,513,NA,NA,NA,NA,NA,0.6,2.7,0,0.3,2.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"BRAYLONHEARD","RB","cbs","Braylon Heard","PIT",141,514,NA,NA,NA,NA,NA,0.4,1.5,0,0.1,1.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"NIKITAWHITLOCK","RB","cbs","Nikita Whitlock","NYG",142,515,NA,NA,NA,NA,NA,0.6,2.2,0,0.3,2.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"DIONLEWIS","RB","cbs","Dion Lewis","NE",143,516,NA,NA,NA,NA,NA,0.4,1.3,0,0.1,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TREYWATTS","RB","cbs","Trey Watts","STL",144,517,NA,NA,NA,NA,NA,0.1,0.3,0,0.1,0.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"TRAVARISCADET","RB","cbs","Travaris Cadet","NE",145,518,NA,NA,NA,NA,NA,0.1,0.2,0,0.2,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"JORVORSKIELANE","RB","cbs","Jorvorskie Lane","TB",146,519,NA,NA,NA,NA,NA,0.6,8.6,0,0.3,1.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"AARONRIPKOWSKI","RB","cbs","Aaron Ripkowski","GB",147,520,NA,NA,NA,NA,NA,0.7,3.3,0,0.4,3.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
